numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
909,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Livres en blanc,Flandre,24891,16594,livres,,,,,0
910,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Macis,Hollande,2815,241,livres,,,,,0
911,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Maganaise,Hollande,3335,,,,,,,0
912,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Maniquelle,Isles,2201,8030,livres,,,,,0
913,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Manne,Espagne,15325,8710,livres,923667,923667,,,0
914,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Manne,Italie,721765,400981,livres,923667,923667,,,0
915,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Manne,Naples,127897,71332,livres,923667,923667,,,0
916,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Manne,Genes,57600,32000,livres,923667,923667,,,0
917,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Manne,Savoye,1080,600,livres,923667,923667,,,0
918,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; brut,Flandre,2516,629,pieds,216625,204235,,,0
919,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; brut,Italie,188422,1898436,livres,216625,204235,,,0
920,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; brut,Naples,,,,216625,204235,,il est indiqué « néant »,0
921,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; brut,Genes,11440,114400,livres,216625,204235,,,0
922,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; brut,Suisse,1857,18570,livres,216625,204235,,,0
923,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; ouvré,Allemagne,1730,,,216625,12390,,,0
924,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marbre ; ouvré,Flandre,10660,,,216625,12390,,,0
925,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Allemagne,113345,,,616206,616206,,Le sous-total 1 et le total aurait dû être 617 206,0
926,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Angleterre,44547,,,616206,616206,,,0
927,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Danemark,12979,,,616206,616206,,,0
928,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Espagne,36056,,,616206,616206,,,0
929,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Flandre,95363,,,616206,616206,,,0
930,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Geneve,14226,,,616206,616206,,,0
931,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Hollande,116579,,,616206,616206,,,0
932,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Italie,17573,,,616206,616206,,,0
933,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Naples,3697,,,616206,616206,,,0
934,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Genes,14752,,,616206,616206,,,0
935,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Levant,1746,,,616206,616206,,,0
936,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Nord,15715,,,616206,616206,,,0
937,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Portugal,12044,,,616206,616206,,,0
938,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Russie,2619,,,616206,616206,,,0
939,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Savoye,41588,,,616206,616206,,,0
940,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Suede,11178,,,616206,616206,,,0
941,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Suisse,16712,,,616206,616206,,,0
942,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Etats unis,2920,,,616206,616206,,,0
943,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,86,Marchand. ; à l'estimaon,Isles,43567,,,616206,616206,,,0
944,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mats,Danemark,10775,105,grands,176130,,,,1
945,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mats,Danemark,10775,317,petits,176130,,,2 qtités pour Danemark,2
946,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mats,Hollande,41800,186,en nombre,176130,,,,0
947,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mats,Nord,19000,190,en nombre,176130,,,,0
948,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mats,Suede,104555,409,en nombre,176130,,,,0
949,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Allemagne,1300980,409439,livres,2558615,,,,0
950,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Espagne,24440,11520,livres,2558615,,,,0
951,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Flandre,555295,223307,livres,2558615,,,,0
952,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Geneve,31496,8805,livres,2558615,,,,0
953,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Hollande,243181,111946,livres,2558615,,,,0
954,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Italie,19756,4939,livres,2558615,,,,0
955,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Nord,273991,95411,livres,2558615,,,,0
956,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Savoye,52928,13232,livres,2558615,,,,0
957,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Mercerie,Suisse,56548,14137,livres,2558615,,,,0
958,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meubles,Allemagne,11975,,,19004,,,,0
959,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meubles,Flandre,7029,,,19004,,,,0
960,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à éguiser,Allemagne,5492,173,en nombre,39494,6692,,,0
961,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à éguiser,Espagne,1200,400,en nombre,39494,6692,,,0
962,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à favre,Espagne,1235,247,en nombre,39494,,,,0
963,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à moulin,Allemagne,3000,20,en nombre,39494,16480,,,0
964,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à moulin,Espagne,13480,168,en nombre,39494,16480,,,0
965,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à tailland..,Angleterre,7860,262,en nombre,39494,15087,,,0
966,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à tailland..,Espagne,5715,2243,en nombre,39494,15087,,,0
967,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,88,Meules ; à tailland..,Hollande,1512,216,en nombre,39494,15087,,,0
968,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Miel,Espagne,4000,20000,livres,24760,,,,0
969,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Miel,Naples,20760,17300,livres,24760,,,,0
970,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Millet g,Espagne,25150,503000,livres,,,,,0
971,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Mine ; de fer,Espagne,72240,722400,livres,245332,,,,0
972,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Mine ; de plomb,Allemagne,3036,11043,livres,245332,173092,,,0
973,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Mine ; de plomb,Flandre,73588,367944,livres,245332,173092,,,0
974,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Mine ; de plomb,Hollande,96468,482345,livres,245332,173092,,,0
975,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Mini,Hollande,1509,6847,livres,,,,,0
976,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Danemark,7420,34898,livres,681734,237240,,,0
977,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Espagne,65789,261513,livres,681734,237240,,,0
978,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Hollande,2256,9025,livres,681734,237240,,,0
979,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Italie,37015,100079,livres,681734,237240,,,0
980,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Nord,29500,120000,livres,681734,237240,,,0
981,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Etats unis,93900,313000,livres,681734,237240,,,0
982,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; seche,Isles,1360,3850,livres,681734,237240,,,0
983,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; verte,Allemagne,3465,5700,livres,681734,444494,,,0
984,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; verte,Danemark,16415,82075,livres,681734,444494,,,0
985,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; verte,Espagne,1200,3000,livres,681734,444494,,,0
986,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; verte,Flandre,127828,2130,tonnes,681734,444494,,,0
987,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; verte,Hollande,119234,482956,livres,681734,444494,,,0
988,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Morue ; verte,Isles,176352,70541,poignées,681734,444494,,,0
989,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,90,Mouchoirs ; de coton,Espagne,3600,600,livres,621300,,,,0
990,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Mouchoirs ; de Romald,Hollande,3000,200,pièces,621300,,,,0
991,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Mouchoirs ; de soye,Espagne,614700,13660,livres,621300,,,,0
992,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Moulins à caffé,Hollande,8525,4200,livres,,,,,0
993,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Moutons,Allemagne,461560,50805,en nombre,604039,,,,0
994,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Moutons,Flandre,38550,2570,en nombre,604039,,,,0
995,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Moutons,Savoye,103929,16873,en nombre,604039,,,,0
996,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Mules et mulets,Espagne,1600,8,en nombre,39120,,,,0
997,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Mules et mulets,Savoye,37520,469,en nombre,39120,,,,0
998,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Muscades,Hollande,110572,12516,livres,,,,,0
999,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Nattes de joncs,Espagne,2082,20828,livres,4262,,,,0
1000,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Nattes de joncs,Hollande,2180,,,4262,,,,0
1001,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Neptunes de cuivre,Hollande,7078,5243,livres,,,,,0
1002,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Noir ; de fumée,Allemagne,7710,32063,livres,12390,10265,,,0
1003,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Noir ; de fumée,Hollande,1352,,,12390,10265,,,0
1004,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Noir ; de fumée,Nord,1203,1203,livres,12390,10265,,,0
1005,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Noir ; d'yvoire,Flandre,2125,,,12390,,,,0
1006,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Noix vomiques,Nord,3858,3087,livres,,,,,0
1007,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,92,Oignons de fleurs,Hollande,1442,,,,,,,0
1008,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Olives,Espagne,2826,5127,livres,3911,,,,0
1009,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Olives,Savoye,1085,4340,livres,3911,,,,0
1010,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Or ; en lingots,Espagne,88015,,,194572,88015,194572,,0
1011,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Or ; et argt ; faux,Allemagne,92857,44328,livres,194572,106557,194572,,0
1012,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Or ; et argt ; faux,Flandre,13700,685,livres,194572,106557,194572,,0
1013,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Orge ; en grains,Hollande,8241,109885,livres,18749,9950,,,0
1014,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Orge ; en grains,Nord,1709,22790,livres,18749,9950,,,0
1015,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Orge ; mondée,Hollande,1008,3127,livres,18749,,,,0
1016,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Orge ; perlée,Flandre,2580,2580,livres,18749,7791,,,0
1017,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Orge ; perlée,Hollande,5211,10422,livres,18749,7791,,,0
1018,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Orpiment,Hollande,1367,2182,livres,,,,,0
1019,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Ouettes,Allemagne,1149,383,livres,,,,,0
1020,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Ozier,Savoye,1327,13270,livres,,,,,0
1021,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,94,Paille,Allemagne,1285,40,chars,,,,,0
