numrodeligne,dataentryby,source,sourcepath,sourcetype,direction,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1160,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Eau de vie,Marseille,Savoye et le Piemont,"100,00",Livres,"0,150","15,00","0,00",
1161,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Escarasse,Marseille,Savoye et le Piemont,"10,00",Paires,"2,000","20,00","0,00",
1162,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Faux a faucher,Marseille,Savoye et le Piemont,"1,00",En nombre,"2,000","2,00","0,00",
1163,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Fer en barres,Marseille,Savoye et le Piemont,"25,00",Livres,"0,145","3,00","0,63",
1164,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Fer ouvré,Marseille,Savoye et le Piemont,"224,00",Livres,"0,250","56,00","0,00",
1165,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Fromage,Marseille,Savoye et le Piemont,"117,00",Livres,"0,200","23,00","0,40",
1166,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Graine jaune,Marseille,Savoye et le Piemont,"40,00",Livres,"0,250","10,00","0,00",
1167,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Huile d'olives,Marseille,Savoye et le Piemont,"170,00",Livres,"0,400","68,00","0,00",
1168,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Mercerie,Marseille,Savoye et le Piemont,"3,00",Livres,"3,500","10,00","0,50",
1169,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Peaux blanches,Marseille,Savoye et le Piemont,"3,00",Livres,"2,000","6,00","0,00",
1170,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Peaux de veau tannées,Marseille,Savoye et le Piemont,"6,00",En nombre,"12,000","72,00","0,00",
1171,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Poissons frits,Marseille,Savoye et le Piemont,"33,00",Barrils,"15,000","495,00","0,00",
1172,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Poix noire,Marseille,Savoye et le Piemont,"23,00",Livres,"0,100","2,00","0,30",
1173,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Pruneaux,Marseille,Savoye et le Piemont,"20,00",Livres,"0,200","4,00","0,00",
1174,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Son,Marseille,Savoye et le Piemont,"200,00",Livres,"4,000","8,00","792,00",Erreur sur le prix: compter 4£ le quintal
1175,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Souliers,Marseille,Savoye et le Piemont,"2,00",Paires,"3,500","7,00","0,00",
1176,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Terre a foulon,Marseille,Savoye et le Piemont,"3,00",Charges,,"0,00",,Pas de prix unitaire et pas de total
1177,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Terre a foulon,Marseille,Savoye et le Piemont,"1 900,00",Livres,,"0,00",,Pas de prix unitaire et pas de total
1178,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Toille blanche,Marseille,Savoye et le Piemont,"3,50",Livres,"6,000","21,00","0,00",
1179,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Vin,Marseille,Savoye et le Piemont,"1,00",Coupe,,"0,00",,Pas de prix unitaire et pas de total
1180,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Vinaigre,Marseille,Savoye et le Piemont,"35,00",Charges,"6,000","210,00","0,00",
1181,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Amandes cassées,Marseille,Suisse et Geneve,"1 450,00",Livres,"0,200","290,00","0,00",
1182,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Anchois,Marseille,Suisse et Geneve,"905,00",Livres,"0,750","678,00","0,75",
1183,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Artichaux,Marseille,Suisse et Geneve,"420,00",Livres,"1,000","420,00","0,00",
1184,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Bazannes tannées,Marseille,Suisse et Geneve,"150,00",Livres,"0,600","90,00","0,00",
1185,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Boites de bergamotes,Marseille,Suisse et Geneve,"35,00",Livres,"8,000","280,00","0,00",
1186,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Bouchon de liege,Marseille,Suisse et Geneve,"30,00",Livres,"3,000","90,00","0,00",
1187,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Capres,Marseille,Suisse et Geneve,"2 185,00",Livres,"0,300","655,00","0,50",
1188,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Citrons,Marseille,Suisse et Geneve,"24 865,00",Livres,"0,050","1 243,00","0,25",
1189,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Confitures,Marseille,Suisse et Geneve,"15,00",Livres,"1,000","15,00","0,00",
1190,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Crin,Marseille,Suisse et Geneve,"250,00",Livres,"0,600","150,00","0,00",
1191,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Cuivre vieux,Marseille,Suisse et Geneve,"15,00",Livres,"1,000","15,00","0,00",
1192,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Eau de pin,Marseille,Suisse et Geneve,"450,00",Livres,"0,100","45,00","0,00",
1193,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Eau de vie,Marseille,Suisse et Geneve,"280,00",Livres,"0,150","42,00","0,00",
1194,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Ecorce d'orange,Marseille,Suisse et Geneve,"290,00",Livres,"0,200","58,00","0,00",
1195,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Etain ouvré,Marseille,Suisse et Geneve,"30,00",Livres,"1,500","45,00","0,00",
1196,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Figues,Marseille,Suisse et Geneve,"8 293,00",Livres,"0,100","829,00","0,30",
1197,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Graine de jardin,Marseille,Suisse et Geneve,"318,00",Livres,"0,500","159,00","0,00",
1198,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Graine de luzerne,Marseille,Suisse et Geneve,"355,00",Livres,"0,250","88,00","0,75",
1199,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Huile d'olive,Marseille,Suisse et Geneve,"48 851,00",Livres,"0,400","19 540,00","0,40",
1200,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Laine cardée,Marseille,Suisse et Geneve,"2,00",Livres,"1,500","3,00","0,00",
1201,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Leton ouvré,Marseille,Suisse et Geneve,"250,00",Livres,"3,000","750,00","0,00",
1202,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Liege,Marseille,Suisse et Geneve,"390,00",Livres,"0,150","58,00","0,50",
1203,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Liqueurs,Marseille,Suisse et Geneve,"15,00",Livres,"0,750","11,00","0,25",
1204,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Merluche,Marseille,Suisse et Geneve,"73,00",Livres,"0,150","11,00","-0,05",
1205,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Miel,Marseille,Suisse et Geneve,"125,00",Livres,"0,150","18,00","0,75",
1206,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Nogat,Marseille,Suisse et Geneve,"5,00",Livres,"0,400","2,00","0,00",
1207,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Oranges,Marseille,Suisse et Geneve,"31 375,00",Livres,"0,050","1 568,00","0,75",
1208,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Peaux de marroquins,Marseille,Suisse et Geneve,"15,00",Livres,"1,500","22,00","0,50",
1209,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Peaux de moutons passées,Marseille,Suisse et Geneve,"460,00",Livres,"1,000","460,00","0,00",
1210,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Perdrix,Marseille,Suisse et Geneve,"1 385,00",Livres,"1,000","1 385,00","0,00",
1211,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Pomade,Marseille,Suisse et Geneve,"8,00",Onces,"0,125","1,00","0,00",
1212,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Raisins secs,Marseille,Suisse et Geneve,"3 995,00",Livres,"0,200","799,00","0,00",
1213,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Saffran,Marseille,Suisse et Geneve,"15,00",Livres,"15,000","225,00","0,00",
1214,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Savon,Marseille,Suisse et Geneve,"73 943,00",Livres,"0,300","22 182,00","0,90",
1215,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,35,1751,Sortie,Savonette,Marseille,Suisse et Geneve,,,,"1,00",,Estimé
1216,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Thon mariné,Marseille,Suisse et Geneve,"365,00",Livres,"1,250","456,00","0,25",
1217,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Truffes,Marseille,Suisse et Geneve,"63,00",Livres,"4,000","252,00","0,00",
1218,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Amandes en coque,Marseille,Isles françaises de l'Amerique,"134 200,00",Livres,"0,100","13 420,00","0,00",
1219,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Anchois,Marseille,Isles françaises de l'Amerique,"2 556,00",Pots,"1,000","2 556,00","0,00",
1220,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Anchois,Marseille,Isles françaises de l'Amerique,"5 272,00",Livres,"0,750","3 954,00","0,00",
1221,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Bas de fil et coton,Marseille,Isles françaises de l'Amerique,"2 774,00",Douzaines,"18,000","49 932,00","0,00",
1222,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Bougies en cirege,Marseille,Isles françaises de l'Amerique,"44 232,00",Livres,"1,800","79 617,00","0,60",
1223,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Briques,Marseille,Isles françaises de l'Amerique,"1 164,00",Milliers,"20,000","23 280,00","0,00",
1224,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Capres,Marseille,Isles françaises de l'Amerique,"2 556,00",Pots,"1,000","2 556,00","0,00",
1225,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Capres,Marseille,Isles françaises de l'Amerique,"5 272,00",Livres,"0,300","1 581,00","0,60",
1226,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Cercles de bois,Marseille,Isles françaises de l'Amerique,"18 812,00",Faix,"2,000","37 624,00","0,00",
1227,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Chair salée,Marseille,Isles françaises de l'Amerique,"2 686,00",Bariques ,"40,000","107 440,00","0,00",
1228,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Chandelle,Marseille,Isles françaises de l'Amerique,"299 200,00",Livres,"0,450","134 640,00","0,00",
1229,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,chapeaux assortis,Marseille,Isles françaises de l'Amerique,"1 370,00",Douzaines,"60,000","82 200,00","0,00",
1230,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Chapeaux castor,Marseille,Isles françaises de l'Amerique,"1 602,00",Livres,"18,000","28 836,00","0,00",
1231,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Chapeaux a negre,Marseille,Isles françaises de l'Amerique,"1 468,00",Douzaines,"36,000","52 848,00","0,00",
1232,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Chemises communes,Marseille,Isles françaises de l'Amerique,"68,00",Douzaines,"50,000","3 400,00","0,00",
1233,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Chemises fines,Marseille,Isles françaises de l'Amerique,"400,00",Douzaines,"200,000","80 000,00","0,00",
1234,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Cloux de fer,Marseille,Isles françaises de l'Amerique,"112 800,00",Livres,"0,250","28 200,00","0,00",
1235,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Confitures,Marseille,Isles françaises de l'Amerique,"54 800,00",Livres,"1,000","54 800,00","0,00",
1236,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,36,1751,Sortie,Cuivre ouvré,Marseille,Isles françaises de l'Amerique,"12 000,00",Livres,"1,600","19 200,00","0,00",
