numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,bureau,sheet,marchandises,quantit,quantity_unit,doubleaccounts
233,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Chandelle ; de suif,8104,livres,0
249,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Chanvre,496209,livres,0
262,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Charbon ; de terre,74840,barils,0
276,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Chevaux ; de bas pris,2,chevaux,0
286,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Chevaux ; de haut prix,25,chevaux,0
302,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Clouds et caboches de fer,18799,livres,0
315,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Colles,150349,livres,0
329,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cordages et ficelles,1349,livres,0
344,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cotton ; filé et non filé,185783,livres,0
356,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Coutils,5,pièces,0
371,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Couvertures ; de laine et cotton,12,couvertures,0
383,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Crain,5457,livres,0
403,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuirs ; de Roussy,6591,cuirs,0
407,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuirs ; dorez,200,livres,0
419,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuirs ; salez,187,livres,0
435,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuirs ; secs ; à poil,39465,cuirs,0
450,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuirs ; tannez,854,cuirs,0
453,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuivre ; en rozette,37199,livres,0
463,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuivre ; non ouvré ; en rosette ou plaque,1825,livres,0
479,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuivre ; ouvré,22500,livres,0
490,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Cuivre ; rompu,2375,livres,0
495,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Damas ; Cafart,50,pièces,0
508,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Dentelle ; de fil,60.5,livres,0
518,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Dentelle ; de soye,3,livres,0
529,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,"Draps ; d'Angleterre, Hollande et Espagne",75,pièces,0
531,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Draps ; d'or et d'argent fin,14,livres,0
535,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Draps ; de douzaine,78,pièces,0
542,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Draps ; de soye,297.75,livres,0
568,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Etain ; non ouvré,503722,livres,0
583,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Etain ; ouvré,748,livres,0
606,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Fanons ; de baleine,167594,fanons,0
616,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Fer ; blanc,769,livres,0
623,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Fer ; en gueuse,6425,livres,0
639,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,"Fer ; en verge, barre et batu",970244,livres,0
655,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Fer ; ouvré,39125,livres,0
684,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Fil ; de Cardes,11512,livres,0
712,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,8,Fil ; de fer,83631,livres,0
725,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Fil ; de Latton,308586,livres,0
739,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Fil ; de Lin,149722,livres,0
750,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Frise ; à la Gode,28783,aunes,0
757,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Frisons ; d'Angleterre,1547,pièces,0
774,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Fromage,1330413,livres,0
785,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Futaine ; de toutes sortes,601,pièces,0
804,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Goudran,3091,barils,0
819,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Harancs ; blancs,29041,barils,0
832,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Harancs ; fors,1319,barils,0
847,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Huille ; d'Olive,2321936,livres,0
856,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Huille ; de Baleine,7902,barriques,0
869,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Huille ; de Poisson,130,barriques,0
884,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Jambons,136374,livres,0
898,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Laine ; d'Autriche,330324,livres,0
912,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Laines ; d'Aignelin,81808,livres,0
929,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Laines ; de toutes sortes,1331158,livres,0
934,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,9,Laiton ; braisé,9062,livres,0
939,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Ligature ; de fil et soye,2,pièces,0
958,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Lin ; de toutes sortes,10864,livres,0
973,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Linge ; de toutes sortes,14,livres,0
978,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Lingettes,75,pièces,0
992,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Marroquins,1992,maroquins,0
997,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Marte ; commune et en pointe,193,martes,0
1001,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Mollerons,136,pièces,0
1006,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Moluë ; de Holande,530,barils,0
1017,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Moluë ; seiche,5330,mollus,0
1029,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Moluë ; verre,1481453,mollus,0
1045,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Panestons,62,pièces,0
1056,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Peaux ; de Lapin,61274,livres,0
1066,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; d'Aigneaux ; en laine,3056,peaux,0
1070,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; d'Orignac,58,peaux,0
1072,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; d'Ours,11,peaux,0
1074,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; de Bufle,30,peaux,0
1079,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; de Chagrin et Romagne,32,peaux,0
1107,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; de Chevre ; aprestées,3173,peaux,0
1120,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Peaux ; de Mouton,1868,peaux,0
1135,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; de Mouton ou Chamois,36,peaux,0
1150,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; de Veau ; corroyées,29055,peaux,0
1154,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Peaux ; de Veau ; en Chamois,6,peaux,0
1167,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Peaux ; de Veau ; tannées,1228,peaux,0
1181,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,10,Peaux ; de veaux ; à poil,430,peaux,0
1197,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Pelleterie ; aprestée,818,livres,0
1208,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Pelleterie ; non aprestée,1708,livres,0
1223,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Plomb,2606047,livres,0
1229,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Poil ; de Chevre,49950,livres,0
1258,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Quincaillerie ; de Cuivre,3190,livres,0
1274,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,11,Quincaillerie ; de Fer,15222,livres,0
1281,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,"Roulleaux, Rooles",6,pièces,0
1291,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Ruban ; de Fil,60481,livres,0
1305,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Ruban ; de Soye,2,livres,0
1312,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Saumons ; frais,382,saumons,0
1322,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Saumons ; salez,2586,barils,0
1325,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Savon ; blanc,34637,livres,0
1337,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Savon ; d'Alican,171710,livres,0
1352,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Savon ; de Marseille,2151649,livres,0
1360,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Savon ; noir,3075,livres,0
1368,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Serges ; de Londres et autres,3314,pièces,0
1393,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Suif ; à faire Chandelle,220819,livres,0
1400,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Tapis ; de Turquie,8,tapis,0
1405,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Tapisseries ; de Bruxelles et autres,350,livres,0
1430,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; d'Alemagne,22,pièces,0
1441,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; d'Estoupe,4080,livres,0
1450,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,12,Toille ; de Barois et Clinchamp,569,livres,0
1470,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; de Cotton,15863,pièces,0
1481,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; de Holande,256,pièces,0
1496,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; de Lin,5,livres,0
1503,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; de Quintin,3,pièces,0
1508,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; de Soye,1.25,livres,0
1528,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Toille ; Noyalle,34772,livres,0
1536,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Treillis ; d'Allemagne,276,pièces,0
1565,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,13,Vieux ; Linge,13150,livres,0
5,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Exports,Tonne-Charente,13,Eaux ; de vie,1861,tonneaux,0
10,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Exports,Tonne-Charente,13,Vin,10106,tonneaux,0
17,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Exports,Tonne-Charente,13,Vinaigre,223,barriques,0
17,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Acier,6037,livres,0
40,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Armes,6365,livres,0
54,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Baleine coupée,300,livres,0
89,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Bas ; de laine,1038,paires,0
118,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Bazannes,576,bazannes,0
140,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Beurre,70649,livres,0
171,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Bray,2240,barils,0
192,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Camelots ; d'Angleterre et Hollande,3,pièces,0
234,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,6,Chandelle ; de suif,1865,livres,0
250,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Chanvre,19056,livres,0
263,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Charbon ; de terre,541,barils,0
303,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Clouds et caboches de fer,7668,livres,0
316,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Colles,50,livres,0
330,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Cordages et ficelles,3639,livres,0
345,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Cotton ; filé et non filé,133,livres,0
357,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Coutils,3,pièces,0
372,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Couvertures ; de laine et cotton,89,couvertures,0
404,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Cuirs ; de Roussy,380,cuirs,0
451,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Cuirs ; tannez,15,cuirs,0
464,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Cuivre ; non ouvré ; en rosette ou plaque,11190,livres,0
480,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,7,Cuivre ; ouvré,21995,livres,0
509,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Dentelle ; de fil,7,livres,0
551,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Draps ; petits,4739,livres,0
569,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Etain ; non ouvré,3300,livres,0
584,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Etain ; ouvré,26,livres,0
591,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Etamine,5689,livres,0
640,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,"Fer ; en verge, barre et batu",22853,livres,0
656,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Fer ; ouvré,7725,livres,0
698,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Fil ; de Chanvre,619,livres,0
713,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,8,Fil ; de fer,2090,livres,0
726,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Fil ; de Latton,16650,livres,0
740,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Fil ; de Lin,75,livres,0
751,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Frise ; à la Gode,180,aunes,0
758,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Frisons ; d'Angleterre,35,pièces,0
775,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Fromage,4368,livres,0
786,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Futaine ; de toutes sortes,1,pièces,0
805,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Goudran,121,barils,0
820,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Harancs ; blancs,913,barils,0
848,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Huille ; d'Olive,10316,livres,0
870,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Huille ; de Poisson,8,barriques,0
885,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Jambons,260,livres,0
913,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Laines ; d'Aignelin,1725,livres,0
930,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Laines ; de toutes sortes,6323,livres,0
935,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,9,Laiton ; braisé,15700,livres,0
959,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Lin ; de toutes sortes,216,livres,0
974,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Linge ; de toutes sortes,160,livres,0
979,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Lingettes,12,pièces,0
993,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Marroquins,1026,maroquins,0
1018,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Moluë ; seiche,227510,mollus,0
1030,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Moluë ; verre,174145,mollus,0
1067,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Peaux ; d'Aigneaux ; en laine,5550,peaux,0
1096,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Peaux ; de Chevre ; à poil,360,peaux,0
1121,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Peaux ; de Mouton,4342,peaux,0
1138,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Peaux ; de Vaches ; aprestées,30,peaux,0
1182,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,10,Peaux ; de veaux ; à poil,115,peaux,0
1198,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Pelleterie ; aprestée,21,livres,0
1224,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Plomb,37670,livres,0
1236,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Porcelets,10,porcelets,0
1242,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Porcs,49,porqs,0
1251,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Poullains,98,poulains,0
1259,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Quincaillerie ; de Cuivre,62,livres,0
1275,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Tonne-Charente,11,Quincaillerie ; de Fer,1870,livres,0
