numrodeligne,dataentryby,source,sourcepath,sourcetype,year,sheet,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1293,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Alun,Marseille,Pour le Levant,151975,Livres,"0,25",37993,"0,75",
1294,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Ajamis,Marseille,Pour le Levant,3181,Pieces,8,25448,0,
1295,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Amandes cassées,Marseille,Pour le Levant,61573,Livres,"0,2",12314,"0,6",
1296,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Amadou,Marseille,Pour le Levant,400,Livres,"0,75",300,0,
1297,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Amidon,Marseille,Pour le Levant,2100,Livres,"0,2",420,0,
1298,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Anchois,Marseille,Pour le Levant,5700,Livres,"0,5",2850,0,
1299,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,59,Exports,Argent vif,Marseille,Pour le Levant,1865,Livres,5,9325,0,
1300,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Arquifou,Marseille,Pour le Levant,105790,Livres,"0,15",15868,"0,5",
1301,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Avirons,Marseille,Pour le Levant,392,Paires,"3,5",1372,0,
1302,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Azur commun,Marseille,Pour le Levant,9704,Livres,"0,6",5822,"0,4",
1303,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Balais de palme,Marseille,Pour le Levant,167,Douzaines,"0,9",150,"0,3",
1304,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bas de coton,Marseille,Pour le Levant,700,Livres,6,4200,0,
1305,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bas de fil,Marseille,Pour le Levant,50,Livres,5,250,0,
1306,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bas de laine,Marseille,Pour le Levant,1505,Livres,6,9030,0,
1307,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bas de soye,Marseille,Pour le Levant,375,Livres,40,15000,0,
1308,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Batanonis,Marseille,Pour le Levant,4495,Pieces,4,17980,0,
1309,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bazannes tannées,Marseille,Pour le Levant,2834,Livres,1,2834,0,
1310,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bazin,Marseille,Pour le Levant,12,Pieces,25,300,0,
1311,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Benjoin,Marseille,Pour le Levant,806,Livres,5,4030,0,
1312,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Beure,Marseille,Pour le Levant,8623,Livres,"0,3",2586,"0,9",
1313,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bierre,Marseille,Pour le Levant,5700,Livres,"0,25",1425,0,
1314,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bijouterie,Marseille,Pour le Levant,,,,4000,,
1315,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bois de brezil,Marseille,Pour le Levant,74086,Livres,"0,25",18520,"1,5",
1316,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bois de campeche,Marseille,Pour le Levant,72725,Livres,"0,16",11636,0,
1317,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bois pour mature,Marseille,Pour le Levant,44,Pieces,60,2640,0,
1318,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bonnets de coton,Marseille,Pour le Levant,100,Douzaines,10,1000,0,
1319,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bonnets de laine,Marseille,Pour le Levant,16064,Douzaines,12,192768,0,
1320,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,60,Exports,Bouchons de liege,Marseille,Pour le Levant,650,Livres,3,1950,0,
1321,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Bouteilles de verre,Marseille,Pour le Levant,200,Livres,"0,2",40,0,
1322,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Bray sec,Marseille,Pour le Levant,19006,Livres,"0,1",1900,"0,6",
1323,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Bronze,Marseille,Pour le Levant,300,Livres,"0,9",270,0,
1324,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Brun rouge,Marseille,Pour le Levant,1950,Livres,"0,035",6825,"-6756,75",erreur de calcul (n'a pas divisé par 100)
1325,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Cacao,Marseille,Pour le Levant,29594,Livres,"1,4",41431,"0,6",
1326,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Caffé de l'amerique,Marseille,Pour le Levant,2829831,Livres,"0,6",1697898,"0,6",
1327,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Caffé de levant,Marseille,Pour le Levant,140961,Livres,"1,5",211441,"0,5",
1328,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Callemande,Marseille,Pour le Levant,490,Pieces,70,34300,0,
1329,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Camphre,Marseille,Pour le Levant,512,Livres,7,3584,0,
1330,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Canelle,Marseille,Pour le Levant,2882,Livres,"6,5",18733,0,
1331,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Canelle gerofflée,Marseille,Pour le Levant,280,Livres,"6,5",1820,0,
1332,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Capres,Marseille,Pour le Levant,200,Livres,"0,22",44,0,
1333,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Cardes a carder neuves,Marseille,Pour le Levant,84,Douzaines,24,2016,0,
1334,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Cardes a carder neuves,Marseille,Pour le Levant,16974,Livres,"0,4",6789,"0,6",
1335,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Cardes a carder vielles,Marseille,Pour le Levant,5275,Livres,"0,4",2110,0,
1336,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Carreaux de briques,Marseille,Pour le Levant,20,Milliers,15,300,0,
1337,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Carret,Marseille,Pour le Levant,150,Livres,"0,4",60,0,
1338,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Cartes a joüer,Marseille,Pour le Levant,1730,Grosses,18,31140,0,
1339,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Ceinturon des cuir,Marseille,Pour le Levant,10,Livres,6,60,0,
1340,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Ceruze,Marseille,Pour le Levant,20627,Livres,"0,2",4125,"0,4",
1341,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Chaises de bois ,Marseille,Pour le Levant,18,Douzaines,12,216,0,
1342,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,61,Exports,Chaises de jongs,Marseille,Pour le Levant,6,Douzaines,18,108,0,
1343,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Chaises de paille,Marseille,Pour le Levant,12,Douzaines,15,180,0,
1344,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Chandelle,Marseille,Pour le Levant,4239,Livres,"0,45",1907,"0,55",
1345,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Chanvre Peigné,Marseille,Pour le Levant,15600,Livres,"0,3",4680,0,
1346,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Chapeaux poil et laine,Marseille,Pour le Levant,323,Douzaines,36,11628,0,
1347,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Charbon de terre,Marseille,Pour le Levant,200,mesures,1,200,0,
1348,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Chataignes,Marseille,Pour le Levant,181875,Livres,"0,05",9093,"0,75",
1349,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Cinabrium,Marseille,Pour le Levant,1277,Livres,5,6385,0,
1350,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Cire blanche,Marseille,Pour le Levant,8574,Livres,"1,5",12861,0,
1351,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Cire jaune,Marseille,Pour le Levant,400,Livres,"1,2",480,0,
1352,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Clous de fer,Marseille,Pour le Levant,77743,Livres,"0,2",15548,"0,6",
1353,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Cochenille mesteque,Marseille,Pour le Levant,89078,Livres,20,1781560,0,
1354,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Colle forte,Marseille,Pour le Levant,1817,Livres,"0,4",726,"0,8",
1355,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Colombine,Marseille,Pour le Levant,975,Livres,"0,25",243,"0,75",
1356,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Confitures,Marseille,Pour le Levant,15278,Livres,1,15278,0,
1357,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Corail ouvré,Marseille,Pour le Levant,864,Livres,160,138240,0,
1358,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Cordages de chanvre,Marseille,Pour le Levant,7586,Livres,"0,3",2275,"0,8",
1359,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Cordage d'espars,Marseille,Pour le Levant,69,Douzaines,5,345,0,
1360,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Coton filé,Marseille,Pour le Levant,300,Livres,"1,1",330,0,
1361,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Coton en laine,Marseille,Pour le Levant,8979,Livres,"0,5",4489,"0,5",
1362,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Couffins de palmes,Marseille,Pour le Levant,5,Douzaines,5,25,0,
1363,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Couperoze verte,Marseille,Pour le Levant,1955,Livres,"0,9",1759,"0,5",
1364,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Couteaux communs,Marseille,Pour le Levant,125,Grosses,30,3750,0,
1365,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,62,Exports,Couteaux flamans,Marseille,Pour le Levant,150,Douzaines,3,450,0,
1366,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Couverture de laine,Marseille,Pour le Levant,36,Livres,12,432,0,
1367,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Couverture soye et coton,Marseille,Pour le Levant,80,Nombre,20,1600,0,
1368,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Crin de cheval,Marseille,Pour le Levant,11467,Livres,"0,6",6880,"0,2",
1369,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Cuir tanné,Marseille,Pour le Levant,9097,Livres,"0,6",5458,"0,2",
1370,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Cuisse d'oye,Marseille,Pour le Levant,50,Livres,"0,3",15,0,
1371,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Cuivre ouvré,Marseille,Pour le Levant,355,Livres,"1,6",568,0,
1372,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Cuivre tangoul,Marseille,Pour le Levant,1338,Livres,"0,9",1204,"0,2",
1373,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Dame jannes,Marseille,Pour le Levant,"105,67",Douzaines,24,2536,0,
1374,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Drap londrin,Marseille,Pour le Levant,2027220,Livres,7,14190540,0,
1375,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Draperie petite,Marseille,Pour le Levant,59993,Livres,3,179979,0,
1376,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Drogueries,Marseille,Pour le Levant,2201,Livres,1,2201,0,
1377,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Eau forte,Marseille,Pour le Levant,100,Livres,"1,25",125,0,
1378,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Eau de melisse,Marseille,Pour le Levant,100,Livres,"1,5",150,0,
1379,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Eau de la reyne d'Hongrie,Marseille,Pour le Levant,6155,Livres,"0,75",4616,"0,25",
1380,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Eau de vie,Marseille,Pour le Levant,154993,Livres,"0,2",30998,"0,6",
1381,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,63,Exports,Encens,Marseille,Pour le Levant,1342,Livres,1,1342,0,
