numrodeligne,dataentryby,source,sourcepath,sourectype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
1272,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Arcenic,Marseille,Pour le Levant,1150,Livres,"0,3",345,0,
1273,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Argent vif,Marseille,Pour le Levant,623,Livres,5,3115,0,
1274,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Ambre jaune,Marseille,Pour le Levant,100,Livres,1,100,0,
1275,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Alun,Marseille,Pour le Levant,26700,Livres,"0,1",2670,0,
1276,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Amidon,Marseille,Pour le Levant,3790,Livres,"0,2",758,0,
1277,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Ajamis,Marseille,Pour le Levant,152,Pieces,6,912,0,
1278,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Acier,Marseille,Pour le Levant,104,Livres,"0,35",36,"0,4",
1279,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Ancres de fer,Marseille,Pour le Levant,1000,Livres,"0,2",200,0,
1280,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Arquifou,Marseille,Pour le Levant,3659,Livres,"0,15",493,"55,85",Erreur de calcul
1281,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Avirons,Marseille,Pour le Levant,339,Paires,"3,5",1186,"0,5",
1282,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Bled fromend,Marseille,Pour le Levant,800,Charges,20,16000,0,
1283,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Braye sec,Marseille,Pour le Levant,1925,Livres,"0,1",192,"0,5",
1284,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Brun rouge,Marseille,Pour le Levant,102175,Livres,"0,035",3064,"512,13",
1285,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Benjoin,Marseille,Pour le Levant,320,Livres,6,1920,0,
1286,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Boutons de fil d'or,Marseille,Pour le Levant,6,Livres,30,180,0,
1287,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Bas de laine,Marseille,Pour le Levant,200,Livres,6,1200,0,
1288,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Bonnets de laine,Marseille,Pour le Levant,9687,Livres,4,38748,0,
1289,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Bois de Bresil,Marseille,Pour le Levant,38735,Livres,"0,25",9683,"0,75",
1290,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Bois de construction,Marseille,Pour le Levant,22,Pieces,60,1320,0,
1291,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Confitures,Marseille,Pour le Levant,5850,Livres,1,5850,0,
1292,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Chataignes,Marseille,Pour le Levant,23350,Livres,"0,05",1167,"0,5",
1293,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Capres,Marseille,Pour le Levant,700,Livres,"0,22",154,0,
1294,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Caffé de Levant,Marseille,Pour le Levant,3809,Livres,"1,35",5141,"1,15",
1295,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Caffé de l'Amerique,Marseille,Pour le Levant,1400750,Livres,"0,5",700355,20,Erreur de calcul
1296,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Canelle,Marseille,Pour le Levant,4834,Livres,"6,5",31421,0,
1297,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cinabrium,Marseille,Pour le Levant,3789,Livres,4,15156,0,
1298,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Costus,Marseille,Pour le Levant,533,Livres,1,533,0,
1299,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cochenille,Marseille,Pour le Levant,48973,Livres,20,979460,0,
1300,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Ceruze,Marseille,Pour le Levant,12050,Livres,"0,2",2410,0,
1301,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Corail ouvré,Marseille,Pour le Levant,390,Livres,160,62400,0,
1302,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Carret,Marseille,Pour le Levant,477,Livres,4,1908,0,
1303,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cire blanche,Marseille,Pour le Levant,496,Livres,"1,5",744,0,
1304,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Chandelle,Marseille,Pour le Levant,3605,Livres,"0,45",1622,"0,25",
1305,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Colle forte,Marseille,Pour le Levant,495,Livres,"0,4",198,0,
1306,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Chapeaux poil et laine,Marseille,Pour le Levant,105,Douzaines,36,3780,0,
1307,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cotton filé,Marseille,Pour le Levant,366,Livres,"1,1",402,"0,6",
1308,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cordages de chanvre,Marseille,Pour le Levant,18680,Livres,"0,3",5604,0,
1309,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cordages d'espars,Marseille,Pour le Levant,222,Douzaines,5,1110,0,
1310,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Couffins d'espars,Marseille,Pour le Levant,8,Douzaines,"1,25",10,0,
1311,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cuir doré,Marseille,Pour le Levant,200,Livres,5,1000,0,
1312,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cartes a jouer,Marseille,Pour le Levant,418,Grosses,18,7524,0,
1313,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cuivre tangoul,Marseille,Pour le Levant,340,Livres,"0,75",255,0,
1314,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Couteaux communs,Marseille,Pour le Levant,421,Livres,30,12630,0,
1315,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Cardes a carder,Marseille,Pour le Levant,1200,Livres,"0,4",480,0,
1316,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,45,1741,Sortie,Clous de fer,Marseille,Pour le Levant,24166,Livres,"0,2",4833,"0,2",
1317,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Cabarets a caffé,Marseille,Pour le Levant,16,Nombre,5,80,0,
1318,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Chaises de joncs,Marseille,Pour le Levant,13,Douzaines,18,234,0,
1319,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Cercles de bois,Marseille,Pour le Levant,8,Milliers,2,16,0,
1320,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Charbon de terre,Marseille,Pour le Levant,100,Mesures,1,100,0,
1321,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Drogueries,Marseille,Pour le Levant,3922,Livres,1,3922,0,
1322,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Drap londrin,Marseille,Pour le Levant,2032100,Livres,7,14224700,0,
1323,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Draperie petite,Marseille,Pour le Levant,14120,Livres,3,42360,0,
1324,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Epicerie fine,Marseille,Pour le Levant,304,Livres,5,1520,0,
1325,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Eau de vie,Marseille,Pour le Levant,57543,Livres,"0,2",11508,"0,6",
1326,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Eau de la Reyne d'Hongrie,Marseille,Pour le Levant,1750,Livres,"0,75",1312,"0,5",
1327,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Essence,Marseille,Pour le Levant,300,Livres,1,300,0,
1328,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Etoffe de soye or et argent,Marseille,Pour le Levant,1245,Livres,80,99600,0,
1329,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Etoffe de soye,Marseille,Pour le Levant,5540,Livres,40,221600,0,
1330,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Escamitte,Marseille,Pour le Levant,601,Pieces,"2,25",1352,"0,25",
1331,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Escayolles,Marseille,Pour le Levant,11700,Livres,"0,12",1404,0,
1332,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Ecaille de tortue,Marseille,Pour le Levant,250,Livres,8,2000,0,
1333,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Etain ouvré,Marseille,Pour le Levant,62406,Livres,"1,25",78007,"0,5",
1334,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fromage,Marseille,Pour le Levant,1712,Livres,"0,2",342,"0,4",
1335,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Figues,Marseille,Pour le Levant,793,Livres,"0,1",79,"0,3",
1336,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fil de corailleur,Marseille,Pour le Levant,30000,Livres,2,60000,0,
1337,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fil de latton,Marseille,Pour le Levant,1769,Livres,"1,4",2467,"9,6",
1338,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fil de fer,Marseille,Pour le Levant,3800,Livres,"0,5",1900,0,
1339,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fil blanc,Marseille,Pour le Levant,32650,Livres,"0,6",19590,0,
1340,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fer en barres,Marseille,Pour le Levant,103975,Livres,"0,18",18715,"0,5",
1341,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Fayence,Marseille,Pour le Levant,13052,Livres,"0,5",6526,0,
1342,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Girofle,Marseille,Pour le Levant,11503,Livres,"8,5",97775,"0,5",
1343,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Gingembre,Marseille,Pour le Levant,45450,Livres,"0,13",6817,"-908,5",prix modifié mais pas répercuté dans le total
1344,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Grabeau d'indigo,Marseille,Pour le Levant,66369,Livres,3,199107,0,
1345,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Grabeau de cire,Marseille,Pour le Levant,4800,Livres,"0,6",2880,0,
1346,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,46,1741,Sortie,Galle d'Allep,Marseille,Pour le Levant,575,Livres,"0,45",258,"0,75",
1347,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Graine de jardin,Marseille,Pour le Levant,1209,Livres,"1,25",1511,"0,25",
1348,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Gaudron,Marseille,Pour le Levant,7050,Livres,"0,09",635,"-0,5",
1349,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Gans de chamois,Marseille,Pour le Levant,1401,Livres,12,16812,0,
1350,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Harans sors,Marseille,Pour le Levant,8,Barrils,26,208,0,
1351,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Huile d'olive,Marseille,Pour le Levant,45,Milleroles,60,2700,0,
1352,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Huile d'olive,Marseille,Pour le Levant,200,Livres,"0,3",60,0,
1353,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Indigo,Marseille,Pour le Levant,376038,Livres,"4,5",1792171,-100000,Erreur de calcul
1354,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Indienne,Marseille,Pour le Levant,1734,Pieces,20,34680,0,
1355,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Lard,Marseille,Pour le Levant,100,Livres,"0,3",30,0,
1356,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Legumes,Marseille,Pour le Levant,1700,Livres,"0,075",127,"0,5",
1357,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Liqueurs a boire,Marseille,Pour le Levant,29698,Livres,"0,75",22273,"0,5",
1358,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Laine de segovie,Marseille,Pour le Levant,26132,Livres,"1,75",457310,-411579,Erreur de calcul
1359,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Librairie,Marseille,Pour le Levant,200,Livres,"2,25",850,-400,Erreur de calcul
1360,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Latton,Marseille,Pour le Levant,13028,Livres,"1,4",18238,"1,2",
1361,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,47,1741,Sortie,Liege en planches,Marseille,Pour le Levant,600,Livres,"0,15",90,0,
