numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
1046,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Bouteilles de verre,Marseille,Savoye et Piemont,17600,Livres,"0,2",3520,0,
1047,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cardes a carder,Marseille,Savoye et Piemont,47,Paires,3,141,0,
1048,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Chataignes,Marseille,Savoye et Piemont,15000,Livres,"0,06",900,0,
1049,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Clous de fer,Marseille,Savoye et Piemont,353,Livres,"0,25",88,"0,25",
1050,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Colombine,Marseille,Savoye et Piemont,25,Charges,4,100,0,
1051,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cordage neuf,Marseille,Savoye et Piemont,16,Livres,"0,3",96,"-91,2",erreur de calcul a compté en lt au lieu de sous.
1052,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cordeillat de colmard,Marseille,Savoye et Piemont,5115,Pieces,25,127875,0,
1053,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cuirs de beuf tannés,Marseille,Savoye et Piemont,98,pièces,36,3528,0,
1054,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cuirs de vache en poil,Marseille,Savoye et Piemont,2,pièces,10,20,0,
1055,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cuirs de vache tannés,Marseille,Savoye et Piemont,"91,5",pièces,26,2379,0,
1056,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Cuivre vieux,Marseille,Savoye et Piemont,300,Livres,"0,8",240,0,
1057,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Dentelle de puy,Marseille,Savoye et Piemont,8,Livres,50,400,0,
1058,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Dindons,Marseille,Savoye et Piemont,65,Nombre,1,65,0,
1059,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Droguerie,Marseille,Savoye et Piemont,20,Livres,1,20,0,
1060,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Eau de vie,Marseille,Savoye et Piemont,189,Livres,"0,125",23,"0,63",
1061,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Escarasses,Marseille,Savoye et Piemont,2,Paires,4,8,0,
1062,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Fer ouvré,Marseille,Savoye et Piemont,60,Livres,"0,25",15,0,
1063,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Figues,Marseille,Savoye et Piemont,1850,Livres,"0,1",185,0,
1064,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Graine de treffles,Marseille,Savoye et Piemont,30,Livres,"0,25",7,"0,5",
1065,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Huile d'olive,Marseille,Savoye et Piemont,637,Livres,"0,4",254,"0,8",
1066,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Liege,Marseille,Savoye et Piemont,100,Livres,"0,15",15,0,
1067,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Mercerie,Marseille,Savoye et Piemont,60,Livres,"3,5",210,0,
1068,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Miel,Marseille,Savoye et Piemont,1525,Livres,"0,15",228,"0,75",
1069,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Œufs,Marseille,Savoye et Piemont,650,en nombre,"0,015",9,"0,75",
1070,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Oignons,Marseille,Savoye et Piemont,3500,Livres,"0,05",175,0,
1071,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Papier a ecrire,Marseille,Savoye et Piemont,"19,5",Livres,"0,5",9,"0,75",
1072,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Peaux d'asne,Marseille,Savoye et Piemont,5,Nombre,3,15,0,
1073,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Peaux de veaux tannées,Marseille,Savoye et Piemont,5,Douzaines,24,120,0,
1074,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Pelleterie aprêtée,Marseille,Savoye et Piemont,650,Livres,"2,5",1625,0,
1075,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Pelleterie blanche,Marseille,Savoye et Piemont,420,Livres,1,420,0,
1076,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Poulets,Marseille,Savoye et Piemont,202,en nombre,"0,5",101,0,
1077,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Présure,Marseille,Savoye et Piemont,7,Livres,"0,6",4,"0,2",
1078,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Quincaille de fer et acier,Marseille,Savoye et Piemont,14,Livres,1,14,0,
1079,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,47,1747,Exports,Raisins secs,Marseille,Savoye et Piemont,30,Livres,"0,2",6,0,
1080,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Souliers neufs,Marseille,Savoye et Piemont,315,Paires,"3,5",1102,"0,5",
1081,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Terre a foulon,Marseille,Savoye et Piemont,300,Livres,"0,1",30,0,
1082,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Toile de coton,Marseille,Savoye et Piemont,16,Livres,"0,75",12,0,
1083,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Veaux,Marseille,Savoye et Piemont,6,Nombre,15,90,0,
1084,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Vin rouge commun,Marseille,Savoye et Piemont,279,Charges,21,5859,0,
1085,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Vin rouge commun,Marseille,Savoye et Piemont,8,Coupes,3,24,0,
1086,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Vin rouge commun,Marseille,Savoye et Piemont,89,Milleroles,7,623,0,
1087,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Vinaigre,Marseille,Savoye et Piemont,"97,5",Charges,18,1755,0,
1088,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Vinaigre,Marseille,Savoye et Piemont,2,Coupes,2,4,0,
1089,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Amandes cassées,Marseille,Suisse et Geneve,1995,Livres,"0,2",399,0,
1090,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Anchois,Marseille,Suisse et Geneve,285,Livres,"0,5",142,"0,5",
1091,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Artichaux frais,Marseille,Suisse et Geneve,100,Livres,"0,25",25,0,
1092,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Bergamottes,Marseille,Suisse et Geneve,15,Livres,"0,75",10,"1,25",
1093,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Boetes de bergamottes,Marseille,Suisse et Geneve,2,Livres,,4,,Estimées
1094,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Capres,Marseille,Suisse et Geneve,750,Livres,"0,22",165,0,
1095,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Citrons,Marseille,Suisse et Geneve,15985,Livres,"0,1",1598,"0,5",
1096,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Ecorce de citron confit ,Marseille,Suisse et Geneve,4,Livres,1,4,0,
1097,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Figues,Marseille,Suisse et Geneve,6100,Livres,"0,1",610,0,
1098,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Huile d'olive,Marseille,Suisse et Geneve,50980,Livres,"0,4",20392,0,
1099,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Huile de poisson,Marseille,Suisse et Geneve,120,Livres,"0,4",48,0,
1100,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Huile de senteur,Marseille,Suisse et Geneve,15,Livres,"0,5",7,"0,5",
1101,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,48,1747,Exports,Jujubes,Marseille,Suisse et Geneve,345,Livres,"0,2",69,0,
1102,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Olives,Marseille,Suisse et Geneve,255,Livres,"0,15",38,"0,25",
1103,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Oranges,Marseille,Suisse et Geneve,22011,Livres,"0,1",2201,"0,1",
1104,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Peaux de mouton passées,Marseille,Suisse et Geneve,230,Livres,1,230,0,
1105,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Peaux sauvagines,Marseille,Suisse et Geneve,60,Livres,"0,25",15,0,
1106,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Perdix,Marseille,Suisse et Geneve,26,en nombre,1,26,0,
1107,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Pomade,Marseille,Suisse et Geneve,27,Livres,"0,5",13,"0,5",
1108,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Prunes seches,Marseille,Suisse et Geneve,3725,Livres,"0,2",749,-4,arrondi
1109,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Raisins sec,Marseille,Suisse et Geneve,14700,Livres,"0,2",2940,0,
1110,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Sardines salées,Marseille,Suisse et Geneve,20,Livres,"0,3",6,0,
1111,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Savon,Marseille,Suisse et Geneve,79325,Livres,"0,3",23797,"0,5",
1112,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Savonnettes,Marseille,Suisse et Geneve,7,Livres,"0,5",3,"0,5",
1113,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Thon mariné,Marseille,Suisse et Geneve,110,Livres,"0,9",99,0,
1114,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Vin cuit,Marseille,Suisse et Geneve,110,Livres,"0,25",27,"0,5",
1115,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Vin muscat,Marseille,Suisse et Geneve,30,Livres,"0,4",12,0,
1116,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Amandes en coques,Marseille,les Isles françaises de Amerique,42090,Livres,"0,1",4209,0,
1117,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Anchois,Marseille,les Isles françaises de Amerique,2670,Pots,1,2670,0,
1118,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Anis,Marseille,les Isles françaises de Amerique,1000,Livres,"0,2",200,0,
1119,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Bas de fil et coton,Marseille,les Isles françaises de Amerique,572,Douzaines de paires,18,10296,0,
1120,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Bougie,Marseille,les Isles françaises de Amerique,20000,Livres,"1,8",36000,0,
1121,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Briques,Marseille,les Isles françaises de Amerique,"128,5",Milliers,20,2570,0,
1122,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,49,1747,Exports,Capres,Marseille,les Isles françaises de Amerique,2671,Pots,1,2671,0,
1123,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Cercles de bois,Marseille,les Isles françaises de Amerique,3500,Faix,2,7000,0,
1124,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Chandelle,Marseille,les Isles françaises de Amerique,114100,Livres,"0,45",51345,0,
1125,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Chapeaux assortis,Marseille,les Isles françaises de Amerique,712,Douzaines,60,42720,0,
1126,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Chapeaux a negre,Marseille,les Isles françaises de Amerique,1350,Douzaines,15,20250,0,
1127,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Chemises ordinaires,Marseille,les Isles françaises de Amerique,127,Douzaines,20,2540,0,
1128,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Cloux de fer,Marseille,les Isles françaises de Amerique,29530,Livres,"0,25",7382,"0,5",
1129,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Confitures,Marseille,les Isles françaises de Amerique,15300,Livres,1,15300,0,
1130,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,50,1747,Exports,Cuivre ouvré,Marseille,les Isles françaises de Amerique,2300,Livres,"1,6",3680,0,
