numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,probleme,remarks,prix_unitaire,doubleaccounts
230,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Bourgogne,sude,898,4.3,Bourgogne,25804,muids,,,,0
382,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Bourgogne ; en bouteilles,etatsdelempereur,160,80,,160,bouteilles,,,,0
231,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne ; en bouteilles,angleterre,6776,6776,Bourgogne,12154,bouteilles,,,,0
231,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne ; en bouteilles,bayonne,480,480,Bourgogne,12154,livres,,,,0
231,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne ; en bouteilles,hollande,860,860,Bourgogne,12154,bouteilles,,,,0
231,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne ; en bouteilles,les4villesansatiques,2966,2966,Bourgogne,12154,muids,,,,0
231,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Bourgogne ; en bouteilles,russie,1280,1280,Bourgogne,12154,bouteilles,,,,0
231,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Bourgogne ; en bouteilles,sude,272,272,Bourgogne,12154,bouteilles,,,,0
27,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Vin ; de Bretagne,etatsdelempereur,182,104,Bretagne,,pots,,,,0
31,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Cherbourg,4,Vin ; de Champagne,Angleterre,300,100,,,baril,,,0,
28,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Vin ; de Champagne,etatsdelempereur,230,115,Champagne,,bouteilles,,,,0
383,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Champagne,dunkerque,481,1.3,,13635,muids,,,,0
383,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Champagne,etatsdelempereur,13635,37.9,,13635,muids,,,,0
8,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Champagne,Gènes,167,167,,593,pinte,0,ou à 50 Lt le quintal,1,
8,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Champagne,Levant,200,200,,593,pinte,0,ou à 50 Lt le quintal,1,
8,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Champagne,"Milan, Toscane et Lucques",226,226,,593,pinte,0,ou à 50 Lt le quintal,1,
232,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne,angleterre,220,1,Champagne,1280,muids,,,,0
232,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne,dunkerque,162,216,Champagne,1280,bouteilles,,,,0
232,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne,hollande,494,2.3,Champagne,1280,muids,,,,0
232,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Champagne,pologne,278,,Champagne,1280,,,,,0
232,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Champagne,russie,288,2,Champagne,1280,muids,,,,0
384,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Champagne ; en bouteilles,etatsdelempereur,14692,5877,,14692,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,angleterre,21414,10707,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,danemarketnorvge,14430,7215,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,espagne,352,176,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,etatsdelempereur,3930,1965,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,hollande,4440,2220,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,les4villesansatiques,172288,86144,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Champagne ; en bouteilles,pologne,17600,,Champagne,702274,,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Champagne ; en bouteilles,portugal,1224,612,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Champagne ; en bouteilles,prusse,26900,,Champagne,702274,,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Champagne ; en bouteilles,russie,420626,55812,Champagne,702274,bouteilles,,,,0
233,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Champagne ; en bouteilles,sude,19070,9525,Champagne,702274,bouteilles,,,,0
9,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Chipre,Angleterre,169,187,,438,pinte,"0,6",erreur de calcul ou à 45 Lt le quintal,"0,9",
9,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Chipre,Etats du Roi de Sardaigne,132,147,,438,pinte,"0,6",erreur de calcul ou à 45 Lt le quintal,"0,9",
9,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Chipre,"Milan, Toscane et Lucques",137,152,,438,pinte,"0,6",erreur de calcul ou à 45 Lt le quintal,"0,9",
15,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; de Chipre,Levant et Empire Ottoman,278,"6,94",,278,quintal,0,,40,
377,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de Chypre,marseilles,760,380,,,bouteilles,,,,0
8,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Avranches,10,Vin ; de Guyenne,Petites Isles,1725,10,,,muid,43,,"176,8",
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,4 villes Anséatiques,123585,"2142,96",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Angleterre,161982,"562,37",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,"Bayonne, Petites Isles, Dunkerque et Lorient",74568,"647,29",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Danemark et Norvège,23200,"200,27",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Espagne,45456,"394,58",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Etats de l'Empereur en Allemagne et Flandre,24050,"407,53",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Etats du Roi de Prusse,400984,"4641,01",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Hollande,128940,"2331,55",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Russie,220425,"1913,39",Bordeaux,1137622,muid,1137622,pas de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de haut,Suède,9000,"78,13",Bordeaux,1137622,muid,1137622,pas de prix,0,
180,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Lille,45,Vin ; de liqueur,espagne,5133,2566,,5133,pots,,,,0
16,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; de liqueur,Espagne,6197,"193,66",,6197,quintal,0,erreur de calcul,32,
63,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Vin ; de liqueur,espagne,1740,6.05,,3441,muids,,,,0
63,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Vin ; de liqueur,portugal,1701,8.9,,3441,muids,,,,0
83,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,41,Vin ; de liqueur,marseilles,720,,,438,,,,,0
83,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,41,Vin ; de liqueur,portugal,408,,,438,,,,,0
80,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Vin ; de liqueur,allemagne,116,58,,116,bouteilles,,,,0
372,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de liqueur ; en cercles,espagne,94720,263.1,,112602,muids,,,,0
372,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de liqueur ; en cercles,etatsdelempereur,135,108,,112602,pintes,1,,,0
372,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de liqueur ; en cercles,etatsecclesiastiques,1525,,,112602,,,,,0
372,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de liqueur ; en cercles,portugal,16222,45,,112602,muids,,,,0
432,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin ; de Madère,angleterre,1600,1600,,,pintes,,,,0
432,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin ; de Madère,espagne,240,240,,,pintes,,,,0
432,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin ; de Madère,portugal,240,240,,,livres,,,,0
368,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de Madère,angleterre,384,192,,384,bouteilles,,,,0
430,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin ; de Malaga,hollande,1500,15.15,,,muids,,,,0
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Angleterre,490,700,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Dunkerque,171,244,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Etat Eclésiastique,1072,1531,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Etats de l'Empereur en Allemagne et Flandres,443,633,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Etats du Roi de Sardaigne,3228,4611,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Etats-Unis d'Amérique,8750,12500,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,Levant,1035,1478,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,"Milan, Toscane et Lucques",2801,4001,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Malaga,"Naples, Sicile et Parme",710,1014,,18529,pinte,"1,4",erreur de calcul ou à 35 Lt le quintal,"0,7",
17,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; de Malaga,Espagne,107240,178733,,110249,pinte,0,erreur de calcul,"0,6",
17,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; de Malaga,Genes,799,1331,,110249,pinte,0,erreur de calcul,"0,6",
17,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; de Malaga,Levant et Empire Ottoman,2210,3683,,110249,pinte,0,erreur de calcul,"0,6",
367,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de Porto,angleterre,972,324,,972,bouteilles,,,,0
431,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin ; de Rota,etatsdelempereur,200,100,,,pintes,,,,0
370,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Vin ; de Rota,espagne,7908,27.45,,7908,muids,,,,0
20,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; de Tinto,Espagne,20898,29854,,20898,pinte,0,,"0,7",
30,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Vin ; de Tourrain,etatsdelempereur,860,2.9,Tourrain,,muids,,,,0
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de ville,4 villes Anséatiques,2551780,44301,Bordeaux,11803974,muid,11803974,pas de prix,0,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de ville,Allemagne et Pologne,850,"14,75",Bordeaux,11803974,muid,11803974,pas de prix,0,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de ville,Angleterre,2772790,"9627,76",Bordeaux,11803974,muid,11803974,pas de prix,0,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin ; de ville,Danemark et Norvège,834540,"7244,24",Bordeaux,11803974,muid,11803974,pas de prix,0,
