goods_simpl_classification,nbr_occurences_simpl,hamburg_classification,obsolete,nbr_occurences_hamburg
pruneaux et verdet,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
pruneaux et vert-de-gris,0,"Fruits ; divers ; amandes, pelures, raisins, prunes",oui,12023
pruneaux noirs,5,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunelle,19,,non,442903
prunelle buratée de laine,1,,non,442903
prunelle de laine,18,,non,442903
prunelle de laine burail,4,,non,442903
prunelle de laine burat,2,,non,442903
prunelle de laine et de soie,1,,non,442903
prunelle de laine raz de castor,2,,non,442903
prunelle de poil,18,,non,442903
prunelle de soie,2,,non,442903
prunelle fine,3,,non,442903
prunelle mêlée de soie,1,,non,442903
prunes,284,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes Brignoles,68,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes communes,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes communes sèches,13,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes d'ente,5,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes de Bordeaux,2,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes de Sainte-Catherine,27,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes et pruneaux,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes et raisins,1,,non,442903
prunes fraîches,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes fraîches de ???,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes noires,2,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes pêches cerises nèfles etc.,2,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prunes sèches,65,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
prusses,1,,non,442903
prusses de 30 pieds,1,,non,442903
prussiate de potasse,3,Potasse,non,708
prussiate de potasse cristallisée,2,Potasse,non,708
prusus,1,,non,442903
psalterion,2,,non,442903
pumes,0,,oui,442903
pupitre,1,,non,442903
pyrèthre,13,,non,442903
pyrèthre racine,1,,non,442903
quadrilles,2,,non,442903
quadruple ou pièce d'or d'Espagne,1,,non,442903
quarlais bottes etc.,1,,non,442903
quart,1,,non,442903
quart à farine,1,,non,442903
quart de nonante,9,,non,442903
quart de nonante à prendre hauteur,1,,non,442903
quarteaux cerclés de fer,1,,non,442903
quartiers de réduction,1,,non,442903
quenouilles,13,,non,442903
quenouilles de cannes,1,,non,442903
quenouilles de cannes de peinte,1,,non,442903
quenouilles de roseau au peinte,1,,non,442903
quenouilles ou roseaux,2,,non,442903
quercas,1,,non,442903
quercitron,14,,non,442903
quercitron des entrepôts,1,,non,442903
queues de fouine et de martre,2,,non,442903
queues de koquiky et de putois,2,,non,442903
queues de martre,9,,non,442903
queues de petit gris,2,,non,442903
queues de rat musqué,1,,non,442903
queues de renard,2,,non,442903
queues de renard et écureuil,2,,non,442903
queues penne et noppes,2,,non,442903
quicaille de fer,0,,oui,442903
quikous chaus,1,,non,442903
quilles,1,,non,442903
quilles de hêtre,2,,non,442903
quilles de navire,1,,non,442903
quilles de vaisseaux,4,,non,442903
quincaille,0,,oui,442903
quincaille commune,0,,oui,442903
quincaille de fer ???,0,,oui,442903
quincaille de fonte acier,0,,oui,442903
quincaille sèche,0,,oui,442903
quincaillerie,1222,,non,442903
quincaillerie carde,52,,non,442903
quincaillerie clou,4,,non,442903
quincaillerie commune,26,,non,442903
quincaillerie commune de fer,22,,non,442903
quincaillerie d'acier,34,,non,442903
quincaillerie d'acier doré,4,,non,442903
quincaillerie d'acier et de cuivre,1,,non,442903
quincaillerie d'acier et de cuivre et de fer,2,,non,442903
quincaillerie d'acier et de fer,863,,non,442903
quincaillerie d'acier et de fer en fauty,2,,non,442903
quincaillerie d'acier et de fonte,1,,non,442903
quincaillerie d'acier et fine,9,,non,442903
quincaillerie d'acier ou de fer,1,,non,442903
quincaillerie de bois,15,,non,442903
quincaillerie de cuivre,386,,non,442903
quincaillerie de cuivre clou,8,,non,442903
quincaillerie de cuivre colorié,1,,non,442903
quincaillerie de cuivre fil de laiton,1,,non,442903
quincaillerie de fer,900,,non,442903
quincaillerie de fer ???,2,,non,442903
quincaillerie de fer clou,72,,non,442903
quincaillerie de fer en fil,3,,non,442903
quincaillerie de fer et acier ???,1,,non,442903
quincaillerie de fer et d'acier et moulins à café,0,,oui,442903
quincaillerie de fer et étain en faux,0,,oui,442903
quincaillerie de fer et grosse,25,,non,442903
quincaillerie de fer faux,0,,oui,442903
quincaillerie de fer faux et ferraille,0,,oui,442903
quincaillerie de fer grosse,1,,non,442903
quincaillerie de fer ordinaire,3,,non,442903
quincaillerie de fer pigne à corde,0,,oui,442903
quincaillerie de fer scie,0,,oui,442903
quincaillerie de fil de fer,0,,oui,442903
quincaillerie de fumée,1,,non,442903
quincaillerie de laiton filé,0,,oui,442903
quincaillerie de laiton filé et jaune,0,,oui,442903
quincaillerie de laiton filé et jaune et noir,0,,oui,442903
quincaillerie de laiton filé noir pour épingle,0,,oui,442903
quincaillerie de menu fer,6,,non,442903
quincaillerie de platine,1,,non,442903
quincaillerie de retour,1,,non,442903
quincaillerie de soie,1,,non,442903
quincaillerie diverse,0,,oui,442903
quincaillerie en ???,2,,non,442903
quincaillerie et mercerie,15,,non,442903
quincaillerie étrangère,7,,non,442903
quincaillerie faux,13,,non,442903
quincaillerie fine,24,,non,442903
quincaillerie fine d'acier,0,,oui,442903
quincaillerie française,7,,non,442903
quincaillerie grosse,11,,non,442903
quincaillerie pour épingles de laiton filé jaune et noir,0,,oui,442903
quincaillerie sèche,1,,non,442903
quincaillerie y compris les armes et ferrailles,0,,oui,442903
quincaillerie y compris les armes et la ferraille,1,,non,442903
quinette,4,,non,442903
quinoa,3,,non,442903
quinquina,948,,non,442903
quinquina des Indes,1,,non,442903
quinquina en extrait,1,,non,442903
quinquina en grabeau,3,,non,442903
quintessence,13,,non,442903
quintessence de bergamote,2,,non,442903
quintessence de citron,2,,non,442903
quintessence de rose,1,,non,442903
quire,1,,non,442903
rabots,2,,non,442903
racinages,1,,non,442903
racine de pivoine,1,,non,442903
racines,91,,non,442903
racines à barreau,1,,non,442903
racines à teindre,1,,non,442903
racines d' ???,4,,non,442903
racines d'alizari,99,,non,442903
racines d'angélique,25,,non,442903
racines d'Angleterre,1,,non,442903
racines d'arcanette,5,,non,442903
racines d'Espagne,1,,non,442903
racines d'esquine,5,,non,442903
racines d'ipécacuanha,2,,non,442903
racines d'iris de Florence,12,,non,442903
racines d'orcanette,2,,non,442903
racines d'ortie,1,,non,442903
racines de ???,5,,non,442903
racines de brionc,1,,non,442903
racines de calamus,1,,non,442903
racines de chicorée sèche non torréfiées,3,,non,442903
racines de dictame,5,,non,442903
racines de fouchet,1,,non,442903
racines de gaïac,1,,non,442903
racines de galanga,3,,non,442903
racines de garance,4,,non,442903
racines de garou,2,,non,442903
racines de ginseng,1,,non,442903
racines de guimauve,3,,non,442903
racines de jalap,8,,non,442903
racines de jardin,1,,non,442903
racines de la Chine,1,,non,442903
racines de lin,1,,non,442903
racines de mechoacam,1,,non,442903
racines de paruru brana,1,,non,442903
racines de persil,1,,non,442903
racines de pierrestre,16,,non,442903
racines de rhubea,1,,non,442903
racines de riz,8,,non,442903
racines de rubea,1,,non,442903
racines de rutum,1,,non,442903
racines de salsepareille,3,,non,442903
racines de sassafras,1,,non,442903
racines de scammonée,1,,non,442903
racines de sequin,1,,non,442903
racines de turbit,1,,non,442903
racines de violette,2,,non,442903
racines de vipère,1,,non,442903
racines de zedoar,1,,non,442903
racines du pays,1,,non,442903
racines jalap,12,,non,442903
racines médicinales,3,,non,442903
racines rhubarbe,12,,non,442903
raclure de bois de cerf,1,,non,442903
raclure de carnet,2,,non,442903
raclure de chamois,2,,non,442903
raclure de corne,67,,non,442903
raclure de corne de cerf,14,,non,442903
raclure de fer,2,,non,442903
raclures de pieds de mouton,1,,non,442903
radeau,2,,non,442903
radis chins,1,,non,442903
radis dictame,1,,non,442903
raie,2,,non,442903
rais,2,,non,442903
rais à charrettes,2,,non,442903
rais à charrue,0,,oui,442903
rais à charrues,15,,non,442903
rais à pêcher,0,,oui,442903
raiseau d'argent et d'or,2,,non,442903
raiseau d'argent ou d'or,10,,non,442903
raisin,182,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Calabre,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Corinthe,38,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Corinthe et autre,3,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Damas,7,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Galop,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Provence,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin de Provence sec,2,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin en barils,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin en grappe,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin en grappes,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin frais,65,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin frais de Corinthe,4,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin frais muscat,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin muscat,1,,non,442903
raisin muscat à l'eau-de-vie,2,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin sec,1029,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin sec d'époque,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin sec d'Espagne,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisin sec de Corinthe,22,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisiné en pot,1,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raisins frais,5,"Fruits ; divers ; amandes, pelures, raisins, prunes",non,12023
raison passe,4,,non,442903
rame,0,,oui,442903
rames,3,,non,442903
rames à filer,1,,non,442903
rames à ramer,1,,non,442903
rames de bateau,2,,non,442903
rames de bois,2,,non,442903
rames de fer,2,Fer,non,9802
rames de frêne,1,,non,442903
rames de lin,68,,non,442903
rames de morue,1,,non,442903
ramolaches,1,,non,442903
rampe de fer,2,,non,442903
ramure,3,,non,442903
ramure de sapin,18,,non,442903
rapatelle,3,,non,442903
râpes,6,,non,442903
râpes à tabac,1,,non,442903
râpes d'ivoire à tabac,1,,non,442903
raponty,7,,non,442903
rapsel,1,,non,442903
râpure d'ivoire,0,,oui,442903
râpure de bois de cerf,0,,oui,442903
râpure de cerf,0,,oui,442903
râpure de cerf et d'ivoire,0,,oui,442903
râpure de forme,0,,oui,442903
râpures de cornes de bétail sabots de bétail etc.,0,,oui,442903
raquette,7,,non,442903
raquette et volants,1,,non,442903
ras et revêche de ???,2,,non,442903
rasade,0,,oui,442903
rase,5,,non,442903
rase blanche,1,,non,442903
rase blanche pour teinture,1,,non,442903
rase pour peinture,1,,non,442903
rasoirs,31,,non,442903
rasoirs communs,1,,non,442903
rasoirs de fer-blanc,1,,non,442903
rasorde,2,,non,442903
rassade,0,,oui,442903
rassade et verroterie,0,,oui,442903
rassade ou verroterie,0,,oui,442903
rassades,324,,non,442903
rassades de retour faute de vente,2,,non,442903
rassades des prises,1,,non,442903
rassades et vitrifications,24,,non,442903
rassades ou verroterie,5,,non,442903
ratafia,112,,non,442903
ratafia de cerise,1,,non,442903
ratafia de citron,1,,non,442903
râteaux,4,,non,442903
râteaux de fer,2,,non,442903
ratières,1,,non,442903
ratine,176,,non,442903
ratine aune,1,,non,442903
ratine commune,1,,non,442903
ratine croisée,6,,non,442903
ratine d'Angleterre,1,,non,442903
ratine de Beauvais,1,,non,442903
ratine de Hollande,1,,non,442903
ratine de laine,1,,non,442903
ratine des prises,1,,non,442903
ratine fine,10,,non,442903
ratine frisée,3,,non,442903
ratine grise des prises,1,,non,442903
ratine petite,3,,non,442903
ratine teinte,2,,non,442903
rats de canons,1,,non,442903
rattes petites,1,,non,442903
rave,6,,non,442903
rave à filer,1,,non,442903
rave à pêche,1,,non,442903
rave à pêcher,6,,non,442903
rave à seches,0,,oui,442903
rave à sèches,1,,non,442903
rave de morue,162,,non,442903
rave de stockfish,1,,non,442903
raveaux,1,,non,442903
rayon,1,,non,442903
rayon de mouches à miel,1,,non,442903
raz anglais,1,,non,442903
raz croisé,1,,non,442903
raz d'Angleterre,1,,non,442903
raz de castor,45,,non,442903
raz de Fleury,2,,non,442903
raz de laine,6,,non,442903
raz de morue,1,,non,442903
raz de Reims,2,,non,442903
raz de Saint-Lo,0,,oui,442903
raz de Saint-Lô,2,,non,442903
raz de Saint-Maur,13,,non,442903
raz de soie de Saint-Cyr,4,,non,442903
raz de soie de Saint-Maur,2,,non,442903
raz de soie de St Cyr,1,,non,442903
raz des prises,1,,non,442903
raz du Maroc,287,,non,442903
raz Maroc,0,,oui,442903
raze blanche,1,,non,442903
reagal,19,,non,442903
rebuts de corail,1,,non,442903
rechanges à nègre,1,,non,442903
rechanges de toile à nègres,1,,non,442903
rechanges de toile de halle,1,,non,442903
réchaud avec leurs pieds de fer,1,,non,442903
réchaud de cuivre,3,,non,442903
réchaud de fer,1,,non,442903
réchaud de terre,1,,non,442903
réchaud en fer,4,,non,442903
réchauds à café de fer,1,,non,442903
réchauds de cuivre ouvré,1,,non,442903
rediné,1,,non,442903
redingotes,30,,non,442903
redingotes d'Angleterre et de drap,1,,non,442903
redingotes de drap,1,,non,442903
redingotes de prise,0,,oui,442903
redingotes de ratine,1,,non,442903
redingotes des prises,1,,non,442903
redon,3,,non,442903
redou,0,,oui,442903
registres,9,,non,442903
registres blancs,29,,non,442903
réglisse,625,,non,442903
réglisse de bois,3,,non,442903
réglisse en bois,6,,non,442903
réglisse en jus,6,,non,442903
réglisse en poudre,1,,non,442903
réglisse et autre,2,,non,442903
réglisse moulu,1,,non,442903
réglisse par balles de 150 livres,1,,non,442903
réglisse sur bâne,2,,non,442903
regrets d'orfèvre,5,,non,442903
régule d'antimoine,11,,non,442903
reliquaire,1,,non,442903
remèdes,77,,non,442903
remèdes composés,5,,non,442903
remèdes pour la goutte,1,,non,442903
remèdes sercé en feuilles,1,,non,442903
repouty,1,,non,442903
représentation des Tuileries,1,,non,442903
représentation du Saint Sépulcre,1,,non,442903
réseau d'argent,15,,non,442903
réseau d'or,4,,non,442903
résidu d'acide vitriolique,1,Vitriol ; blanc,non,1044
résidus d'acide nitrique,1,,non,442903
résidus d'acide sulfuriques,1,,non,442903
résine de gaïac,0,,oui,442903
résines,113,,non,442903
résines de gaïac,1,,non,442903
résines de jalap,21,,non,442903
résines de scammonée,1,,non,442903
résines et térébenthine,1,,non,442903
résines exotiques,9,,non,442903
résines exotiques autres que assa foetida copal jalap et scammonée,0,,oui,442903
résines exotiques autres que assa foetida copale jalap et scammonée,2,,non,442903
résines exotiques des entrepôts,1,,non,442903
résines exotiques scammonée,12,,non,442903
résines ou harpoix,0,,oui,442903
résines ou poix,1,,non,442903
résines scammonée,23,,non,442903
ressorts,2,,non,442903
ressorts de carrosses,1,,non,442903
ressorts de voiture,1,,non,442903
retaille de carte,1,,non,442903
retaille de cuir,1,,non,442903
retaille de peau,6,,non,442903
retaille de peau de veau corroyée,1,,non,442903
retaillons de drap,1,,non,442903
rets,1,,non,442903
rets à pêcher,0,,oui,442903
rets ou filets,0,,oui,442903
rets pour la chasse et la pêche,0,,oui,442903
rets pour tisseurs,1,,non,442903
reuche,2,,non,442903
revêche,5,,non,442903
réveil,1,,non,442903
réverbères,3,,non,442903
rhubarbe,661,,non,442903
rhubarbe commune,1,,non,442903
rhubarbe de Moscovie,35,,non,442903
rhubarbe des Indes,1,,non,442903
rhubarbe du Levant,18,,non,442903
rhubarbe et mechoacam,28,,non,442903
rhubarbe fil,1,,non,442903
rhum,35,,non,442903
rhum de prise,0,,oui,442903
rhum des prises,1,,non,442903
rhum et sirop fin,22,,non,442903
rhum et tafia,41,,non,442903
rhum et tafia étranger,1,,non,442903
ricanias des Indes,1,,non,442903
rideaux de soie vieux,1,,non,442903
rite de chanvre,1,,non,442903
rivets,1,,non,442903
riz,4,Riz,non,2077
riz des entrepôts,1,Riz,non,2077
riz du Levant,2,Riz,non,2077
robes,8,,non,442903
robes brodées,1,,non,442903
robes brodées en laine et de femme,1,,non,442903
robes d'étoffe d'argent et de soie,1,,non,442903
robes d'indienne,1,,non,442903
robes d'indienne des prises,1,,non,442903
robes de basin brodées,1,,non,442903
robes de chambre,7,,non,442903
robes de chambre d'étoffe de soie,1,,non,442903
robes de chambre d'indienne,3,,non,442903
robes de chambre de damas,1,,non,442903
robes de chambre de la Chine,1,,non,442903
robes de chambre de Pékin brodé de soie,1,,non,442903
robes de chambre de soie,2,,non,442903
robes de femme,1,,non,442903
robes de satin brodée,2,,non,442903
robes de taffetas,1,,non,442903
robes de toile peinte,1,,non,442903
robes et jupes de satin,1,,non,442903
robes fourrées,1,,non,442903
robine,0,,oui,442903
robinets,4,,non,442903
