marchandises_simplification,classification_hamburg_large,obsolete
représentation des Tuileries,,non
réseau d'argent,,non
réseau d'or,,non
résiner en pot,,non
résines,,non
résines de jalap,,non
résines de scammonée,,non
résines et poix de goudron,,non
résines et térébenthine,,non
résines exotiques,,non
résines exotiques scammonée,,non
résines ou harpoix,,non
résines scammonée,,non
ressorts,,non
ressorts de carrosses,,non
ressorts de voiture,,non
retaille de peau,,non
retaillons de drap,,non
rets,,non
rets à pêcher,,non
rets ou filets,,non
rets pour la chasse et la pêche,,non
rets pour tisseurs,,non
reuche,,non
réunies,,non
revêche,,non
réveil,,non
réverbères,,non
rhapontica,,oui
rhubarbe,,non
rhubarbe de Moscovie,,non
rhubarbe des Indes,,non
rhubarbe du levant,,non
rhubarbe et mechoacam,,non
rhubarbe fil,,non
rhum,,non
rhum de prise,,non
rhum et sirop fin,,non
rhum et tafia,,non
rhum et tafia étranger,,non
ricanias des Indes,,non
rideau,,oui
rite de chanvre,,non
rivets,,non
rivets de bois,,oui
riz du Levant,Riz,non
robes,,non
robes brodées,,non
robes brodées en laine et de femme,,non
robes d'indienne,,non
robes de chambre,,non
robes de femme,,non
robes de taffetas,,non
robes fourrées,,non
robes peinte et de toile,,non
robine,,non
robinet de bronze,,non
robinet de cuivre,,non
robinets,,non
robinets à tirer le vin,,non
rocaille,,non
rocaille de corail,,non
rocaille de verre,,non
rocaille de verres,,non
roche de corne,,non
roche de diable,,non
rocou,,non
rocou des Îles,,non
rodon,,non
rognons de castor,,non
rognons de cerf,,non
rognons de peau,,non
rognons de rat musqué,,non
rognons de stockfish,,non
rognure d'écaille,,non
rognure d'ivoire,,non
rognures,,non
rognures de ???,,non
rognures de baleine,,non
rognures de carte,,non
rognures de carterie,,non
rognures de cartes et de papier,,non
rognures de castor,,non
rognures de chapeau,,non
rognures de corne,,non
rognures de corne de cerf,,non
rognures de corne et de parchemin,,non
rognures de cuir,,non
rognures de cuir et de peau,,non
rognures de dent d'éléphant,,non
rognures de drap,,non
rognures de fer-blanc,Fer,non
rognures de gaïac,,non
rognures de gants,,non
rognures de mis,,non
rognures de papier,,non
rognures de parchemin,,non
rognures de parchemin en valeur,,non
rognures de peau,,non
rogues,,non
rogues de Macy,,non
rogues de maquereau,,non
rogues de maquereaux,,non
rogues de morue,,non
rogues de poisson,,non
rogues de stockfish,,non
rogues pour la pêche,,non
roizette,,non
roldor,,non
rollet,,non
rollet aune,,non
rollet et batiste,,non
romaine,,non
romals,,non
romals des Indes,,non
romals pour mouchoirs,,non
romals pour mouchoirs aune,,non
romals rouges,,non
romarin,,oui
roquelance écarlate,,non
roquette,,non
rosaire,,non
rosarde,,non
roseaux,,non
roseaux champêtre,,non
roseaux coupés,,non
roseaux d'Espagne,,non
roseaux d'Inde,,non
rosée de vie,,non
roses de province,,non
roses de Provins,,non
roses sèches,,non
rosette de cuivre,,non
rosette de cuivre et mitraille de cuivre,,non
rosette ou plaques de cuivres non ouvré,,non
rossière de toile,,non
rossoly,,non
rotin,,non
rotin des Indes,,non
rouane,,non
rouault,,non
roudon,,non
rouergue,,non
roues,,non
roues à cabrouet,,non
roues de bois,,non
roues de brouette,,non
roues de brouettes,,non
roues de cabriolet,,non
roues de carrosses,,non
roues de chaise,,non
roues de chaises ferrées,Fer,non
roues de chariot,,oui
roues de charrette,,non
roues ferrée,Fer,non
roues neuve,,non
roues non ferrées,,non
rouets,,non
rouets à filer,,non
rouets de moulins,,non
rouets petits,,non
rouge,,non
rouge à peindre,,non
rouge Annatto colorant,,non
rouge brun,,non
rouge clair,,non
rouge commun,,non
rouge commun en poudre,,non
rouge d'Angleterre,,non
rouge d'Espagne,,non
rouge d'Inde,,non
rouge de Perse,,non
rouge de Perse et de rosse,,non
rouge de rosse,,non
rouge de Venise,,non
rouge en pierre,,non
rouge en poudre,,non
rouge fin,,non
rouge gras,,non
rouge grode,,non
rouge gros,,non
rouge minéral,,non
rouge perse et de rosse,,non
rouleau de cuivre,,non
rouleau de laiton,,non
rouleau rôles,,non
roulette de bois commun à trois rouets,,non
rousols,,non
roussettes,,non
ruban,,non
ruban à perruques,,non
ruban au quart,,non
ruban au quart de soie,,non
ruban d'argent,,non
ruban d'argent et d'or,,non
ruban d'argent et d'or et de soie,,non
ruban d'argent et de soie,,non
ruban d'argent faux et d'or faux et de soie,,non
ruban d'argent faux et de fil blanc,,non
ruban d'étoupes de chanvre,,non
ruban d'étoupes de lin,,non
ruban d'or,,non
ruban d'or et de soie,,non
ruban de coutil,,non
ruban de crin,,non
ruban de cuivre,,oui
ruban de Elberfeld,,oui
ruban de fer,Fer,oui
ruban de fil,,non
ruban de fil blanc,,non
ruban de fil d'argent et d'or,,non
ruban de fil de laine,,non
ruban de fil en laine,,non
ruban de fil et de laine,,non
ruban de fil et de soie,,non
ruban de fil et fleuret,,non
ruban de fil fleuret et laine de soie,,non
ruban de fil teint,,non
ruban de filoselle,,non
ruban de flearn et de soie,,non
ruban de fleuret,,non
ruban de fleuret de soie,,non
ruban de fleurs,,non
ruban de laine,,non
ruban de laine et de soie,,non
ruban de lin,,non
ruban de Padoue,,non
ruban de soie,,non
ruban de velours,,non
ruban dorure d'argent,,non
ruban dorure d'argent et d'or,,non
ruban dorure d'argent faux et d'or faux,,non
ruban dorure d'argent fin et d'or fin,,non
ruban dorure d'or,,non
ruban en dorure,,non
ruban et passementerie de soie,,non
ruban et passementerie divers,,non
ruban et tresses et agrément d'or et d'argent,,non
ruban fleuret et de soie,,non
ruban mi soie,,non
ruban or charger,,non
ruban pour vêtement,,oui
ruban velouté,,non
rubanerie de soie,,non
rubanerie et passementerie diverses celles de soie et dorure exceptées,,non
rubanerie ordinaire,,non
rubannerie,,non
rubannerie commune,,non
rubannerie de soie,,non
rubea major,,non
rubia tinctorum,,non
ruches,,non
ruches de pin,,non
rudon,,non
rusque,,non
rusque de chêne,,non
rusque de pin,,non
russel de laine,,non
sabatines,,non
sable,,non
sable à fondeur,,non
sable à mouler,,non
sable blanc,,non
sable de mer,,non
sable de verre,,non
sablerie,,non
sableuée,,non
sablières de cuivre,,non
sabliers,,oui
sabliers en compas,,non
sabots,,non
sabots de bœuf,,non
sabots de bois,,non
sabots de bouc,,oui
sabots de renne,,oui
sabres,,non
sabres de traite,,non
sabres de traite et sabres,,non
sabres garnis d'argent,,non
sabres montés en cuivre doré,,non
sabres ordinaires,,non
sachets,,non
sachets d'odeur,,non
sacquin,,non
sacs,,non
sacs à café,,non
sacs à café neufs,,non
sacs à café vides,,non
sacs à café vieux,,non
sacs ayant servi et de toile,,non
sacs de lin,,non
sacs de poluard,,non
sacs de toile,,non
sacs de toile et vides,,non
sacs de toile et vieux,,non
sacs de toile vieux,,non
sacs gros,,non
sacs vides,,non
sacs vieux,,non
saffle,,non
saffranum,,non
saffreau,,non
safisaigne,,non
safran,Safran ; orange,non
safran d'Espgne,Safran ; orange,non
safran de Gâtinais,Safran ; orange,non
safran du Gâtinais,Safran ; orange,non
safran orange,Safran ; orange,non
safranum,Safran ; orange,non
safranum et tournesol,Safran ; orange,non
sagapemun,,non
sagapenum,,non
sagati de laine,,non
sagne,,non
sagon,,non
sagou,,non
sagou des Indes,,non
sailphre,,non
sain,,non
saindoux,,non
saisie de fer,Fer,non
salage,,non
salaisons,,non
salamouris,,non
salamporis,,non
salemporis,,non
salemporis blanc,,non
salemporis blanc et bleu,,non
salemporis bleu,,non
salemporis bleu et rouge,,non
salemporis commun,,non
salicore,,non
salière de cristal,,non
salin,,non
saloir,,non
saloirs de bois,,non
salpêtre,,non
salpêtre crû,,non
salpêtre des Indes,,non
salpêtre et soufre,,non
salpêtre raffiné,,non
salsafras,,non
salsepareille,,non
sanas,,non
sanctuaire,,non
sandale,,non
sandance,,non
sandarac,,non
sang,,non
sang de bouquetin,,non
sang de dragon,,non
sang de dragon commun,,non
sang dragon,,non
sang dragon fin,,non
sangle,,non
sangles de chanvre,,non
sangles pour malets,,non
sanglier,,non
sangsues,,non
sanguine,,non
sanitaire,,non
santal,,non
santal blanc,,non
santal Blanc,,non
santal citrin,,non
santal moulu,,non
santal rouge,,non
sapan,,non
sapeline,,non
sapien violet,,non
sapin,,non
sapin à bâtir,,non
sapin à faire aviron,,non
sapin à faire chevrons,,non
sapin à faire comble,,non
sapin à faire échelle,,non
sapin à faire gaffe,,non
sapin à faire manches de pioches,,non
sapin à pioches,,non
sapin anspects,,non
sapin comble,,non
sapin en bloc,,non
sapin petit,,non
saquins,,non
sarcelles,,non
sardinals,,non
sardines,,non
sardines à l'huile,,non
sardines apprêtées,,non
sardines confites,,non
sardines confites au vinaigre,,non
sardines confites dans l'huile,,non
sardines fraîches,,non
sardines marinées et salées,,non
sardines pressées,,non
sardines pressées et salé,,non
sardines salées,,non
sareaux de toile,,non
sarge,,non
sarge de poitou,,non
sarge de Saint-Mexant,,non
sarge de soie,,non
sarge du Languedoc,,non
sargette fine,,non
sargue,,non
sargue de fil et de laine,,non
sarions d'Eparts,,non
sassafras,,non
sasses,,non
satin,,non
satin brodé en or,,non
satin de Chine,,non
satin de Florence et de Gênes,,non
satin de laine,,non
satin de laine de Roubaix,,non
satin de laine turc,,non
satin de laine turc et serge,,non
satin de retour,,non
satin de soie,,non
satin et serge,,non
satin gris,,non
satin uni et rayé,,non
satinade,,non
satinette,,non
satinette de coton,,non
satinette de laine,,non
satissoie,,non
Saturne,,non
saucisses,,non
saucisses de Boulogne,,non
saucissons,,non
saucissons salées,,non
saude,,non
sauge,,non
saule de fer,Fer,non
saulx,,non
saumon,,non
saumon d'Ecosse,,non
saumon en daube,,non
saumon frais,,non
saumon fumé,,non
saumon madré,,non
saumon mariné,,non
saumon marinées et salées,,non
saumon salé,,non
saumon séché,,non
saumonée,,non
saumoule,,non
saumure,,non
saumure salée,,non
sauphas,,non
saur,,non
sauvagines,,non
savine,,non
savon,Savon,non
savon blanc,Savon,non
savon blanc et marbré,Savon,non
savon d'Alicante,Savon,non
savon d`Espagne,Savon,oui
savon de Gênes,Savon,non
savon de Marseille,Savon,non
savon de retour,Savon,non
savon et cuir,Savon,oui
savon et pruneaux,Savon,non
savon et sucre,Savon,non
savon et vert-de-gris,Savon,non
savon madré,Savon,non
savon marbré,Savon,non
savon mol,Savon,non
savon noir,Savon,non
savon vert,Savon,non
savonnette,Savon,non
savonnettes de senteur,Savon,non
saye,,non
saye blanche,,non
saye blanche sans apprêt,,non
saye de Bruges,,non
saye de Liège,,non
saye teinte,,non
saye teinte aune,,non
sayessa,,non
sayette fin,,oui
scammonée,,non
scammonnée,,non
scaps,,non
scarfs,,oui
schiste,,oui
scielle,,non
scies,,non
scies à moulu,,non
scies de fer,Fer,non
scille maritime,,non
sculptures,,non
seamonnée,,non
seau à l'eau de sapin,,non
seau de Martre,,non
seaux,,non
seaux à l'eau,,non
seaux cerclés de fer,Fer,non
seaux de bois,,non
seaux de cuir,,non
seaux de faïence,,non
seaux de fer-blanc,Fer,non
seaux de sapin,,non
seaux de veau,,non
seaux de verre,,non
seaux de vin,,non
seaux ferrés,Fer,non
sebeste,,non
sebestre,,non
secrétaire,,non
secrétaire d'acajou,,non
secrétaire de noyer,,non
sege de Saint-Louis,,non
segrin,,non
seigle de grain,,non
sekt,,oui
sel,,non
sel ammonisé,,non
sel antarctique,,non
sel artique,,non
sel blanc,,non
sel blanc et à pêche,,non
sel chimique,,non
sel chimique de Glauber,,non
sel chimique de lait,,non
sel chimique de nitre,,non
sel chimique en gemme,,non
sel composé,,non
sel d'absinthe (alsem),,non
sel d'absinthe alsem,,non
sel d'alsem,,non
sel d'ammoniac,,non
sel d'ammoniac et brut ou en poudre,,non
sel d'ammoniac raffiné,,non
sel d'Angleterre,,non
sel d'Epsom,,non
sel d'Epsom et Glauber,,non
sel d'Espagne,,non
sel d'étain,,non
sel d'Oléron,,non
sel d'Oléron de Ré,,non
sel d'Olonne,,non
sel d'opium,,non
sel d'orseille,,non
sel d'oseille,,non
sel d`Espagne,,oui
sel de,,non
sel de boue,,non
sel de Bourgneuf,,non
sel de Bretagne,,non
sel de carabé,,non
sel de chimie,,non
sel de corne de cerf,,non
sel de fat ???,,non
sel de France,,oui
sel de Franche-Comté,,non
sel de gemme,,non
sel de Glauber,,non
sel de grum,,non
sel de lait,,non
sel de Lorraine,,non
sel de Lunebourg,,oui
sel de Marennes,,non
sel de mer,,non
sel de mer et de salins,,non
sel de nitre,,non
sel de paume,,non
sel de plomb,,non
sel de potasse,Potasse,non
sel de Poulinguen,,non
sel de Prusse,,non
sel de Ré,,non
sel de roche,,non
sel de Rocq,,non
sel de Saint-Gilles,,non
sel de Saint-Hubert ou du Portugal,,non
sel de samoine,,non
sel de Saturne,,non
sel de Saturne et sel,,non
sel de sauvene,,non
sel de seignette,,non
sel de seignette policreste et Glauber,,non
sel de tamarin,,non
sel de tartaric,,non
sel de tartre,Tartre,non
sel de tartre émétique,Tartre,non
sel de verre,,non
sel de vitriol,Vitriol ; blanc,non
sel des sables d'olonne,,non
sel dit beggere,,non
sel du Croisic,,non
sel duobus,,non
sel émétique,,non
sel en boue,,non
sel en gemme,,non
sel en grabeau,,non
sel gemme,,non
sel Glauber,,non
sel grain,,non
sel gris,,non
sel grum,,non
sel médicinal,,non
sel médicinal divers,,non
sel minéral,,non
sel misay,,non
sel mistry,,non
sel ordinaire,,non
sel peccain,,non
sel policreste et d'Epsom,,non
sel pour la pêche libre,,non
sel regerat,,non
sel Saturne,,non
sel sublimé,,non
sel sucsin,,non
sel sulfates de magnésie,,non
sel sulfates de soude,,non
sel tartre émétique,Tartre,non
sel teint,,non
sel végétal,,non
sel vieux,,non
sel volatil,,non
sellerie,,non
sellerie de cuir,,non
selles,,non
selles communes,,non
selles de cuir,,non
selles de femme,,non
selles de fer,Fer,non
selles de poste,,non
selles de velours,,non
selles garnies de velours,,non
selles neuves,,non
sellet et télescope,,non
selleterie commune,,non
selliers,,non
sels,,non
semailles d'oignon,,oui
semen contra,,non
semen dacy,,non
semence de perles,,non
semence écarlate,,non
semence froide,,non
semencine,,non
semoirs,,non
semoule,,non
sempiterne,,non
sendaline,,non
séné,,non
séné en follicule,,non
séné en grabeau,,non
senegré,,non
sennes,,oui
sennes à pêcher,,non
sequins,,non
sequins par Marseille,,non
serains,,non
serans,,non
serans à peigner,,non
serans à peigner le lin,,non
sercliers,,non
serge,,non
serge à doubler,,non
serge blanc,,non
serge Blicourt,,non
serge Blicourt écarlate,,non
serge commune,,non
serge commune aune,,non
serge commune teinte,,non
serge croisée,,non
serge croisée et de laine,,non
serge d'Angleterre,,non
serge d'Arnetal,,non
serge d'aumale,,non
serge d'Aumale,,non
serge d'Aumale de laine,,non
serge d'Aumale imprimée,,non
serge d'écarlatine,,non
serge de Bruxelles,,non
serge de fil et de laine,,non
serge de laine,,non
serge de laine ???,,non
serge de laine Aumale,,non
serge de laine Blicourt,,non
serge de laine divers,,non
serge de laine étoffeée,,non
serge de laine étroite,,non
serge de laine forte,,non
serge de laine imprimée,,non
serge de laine large,,non
serge de laine Minorque,,non
serge de laine noire,,non
serge de laine pour ???,,non
serge de laine sagati,,non
serge de laine voile,,non
serge de Lille,,non
serge de Londres et serge,,non
serge de Montauban,,non
serge de Nîmes,,non
serge de Nîmes aune,,non
serge de Rome,,non
serge de Rouen,,non
serge de soie,,non
serge des prise,,non
serge des prises,,non
serge double,,non
serge drap,,non
serge drapée,,non
serge drapée et de laine,,non
serge écarlate,,non
serge et prunelle de laine étroite,,non
serge fil et laine,,non
serge forte,,non
serge imprimée,,non
serge imprimée aune,,non
serge sergette,,non
serge teinte,,non
serge teinte aune,,oui
sergette,,non
sergette de Montauban,,non
sergette des prises,,non
sergette Maine,,non
serinettes,,non
serinettes ouvrées,,non
seringues,,non
seringues d'étain,,non
serpentera virgina,,non
serpentin à distiller,,non
serpentine,,non
serpentine à distiller l'eau-de-vie,,non
serpents,,non
serpes,,non
serpes de fer,Fer,non
serra merita,,non
serratille,,non
serratule de teinture,,oui
serrure de bois,,non
serrure de cuivre,,non
serrure pour faurevette,,non
serrures de cuivre,,non
service de tables,,non
service de tables argenté et doré et d'osier,,non
serviette de lin,,non
serviette de table,,non
serviettes,,non
serviettes à nappes,,non
serviettes communes,,non
serviettes d'étoupes,,non
serviettes de toile,,non
serviettes découpées,,non
serviettes ouvrées,,non
sevan de cuir de Russie,,non
Sèvres,,non
shetas des Indes,,non
