Inconnu,marchandises,definition,
0,saxafras,"Bois, écorce, essence de sassafras employé(e) notamment comme sudorifique. Une infusion d'écorce de sassafras (Geoffroy, Méd. prat., 1800, p. 501).Produit thérapeutique extrait du sassafras. Le sassafras est un stimulant diaphorétique recommand ",
0,saye,"sorte de serge ou étoffe croisée très légère, tout de laine, qui a quelques rapport avec les serges de Caen… , Dictionnaire de Savary 1748",
1,sayessa,"1 Occurrence dans la BDD. La retranscription semble bonne, mais le terme « Sayessa » ne renvoie à aucune définition. Peut être un terme indien car le bien provient d'un commerce avec l'Inde. (Voir Objet Ge?ne?ral -- 1775 – AN_F12_242.pdf Page 124)",
0,sayne,fruit du hêtre (furetière),
0,scammonée,« La scammonée (Convolvulus scammonia) est une plante grimpante vivace de la famille des Convolvulaceae. Elle a des feuilles sagittées (en forme de flèche) et une racine épaisse et charnue de plus d'un mètre de long. Ses fleurs jaunes en entonnoir ressemblent à celles du liseron des champs. »  (wikipédia),
0,scamonée,"SCAMONEE – Magnen, Dictionnaire des productions de la nature et de l'art, volume 2, 1809 : « Tiré d'une racine de Syrie […] est un purgatif très actif, et fort usité dans les maladies qui viennent d'obstructions, dans les enflures, l'hydropisie ",
1,scapa,,
1,scaps,"1 Occurrence dans la BDD. La retranscription semble bonne, mais le terme «Scaps» ne renvoie à aucune définition. (Voir Objet Ge?ne?ral -- 1768 – IIHS_122B.pdf Page 67)",
1,scaps,,
0,schaelen (bois dit),bois écorcé ,
0,"schal, schall","On donne ce nom, dans le commerce d'Alep et du Levant, à des mouchoirs de laine [...] Dans le commerce de France et d'Europe, on appelle Schal, de grands fichus ou mouchoirs de col de moussseline, Jacques Peuchet, Vocabulaire des termes de commerce, banque, manufactures, navigation marchande, finance mercantile et statistique, Paris ",
1,scielle,"1 Occurrence dans la BDD. La retranscription semble bonne, mais le terme «Scielle» ne renvoie à aucune définition. (Voir Objet Ge?ne?ral -- 1752 – BMRouen_Ms_Montbret_849.pdf Page 100)",
0,scille maritime,plante pour raticide,
0,scinc,"scinque, Reptile saurien, lézard de la famille des Scincidés, ne dépassant guère 25 cm et à pattes courtes, qu'on rencontre notamment au Sahara (CNRTL)",
0,scinque,lézard,
0,seamanée,Utilisé dans de nombreux remède ,
0,sébeste, « fruit du sébestier » (wikipédia) ,
0,sebestes,"Savary, volume 3, 1748 : «Ce sont des fruits […] qui ressemblent assez aux petites prunes de damas » ",
1,sege de Saint-Louis,,
0,segrin,poisson,
0,seilles (de bois),récipient,
0,sel amoniac,"Savary, volume 1, 1748 : OU ARMONIAC « L'usage de ce sel en France est fort considérable, soit pour la médecine, pour laquelle on en tire quantité de préparations, soit pour de nombreux ouvriers. » ",
0,sel blanc,sel blanc et rafiné ,
0,sel d'opium,"P.H. Nysten Dictionnaire de médecine, de chirurgie, de pharmacie : « Narcotine » ",
0,sel d'opium,"Savary, volume 3, 1748 : « Vient du Levant et particulièrement du Caire […] L'Opium et le Laudanum simple sont deux drogues dont il est dangereux d'user sans le conseil d'habiles Médecins et il est à craindre, comme il n'arrive que très souve ",
0,sel de fat ???,"Mauvaise retranscription, «  Sel de Saturne » : Histoire Générale des drogues, Pierre Portnet, Page Page 492 :  “Le Sel ou Sucre de Saturne, est du blanc de plomb & de la véritable Cerule de Venise, & du vinaigre distillé infusé ensemble, & ensuite filtré & évaporé , & reduit en une masse Iegere , blanche & par éguille , & d'un goût doux & sucré , néanmoins assez désagréable.” . Wiktionnaire : « sel de saturne \s?l d? sa.ty?n\ masculin (Médecine ancienne) Sel d'acétate de plomb (métal) cristallisé, utilisé dans les préparations pharmaceutiques. »",
0,sel de globert,"Glaubert ? Sulfate de sodium : Le sel de Glauber, la forme décahydratée, était utilisé dans le passé comme laxatif. ",
0,sel de potasse,Pour les teinturiers ,
0,sel de saturne,"Sucre ou sel de plomb : (Médecine ancienne) Sel d'acétate de plomb (métal) cristallisé, utilisé dans les préparations chimiques. ",
0,sel duobus,"P.H. Nysten Dictionnaire de médecine, de chirurgie, de pharmacie : « Sulfate de potassium » ",
0,sel gemme,variante de sel marin ,
0,sel gris,sel gris de France ,
1,selliers,,
0,"semacouba, siramonbas, siramombas, seramombas, siramonbar, siranonbas, siramonbasse, siramobasse, simacouba, simanombra, simaroba, simaroubas, sinacouba (bois de)cf. aussi diramonbas. simaboura","Selon Wikipedia : In 1713, the genus was discovered by French explorers. Between 1718 and 1725, the bark was exported to France where it was used to treat an epidemic of dysentery. The bark of Simarouba species has been used by indigenous tribe
Arbre de l’Amérique méridionale dont l’écorce est employée en médecine. (https://fr.wiktionary.org/wiki/simarouba)
The leaves and bark of Simarouba amara have been used as an herbal medicine to treat dysentery, diarrhea, malaria and other illnesses in areas where it grows. In 1713, it was exported to France where it was used to treat dysentery, being an eff 
simarouba, a.k.a. marupa, Xycol. 
",
0,semen contra,"Savary, volume 1, 1748 : Ou Semen Contra « Graine qui sert à faire mourir les vers qui s'engendrent dans le corps humain, auxquels surtout les enfants sont fort sujets » ",
0,semencine,"Synonyme de Semen Contra et Barbotine. Savary, volume 1, 1748 : «  Graine qui sert à faire mourir les vers, qui s'engendrent dans le corps humain, auxquels surtout les enfants sont fort sujets. » ",
1,semenconna,,
0,sempiterne,« Sempiterne ou perpetuanne : Espece d'etoffe de laine croisée dont la qualité a du rapport avec celle d'une serge sommiere » (Savary) ,
1,sendaline,"1 Occurrence dans la BDD. La retranscription semble bonne. PAs de définition française mais en anglais : « A type of thin silk cloth », article « Sendaline », http://www.yourdictionary.com/sendaline",
0,séné,"Savary, volume 3, 1748 : « Elle est une drogue très connue. C'est cette feuille purgative que les Médecins emploient souvent dans leurs compositions purgatives. L'arbrisseau qui porte cette feuille se cultive en plusieurs endroits du Levant. » ",
1,séné en feuille,Voir la définition de « séné » ci dessus.  ,
0,sénégre,"Savary, volume 3, 1748 : « Plante dont la graine qui porte le même nom, est propre à la teinture, entre dans la médecine et sert à engraisser les bestiaux. ",
0,sennes,filets,
0,senobre,terre minérale,
1,séraphine,,
1,sercliers,,
0,serge d'écarlatine,"Savary, volume 3, 1748 : « Serge : Etoffe de laine croisée » ",
1,serin,Peut-être est-ce l'oiseau (très probable s'il est importé d'Espagne). ,
0,serin à peigner le lin,Serans ou Serains : peigne de fer à longues dents qui sert à peigner le lin ,
0,serinette,musette vielles et serinettes ,
0,serinette ouvrée,Wikipédia : Instrument de musique né à Nancy au milieu de XVIIIème siècle ,
1,serpentera virgina,"1 occurrence dans la BDD, bonne retranscription. Aucune définition trouvée. (Voir Objet Ge?ne?ral -- 1761 – BMRouen_Ms_Montbret_155-1b.pdf Page 119)",
0,serpentine,"Savary, volume 3, 1748 :  SERPENTAIRE ou SERPENTINE « Plante médicinale […] guérit les morsures de serpent » ",
0,serratille,dentelé en forme de scie,
1,shetas des Indes,,
1,siagne,,
1,siaque,,
1,sicader,,
1,sigle vis de laine,,
0,siné,"« Sené », erreur de retranscription. Définition de Sené, La 4e édition (1762) du Dictionnaire de l'Académie française, article “Sené” : “Arbrisseau qui croît au Levant, & dont on nous apporte les feuilles, que l'on nomme aussi Séné. C'est un grand purgatif. On appelle Follicules de séné, L'enveloppe de la semence du séné. Les follicules du séné ne purgent pas aussi puissamment que les feuilles. Une dragme de séné. Le poids d'un écu de séné. Faire infuser du séné dans la décoction. Se purger avec du séné.”",
0,singalette,"Mousseline de coton à contexture très claire dont on fait de la gaze hydrophile qui, très apprêtée, est utilisée en couture notamment pour préparer les patrons.",
1,siragondis,,
1,"siraménéar (bois de), siraménéas",Certainement une erreur de retranscription ainsi qu’une erreur du copiste : il s’agit probablement de bois de simarouba (hypothèse appuyée par la provenance de la marchandise).  ,
0,sirop calbasse," Le terme « Calebasse » renvoie sur Le Littré à la définition suivante : « Nom du fruit de plusieurs espèces de cucurbitacées, mais en particulier du baobab (malvacées). Les calebasses vidées et séchées servent à contenir des liquides. » . Aussi, concernant le sirop de Calebasse : « La liqueur contenue dans la calebasse s'administre de diverses manières, mais de toutes ces préparations, celle qui est la plus en usage est le sirop dont on fait des exportations en Europe » (Traité de la phthisie pulmonaire, Par Jean Baptiste Théodore Baumes) Page 281Voir https://books.google.fr/books?id=pzsZHskOJ6QC&pg=PA281&lpg=PA281&dq=sirop+calebasse&source=bl&ots=i51ELYWSwI&sig=KNTEMObZ9se8VdriEnVI72qs8bY&hl=fr&sa=X&ved=0ahUKEwj5lZC_0cDMAhXqD8AKHTVnBpEQ6AEIIzAB#v=onepage&q=sirop%20calebasse&f=false",
1,sistes condales,,
1,sistresay," Bonne retranscription mais rien de trouvé pour cette orthographe. Cependant « Sistresaye » pourrait correspondre à une sorte de dessin chinois. “A larges raies mais bien nuancées, et l'intervalle des grandes raies divisées apr des petites”. Voir Manuel du commerce des Indes orientales et de la Chine Par Pierre Blancard. Page 307. ",
1,slatille des Indes,Le scan indique « Toile des Indes Slatille ». Mais définition introuvable de « Slatille ».,
1,slin de laine,"1 occurrence dans la BDD, aucune définition trouvée dans les dictionnaires.",
0,smalte,"(Archéologie) Cube de verre coloré en bleu et opaque qu’on emploie pour les mosaïques. Fabriqué à partir de sels de cobalt fondus dans de la silice. M. Gerspach indique comment on peut distinguer les smaltes des diverses époques. — (Journal des Débats, 25 juin 1876, 3e page, 6e colonne) Nom donné une nuance de bleu identique au smalt (le verre). Bleu de cobalt. Pigment bleu utilisé par les peintres de la Renaissance, fabriqué à partir de smalt (le verre) broyé.",
1,soberton,"Définition introuvable. 1 occurrence présente dans la BDD. Peut s'écrire aussi « Sobertoy », la dernière lettre est peu lisible. (Voir La Rochelle/41 ETP 271/La Rochelle - Sorties - 1718-1780.csv,Local,1737,Exports,La Rochelle,,6)",
1,socreton,"Semble être un type de toile de coton blanc. Le Savary mentionne « Socretons » dans une liste de types de cotons : Savary, Dictionnaire 3, 1748 : «  Les qualités des toiles de coton blanches, font différentes, de même que leurs noms, dont voici ceux que l'on a pû recueillir ,Tapfels ,Coupis , Chillas ,Caladaris ,Guinées , Pcrcalles , Mauris , Salampouris , Socretons , Baffetas , Coutelines , Berams ,Chelles , Chacarts , Doutis , Katteguy , Sauvagagis , Fottes , Garas , Sanas , Korathes ou Toques de Câmbaye & Hamans. “",
1,socrotour,"Définition introuvable. Bonne retranscription. 1 occurrence dans la BDD. (Voir 41 ETP 271/9470,Local/La Rochelle/41 ETP 271/La Rochelle - Sorties - 1718-1780.csv,Local,1746,Exports,La Rochelle,,7)",
0,soie (m. s.),"soc ou sô dans le Berry, soie dans l'ouest, « pièce de fer aiguë, large, triangulaire, tranchante, en dedans, fixée au sep de la charrue, et destinée à ouvrir le sillon. » (Littré)",
1,soie de charrues,Introuvable dans la BDD (Centrale et Sources). Pas de définition,
0,soie grèze,"Autre forme pour soie grège. Voir Histoire de l’Acadamie Royale des Sciences, 1755",
1,solas,,
1,solles ou langues,,
0,son et vesse ferre,"Rien sur « Vesse ferre ». Mais « Vesse » trouvé : VESCE ou VESSE, (Hist. nat. Bot.) [Histoire naturelle , Botanique] Jaucourt (Page 17:189). VESCE ou VESSE, s. f. (Hist. nat. Bot.) vicia; genre de plante à fleur papilionacée: le pistil sort du calice, & devient dans la suite une silique qui renferme des semences arrondies ou anguleuses. Ajoutez aux caracteres de ce genre que les feuilles naissent par paires sur une côte, & qu'elles sont terminées par une main. Egalement « Vesse de Loup » Le littré : « Vesse de loup, sorte de champignon de mauvaise odeur. »  ",
0,sonde,"Le Littré, plusieurs définitions possibles : « 1. Instrument qui consiste en un plomb mis au bout d'une cordelette ou ligne, et dont on se sert pour sonder la profondeur de la mer, d'une rivière, etc. ; sur mer, la cordelette est partagée en brasses. On graisse le bout de la sonde pour savoir si le fond est sable ou rocher. 2. Espèce de tarière qu'on enfonce en terre pour reconnaître les terrains, creuser les puits artésiens, rechercher la présence ou la qualité des mines, etc. 3. Instruments qu'on enfonce dans un jambon, un fromage, pour en connaître la qualité. 4. Sonde à nonius ou à vernier, instrument employé dans l'artillerie pour mesurer l'épaisseur des projectiles creux au culot. »  ",
0,sorte de toile,Introuvable dans la BDD  ,
1,sortes,,
1,sotas,,
1,soucade,,
0,"soucis, soutis","mousseline de soie rayée, article ""Soucis, ou soutis"", Encyclopédie.  ",
0,"soucrion, sucrion","soucrillon, type d'orge, article ""Brasserie"", Encyclopédie. Graphie choisie  ",
0,soude,Cf. P.H.Wallis  : soude  ,
1,soutreaux (bois),Ecriture difficile à déchiffre   peut être foutreaux ? Ou soutreay ? Le terme est inconnu des dictionnaires et n’apparaît qu’une fois dans la BDD.   peut être foutreaux ? Ou soutreay ? Le terme est inconnu des dictionnaires et n’apparaît qu’une fois dans la BDD. ,
1,soux de grabanite,Ecriture du copiste presque illisible sur le pdf (Source : 1789 - Importations - Direction de Lille – AN_F12_1667.pdf). Une seule occurrence   semble être une drogue.  semble être une drogue.,
1,soux en feuille,Ecriture du copiste presque illisible sur le pdf (Source : 1789 - Importations – Direction de Lille – AN_F12_1667.pdf). Une seule occurrence   semble être une drogue.  semble être une drogue.,
0,spalme,Le Littré : “ Terme de navire. Toute espèce d'enduit.”  ,
1,spalte,"Définition introuvable. Cependant signifie « Fissure, Crevasse » en Allemand. Le produit est importé d'Hollande. Bonne retranscription. 1 occurrence dans la BDD. (Voir Objet -- 1750 -- Hollande – SB_8MS86-2.pdf Page 77)  ",
0,spardilles,Espadrilles  ,
0,sparterie,"Wiki : La sparterie est à proprement parler l'industrie de l'alfa (ou spart), une fibre végétale dure. Par extension, le terme regroupe la fabrication d'objets en fibres dures, en particulier issues de la noix de coco, du sisal (agave), du jute  ",
0,spath,Le spath est le nom désuet donné à divers minéraux cristallisés à structure lamellaire comme la calcite ou la fluorine.,
0,spermaceti,Blanc de baleine : Le blanc de baleine ou spermaceti est une substance blanche présente dans la tête de certains cétacés comme le cachalot ou l'hyperoodon.  ,
1,spermecely,,
0,spiante,Introuvable dans la BDD (Centrale et Sources)  ,
0,spicaceltica,"Savary, volume 3, 1748 :  « Plante qui rentre dans la composition du thériaque et que les Apothicaires devraient utiliser dans le syrop de Chicorée composé »  ",
0,spicanardi,"Savary, volume 3, 1748 « SPICA-NARDI : chez les droguistes et épiciers SPIC-NARD. Plante qui entre dans la composition de la thériaque »  ",
