marchandises_simplification,provenance_nord_américaine,details_provenance,obsolete
tabac filé,Hors Amérique du Nord,,non
tabac fin,,,non
tabac haché,,,non
tabac haché et à fumer,,,non
tabac pour échantillon,,,non
tabac pressé d'Allemagne,,,non
tabac râpé,Hors Amérique du Nord,,non
tabac râpé de la Ferme,,,non
tabac râpé par Dunkerque,,,non
tabac viedé,,,non
tabagies,,,non
tabatière d'écaille à charnière d'or,,,oui
tabatière d'écaille incrustées d'or,,,oui
tabatiere de bois blanc,,,oui
tabatière de bois d'olivier,,,oui
tabatière de buis,,,oui
tabatière de carton,,,oui
tabatière de cuivre,,,oui
tabatières,,,non
tabatières à bergamote,,,non
tabatières aux bergarnotes,,,oui
tabatières communes,,,non
tabatières corne,,,non
tabatières d'agate,,,non
tabatières d'argent,,,non
tabatières d'argent et d'or,,,non
tabatières d'argent et dorées,,,non
tabatières d'argent et petites,,,non
tabatières d'écaille,,,non
tabatières d'écaille à charnière d'or,,,non
tabatières d'écaille à pitons d'argent,,,non
tabatières d'écaille et à pitons d'argent,,,oui
tabatières d'écaille et garnies d'argent,,,oui
tabatières d'écaille et incrustées d'argent,,,oui
tabatières d'écaille et incrustées d'argent et d'or,,,oui
tabatières d'écaille garnies d'argent,,,non
tabatières d'écaille incrustées d'argent,,,non
tabatières d'écaille incrustées d'argent et d'or,,,non
tabatières d'écaille incrustées d'or,,,non
tabatières d'écaille unie,,,non
tabatières d'émail,,,non
tabatières d'olivier,,,non
tabatières d'or,,,non
tabatières d'os,,,non
tabatières de bergamote,,,non
tabatières de bois,,,non
tabatières de bois blanc,,,non
tabatières de bois d'olivier,,,non
tabatières de bois verni,,,non
tabatières de buis,,,non
tabatières de carton,,,non
tabatières de composition,,,non
tabatières de corne,,,non
tabatières de cuir,,,non
tabatières de cuivre,,,non
tabatières de fer-blanc,,,non
tabatières de forme,,,non
tabatières de nacre,,,non
tabatières de paille,,,non
tabatières de pinsbeck,,,non
tabatières émaillées,,,non
tabatières enrichies,,,non
tabatières garnies d'or,,,non
tabatières unies,,,non
tabatières vernies,,,non
tabernacle,,,non
tabernacle de marbre,,,non
tabernacle doré,,,non
table en plomb,,,non
tableaux,,,non
tableaux à bordures dorées,,,non
tableaux à cadres dorés,,,non
tableaux à l'huile,,,non
tableaux anciens,,,non
tableaux communs,,,non
tableaux communs et sur toile,,,non
tableaux communs et vieux,,,non
tableaux d'optique,,,non
tableaux de famille,,,non
tableaux fins et sur toile,,,non
tableaux grossiers,,,non
tableaux portraits,,,non
tableaux sans bordures,,,non
tableaux sans bordures et sur toile,,,non
tableaux sur bois,,,non
tableaux sur toile,,,non
tableaux vieux,,,non
tables,,,non
tables à café,,,non
tables à cannelle,,,non
tables à écrire,,,non
tables à jouer,,,non
tables à thé,,,non
tables d'acajou,,,non
tables d'ardoises,,,non
tables de bois,,,non
tables de bois petites,,,non
tables de marbre,,,non
tables de marbre avec leurs pieds,,,non
tables de marbre et à pieds dorés,,,non
tables de marbre petites,,,non
tables de noyer,,,non
tables de nuit,,,non
tables de quadrilles,,,non
tables de sapin,,,non
tables de sapin peintes,,,non
tables de toilette,,,non
tables de verre,,,non
tables en marbre,,,non
tables fermées,,,non
tables jacinthes,,,non
tables peintes,,,non
tables vernies,,,non
tabletterie,,,non
tablettes anisées,,,non
tablettes d'ardoise,,,non
tablier,,,non
tablier brodé,,,non
tablier brodé et de taffetas,,,non
tablier de peau de chamois,,,non
tablier de quadrilles,,,non
tablier de taffetas,,,non
tablier peint,,,non
tabourets,,,non
tabourets d'enfant,,,non
tacelle de fer,,,non
tacques de cheminée,,,oui
taffes,,,oui
taffetas,,,non
taffetas blanc,,,non
taffetas bleu,,,non
taffetas chiné,,,non
taffetas cirés de soie,,,non
taffetas d'Angleterre,,,non
taffetas d'Avignon,,,non
taffetas de Florence,,,non
taffetas de Lyon,,,non
taffetas de soie,,,non
taffetas foulas,,,non
taffetas foutas,,,non
taffetas noir,,,non
tafia,Hors Amérique du Nord,,non
tafia par Dunkerque et étranger,,,non
taillanderie,,,non
taille de bois à couvrir,,,non
taillole de coton,,,non
taillole de laine,,,non
talaris,,,non
talc,,,non
talc de Venise,,,non
talons de bois,,,non
talons de bois et forme de bois,,,non
talons de cuir,,,non
tamarin,Hors Amérique du Nord,Indes,non
tamarin confit dans le sucre,,,non
tamarin en gousse,,,non
tamarin gousse entière,,,non
tamarin gras,,,non
tamarindy,,,non
tambours,,,non
tambours à sucre,,,non
tambours d'enfant,,,non
tambours de fer,,,non
tambours de forme,,,non
tamis,,,non
tamis à faire et faits,,,non
tamis à sucre,,,non
tamis à tabac,,,non
tamis de crin,,,non
tamis de fil de laiton,,,non
tamis de soie,,,non
tamis de toile de crin,,,non
tan,,,non
tanabare ???,,,non
tanches,,,non
tanelles,,,non
tanier de laine,,,non
tanis de soie,,,non
tanjebs,,,non
tapetal,,,non
tapette,,,non
tapette à mouches,,,non
tapis,,,non
tapis à côtes et à nœuds de laine,,,non
tapis autres qu'à côtes et à nœuds de laine,,,non
tapis brodé en surface et de drap,,,non
tapis courtepointes de toile peinte,,,non
tapis d'Angleterre,,,non
tapis d'Aubusson,,,non
tapis d'Auvergne,,,non
tapis d'indienne,,,non
tapis de billard,,,non
tapis de chitte,,,non
tapis de coton,,,non
tapis de coton et de fil,,,non
tapis de fil et de laine,,,non
tapis de Guinée,Hors Amérique du Nord,Afrique,non
tapis de laine,,,non
tapis de laine à côtes et à nœuds,,,non
tapis de laine simples,,,non
tapis de moquette,,,non
tapis de Perse,,,non
tapis de pieds,,,non
tapis de pure laine,,,non
tapis de table,,,non
tapis de table pièces,,,non
tapis de toile cirée,,,non
tapis de toile peinte,,,non
tapis de Turquie,,,non
tapis de velours,,,non
tapis des Indes,,,non
tapis divers,,,non
tapis du Caire,,,non
tapis du Levant,,,non
tapis et tapisserie,,,non
tapis fabrique de Tournai,,,non
tapis fil teint,,,non
tapis indienne,,,non
tapis peints,,,non
tapis vieux de renvoi,,,non
tapisserie,,,non
tapisserie à l'Aubusson,,,non
tapisserie aux aiguilles,,,non
tapisserie commune,,,non
tapisserie d'Amiens,,,non
tapisserie d'Anvers,,,non
tapisserie d'Aubusson,,,non
tapisserie d'Aubusson tenture,,,non
tapisserie d'Audenarde,,,non
tapisserie d'Auvergne,,,non
tapisserie d'Auvergne tentures,,,non
tapisserie d'Elbeuf,,,non
tapisserie de Beauvais,,,non
tapisserie de Bergame,,,non
tapisserie de Bruxelles,,,non
tapisserie de Bruxelles et autres,,,non
tapisserie de coton,,,non
tapisserie de coton imprimé,,,non
tapisserie de coutils peinte,,,non
tapisserie de cuir doré,,,non
tapisserie de fil et de laine,,,non
tapisserie de fil peint,,,non
tapisserie de fil teint,,,non
tapisserie de filoselle,,,non
tapisserie de Flandre avec argent et or,,,non
tapisserie de haute lice,,,non
tapisserie de haute lice en tenture,,,non
tapisserie de Hongrie,,,non
tapisserie de la Marche,,,non
tapisserie de laine,,,non
tapisserie de moquette,,,non
tapisserie de papier peau,,,non
tapisserie de papier peint,,,non
tapisserie de point de Hongrie,,,non
tapisserie de Rouen,,,non
tapisserie de toile cirée,,,non
tapisserie de toile peinte,,,non
tapisserie de verdure,,,non
tapisserie de verdure tentures,,,non
tapisserie des Gobelins,,,non
tapisserie du Dauphiné,,,non
tapisserie fausse et de toile,,,non
tapisserie filoselle et laine,,,non
tapisserie fine coutil,,,non
tapisserie hachée et de laine,,,non
tapisserie peinte,,,non
tapisserie peinte ??? toile,,,non
tapisserie peinte de Hongrie,,,non
tapisserie peinte tentures,,,non
tapisserie pièce,,,non
tapisserie point de Hongrie,,,non
tapisserie pour chaises,,,non
tapisserie pur ??? coutil,,,non
tapisserie simple,,,non
tapisserie sur toile,,,non
tapisserie tantisse,,,oui
tapisserie tontisse,,,non
tapisserie verdure,,,non
tapisserie vieille,,,non
tapsel,,,non
tapsel des Indes,,,non
tapsel grand,,,non
tapsel large,,,non
taques de cheminée,,,non
tarnatane,,,oui
tarnatanes,,,non
tars,,,non
tartagogne,,,non
tartarre,,,oui
tartrate de potasse de soude et de potasse,,,oui
tartre,,,non
tartre blanc,,,non
tartre brut,,,non
tartre de lie de vin désséchée,,,non
tartre de lie de vin liquide,,,non
tartre de potasse de soude et de potasse,,,non
tartre de soude et de potasse,,,non
tartre émétique,,,non
tartre en pierre,,,non
tartre en poussière,,,non
tartre et harpoix,,,oui
tartre et lie de vin,,,non
tartre et térébenthine,,,non
tartre glan,,,non
tartre rouge,,,non
tartre térébenthine,,,non
tartre vitriolé,,,non
tase rouge,,,non
tasseaux,,,non
tasses,,,non
tasses de faïence,,,non
tasses de terre blanche,,,non
tasses de vermillon,,,non
tatie,,,non
taulier pour canon,,,non
taupine,,,non
taupine de coton et de soie,,,non
taureaux,,,non
taureaux et vaches,,,non
tavelle,,,non
tavelle de fil et de laine,,,non
tavelle de laine,,,non
tayolles,,,non
tayolles de coton,,,non
tayolles de coton et de fil,,,non
tayolles de coton et de soie,,,non
tayolles de fil,,,non
tayolles de laine,,,non
tayolles de soie,,,non
tegers de cuivre,,,non
teinture,,,non
teinture cerise,,,non
teinture commune,,,non
teinture d'herbes,,,non
teinture pour les filets,,,non
teinture préparée,,,non
télescope,,,non
télescope de bois uni,,,non
télescope de cuivre poli,,,non
tenaille,,,non
tenaille de fer,,,non
tenaille grossière,,,non
tendeurs de voile,,,oui
tendeurs pour voile,,,non
tenelle d'espars,,,non
tentes,,,non
tentes canonnières,,,non
tentes et voile,,,non
tentes et voile en rolles ou pièces,,,non
tepaye des Indes,,,non
teraille ed terre,,,oui
terc,,,non
térébenthine,Hors Amérique du Nord,,non
térébenthine commune,Hors Amérique du Nord,,non
térébenthine compacte,,,non
térébenthine d' ???,,,non
térébenthine de bergamote,,,non
térébenthine de Venise,,,non
térébenthine en essence et en huile et en pâte,,,non
térébenthine en pâte,,,non
térébenthine essence,,,non
térébenthine liquide,,,non
terendine,,,non
terixe,,,non
ternilles,,,non
terra merita,,,oui
terraille,,,non
terraille blanche,,,non
terraille commune,,,non
terraille de brin ???,,,non
terraille de Gênes,,,non
terraille de Gênes noire,,,non
terraille de grès,,,non
terraille de terre,,,non
terraille grise,,,non
terraille grosse,,,non
terraille grossière,,,non
terraille noire,,,non
terraille noire de Gênes,,,oui
terraillon de grès,,,non
terramenta,,,oui
terramerita,,,oui
terraque,,,non
terrasse,,,non
terre,,,non
terre ?,,,non
terre à baril,,,non
terre à bâtir,,,non
terre à brûler,,,non
terre à ciment,,,non
terre à cimenter,,,non
terre à faïence,,,non
terre à faïence commune,,,non
terre à fouler,,,non
terre à fouler et à potier,,,non
terre à foulon,,,non
terre à nettoyer,,,non
terre à pipes,,,non
terre à porcelaine,,,non
terre à poterie,,,non
terre à potier,,,non
terre à raffiner le sucre,,,non
terre à sucre,,,non
terre à teindre,,,non
terre blanche,,,non
terre commune,,,non
terre d'émeri,,,non
terre d'ombre,,,non
terre d'ombre de Cologne et de rocou,,,non
terre d'ombre et terre pour la peinture,,,non
terre d'orfèvre,,,non
terre de Bologne,,,non
terre de Boulogne,,,non
terre de ciment,,,non
terre de Cologne,,,non
terre de corail,,,non
terre de creusets,,,non
terre de foulon,,,non
terre de graide,,,non
terre de grès,,,non
terre de Hongrie,,,non
terre de marne,,,non
terre de marne et argile,,,non
terre de marne et engrais,,,non
terre de mine,,,non
terre de monnaie,,,non
terre de mulardeau,,,non
terre de myrthe,,,non
terre de pipes,,,non
terre de plomb,,,non
terre de poil,,,non
terre de porcelaine,,,non
terre de pouzzolane,,,non
terre de rocou,,,non
terre de Rome,,,non
terre de Rouen,,,non
terre de satine,,,non
terre de Vérone,,,non
terre de Vérone verte,,,non
terre de verrerie,,,non
terre dite souda,,,non
terre du Faubourg Saint-Antoine,,,non
terre du Limousin,,,non
terre glaise,,,non
terre grasse,,,non
terre houille,,,non
terre jaune,,,non
terre maganaise,,,non
terre maganaize,,,non
terre manganèse,,,non
terre noire,,,non
terre pour le goudron,,,non
terre pour pipes et à potier,,,non
terre pour teinture,,,non
terre pour verrerie,,,non
terre pourrie,,,non
terre pouzolanne,,,non
terre pouzzolane,,,non
terre rouge,,,non
terre sigillée,,,non
terre verte,,,non
terrementil,,,non
terrerie,,,non
terrerie blanche,,,non
terrier de fer,,,non
terrine de grès,,,non
têtes à perruques,,,non
têtes brodées et de basin,,,non
tetes de cabillaud,,,oui
têtes de cabillaud,,,non
têtes de carabé,,,non
têtes de chou,,,non
têtes de clou de girofle,,,non
têtes de clous,,,non
têtes de cuir et en poil,,,non
têtes de cuivre en poêle,,,non
têtes de girofle,,,non
têtes de morue,Exclusivement Amérique du Nord,,non
têtes de morue des Indes,,,non
têtes de pavot,,,non
thé,Hors Amérique du Nord,,non
thé ???,,,non
the bou,,,non
thé bou,,,non
thé camphon,,,non
thé des entrepôts,,,non
thé des Indes,,,non
thé et porcelaine,,,non
thé étranger,,,non
thé étranger par Strasbourg,,,non
thé filé,,,non
thé hayssuen,,,non
thé ordinaire,,,non
thé par Dunkerque,,,non
thé par Pontarlier et Saint-Louis,,,non
thé saotchaon,,,non
thé tonkay,,,non
thé vert,,,non
thé vert commun,,,non
théières,,,non
théières d'étain,,,non
théières de cuivre,,,non
théières de fer-blanc,,,non
théières de métal,,,non
théières de terre noire,,,non
theloc,,,non
thepaïs,,,oui
thepaya,,,oui
thepays,,,non
theriaque,,,oui
thériaque,,,non
thériaque de Venise,,,non
thermomètre,,,non
thome,,,oui
thon,,,non
thon à l'huile,,,non
thon frais,,,non
thon mariné,,,non
thon mariné au vinaigre,,,non
thon mariné et salé,,,non
thon salé,,,non
thon sec,,,non
thon thonine,,,non
thonine,,,non
thonine salée,,,non
tierçons de bois,,,non
tierçons en bottes,,,non
tiers à tonneau,,,non
tiges de bottes,,,non
tilles à tonnelier,,,non
timbres,,,non
tin canarie,,,non
tiretaine,,,non
tiretaine de laine,,,non
tiretaine et miselaine,,,non
tiretaine et miselaine aune,,,non
tirtaine,,,non
tirtaine de laine,,,non
tissus brochés d'argent et d'or faux de soie,,,oui
tissus brochés d'argent et d'or fin de soie,,,oui
tissus brochés de soie de soie,,,oui
tissus d'écorce,,,oui
tissus de bourre de soie façon cachemire,,,oui
tissus de chanvre ou de lin,,,oui
tissus de chanvre ou de lin mêlés,,,oui
tissus de coton,,,oui
tissus de coton basin piqués mousselinettes,,,oui
tissus de coton simples,,,oui
tissus de crin,,,oui
tissus de crin et de poils,,,oui
tissus de fil,,,oui
tissus de laine,,,oui
tissus de laine casimirs et mérinos,,,oui
tissus de lin et de chanvre mêlés,,,oui
tissus de plocq,,,oui
tissus de poil,,,oui
tissus de soie blonde,,,oui
tissus de soie mêlée,,,oui
tissus de soie unis,,,oui
tissus en feuilles,,,oui
tissus façonnés de soie,,,oui
toile,,,non
toile ???,,,non
toile ...,,,non
toile 3/4 large,,,non
toile a ???,,,non
toile à bas,,,non
toile à bas prix blanche de lin,,,non
toile à bas prix blanche et de coton,,,non
toile à bas prix de chanvre,,,non
toile à bas prix de coton et imprimée,,,non
toile à bâts,,,non
toile à bluteaux,,,non
toile à bouquets de laine de coton,,,non
toile à Bretagne,,,non
toile à canevas,,,non
toile à carreaux,,,non
toile à carreaux de fil et de laine,,,non
toile à carreaux et à matelas,,,non
toile à carreaux et de coton,,,non
toile à carreaux et de coutil,,,non
toile à carreaux et de fil et de laine,,,oui
toile à carreaux et de lin,,,non
toile à carreaux et en pièces de 50 aunes,,,non
toile à carreaux fine et de lin,,,non
toile à carreaux grosse et de Lille,,,non
toile à carreaux pour matelas,,,non
toile à cottray,,,non
toile à doubler,,,non
toile à faire drap de lin,,,non
toile à faire linge,,,oui
toile à matelas,,,non
toile à matelas et à carreaux,,,non
toile à matelot,,,non
toile à ménages,,,non
toile à nappes,,,non
toile à nappes et serviettes,,,non
toile à nègre,,,non
toile à paillasse,,,non
toile à pavillon,,,non
toile à peindre,,,non
toile à robes,,,non
toile à sacquette dite talette,,,non
toile à sacs,,,non
toile à serpillière,,,non
toile à serviettes,,,non
toile à tamis,,,non
toile à tapisser,,,non
toile à voile,,,non
toile à voile de 24 aunes,,,non
toile abas,,,non
toile abat,,,non
toile ajamis,,,non
toile alanea,,,non
toile amant,,,non
toile apprêtée de chanvre et de lin écrue de 13 à 20 fils,,,non
toile apprêtée de chanvre et de lin écrue de 20 fils et au-dessus,,,non
toile apprêtée de chanvre et de lin écrue de 8 à 13 fils,,,non
toile apprêtée de chanvre et de lin écrue de moins de 8 fils,,,non
toile apprêtée de chanvre et de lin écrue unie,,,non
toile apprêtée de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,,,non
toile apprêtée de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,,,non
toile apprêtée de chanvre et de lin écrue unie de moins de 8 fils,,,non
toile ardoisée et grise de lin,,,non
toile ardoisée et grise et de lin,,,oui
toile ardoisée et rayée et rayonnée,,,non
toile ardoisée et rayonnée,,,non
toile ardoisée grise et écrue,,,non
toile au lain,,,non
toile au lait,,,non
toile au lait lin,,,non
toile bajas,,,non
toile bajutapaux,,,oui
toile barrière,,,non
toile Barrois,,,non
toile bas brin,,,non
toile basin coutil croisée et autre de chanvre et de lin,,,non
toile basin coutil croisée et autres,,,non
toile basin coutil croisée et autres de chanvre et de lin,,,non
toile blancard,,,non
toile blancard de lin,,,non
toile blancard de Rouen,,,non
toile blancard et fleuret,,,non
toile blanche,Hors Amérique du Nord,,non
toile blanche à imprimer,,,non
toile blanche abati,,,non
toile blanche aman,,,non
toile blanche bleue et de lin,,,non
toile blanche commune,,,non
toile blanche damassée de lin pour nappes et serviettes,,,non
toile blanche de 13 à 20 fils,,,non
toile blanche de 13 fils,,,non
toile blanche de 20 fils et au-dessus,,,non
toile blanche de chanvre,,,non
toile blanche de chanvre 398 lignes,,,non
