goods_simpl_classification,nbr_occurences_simpl,medicinales_classification,obsolete,nbr_obs,sitc18_rev3,nbr_occurences_medicinales
trompes de fer,2,not a medical product,non,2,8,530318
trompettes,2,not a medical product,non,2,8,530318
trompettes de cuivre,4,not a medical product,non,1,8,530318
trompettes de fer,1,not a medical product,non,1,8,530318
trot de vin,1,not a medical product,non,1,???,530318
trousse de fleures,1,not a medical product,non,1,???,530318
truelles,2,not a medical product,non,2,6j,530318
truelles de fer,2,not a medical product,non,2,6j,530318
truffe noire,1,not a medical product,non,1,0a,530318
truffes,268,not a medical product,non,219,0a,530318
truffes ??? et culs d'artichauts,1,not a medical product,non,1,0a,530318
truffes à l'huile,2,not a medical product,non,2,0a,530318
truffes culs d'artichauts et autres secs,2,not a medical product,non,1,0a,530318
truffes de fer,1,not a medical product,non,,,530318
truffes de fonte de fer,3,not a medical product,non,,,530318
truffes fraîches,9,not a medical product,non,9,0a,530318
truffes fraîches et marinées,2,not a medical product,non,2,0a,530318
truffes marinées,6,not a medical product,non,6,0a,530318
truffes noires,5,not a medical product,non,5,0a,530318
truffes sèches,57,not a medical product,non,41,0a,530318
truffes vertes,1,not a medical product,non,1,0a,530318
truites,13,not a medical product,non,12,0a,530318
truites séchées,1,not a medical product,non,1,0a,530318
trully,2,not a medical product,non,1,???,530318
trumeaux de glace,1,not a medical product,non,1,8,530318
tuffeaux,46,not a medical product,non,24,2,530318
tuffeaux doubles,1,not a medical product,non,1,2,530318
tuffeaux simples,3,not a medical product,non,3,2,530318
tuiles,289,not a medical product,non,253,6k,530318
tuiles courbées,1,not a medical product,non,1,6k,530318
tuiles courbées de terre cuite,1,not a medical product,non,1,6k,530318
tuiles de couverture,1,not a medical product,non,1,6k,530318
tuiles de terre,7,not a medical product,non,7,6k,530318
tuiles de terre cuite,21,not a medical product,non,21,6k,530318
tuiles plates,1,not a medical product,non,1,6k,530318
tuiles plates de terre cuite,1,not a medical product,non,1,6k,530318
tulle,2,not a medical product,non,2,6i,530318
tulle de chanvre et de lin,4,not a medical product,non,4,6h,530318
tulle de soie,4,not a medical product,non,4,6f,530318
turban,1,not a medical product,non,,,530318
turban de soie,4,not a medical product,non,,,530318
turbit,48,narrow medical product,non,42,2,24146
turbot,2,not a medical product,non,1,0a,530318
turbot salé,1,not a medical product,non,1,0a,530318
turlutaines,1,not a medical product,non,1,8,530318
turlutaines et turquoise,1,not a medical product,non,1,9b,530318
turquoise,1,not a medical product,non,1,6k,530318
turquoise des prises,1,not a medical product,non,1,6k,530318
tussaux,1,not a medical product,non,,,530318
tutic,35,not a medical product,non,34,???,530318
tutilly,3,not a medical product,non,3,???,530318
tuttie,1,not a medical product,non,1,???,530318
tuyaux,1,,non,,,1431
tuyaux d'orgue,2,not a medical product,non,1,8,530318
tuyaux de cuir pour les pompes,1,not a medical product,non,,,530318
tuyaux de fer,1,not a medical product,non,1,6j,530318
tuyaux de fer à vernir,1,not a medical product,non,,,530318
tuyaux de fer de fonte,1,not a medical product,non,1,6j,530318
tuyaux de fonte,1,not a medical product,non,1,6j,530318
tuyaux de grenade,2,not a medical product,non,1,8,530318
tuyaux de pipes,2,not a medical product,non,2,6k,530318
tuyaux de plomb,5,not a medical product,non,4,6j,530318
tuyaux en fer,5,not a medical product,non,5,6j,530318
tympanon,1,not a medical product,non,1,8,530318
urnes de terre,1,not a medical product,non,1,6k,530318
ustensiles d'imprimerie,1,not a medical product,non,1,8,530318
ustensiles de marine,2,not a medical product,non,1,8,530318
ustensiles de pêcheur,2,not a medical product,non,2,8,530318
ustensiles militaires,1,not a medical product,non,,,530318
vaches,404,not a medical product,non,388,0a,530318
vaches en vie,18,not a medical product,non,16,0a,530318
vaches et veaux,1,not a medical product,non,1,0a,530318
vaches grasses et en chair,2,not a medical product,non,2,0a,530318
vaches maigres,2,not a medical product,non,2,0a,530318
vaches tuées,1,not a medical product,non,1,0a,530318
vacquette,29,not a medical product,non,28,???,530318
vairon,2,not a medical product,non,,,530318
vaisseaux montés,1,not a medical product,non,1,7,530318
vaisselle,5,not a medical product,non,5,9c,530318
vaisselle d'Allemagne d'argent,1,not a medical product,non,1,8,530318
vaisselle d'argent,194,not a medical product,non,161,8,530318
vaisselle d'étain,4,not a medical product,non,1,6j,530318
vaisselle d'or,4,not a medical product,non,4,8,530318
vaisselle d'orfèvrerie,2,not a medical product,non,2,8,530318
vaisselle de Biarritz,1,not a medical product,non,1,8,530318
vaisselle de bois,8,not a medical product,non,1,6b,530318
vaisselle de bois verni,1,not a medical product,non,1,6b,530318
vaisselle de faïence,63,not a medical product,non,42,6k,530318
vaisselle de métal,1,not a medical product,non,,,530318
vaisselle de terre,13,not a medical product,non,6,6k,530318
vaisselle de verre pour desserts,1,not a medical product,non,1,6k,530318
vaisselle plate,1,not a medical product,non,1,9c,530318
valeurs de diverses marchandises entrées en franchise de droits à charge de réexportation pour le commerce colonial,9,not a medical product,non,9,9c,530318
valises,1,not a medical product,non,1,8,530318
valises petites,1,not a medical product,non,1,8,530318
vallonea,1,not a medical product,non,,,530318
valtones,1,not a medical product,non,1,???,530318
valvorette de coton,1,not a medical product,non,1,???,530318
vandes,1,not a medical product,non,1,???,530318
vanille,234,narrow medical product,non,211,0b,24146
vanille botte,1,not a medical product,non,1,0b,530318
vannerie,15,not a medical product,non,15,8,530318
vannerie 9050 lignes,1,not a medical product,non,,8,530318
vannerie brute,1,not a medical product,non,1,6b,530318
vannerie brute d'espèce,3,not a medical product,non,3,6b,530318
vannerie coupée,1,not a medical product,non,1,8,530318
vannerie coupée d'espèce,2,not a medical product,non,2,8,530318
vannerie d'espèce,1,not a medical product,non,1,8,530318
vannerie d'espèce pelée,3,not a medical product,non,3,8,530318
vannerie d'osier,11,not a medical product,non,11,8,530318
vannerie pelée,1,not a medical product,non,1,8,530318
vannes de coton blanches,1,not a medical product,non,1,6g,530318
vans à vanner,85,not a medical product,non,80,6b,530318
vans à vanner de bois,1,not a medical product,non,1,6b,530318
vans et verges d'osier,2,not a medical product,non,,,530318
vareuse de toile,1,,non,,,1431
varlopes,1,not a medical product,non,1,???,530318
vas du Rhin,1,not a medical product,non,1,???,530318
vases,2,not a medical product,non,2,9c,530318
vases d'église d'orfèvrerie,1,not a medical product,non,1,8,530318
vases de briques,1,not a medical product,non,1,6k,530318
vases de faïence,3,not a medical product,non,3,6k,530318
vases de jardin de faïence,1,not a medical product,non,1,6k,530318
vases de pierre,3,not a medical product,non,3,6k,530318
vases de plâtre,2,not a medical product,non,2,6k,530318
vases de terre,3,not a medical product,non,3,6k,530318
vaté,1,not a medical product,non,1,8,530318
vatons,3,not a medical product,non,3,???,530318
vaude,0,not a medical product,oui,72,5,530318
vaudes,137,,non,,,1431
vaudes bottes,2,,non,,,1431
veaux,202,not a medical product,non,195,0a,530318
veaux de lait,11,not a medical product,non,9,0a,530318
veaux en vie,4,not a medical product,non,2,0a,530318
veaux gras,3,not a medical product,non,3,0a,530318
veaux maigres,1,not a medical product,non,1,0a,530318
veaux petits,1,not a medical product,non,1,0a,530318
veaux pour ???,1,not a medical product,non,1,0a,530318
védasse,46,not a medical product,non,44,5,530318
végétal,3,not a medical product,non,3,2,530318
veiles,1,not a medical product,non,1,???,530318
velbar,1,not a medical product,non,,,530318
velours,382,not a medical product,non,271,6f,530318
velours à ramage,1,not a medical product,non,1,6i,530318
velours avec argent,1,not a medical product,non,1,6f,530318
velours bleu,2,not a medical product,non,,,530318
velours ciselé à fond d'or,1,not a medical product,non,1,6i,530318
velours commun,5,not a medical product,non,5,6i,530318
velours cramoisi,12,not a medical product,non,8,6i,530318
velours d'Utrecht,8,not a medical product,non,8,6f,530318
velours de Chine,3,not a medical product,non,1,6i,530318
velours de coton,344,not a medical product,non,243,6g,530318
velours de coton aune,1,not a medical product,non,1,6g,530318
velours de coton et de fil,1,not a medical product,non,1,6h,530318
velours de coton imprimé,1,not a medical product,non,1,6g,530318
velours de fil et de poil,2,not a medical product,non,2,6i,530318
velours de Gênes,5,not a medical product,non,5,6i,530318
velours de Gênes noir,1,not a medical product,non,1,6i,530318
velours de gueux,18,not a medical product,non,15,6g,530318
velours de laine,2,not a medical product,non,1,6e,530318
velours de poil d'Utrecht,1,not a medical product,non,1,6e,530318
velours de soie,15,not a medical product,non,10,6f,530318
velours de soie aune,1,not a medical product,non,1,6i,530318
velours de soie pièces de 30 aunes,1,not a medical product,non,,,530318
velours gueuse,1,not a medical product,non,1,6i,530318
velours noir,8,not a medical product,non,5,6i,530318
velours ordinaire,4,not a medical product,non,3,6i,530318
velours uni,1,not a medical product,non,1,6i,530318
velverette de coton,1,not a medical product,non,1,6g,530318
vendange,3,not a medical product,non,3,1,530318
vénitienne,1,not a medical product,non,,,530318
ver ???,1,not a medical product,non,1,???,530318
verdasse,1,not a medical product,non,1,???,530318
verdes,65,not a medical product,non,63,0a,530318
verdet,1318,not a medical product,non,1150,5,530318
verdet cristallisé,6,not a medical product,non,6,5,530318
verdet cristallisé et non cristallisé,2,not a medical product,non,2,5,530318
verdet non cristallisé,4,not a medical product,non,4,5,530318
verdet non cristallisé sec,3,not a medical product,non,3,5,530318
verge de fer blanc,2,not a medical product,non,2,6j,530318
verges à moulins,1,not a medical product,non,,,530318
verges d'étain,7,not a medical product,non,8,6j,530318
verges de cuivres,1,not a medical product,non,1,6j,530318
verges de fer,127,not a medical product,non,109,6j,530318
verges de fer et barres de fer et battu de fer,17,not a medical product,non,17,6j,530318
verges de sapin,1,,non,,,1431
vergnes,2,not a medical product,non,2,2,530318
vergues,32,not a medical product,non,25,7,530318
vergues à mâture,2,not a medical product,non,,,530318
vergues de 25 pieds,1,not a medical product,non,1,7,530318
vergues de 35 pieds sur 8 pouces de diamètre,1,not a medical product,non,,,530318
vergues de 40 pieds sur 10 pouces de diamètre,1,not a medical product,non,,,530318
vergues de 44 à 50 pieds,1,not a medical product,non,1,7,530318
vergues de 44 pieds,1,not a medical product,non,1,7,530318
"vergues de 47 pieds sur 10,5 pouces de diamètre",1,not a medical product,non,,,530318
vergues de 53 à 57 pieds,1,not a medical product,non,1,7,530318
"vergues de 56 pieds sur 10,5 pouces de diamètre",1,not a medical product,non,,,530318
vergues de fer,1,not a medical product,non,1,7,530318
vergues de navire,2,not a medical product,non,2,7,530318
vergues de sapin,1,,non,,,1431
vergues de sapin de 44 pieds,1,not a medical product,non,1,7,530318
vergues pour mature,0,not a medical product,oui,2,7,530318
vergues pour navire,2,not a medical product,non,1,7,530318
vergues pour vaisseau,0,not a medical product,oui,1,7,530318
verjus,10,not a medical product,non,7,0a,530318
vermeil et vernis,2,not a medical product,non,2,5,530318
vermeille,1,not a medical product,non,1,9a,530318
vermicelle,532,not a medical product,non,429,0a,530318
vermilles,1,not a medical product,non,1,5,530318
vermillon,547,not a medical product,non,476,5,530318
vermillon de tasse,1,not a medical product,non,1,5,530318
vernis,83,not a medical product,non,72,5,530318
vernis à peindre,3,not a medical product,non,3,5,530318
vernis de terre,2,not a medical product,non,,,530318
vernis massé,1,not a medical product,non,1,5,530318
vernis préparés,21,not a medical product,non,21,5,530318
vernoix,1,not a medical product,non,1,???,530318
vernunes,1,not a medical product,non,1,???,530318
verrerie,503,not a medical product,non,494,6k,530318
verrerie à boire,1,not a medical product,non,1,6k,530318
verrerie à vitre,7,not a medical product,non,7,6k,530318
verrerie autres que cristaux,1,not a medical product,non,1,6k,530318
verrerie bouteilles,62,not a medical product,non,62,6k,530318
verrerie cassée,3,not a medical product,non,3,2,530318
verrerie d'office,2,not a medical product,non,2,6k,530318
verrerie de Baume,1,not a medical product,non,1,6k,530318
verrerie diverse,158,not a medical product,non,157,6k,530318
verrerie en boucaut,1,not a medical product,non,1,6k,530318
verrerie en bouteilles,11,not a medical product,non,9,6k,530318
verres,74,not a medical product,non,70,6k,530318
verres ??? d'estampes,2,not a medical product,non,2,6k,530318
verres à boire,389,not a medical product,non,288,6k,530318
verres à boire communs,39,not a medical product,non,37,6k,530318
verres à boire cristallins,3,not a medical product,non,2,6k,530318
verres à boire de cristal,17,not a medical product,non,11,6k,530318
verres à boire de Venise,1,not a medical product,non,1,6k,530318
