simplification,nbr_occurences_simpl,obsolete,luxe_dans_SITC,nbr_occurences_luxe_dans_SITC
serge de fil et de laine,6,non,,796571
serge de fil et laine,1,non,,796571
serge de laine,323,non,bas de gamme,17938
serge de laine ???,4,non,,796571
serge de laine Blicourt,2,non,,796571
serge de laine d'Aumale,6,non,,796571
serge de laine de Blicourt,9,non,,796571
serge de laine de Rome,1,non,,796571
serge de laine de Rouen,1,non,,796571
serge de laine diverse,6,non,,796571
serge de laine drapée,2,non,,796571
serge de laine et de soie,1,non,,796571
serge de laine étroite,2,non,,796571
serge de laine forte,1,non,,796571
serge de laine imprimée,3,non,,796571
serge de laine large,3,non,,796571
serge de laine Minorque,6,non,,796571
serge de laine noire,1,non,,796571
serge de laine sagati,2,non,,796571
serge de laine voile,6,non,,796571
serge de Lille,27,non,,796571
serge de Londres et autres,8,non,,796571
serge de Montauban,17,non,bas de gamme,17938
serge de Nîmes,119,non,,796571
serge de Poitou,2,non,,796571
serge de Rome,4,non,,796571
serge de Rouen,1,non,,796571
serge de Rouen commune,1,non,,796571
serge de Saint-Maixent,6,non,,796571
serge de Savoie,1,non,,796571
serge de soie,12,non,,796571
serge des prises,6,non,,796571
serge double,4,non,,796571
serge drap,1,non,,796571
serge drapée,87,non,bas de gamme,17938
serge drapée à doubler,3,non,,796571
serge drapée de laine,1,non,,796571
serge drapée et de laine,5,non,,796571
serge du Languedoc,7,non,,796571
serge du pays,1,non,,796571
serge écarlate,1,non,,796571
serge écarlatine,2,non,,796571
serge et prunelle de laine étroite,3,non,,796571
serge fil et laine,1,non,,796571
serge forte,5,non,,796571
serge imprimée,151,non,milieu de gamme,43473
serge imprimée d'Aumale,1,non,,796571
serge Minorque,3,non,,796571
serge pour les troupes,1,non,,796571
serge sergette,1,non,,796571
serge teinte,20,non,,796571
serge verte,1,non,,796571
sergette,12,non,,796571
sergette de laine,5,non,,796571
sergette de Montauban,7,non,,796571
sergette des prises,3,non,,796571
sergette fine,1,non,,796571
sergette Maine,2,non,,796571
serinettes,61,non,,796571
serinettes ouvrées,1,non,,796571
seringues,14,non,,796571
seringues d'étain,19,non,,796571
serisaffs,1,non,,796571
serlecan brodé,1,non,,796571
serpentera virgina,1,non,,796571
serpentin à distiller,1,non,,796571
serpentine,3,non,,796571
serpentine à distiller l'eau-de-vie,1,non,,796571
serpents,4,non,,796571
serpes,13,non,,796571
serpes de fer,6,non,,796571
serratille,1,non,,796571
serrure de bois,3,non,,796571
serrure de cuivre,8,non,,796571
serrure de fer,1,non,,796571
serrure petite,1,non,,796571
serrure pour canevettes,1,non,,796571
serrure pour fossettes,0,non,,796571
service de faïence,1,non,,796571
service de garde-côte,3,non,,796571
service de porcelaine,1,non,,796571
service de tables,48,non,,796571
service de tables argenté et doré et d'osier,1,non,,796571
serviettes,141,non,bas de gamme,17938
serviettes à nappes,1,non,,796571
serviettes communes,6,non,,796571
serviettes d'étoupes,2,non,,796571
serviettes de lin,1,non,,796571
serviettes de table,5,non,,796571
serviettes de toile,2,non,,796571
serviettes de toile de ménage,1,non,,796571
serviettes de toile peinte,1,non,,796571
serviettes découpées,76,non,,796571
serviettes et nappes,1,non,,796571
serviettes et nappes de toile peinte,1,non,,796571
serviettes et nappes des Indes,1,non,,796571
serviettes ouvrées,7,non,,796571
serviettes ouvrées de toile,1,non,,796571
sevagagis,1,non,,796571
sevan de cuir de Russie,1,non,,796571
Sèvres,1,non,,796571
shetas des Indes,1,non,,796571
siagne,3,non,,796571
siague,1,non,,796571
siamoise,861,non,milieu de gamme,43473
siamoise à bouquet de coton,1,non,,796571
siamoise à bouquets de laine de coton et de fil,4,non,,796571
siamoise à bouquets de laine de fil,1,non,,796571
siamoise à fleurs,41,non,,796571
siamoise à fleurs de soie,0,non,,796571
siamoise à peu de soie,70,non,bas de gamme,17938
siamoise au quart de soie,2,non,,796571
siamoise au sixième de soie,9,non,,796571
siamoise blanche de coton,1,non,,796571
siamoise blanche de coton et de fil,2,non,,796571
siamoise brochée de coton et de fil,2,non,,796571
siamoise commune,18,non,milieu de gamme,43473
siamoise de coton,5,non,,796571
siamoise de coton au quart de soie,1,non,,796571
siamoise de coton au sixième de soie,1,non,,796571
siamoise de coton et de fil,241,non,milieu de gamme,43473
siamoise de coton et de fil et imprimée,2,non,,796571
siamoise de coton et de fil et teinte,2,non,,796571
siamoise de coton et de fil imprimée,3,non,,796571
siamoise de coton et de fil unie,4,non,,796571
siamoise de coton et toile de coton peinte,16,non,bas de gamme,17938
siamoise de coton imprimée,5,non,,796571
siamoise de coton teinte,1,non,,796571
siamoise de fil imprimée,1,non,,796571
siamoise de fil peinte,2,non,,796571
siamoise de fil rayée,1,non,,796571
siamoise de fil simple,1,non,,796571
siamoise de fil teinte,2,non,,796571
siamoise de Rouen,8,non,,796571
siamoise de soie,9,non,,796571
siamoise en crin,1,non,,796571
siamoise fil coton,1,non,,796571
siamoise fil de coton,1,non,,796571
siamoise fine,5,non,,796571
siamoise imprimée,9,non,,796571
siamoise teinte,4,non,,796571
sicader,1,non,,796571
sigle vis de laine,1,non,,796571
simarouba,17,non,,796571
simples,1,non,,796571
sinabre,2,non,,796571
siné,0,oui,,796571
singalette,1,non,,796571
singe,14,non,,796571
siomedes,1,non,,796571
siragondis,1,non,,796571
sirop,2216,non,,796571
sirop à boire,2,non,,796571
sirop brut,1,non,,796571
sirop calbasse,1,non,,796571
sirop d'alkermès,113,non,,796571
sirop d'altea,1,non,,796571
sirop d'amont,28,non,,796571
sirop d'amour,3,non,,796571
sirop d'orgeat,9,non,,796571
sirop d'orgeat au fiasque,4,non,,796571
sirop de Calabre,1,non,,796571
sirop de calbasse,2,non,,796571
sirop de capillaire,646,non,,796571
sirop de capillaire et autre composés,67,non,,796571
sirop de capitaine,9,non,,796571
sirop de cédrat,4,non,,796571
sirop de citron,1,non,,796571
sirop de coriandre,1,non,,796571
sirop de framboise,1,non,,796571
sirop de l'étranger,0,non,,796571
sirop de limon,58,non,,796571
sirop de limon des Îles,1,non,,796571
sirop de mélasse,803,non,,796571
sirop de mûre,1,non,,796571
sirop de raffinerie,3,non,,796571
sirop de sucre,267,non,,796571
sirop de sucre candi,2,non,,796571
sirop de vinaigre,10,non,,796571
sirop de violette,2,non,,796571
sirop des Indes,71,non,,796571
sirop et sucre,9,non,,796571
sirop fin,53,non,,796571
sirop fin et mélasse,3,non,,796571
sirop fins et sucre,9,non,,796571
sirop médicinal,1,non,,796571
sirop mélasse,23,non,,796571
sirop terré,1,non,,796571
sistes condales,1,non,,796571
sistresaye,15,non,,796571
sivadille,12,non,,796571
slin de laine,1,non,,796571
smalte,5,non,,796571
soberton,1,non,,796571
socle de fer,1,non,,796571
socreton,6,non,,796571
socrotour,1,non,,796571
socs,3,non,,796571
socs de charrues,6,non,,796571
socs de fer,3,non,,796571
soie,643,non,,796571
soie à broder,2,non,,796571
soie à coudre,329,non,,796571
soie à coudre teinte,120,non,,796571
soie à tricoter,1,non,,796571
soie apprêtée,402,non,milieu de gamme,43473
soie ardasse,2,non,,796571
soie ardassine,1,non,,796571
soie blanche,117,non,,796571
soie blanche sans apprêt,8,non,,796571
soie bourre cardée en feuilles et ouates,1,non,,796571
soie bourre écrue,1,non,,796571
soie bourre écrue en masse,2,non,,796571
soie bourre écrue et teinte,1,non,,796571
soie bourre écrue filée moulinée,1,non,,796571
soie bourre écrue filée non moulinée,1,non,,796571
soie bourre en masse teinte,1,non,,796571
soie bourre filée fleuret écru,1,non,,796571
soie bourre filée fleuret teint,1,non,,796571
soie bourre filée-fleuret en masse,1,non,,796571
soie bourre fleuret écru et teint,1,non,,796571
soie brousse,5,non,,796571
soie Canton,1,non,,796571
soie cendre,1,non,,796571
soie cocon,1,non,,796571
soie cocons perus,1,non,,796571
soie commune,2,non,,796571
soie crue,576,non,,796571
soie crue organsine,1,non,,796571
soie de ???,1,non,,796571
soie de Bruges,7,non,,796571
soie de charrues,1,non,,796571
soie de Chypre,1,non,,796571
soie de fleuret,1,non,,796571
soie de la chaîne,1,non,,796571
soie de laine,1,non,,796571
soie de Liège,6,non,,796571
soie de Nankin,43,non,,796571
soie de porcs,298,non,,796571
soie de porcs ???,2,non,,796571
soie de porcs et soie de sanglier,91,non,,796571
soie de porcs étrangère,1,non,,796571
soie de porcs ouvré,3,non,,796571
soie de Provence,2,non,,796571
soie de sanglier,8,non,,796571
soie de toile,4,non,,796571
soie de toile vieille,2,non,,796571
soie de Zagora,1,non,,796571
soie des Indes,6,non,,796571
soie des pays étrangers,1,non,,796571
soie du Bengale,2,non,,796571
soie écrue,11,non,,796571
soie écrue moulinée,1,non,,796571
soie écrue moulinée doupion,1,non,,796571
soie en cocon,6,non,,796571
soie en cocons et en estrasse,0,non,,796571
soie en estrasse,78,non,,796571
soie en étoupes,4,non,,796571
soie en fleuret,5,non,,796571
soie en force de bassine,1,non,,796571
soie en laine,1,non,,796571
soie en masses,1,non,,796571
soie en rames,15,non,bas de gamme,17938
soie en strasse,1,oui,,796571
soie en suaze,0,non,,796571
soie étoupes,6,non,,796571
soie exportée de Marseille,1,non,,796571
soie fleuret ???,0,non,,796571
soie floche,3,non,,796571
soie galette,1,non,,796571
soie grège,49,non,bas de gamme,17938
soie grège ???,0,non,,796571
soie grège autre que doupion,1,non,,796571
soie grège de Provence,1,non,,796571
soie grège doupion,3,non,,796571
soie grège écrue,1,non,,796571
soie grège écrue doupion,1,non,,796571
soie grège par Marseille,1,non,,796571
soie limeneas,1,non,,796571
soie lorce,1,non,,796571
soie mauresque,13,non,,796571
soie mêlée,1,non,,796571
soie moulinée,3,non,,796571
soie moulinée autre que doupion,1,non,,796571
soie moulinée doupion,3,non,,796571
soie non filée,2,non,,796571
soie ouvrée,49,non,milieu de gamme,43473
soie par Collonges et Strasbourg,1,non,,796571
soie par Marseille,3,non,,796571
soie plate,4,non,,796571
soie siamoise,2,non,,796571
soie tani,51,non,,796571
soie tapis,3,non,,796571
soie teinte,204,non,haut de gamme,11978
soie torse,1,non,,796571
soie trame ???,1,non,,796571
soie tricoter,1,non,,796571
soie tripoline,1,non,,796571
soierie,202,non,milieu de gamme,43473
soierie brodée,1,non,,796571
soierie confinant,2,non,,796571
soierie de fil à fleurs,1,non,,796571
soierie de lin,1,non,,796571
soierie de Lyon,5,non,,796571
soierie de toile,1,non,,796571
soierie de Tours,2,non,,796571
soierie des Indes,1,non,,796571
soierie et coton des Indes,1,non,,796571
soierie et dorure,12,non,haut de gamme,11978
soierie et dorure fine,13,non,haut de gamme,11978
soierie fleuret,1,non,,796571
soins,1,non,,796571
solas,1,non,,796571
soles,2,non,,796571
soles marinées,1,non,,796571
soliveaux,111,non,,796571
soliveaux d'acajou,1,non,,796571
soliveaux de 10 à 12 pieds et de sapin,2,non,,796571
soliveaux de 10 pieds et de sapin,5,non,,796571
soliveaux de 12 pieds et de sapin,8,non,,796571
soliveaux de 14 à 16 pieds et de 4 pouces de carré,1,non,,796571
soliveaux de 14 pieds et de sapin,2,non,,796571
soliveaux de 15 à 20 pieds et de sapin,2,non,,796571
soliveaux de 15 pieds,0,non,,796571
soliveaux de 15 pieds et de sapin,4,non,,796571
soliveaux de 17 pieds et de sapin,2,non,,796571
soliveaux de 18 à 20 pieds,1,non,,796571
soliveaux de 18 à 20 pieds et de sapin,2,non,,796571
soliveaux de 18 pieds,1,non,,796571
soliveaux de 18 pieds et de sapin,6,non,,796571
soliveaux de 20 à 22 pieds,1,non,,796571
soliveaux de 20 à 25 pieds et de sapin,1,non,,796571
soliveaux de 20 à 30 pieds et de sapin,1,non,,796571
soliveaux de 20 pieds et de sapin,10,non,,796571
soliveaux de 21 à 22 pieds et dde sapin,1,non,,796571
soliveaux de 22 pieds et de sapin,5,non,,796571
soliveaux de 24 pieds,1,non,,796571
soliveaux de 24 pieds et de sapin,4,non,,796571
soliveaux de 25 pieds,1,non,,796571
soliveaux de 25 pieds et de sapin,5,non,,796571
soliveaux de 26 pieds et de sapin,5,non,,796571
soliveaux de 29 à 30 pieds et de sapin,1,non,,796571
soliveaux de 30 pieds et de sapin,3,non,,796571
soliveaux de 34 pieds et de sapin,1,non,,796571
soliveaux de 36 pieds et de sapin,3,non,,796571
soliveaux de 50 pieds et de sapin,1,non,,796571
soliveaux de 6 à 7 pieds et de sapin,1,non,,796571
soliveaux de 9 à 18 pieds et de sapin,1,non,,796571
soliveaux de 9 pieds et de sapin,1,non,,796571
soliveaux de bois,3,non,,796571
soliveaux de bois de nache,1,non,,796571
soliveaux de châtaigner,1,non,,796571
soliveaux de chêne,31,non,,796571
soliveaux de chêne de 10 pieds,2,non,,796571
soliveaux de chêne de 12 à 15 pieds,1,non,,796571
soliveaux de chêne de 13 pieds,1,non,,796571
soliveaux de chêne de 15 à 20 pieds,1,non,,796571
soliveaux de chêne de 16 pieds,1,non,,796571
soliveaux de chêne de 18 pieds,2,non,,796571
soliveaux de chêne de 20 pieds,1,non,,796571
soliveaux de chêne de 22 pieds,1,non,,796571
soliveaux de chêne de 24 pieds,1,non,,796571
soliveaux de cyprès,1,non,,796571
soliveaux de hêtre,1,non,,796571
soliveaux de hêtre de 53 pieds,1,non,,796571
soliveaux de hêtre de 7 pieds,1,non,,796571
soliveaux de hêtre de 9 pieds,1,non,,796571
soliveaux de sapin,104,non,,796571
soliveaux de sapin de 14 à 15 pieds,1,non,,796571
soliveaux de sapin de 14 à 18 pieds,1,non,,796571
soliveaux de sapin de 16 pieds,1,non,,796571
soliveaux de sapin de 22 à 24 pieds,1,non,,796571
soliveaux de sapin de 24 à 29 pieds,1,non,,796571
soliveaux de sapin de 28 pieds,2,non,,796571
soliveaux de sapin de 42 à 43 pieds,1,non,,796571
soliveaux de sapin de 5 pieds,1,non,,796571
soliveaux de sapin de 6 pieds,1,non,,796571
soliveaux petits,1,non,,796571
soliveaux petits et de sapin,2,non,,796571
solives,3,non,,796571
solives de 16 à 20 pieds,1,non,,796571
solives de chêne,1,non,,796571
solives de sapin,1,non,,796571
solles ou langues,79,non,,796571
sommiers bruts et pour Mannem,2,non,,796571
sommiers de bois,2,non,,796571
sommiers de chêne,1,non,,796571
sommiers façonnés et de chêne,90,non,,796571
sommiers ou corps d'arbre de sapin,89,non,,796571
son,450,non,,796571
son d'Espagne,1,non,,796571
son de farine,99,non,,796571
son et vesse de fer,1,non,,796571
sonde,6,non,,796571
sonde d'argent,1,non,,796571
sonde ou soudes,1,non,,796571
sonnettes,27,non,,796571
sonnettes de bronze,1,non,,796571
sonnettes de fonte,1,non,,796571
sonnettes de métal,1,non,,796571
soquet,1,non,,796571
sorbet,7,non,,796571
sortes,1,non,,796571
sotas,1,non,,796571
soucade,3,non,,796571
souchais,3,non,,796571
soucis,57,non,,796571
soucis de soie,1,non,,796571
soucis pour mouchoirs,3,non,,796571
soucoupes de faïence,1,non,,796571
soucoupes et tasses de faïence,2,non,,796571
soucoupes vernies,1,non,,796571
soucrillon,2,non,,796571
soucrillon en gerbes,2,non,,796571
soudes,1727,non,,796571
soudes (cendre),1,non,,796571
soudes de toutes sortes,6,non,,796571
soudes et natron et salin,40,oui,,796571
soudes et potasse,23,non,,796571
soudes et tartre,1,non,,796571
soudes natron salins,40,non,,796571
soudes soufre,0,non,,796571
soudure,27,non,,796571
soudure de cuivre,1,non,,796571
soufflets,59,non,,796571
soufflets à bouche,2,non,,796571
soufflets à feu,12,non,,796571
soufflets à forge,9,non,,796571
soufflets à poudre,3,non,,796571
soufflets à tirer,1,non,,796571
soufflets à tirer le vin,7,non,,796571
soufflets à tirer le vin au clair,1,non,,796571
soufflets à tirer le vin au clair et sa garniture,1,non,,796571
soufflets à tirer vin au clair,1,non,,796571
soufflets anglais,1,non,,796571
soufflets d'hermine,1,non,,796571
soufflets de bois,55,non,,796571
soufflets de cheminée,7,non,,796571
soufflets de fer,1,non,,796571
soufflets de forge,23,non,,796571
soufflets de maréchal,195,non,,796571
soufflets petits,5,non,,796571
soufflets pour orgues,3,non,,796571
soufre,1507,non,,796571
soufre ???,1,non,,796571
soufre à canons,1,non,,796571
soufre brut,7,non,,796571
soufre en canons,97,non,,796571
soufre en canons épuré,1,non,,796571
soufre en fanon,12,oui,,796571
soufre en fleurs,32,non,,796571
soufre en mèche,2,non,,796571
soufre épuré,7,non,,796571
soufre raffiné,3,non,,796571
soufre sublimé en poudre,8,non,,796571
soufre vif,1,non,,796571
soulassé de cordonnier,1,non,,796571
souliers,963,non,,796571
souliers à dessus de soie pour femme,5,non,,796571
souliers anglais,1,non,,796571
souliers blancs,3,non,,796571
souliers brodés,22,non,,796571
souliers brodés d'argent,4,non,,796571
souliers brodés d'argent et d'or,8,non,,796571
souliers brodés d'argent et de soie,1,non,,796571
souliers brodés d'or,1,non,,796571
souliers brodés et pour femme,11,non,,796571
souliers communs,23,non,,796571
souliers couverts en calmande et pour femme,1,non,,796571
souliers couverts en étoffe,3,non,,796571
souliers couverts en étoffe pour femme,5,non,,796571
souliers couverts en soie et pour femme,8,non,,796571
souliers d'enfant,6,non,,796571
souliers d'étoffe de soie,7,non,,796571
souliers d'homme,21,non,,796571
souliers de chanvre,1,non,,796571
souliers de cordes,5,non,,796571
souliers de cordonnier,15,non,,796571
souliers de cordonnier pour femme,6,non,,796571
souliers de cordonnier pour homme,12,non,,796571
souliers de cordonnier vieux,1,non,,796571
souliers de cuir,53,non,,796571
souliers de cuir couverts en soie pour femme,5,non,,796571
souliers de cuir et pour femme,3,non,,796571
souliers de cuir et pour homme,5,non,,796571
souliers de cuir et pour homme et femme,1,non,,796571
souliers de cuir pour homme,6,non,,796571
souliers de cuir pour homme et femme,5,non,,796571
souliers de cuir surans,1,non,,796571
souliers de cuir vieux,1,non,,796571
souliers de dame,1,non,,796571
souliers de maroquin,3,non,,796571
souliers de soie,13,non,,796571
