exportsimports,pays_grouping,direction,marchandises_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Exports,Colonies françaises,Rennes,sel,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Espagne,Bayonne,tafia,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Angleterre,Rouen,vin,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Imports,Espagne,Rennes,vin d'Espagne,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Flandre et autres états de l'Empereur,Nantes,vin d'amont,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Hollande,Bordeaux,vin de Blaye,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Afrique,Nantes,vin de Bordeaux,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Nantes,vin de Bordeaux de Blaye,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Nantes,vin de Bordeaux de ville,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Bayonne,vin de Cahors,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Nantes,vin de Cap Breton,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Nord,Nantes,vin de Croisic,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Bayonne,vin de France,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Afrique,Nantes,vin de Gaillac,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Nantes,vin de Gensac,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Imports,Espagne,Nantes,vin de Malaga,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Nord,Nantes,vin de Nantes,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Afrique,Nantes,vin de Quercy,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Imports,Hollande,La Rochelle,vin de Rhin,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,La Rochelle,vin de Saintonge,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,La Rochelle,vin de pays,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Bayonne,vin de rivière,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Afrique,Nantes,vin de ville,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Imports,Colonies françaises,Nantes,vin des Canaries,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Nord,Nantes,vin hors,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,La Rochelle,vin ordinaire,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Imports,Hollande,Nantes,vin rouge,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Flandre et autres états de l'Empereur,Nantes,vinaigre,tierçons,tierçons,litres,91.406016,CNTRL et Doursther page 531 : 1 tierçons = 96 pintes ; mesure de la pinte : https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises
Exports,Colonies françaises,Rouen,bière,tonne,,,,
Imports,Nord,Bordeaux,brai,tonne,,,,
Imports,Flandre et autres états de l'Empereur,,bœuf salé,tonne,,,,
Imports,Hollande,Bordeaux,cabillaud,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,cendre de vedasse,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,cendre gravelée,tonne,,,,
Imports,Angleterre,Rouen,charbon de terre,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,chaux,tonne,,,,
Imports,Allemagne et Pologne (par terre),,dégras,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,esturgeon,tonne,,,,
Exports,Allemagne et Pologne (par terre),,fruits frais vendange,tonne,,,,
Imports,Hollande,Rennes,fèves,tonne,,,,
Imports,Nord,Rouen,goudron,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,graine de lin,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Saint-Quentin,harengs blanc,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,harengs frais,tonne,,,,
Exports,Flandre et autres états de l'Empereur,Flandre,harengs saurs,tonne,,,,
Exports,Allemagne et Pologne (par terre),Flandre,huile de graine,tonne,,,,
Exports,Allemagne et Pologne (par terre),Flandre,huile de navette,tonne,,,,
Exports,France,Lille,huile de poisson,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,huile à brûler,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,huîtres,tonne,,,,
Imports,Allemagne et Pologne (par terre),Châlons,lessive grasse,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Flandre,morue,tonne,,,,
Exports,Flandre et autres états de l'Empereur,Flandre,morue verte,tonne,,,,
Exports,Flandre et autres états de l'Empereur,Flandre,moules,tonne,,,,
Exports,Allemagne et Pologne (par terre),Châlons,plumes apprêtée d'autruche,tonne,,,,
Imports,Flandre et autres états de l'Empereur,,poisson salé,tonne,,,,
Imports,France,Lille,poisson salé mariné harengs blanc,tonne,,,,
Exports,Flandre et autres états de l'Empereur,Flandre,poix noire,tonne,,,,
Exports,Flandre et autres états de l'Empereur,Flandre,poix résines,tonne,,,,
Imports,Hollande,La Rochelle,rogues de morue,tonne,,,,
Imports,Hollande,,saumon salé,tonne,,,,
Exports,Flandre et autres états de l'Empereur,Flandre,savon noir,tonne,,,,
Imports,Nord,La Rochelle,suif,tonne,,,,
Imports,Flandre et autres états de l'Empereur,Lille,truite,tonne,,,,
Exports,Nord,Rouen,aigre de cidre,tonneaux,,,,
Imports,Angleterre,La Rochelle,bailliarge,tonneaux,,,,
Imports,Espagne,Nantes,barres de fer,tonneaux,,,,
Exports,Monde,,bimbeloterie,tonneaux,,,,
Exports,Colonies françaises,La Rochelle,bière,tonneaux,tonneaux,litres,913.2,"Doursther page 554 : 1 tonneau de vin de La Rochelle = 913,2 L"
Imports,États-Unis d'Amérique,Rennes,bois de Campêche,tonneaux,tonneaux,kg,1000,Doursther page 557 : voir bois de teinture et d’ébénisterie
Imports,États-Unis d'Amérique,,bois de gaiac,tonneaux,tonneaux,kg,1000,Doursther page 557 : voir bois de teinture et d’ébénisterie
Imports,Angleterre,Rennes,boulets de canons,tonneaux,tonneaux,kg,1000,Doursther page 557 : voir boulets et bombes
Exports,Colonies françaises,,brai de goudron,tonneaux,tonneaux,kg,1000,Doursther page 557 : voir brai
Imports,Hollande,La Rochelle,bœuf froment,tonneaux,tonneaux,kg,1069,Doursther page 553 : voir froment La Rochelle
Exports,Afrique,Nantes,bœuf salé,tonneaux,tonneaux,kg,1000,Doursther page 571 : voir viande
Imports,Hollande,La Rochelle,cabillaud,tonneaux,tonneaux,kg,1000,Doursther page 557 : voir cabillaud
Exports,Flandre et autres états de l'Empereur,Flandre,cendre commune,tonneaux,tonneaux,kg,1000,Doursther page 558 : voir cendre gravelée
Imports,Italie,Marseille,cercles de bois,tonneaux,,,,
Imports,Italie,Marseille,cercles à tonneaux,tonneaux,,,,
Imports,Nord,Marseille,charbon de pierre,tonneaux,,,,
Imports,Angleterre,Bordeaux,charbon de terre,tonneaux,tonneaux,kg,1000,Doursther page 558 : voir charbon de terre
Imports,Allemagne et Pologne (par terre),Châlons,chaux,tonneaux,tonneaux,kg,1000,Doursther page 558 : voir chaux
Exports,Angleterre,La Rochelle,châtaignes,tonneaux,,,,Doursther page 559 : à priori 800 ou 900 kg le tonneau de châtaignes
Exports,Angleterre,,cidre,tonneaux,,,,"Doursther page 553-554 : à priori entre 904,8 et 960 L (selon la région)"
Imports,Angleterre,Rouen,couperose,tonneaux,tonneaux,kg,1000,Doursther page 560 : voir couperose
Exports,Colonies françaises,Rouen,couteaux,tonneaux,,,,
Imports,Espagne,Nantes,craie,tonneaux,tonneaux,kg,1000,Doursther page 560 : voir craie
Exports,Allemagne et Pologne (par terre),Châlons,craie blanche,tonneaux,tonneaux,kg,1000,Doursther page 560 : voir craie
Imports,Flandre et autres états de l'Empereur,,céruse,tonneaux,tonneaux,kg,1000,Doursther page 558 : voir céruse
Exports,Indes,Bordeaux,de haut,tonneaux,tonneaux,litres,904.8,"Doursther page 553 : 1 tonneau de vin de Bordeaux = 904,8 L"
Exports,Indes,Bordeaux,de ville,tonneaux,tonneaux,litres,904.8,"Doursther page 553 : 1 tonneau de vin de Bordeaux = 904,8 L"
Exports,Espagne,Marseille,douelles,tonneaux,,,,
Imports,Espagne,Marseille,douelles à tonneau,tonneaux,,,,
Exports,Hollande,Bordeaux,droit sur vin de Blaye,tonneaux,,,,
Exports,Nord,Bordeaux,droit sur vinaigre,tonneaux,,,,
Exports,,,eau-de-vie,tonneaux,,,,"Doursther page 553-554 : à priori entre 904,8 et 960 L (selon la région)"
Imports,Angleterre,Nantes,farine,tonneaux,tonneaux,kg,1000,Doursther page 561 : voir farine
Imports,Hollande,Rennes,ferraille,tonneaux,tonneaux,kg,1000,Doursther page 561 : voir ferraille
Exports,Colonies françaises,Nantes,fèves,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Exports,Portugal,Nantes,fèves et pois,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Imports,Angleterre,La Rochelle,fèves plates,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Exports,Hollande,Bordeaux,galipot,tonneaux,tonneaux,kg,1000,Doursther page 562 : voir galipot
Exports,Colonies françaises,Nantes,grain avoine,tonneaux,tonneaux,litres,1500,Doursther page 552 : 1 tonneau de grains de Nantes = 1500 L
Imports,Angleterre,La Rochelle,grain baillarge,tonneaux,tonneaux,litres,1420,Doursther page 553 : 1 tonneau de grains de La Rochelle = 1420 L
Exports,Hollande,La Rochelle,grain d'Espagne,tonneaux,tonneaux,litres,1420,Doursther page 553 : 1 tonneau de grains de La Rochelle = 1420 L
Imports,Angleterre,La Rochelle,grain froment,tonneaux,tonneaux,litres,1420,Doursther page 553 : 1 tonneau de grains de La Rochelle = 1420 L
Exports,Afrique,Nantes,grain maïs,tonneaux,tonneaux,litres,1500,Doursther page 552 : 1 tonneau de grains de Nantes = 1500 L
Exports,Portugal,Nantes,grain millet,tonneaux,tonneaux,litres,1500,Doursther page 552 : 1 tonneau de grains de Nantes = 1500 L
Exports,Hollande,La Rochelle,grain méteil,tonneaux,tonneaux,litres,1420,Doursther page 553 : 1 tonneau de grains de La Rochelle = 1420 L
Imports,Hollande,La Rochelle,grain orge,tonneaux,tonneaux,litres,1420,Doursther page 553 : 1 tonneau de grains de La Rochelle = 1420 L
Exports,Nord,Nantes,grain seigle,tonneaux,tonneaux,litres,1500,Doursther page 552 : 1 tonneau de grains de Nantes = 1500 L
Exports,Hollande,Nantes,grain seigle avarié,tonneaux,tonneaux,litres,1500,Doursther page 552 : 1 tonneau de grains de Nantes = 1500 L
Exports,Hollande,La Rochelle,graine de genièvre,tonneaux,tonneaux,kg,800,Doursther page 563 : voir graines
Exports,Angleterre,La Rochelle,graine de lin,tonneaux,tonneaux ,kg,1000,Doursther page 563 : voir graines
Exports,Angleterre,La Rochelle,graine de moutarde,tonneaux,tonneaux ,kg,1000,Doursther page 563 : voir graines
Exports,Nord,La Rochelle,graine de muscade,tonneaux,,,,
Exports,Hollande,La Rochelle,grains de lin,tonneaux,tonneaux ,kg,1000,Doursther page 563 : voir graines
Exports,Flandre et autres états de l'Empereur,Flandre,harengs blanc,tonneaux,,,,
Exports,Nord,Bayonne,huile de térébenthine,tonneaux,,,,
Exports,Flandre et autres états de l'Empereur,Saint-Quentin,lentilles,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Exports,Colonies françaises,Marseille,liqueurs,tonneaux,,,,
Exports,Colonies françaises,La Rochelle,liqueurs à boire,tonneaux,tonneaux,litres,913.2,"Doursther page 554 : 1 tonneau de vin de La Rochelle = 913,2 L"
Exports,Indes,,légumes,tonneaux,,,,
Exports,Indes,,marchandises,tonneaux,,,,
Exports,Hollande,La Rochelle,marrons,tonneaux,,,,Doursther page 559 : à priori 800 ou 900 kg le tonneau de marrons
Exports,Monde,,mercerie commune,tonneaux,,,,
Exports,Monde,,mercerie fine,tonneaux,,,,
Imports,Italie,,merrains,tonneaux,,,,
Imports,Angleterre,La Rochelle,merrains à quart,tonneaux,,,,
Imports,Italie,Marseille,merrains à tonneaux,tonneaux,,,,
Exports,Hollande,Bordeaux,miel,tonneaux,tonneaux,kg,1000,Doursther page 565 : voir miel
Exports,Colonies françaises,Dunkerque,morue,tonneaux,,,,
Exports,Colonies françaises,Lille - port de Dunkerque - commerce privilégié,morue sèche,tonneaux,,,,
Imports,Hollande,Flandre,morue verte,tonneaux,tonneaux,kg,1000,Doursther page 565 : voir morue
Imports,Hollande,,mèches,tonneaux,,,,
Exports,Angleterre,La Rochelle,noir,tonneaux,,,,
Exports,Angleterre,La Rochelle,noix,tonneaux,,,,
Imports,Nord,Nantes,orge mondé,tonneaux,tonneaux,kg,1000,Doursther page 565 : voir orge
Exports,Flandre et autres états de l'Empereur,La Rochelle,peaux de loup cervier,tonneaux,,,,
Exports,Angleterre,Rouen,pierres,tonneaux,,,,
Exports,Colonies françaises,,pierres de taille,tonneaux,tonneaux,litres,377.047,"Doursther page 567 : voir pierres (1 pied-cube = 34,277 L voir Wikipédia)"
Exports,Hollande,,pierres en quartier,tonneaux,,,,
Imports,France,Charleville,pierres à bâtir,tonneaux,,,,
Imports,Hollande,Rennes,pierres à faire chaux,tonneaux,,,,
Exports,Colonies françaises,Nantes,pierres à paver,tonneaux,,,,
Exports,Angleterre,La Rochelle,plâtre,tonneaux,tonneaux,kg,1000,Doursther page 567 : voir plâtre
Exports,Espagne,Nantes,pois,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Exports,Colonies françaises,Nantes,pois blancs,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Exports,Portugal,Nantes,pois fayolles,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Exports,Espagne,Nantes,pois secs,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Imports,Hollande,Nantes,pois vert,tonneaux,tonneaux,kg,1000,Doursther page 564 : voir légumes secs
Imports,Flandre et autres états de l'Empereur,Flandre,poisson d'eau douce,tonneaux,,,,
Exports,Colonies étrangères,Dunkerque,poisson en hareng,tonneaux,,,,
Imports,Flandre et autres états de l'Empereur,Rennes,poisson sec,tonneaux,,,,
Imports,États-Unis d'Amérique,Rennes,potin de fer,tonneaux,tonneaux,kg,1000,Doursther page 568 : voir potin
Imports,Nord,La Rochelle,rogues,tonneaux,,,,
Exports,Hollande,La Rochelle,salemporis,tonneaux,,,,
Imports,Angleterre,Lorient,saumon salé,tonneaux,tonneaux,kg,1000,Doursther page 569 : voir saumon
Exports,Colonies françaises,,sel,tonneaux,tonneaux,kg,1000,Doursther page 569 : voir sel
Exports,Hollande,La Rochelle,sel d'Oléron,tonneaux,tonneaux,kg,1000,Doursther page 569 : voir sel
Imports,Angleterre,,soudes,tonneaux,tonneaux,kg,1000,Doursther page 570 : voir soude
Imports,Colonies françaises,La Rochelle,tafia,tonneaux,tonneaux,litres,913.2,"Doursther page 554 : 1 tonneau de vin de La Rochelle = 913,2 L"
Exports,Angleterre,Rouen,terre à potier,tonneaux,tonneaux,kg,1000,Doursther page 570 : voir terre à potier
Exports,Angleterre,Nantes,terrerie,tonneaux,,,,
Imports,Italie,Marseille,tonneaux vides,tonneaux,,,,
Exports,Hollande,Bordeaux,térébenthine,tonneaux,,,,Doursther page 570 : entre 800 et 1000 kg le tonneau
Imports,Allemagne et Pologne (par terre),Châlons,vendange,tonneaux,,,,
Exports,Hollande,Bayonne,vin,tonneaux,tonneaux,litres,904.8,"Doursther page 553 : 1 tonneau de liquide de Bayonne = 904,8 L"
Exports,Espagne,Nantes,vin Nantes,tonneaux,tonneaux,litres,960,Doursther page 554 : 1 tonneau de liquide de Nantes = 960 L
