simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
poivre long,41,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre léger,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre noir,106,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre ordinaire,36,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre piment,12,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre rond,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre sec,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre vert,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre à meules,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poix,1554,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix ???,2,9c,Divers incertains et inconnus,Various uncertain and unknown,"Brai, goudron et résines",Matières premières,167569
poix blanche,11,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix blanche et noire et résines,6,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix blanche et résines,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix de Bourgogne,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix et tartre,10,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Drogues diverses,Drogues,26585
poix et térébenthine,14,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Drogues diverses,Drogues,26585
poix grasse,8,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix molle,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix noire,67,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix noire et poix blanche,0,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix ou galipot,5,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix résines,213,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix terck daguet goudron,123,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
poix étrangère,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Brai, goudron et résines",Matières premières,167569
polimi,72,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes diverses,Objets manufacturés,111009
polimi de poil,11,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes diverses,Objets manufacturés,111009
polimi gris,2,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes diverses,Objets manufacturés,111009
polonaises,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
polypode,10,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Drogues médicinales diverses,Drogues médicinales,18976
pomargues,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
pomelles à voiliers,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
pomette d'acier,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
pommade,542,5,Produits chimiques transformés n.d.a.,Processed chemical products,Drogues médicinales diverses,Drogues médicinales,18976
pommade commune,1,5,Produits chimiques transformés n.d.a.,Processed chemical products,Parfumerie et toilette,Drogues,26585
pommade et poudre,10,5,Produits chimiques transformés n.d.a.,Processed chemical products,Parfumerie et toilette,Drogues,26585
pommade et poudre et savonnettes,2,5,Produits chimiques transformés n.d.a.,Processed chemical products,Parfumerie et toilette,Drogues,26585
pommade et savonnettes,110,5,Produits chimiques transformés n.d.a.,Processed chemical products,Parfumerie et toilette,Drogues,26585
pommeaux de cuivre doré,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
pommes,197,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes crues,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes d'api,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes de caille,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
pommes de cannes,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes de grenade,22,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes de paradis,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes de rainettes,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes de terre,79,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
pommes elemy,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes et poires,17,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes fraîches,38,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
pommes sèches,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits secs et noix,Subsistances,213261
pompes,13,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes de Hollande,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes de bois,27,7,Machines et moyens de transport y compris sellerie,Machines and transportation,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
pompes de cuivre,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
pompes de fer,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
pompes de navire,0,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes de plomb,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
pompes de plomb de 20 pieds,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
pompes pour pompiers,3,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à Hollande,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à boire,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à feu,5,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à incendie,3,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à laver les vitres,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à main et petites,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à navire,2,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompes à éteindre le feu,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pompons,1,8,Articles manufacturés divers n.d.a,Various manufactures,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
pompons d'argent et de soie,1,8,Articles manufacturés divers n.d.a,Various manufactures,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
poncire,66,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
ponçure de pin,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
poopee ?,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
popeline,17,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Étoffes de soie,Objets manufacturés,111009
popeline de coton et soie,2,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Soieries diverses,Objets manufacturés,111009
popeline de filoselle,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Soieries diverses,Objets manufacturés,111009
popeline de laine,1,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
popeline des prises,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Soieries diverses,Objets manufacturés,111009
populeum,4,5,Produits chimiques transformés n.d.a.,Processed chemical products,Drogues médicinales diverses,Drogues médicinales,18976
porcelaine,1640,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
