simplification,product_simplification,product_revolutionempire,export_import,customs_region,partner_grouping,metric,conv_simplification_to_metric,remarks_unit
rames,papier,Papier,Exports,Marseille,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Nantes,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Nantes,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Nantes,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Nantes,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Nantes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Asie,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Saint-Malo,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Caen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Flandre,Divers,,,
rames,papier,Papier,Imports,La Rochelle,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,La Rochelle,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Marseille,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Marseille,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Marseille,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Nantes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Nantes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Narbonne,Espagne,,,
rames,papier,Papier,Imports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Rouen,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,sapien violet,Produits inconnus,Imports,La Rochelle,Hollande,,,
rames,trully,Produits inconnus,Exports,Bordeaux,Amériques,,,
rames,rocou,Rocou,Exports,La Rochelle,Nord,,,
rames,pain d'épice,Subsistances diverses et mélangées,Exports,Flandre,France,,,
rames,huile de térébenthine,Térébenthine,Exports,Bordeaux,Hollande,,,
rames,vin,Vins divers,Exports,La Rochelle,Portugal,,,
rasières,grains avoine,Blé et autres grains comestibles,Exports,Flandre,Amériques,,,
rasières,grains froment,Blé et autres grains comestibles,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,grains froment,Blé et autres grains comestibles,Imports,Amiens,Angleterre,,,
rasières,grains orge,Blé et autres grains comestibles,Exports,Flandre,Amériques,,,
rasières,son,Blé et autres grains comestibles,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,cendre de bois,Cendres diverses,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,charbon de bois,Combustibles dont charbons et bois,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Exports,Flandre,Afrique,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Exports,Flandre,Amériques,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Exports,Flandre,France,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,Amiens,Angleterre,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,,Angleterre,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,Bordeaux,Angleterre,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,Bordeaux,Flandre et autres états de l'Empereur,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,Flandre,Angleterre,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,La Rochelle,Nord,,,
rasières,charbon de terre,Combustibles dont charbons et bois,Imports,Rennes,Nord,,,
rasières,fruits frais,Fruits frais,Exports,Caen,Angleterre,,,
rasières,graine de genièvre,Graines diverses et mélangées,Exports,Flandre,Allemagne,,,
rasières,graine de genièvre,Graines diverses et mélangées,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,graine de colza,Graines grasses,Imports,,Flandre et autres états de l'Empereur,,,
rasières,graine de colza,Graines grasses,Imports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,graine de lin,Graines grasses,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,fèves,Légumes,Exports,Flandre,Amériques,,,
rasières,haricots,Légumes,Exports,Flandre,Amériques,,,
rasières,légumes pois,Légumes,Exports,Flandre,Amériques,,,
rasières,légumes,Légumes,Exports,Flandre,Amériques,,,
rasières,lentilles,Légumes,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,pois verts,Légumes,Exports,Flandre,Amériques,,,
rasières,chaux éteinte,Matières premières diverses,Exports,Flandre,Amériques,,,
rasières,chaux vive,Matières premières diverses,Exports,Flandre,Amériques,,,
rasières,écorce de chêne moulue,Matières premières diverses,Exports,Flandre,Divers,,,
rasières,engrais en court fumier,Matières premières diverses,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,engrais en fournelle,Matières premières diverses,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,engrais en fumier de rue,Matières premières diverses,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,sel blanc,Sel,Exports,Flandre,Allemagne,,,
rasières,sel blanc,Sel,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,sel gris,Sel,Exports,Flandre,Flandre et autres états de l'Empereur,,,
rasières,sel,Sel,Exports,,Flandre et autres états de l'Empereur,,,
rasières,sel,Sel,Imports,,Angleterre,,,
rolle,tabac du Brésil,Tabac,Exports,Nantes,Amériques,,,
rondelles,futailles,"Ouvrages de bois, liège et jonc",Exports,Nantes,Amériques,,,
rouleaux,cordage de chanvre,Cordage et filets,Exports,Rennes,Asie,,,
rouleaux,marègue,Étoffes de laine,Exports,Bayonne,Espagne,,,
rouleaux,marègue,Étoffes de laine,Imports,Bayonne,Espagne,,,
rouleaux,cercles de bois,"Ouvrages de bois, liège et jonc",Imports,Marseille,Italie,,,
rouleaux,papier à la piperie,Papier,Exports,Rouen,Espagne,,,
rouleaux,papier à la piperie,Papier,Exports,Rouen,Portugal,,,
rouleaux,papier à tapisserie,Papier,Exports,Le Havre,Amériques,,,
rouleaux,papier de tapisserie,Papier,Exports,Rouen,Amériques,,,
rouleaux,papier de tapisserie,Papier,Imports,Nantes,France,,,
rouleaux,papier gris,Papier,Exports,Flandre,France,,,
rouleaux,papier peint à tapisserie,Papier,Exports,Nantes,Amériques,,,
rouleaux,papier peint à tapisserie,Papier,Exports,Nantes,Espagne,,,
rouleaux,papier peint à tapisserie,Papier,Exports,Nantes,Portugal,,,
rouleaux,papier peint et à tapisserie,Papier,Exports,,Amériques,,,
rouleaux,papier peint,Papier,Exports,Besançon,Suisse,,,
rouleaux,papier peint,Papier,Exports,Bordeaux,Amériques,,,
rouleaux,papier peint,Papier,Exports,Bordeaux,Espagne,,,
rouleaux,papier peint,Papier,Exports,Marseille,Amériques,,,
rouleaux,papier peint,Papier,Exports,Nantes,Amériques,,,
rouleaux,papier peint,Papier,Exports,Rouen,Amériques,,,
rouleaux,papier peint,Papier,Exports,,Suisse,,,
rouleaux,eau de Cologne,Parfumerie et toilette,Imports,Rennes,Hollande,,,
rouleaux,porcelaine,"Porcelaine, poterie, faïence et ouvrages de terre",Imports,Rennes,Asie,,,
rouleaux,marregues,Produits inconnus,Imports,Bayonne,Espagne,,,
rouleaux,tabac du Brésil,Tabac,Imports,Rouen,Portugal,,,
rouleaux,tabac fabriqué,Tabac,Exports,Nantes,Angleterre,,,
rouleaux,gaze de fil brodée,Textiles manufacturés divers et mélangés,Imports,Nantes,Angleterre,,,
rouleaux,toile à voile,Toiles diverses,Imports,Marseille,Hollande,,,
rouleaux,toile à voile,Toiles diverses,Imports,Marseille,Nord,,,
rouleaux,toile à voile,Toiles diverses,Imports,,Nord,,,
rouleaux,toile d'emballage,Toiles diverses,Exports,,Levant et Barbarie,,,
rouleaux,toile d'emballage,Toiles diverses,Imports,,Italie,,,
rouleaux,toile d'emballage,Toiles diverses,Imports,Marseille,Hollande,,,
rouleaux,toile d'emballage,Toiles diverses,Imports,Marseille,Italie,,,
rouleaux,toile d'emballage,Toiles diverses,Imports,Marseille,Levant et Barbarie,,,
rouleaux,toile d'emballage,Toiles diverses,Imports,Marseille,Nord,,,
rouleaux,toile d'emballage,Toiles diverses,Imports,,Nord,,,
rouleaux,toile pour emballage,Toiles diverses,Exports,Marseille,Levant et Barbarie,,,
rouleaux,toile,Toiles diverses,Imports,Marseille,Hollande,,,
sacs,,[vide],Imports,Rennes,Hollande,,,
sacs,alpiste,Blé et autres grains comestibles,Imports,Rennes,Espagne,,,
sacs,avoine,Blé et autres grains comestibles,Imports,Bordeaux,Angleterre,,,
sacs,avoine,Blé et autres grains comestibles,Imports,Bordeaux,Hollande,,,
sacs,grains froment,Blé et autres grains comestibles,Exports,Rennes,Asie,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Bordeaux,Angleterre,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Bordeaux,Hollande,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Bordeaux,Nord,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,La Rochelle,Angleterre,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,La Rochelle,Hollande,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,La Rochelle,Nord,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Nantes,Angleterre,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Nantes,Nord,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Rennes,Angleterre,,,
sacs,grains froment,Blé et autres grains comestibles,Imports,Rennes,Hollande,,,
sacs,grains seigle,Blé et autres grains comestibles,Imports,Bordeaux,Angleterre,,,
sacs,grains seigle,Blé et autres grains comestibles,Imports,Bordeaux,Hollande,,,
sacs,grains seigle,Blé et autres grains comestibles,Imports,Rennes,Angleterre,,,
sacs,orge,Blé et autres grains comestibles,Imports,Bordeaux,Angleterre,,,
sacs,orge,Blé et autres grains comestibles,Imports,La Rochelle,Nord,,,
sacs,orge,Blé et autres grains comestibles,Imports,Rennes,Hollande,,,
sacs,orge,Blé et autres grains comestibles,Imports,Rouen,Nord,,,
sacs,liège en bouchons,Bouchons principalement en liège,Exports,Rennes,Asie,,,
sacs,poix ???,"Brai, goudron et résines",Imports,Nantes,Angleterre,,,
sacs,café,Café,Imports,Rennes,Amériques,,,
sacs,cannelle,Cannelle,Imports,Rennes,Asie,,,
sacs,cendre ???,Cendres diverses,Imports,,Italie,,,
sacs,cendre commune,Cendres diverses,Imports,,Italie,,,
sacs,cendre commune,Cendres diverses,Imports,Marseille,Italie,,,
sacs,cendre de bois,Cendres diverses,Imports,"Grenoble, Lyon et Marseille",Italie,,,
sacs,cendre du Levant,Cendres diverses,Imports,Marseille,Levant et Barbarie,,,
sacs,cendre,Cendres diverses,Imports,Lyon,Italie,,,
sacs,cendre,Cendres diverses,Imports,Marseille,Levant et Barbarie,,,
sacs,charbon de bois,Combustibles dont charbons et bois,Exports,Lyon,Suisse,,,
sacs,charbon de boulanger,Combustibles dont charbons et bois,Imports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,canefice,Drogues médicinales diverses,Imports,Rennes,Amériques,,,
sacs,esquine,Drogues médicinales diverses,Exports,Rennes,Angleterre,,,
sacs,esquine,Drogues médicinales diverses,Exports,Rennes,Flandre et autres états de l'Empereur,,,
sacs,esquine,Drogues médicinales diverses,Exports,Rennes,Hollande,,,
sacs,biscuit,"Farine, gruau, biscuits et pâtes",Imports,Rennes,Angleterre,,,
sacs,farine de bouquette,"Farine, gruau, biscuits et pâtes",Imports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Exports,La Rochelle,Amériques,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Exports,Marseille,Espagne,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Imports,Amiens,Angleterre,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Imports,Bordeaux,Angleterre,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Imports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Imports,La Rochelle,Angleterre,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Imports,Nantes,Angleterre,,,
sacs,farine,"Farine, gruau, biscuits et pâtes",Imports,Rennes,Angleterre,,,
sacs,gruau,"Farine, gruau, biscuits et pâtes",Imports,Nantes,Hollande,litres,150,Doursther page 485 : 1 sac de Nantes = 150 L
sacs,fruits,Fruits frais,Imports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,amandes,Fruits secs et noix,Exports,Rennes,Angleterre,,,
sacs,amandes,Fruits secs et noix,Imports,Rennes,Portugal,,,
sacs,châtaignes,Fruits secs et noix,Exports,Nantes,Angleterre,,,
sacs,châtaignes,Fruits secs et noix,Exports,Rennes,Angleterre,,,
sacs,noisettes,Fruits secs et noix,Imports,Rennes,Espagne,,,
sacs,noix,Fruits secs et noix,Exports,La Rochelle,Angleterre,,,
sacs,noix,Fruits secs et noix,Exports,Marseille,Espagne,,,
sacs,noix,Fruits secs et noix,Exports,Marseille,Hollande,,,
sacs,noix,Fruits secs et noix,Exports,Marseille,Italie,,,
sacs,noix,Fruits secs et noix,Exports,Narbonne,Espagne,,,
sacs,noix,Fruits secs et noix,Imports,Bordeaux,Espagne,,,
sacs,graine de luzerne,"Graines de trèfle, de luzerne et de prairie",Exports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,graine de trèfle,"Graines de trèfle, de luzerne et de prairie",Exports,,Flandre et autres états de l'Empereur,,,
sacs,graine de trèfle,"Graines de trèfle, de luzerne et de prairie",Exports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,graine de trèfle,"Graines de trèfle, de luzerne et de prairie",Imports,Flandre,Flandre et autres états de l'Empereur,,,
sacs,graine de bouquette,Graines diverses et mélangées,Imports,Flandre,Flandre et autres états de l'Empereur,,,
