numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportimport,direction,sheet,marchandises,pays,value,quantit,quantity_unit,,Remarques
7531,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Sucre ; brut,Flandre Autrichienne,0,"2 804 348,00",Livres,"0,2708333",
7532,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Sucre ; terré,Flandre Autrichienne,0,"2 542 025,00",Livres,"0,4500000",
7533,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Thé,Flandre Autrichienne,0,"19 795,00",Livres,"1,7500000",
7534,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Toile de Bretagne,Flandre Autrichienne,0,"80,00",Livres,"3,0000000",
7535,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Vin ; d'amont,Flandre Autrichienne,0,"3 913,00",Tonneaux,"250,0000000",
7536,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Vin ; de Bordeaux,Flandre Autrichienne,0,"2,50",Tonneaux,"400,0000000",
7537,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Vin ; hors,Flandre Autrichienne,0,"250,00",Bouteilles,"0,7500000",
7538,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Vin ; Nantois,Flandre Autrichienne,0,"1 316,50",Tonneaux,"100,0000000",
7539,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Vinaigre,Flandre Autrichienne,0,"6,50",Tonneaux,"116,0000000",
7540,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Vinaigre,Flandre Autrichienne,0,"8,00",Quarts,"15,0000000",
7541,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Acier,Hollande,0,"4 050,00",Livres,"0,3500000",
7542,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Alun,Hollande,0,"5 400,00",Livres,"0,2000000",
7543,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Bois rouge,Hollande,0,"16 900,00",Livres,"0,2000000",
7544,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Bougie,Hollande,0,"132,00",Livres,"2,7000000",
7545,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Cacao,Hollande,0,"400,00",Livres,"0,5000000",
7546,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Caffé des Isles,Hollande,0,"3 172 020,00",Livres,"0,3750000",
7547,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Canelle,Hollande,0,"42,00",Livres,"8,0000000",
7548,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Cassialinea,Hollande,0,"2 580,00",Livres,"3,0000000",
7549,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Chataignes,Hollande,0,"802,00",Boisseaux,"1,2500000",
7550,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Clous de cuivre,Hollande,0,"6 300,00",Livres,"1,7500000",
7551,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Couperose,Hollande,0,"12 500,00",Livres,"0,0900000",
7552,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Couvertures de laine,Hollande,0,"915,00",En nombre,"12,0000000",
7553,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Draperie ordinaire,Hollande,0,"4 227,00",Livres,"6,0000000",
7554,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Drogueries,Hollande,0,"1 740,00",Livres,"2,0000000",
7555,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Eau de vie,Hollande,0,"628,00",Veltes ,"4,5000000",
7556,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Estampes,Hollande,0,"100,00",Livres,"2,0000000",
7557,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Etoffe de soye,Hollande,0,"364,00",Pièces,"60,0000000",
7558,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Guinée,Hollande,0,"2 214,00",Pièces,"21,0000000",
7559,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Guingans,Hollande,0,"262,00",Pièces,"10,0000000",
7560,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Huile d'olive,Hollande,0,"3 600,00",Livres,"0,8000000",
7561,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Indigo,Hollande,0,"10 839,00",Livres,"7,2500000",
7562,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Marchandises mêlées,Hollande,0,"1,00",Valeur,"102,0000000",
7563,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Mercerie,Hollande,0,"800,00",Livres,"2,0000000",
7564,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Miel,Hollande,0,"36 300,00",Livres,"0,1500000",
7565,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Ocre,Hollande,0,"1 100,00",bariques,"14,0000000",
7566,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Oignons de fleurs,Hollande,0,"6 000,00",En nombre,"0,1000000",
7567,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,5,Os de beuf,Hollande,0,"5 200,00",Pièces,"0,1000000",
7568,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Pierres a fusils,Hollande,0,"48 105,00",Livres,"0,0500000",
7569,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Plomb ; en rouleaux,Hollande,0,"2 500,00",Livres,"0,2500000",
7570,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Plomb ; en saumons,Hollande,0,"8 000,00",Livres,"0,2000000",
7571,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Poivre,Hollande,0,"2 624,00",Livres,"1,3500000",
7572,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Pruneaux ; prunes,Hollande,0,"760,00",Livres,"0,4000000",
7573,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Pruneaux ; pruneaux,Hollande,0,"98 265,00",Livres,"0,2000000",
7574,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Quincaille,Hollande,0,"1 717,00",Livres,"2,0000000",
7575,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Raz de maroc,Hollande,0,"26,00",Pièces,"200,0000000",
7576,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Rhubarbe,Hollande,0,"50,00",Livres,"3,0000000",
7577,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Ris,Hollande,0,"244 920,00",Livres,"0,2500000",
7578,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Rocou,Hollande,0,"4 909,00",Livres,"0,6500000",
7579,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Salsepareille,Hollande,0,"40 000,00",Livres,"3,5000000",
7580,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Sardines salées,Hollande,0,"7,00",Bariques,"40,0000000",
7581,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Sel,Hollande,0,"8,00",bariques,"5,5000000",
7582,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Sirop melasse,Hollande,0,"8 250,00",Livres,"0,1000000",
7583,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Souffre,Hollande,0,"9 600,00",Livres,"0,1250000",
7584,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Soye ; a coudre,Hollande,0,"235,50",Livres,"40,0000000",
7585,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Soye ; cruë,Hollande,0,"250,00",Livres,"30,0000000",
7586,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Sucre ; brut,Hollande,0,"9 117 420,00",Livres,"0,2700000",
7587,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Sucre ; terrré,Hollande,0,"1 140 503,00",Livres,"0,4500000",
7588,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Thé,Hollande,0,"1 958,00",Livres,"1,7500000",
7589,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Toile ; de Bretagne,Hollande,0,"5 350,00",Livres,"3,0000000",
7590,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Toie ; Cholet,Hollande,0,"1 040,00",Livres,"3,7500000",
7591,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Verdet,Hollande,0,"700,00",Livres,"1,2500000",
7592,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Vin ; d'amont,Hollande,0,"223,50",Tonneaux,"250,0000000",
7593,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Vin ; de Bordeaux,Hollande,0,"1,00",Tierçons,"70,0000000",
7594,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Vin ; muscat,Hollande,0,"86,00",Bariques,"180,0000000",
7595,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Vin ; Nantais,Hollande,0,"23,00",Tonneaux,"100,0000000",
7596,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Baudriers,Italie,0,"3 617,00",Livres,"1,1000000",
7597,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Cacao,Italie,0,"1 010,00",Livres,"0,5000000",
7598,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Caffé des Isles,Italie,0,"679 890,00",Livres,"0,3750000",
7599,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Draperie ordinaire,Italie,0,"280,00",Livres,"6,0000000",
7600,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Indigo,Italie,0,"3 875,00",Livres,"7,2500000",
7601,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,6,Pierres a fusils,Italie,0,"38 780,00",Livres,"0,0500000",
7602,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Rocou,Italie,0,"2 545,00",Livres,"0,5000000",
7603,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Sirop melasse,Italie,0,"159 280,00",Livres,"0,1000000",
7604,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Sucre ; brut,Italie,0,"415 000,00",Livres,"0,2700000",
7605,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Sucre ; terré,Italie,0,"669 300,00",Livres,"0,4500000",
7606,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Terre a sucre,Italie,0,"10,00",Bariques,"5,0000000",
7607,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Verdet,Italie,0,"120,00",Livres,"1,2500000",
7608,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Bierre,Nord,0,"5,00",bariques,"27,0000000",
7609,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Bois ; d'ebenne,Nord,0,"4 100,00",Livres,"0,0750000",
7610,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Bois ; rouge,Nord,0,"33 100,00",Livres,"0,2000000",
7611,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Bougie,Nord,0,"100,00",Livres,"2,7000000",
7612,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Cacao,Nord,0,"1 520,00",Livres,"0,5000000",
7613,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Caffé des Isles,Nord,0,"2 929 280,00",Livres,"0,3750000",
7614,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Canelle,Nord,0,"1 405,00",Livres,"8,0000000",
7615,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Chataignes,Nord,0,"385,00",Boisseaux,"1,2500000",
7616,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Chocolat,Nord,0,"100,00",Livres,"1,4000000",
7617,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Confitures,Nord,0,"1 210,00",Livres,"1,2000000",
7618,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Coton en laine,Nord,0,"3 233,00",Livres,"1,5000000",
7619,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Drogueries,Nord,0,"471,00",Livres,"2,0000000",
7620,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Eau de vie,Nord,0,"1 517,00",Veltes ,"4,5000000",
7621,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Etoffe de soye,Nord,0,"13,00",Pièces,"60,0000000",
7622,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Fil a coudre,Nord,0,"590,00",Livres,"2,2500000",
7623,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Gomme lacque,Nord,0,"775,00",Livres,"0,7500000",
7624,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Guinée,Nord,0,"170,00",Pièces,"21,0000000",
7625,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Huile ; d'olive,Nord,0,"134,00",Livres,"0,8000000",
7626,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Huile ; de poisson,Nord,0,"2,00",Bariques,"160,0000000",
7627,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Indigo,Nord,0,"78 407,00",Livres,"7,2500000",
7628,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Marchandises mêlées,Nord,0,"1,00",Valeur,"200,0000000",
7629,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Mercerie,Nord,0,"540,00",Livres,"2,0000000",
7630,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Miel,Nord,0,"22 730,00",Livres,"0,1750000",
7631,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Mouchoirs des Indes,Nord,0,"25,00",Pièces,"24,0000000",
7632,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Ocre,Nord,0,"87,00",bariques,"14,0000000",
7633,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Peaux de mouton aprêtées,Nord,0,"8 320,00",En nombre,"2,0000000",
7634,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Pierres a fusils,Nord,0,"21 280,00",Livres,"0,0500000",
7635,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Poivre,Nord,0,"1 900,00",Livres,"1,3500000",
7636,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,7,Porcelaine,Nord,0,"1 000,00",Livres,"1,0000000",
7637,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Pruneaux,Nord,0,"1 225,00",Livres,"0,2000000",
7638,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Ris,Nord,0,"45 955,00",Livres,"0,2500000",
7639,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Rocou,Nord,0,"4 400,00",Livres,"0,6500000",
7640,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Rottin,Nord,0,"16 740,00",Livres,"0,3000000",
7641,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Salpêtre,Nord,0,"17 280,00",Livres,"0,5000000",
7642,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Sel,Nord,0,"147,00",Muids,"40,0000000",
7643,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Sirop melasse,Nord,0,"1 489 225,00",Livres,"0,1000000",
7644,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Sucre ; brut,Nord,0,"1 155 000,00",Livres,"0,2700000",
7645,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Sucre ; terré,Nord,0,"1 063 700,00",Livres,"0,4500000",
7646,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Taffetas,Nord,0,"10,00",Pièces,"60,0000000",
7647,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Thé,Nord,0,"7 085,00",Livres,"1,2500000",
7648,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Verdet,Nord,0,"968,00",Livres,"1,2500000",
7649,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Vin ; d'amont,Nord,0,"377,50",Tonneaux,"250,0000000",
7650,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Vin ; d'amont,Nord,0,"950,00",Bouteiles,"0,7500000",
7651,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Vin ; de Bordeaux,Nord,0,"200,00",Bouteiles,"0,7500000",
7652,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Vin ; muscat,Nord,0,"1,50",Bariques,"180,0000000",
7653,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Vin ; Nantais,Nord,0,"176,75",Tonneaux,"100,0000000",
7654,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Vinaigre,Nord,0,"5,25",Bariques,"29,0000000",
7655,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Baudriers,Portugal,0,"120,00",Livres,"1,1000000",
7656,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Bougie,Portugal,0,"50,00",Livres,"2,7000000",
7657,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Eau de vie,Portugal,0,"318,00",Veltes ,"4,5000000",
7658,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Etoffe de soye,Portugal,0,"122,00",Livres,"50,0000000","il est indiqué 60lt la pièce à côté de la valeur unitaire. Cette année là au départ de Nantes, les pièces sont à 60 et la livre poid d'étoffe de soye à 50lt."
7659,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Etoffe de soye,Portugal,0,"260,00",Aunes,"6,0000000",
7660,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Epicerie,Portugal,0,"150,00",Livres,"2,0000000",
7661,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Fer blanc,Portugal,0,"24 600,00",Livres,"0,7000000",
7662,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Fil de fer,Portugal,0,"3 000,00",Livres,"0,6000000",
7663,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Marchandises mêlées,Portugal,0,"1,00",Valeur,"292,0000000",
7664,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Papier peint,Portugal,0,"1 930,00",Livres,"2,1000000",
7665,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Peaux ; de dain,Portugal,0,"216,00",En nombre,"10,0000000",
7666,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Peaux ; de mouton aprêtées,Portugal,0,"17 046,00",En nombre,"2,0000000",
7667,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Peaux ; de veau corroyées,Portugal,0,"192 208,00",En nombre,"3,7500000",
7668,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Pierres a fusils,Portugal,0,"6 800,00",Livres,"0,0500000",
7669,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Plomb en saumon,Portugal,0,"59 355,00",Livres,"0,2000000",
7670,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Quincaille et mercerie,Portugal,0,"250,00",Livres,"2,0000000",
7671,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,8,Salpêtre,Portugal,0,"40 830,00",Livres,"0,5000000",
7672,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,9,Serge de laine,Portugal,0,"1 200,00",Livres,"2,5000000",
7673,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,9,Toile ; blanche,Portugal,0,"8 990,00",Livres,"10,0000000",
