marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames
Rouge ; brun	Rouge	5	5				
Rouge ; commun							
Rouge ; d'Angleterre	Rouge	5	5		5	5	
Rouge ; d'Espagne	Rouge	5	5				
Rouge ; d'Inde	Rouge	5	5				
Rouge ; de Perse							
Rouge ; de Perse et de rosse							
Rouge ; de rosse							
Rouge ; en Pierre							
Rouge ; en pierres	Rouge	5	5				
Rouge ; gros	Rouge	5	5		5	5	
Rouge ; Annatto colorant							
Rouge ; colorant							
Rouge ; commun	Rouge	5	5				
Rouge ; de Perse	Rouge	5	5		5	5	
Rouge ; de Perse et de rosse	Rouge	5	5		5	5	
Rouge ; de rosse	Rouge	5	5		5	5	
Ruban							
Ruban ; au quart	Ruban	6	6c				
Ruban ; au quart de soie	Ruban	6	6c				
Ruban ; d'argent	Ruban	6	6				
Ruban ; d'or	Ruban	6	6				
Ruban ; d'or et d'argent	Ruban	6	6				
Ruban ; de fil	Ruban	6	6a				
Ruban ; de fil ; blanc							
Ruban ; de fil ; blanc et d'argent ; faux							
Ruban ; de fil ; teint							
Ruban ; de fil en laine	Ruban	6	6a				
Ruban ; de fil et laine	Ruban	6	6a				
Ruban ; de filoselle	Ruban	6	6c				
Ruban ; de fleures	Ruban	6	6c				
Ruban ; de fleuret	Ruban	6	6c				
Ruban ; de laine	Ruban	6	6b				
Ruban ; de soie	Ruban	6	6c				
Ruban ; de soie et argent	Ruban	6	6c				
Ruban ; de soie et fil	Ruban	6	6c				
Ruban ; de soie et fleur	Ruban	6	6c				
Ruban ; divers	Ruban	6	6				
Ruban ; dorure ; d'argent	Ruban	6	6				
Ruban ; dorure ; d'or	Ruban	6	6				
Ruban ; dorure ; d'or et d'argent	Ruban	6	6				
Ruban ; dorure ; d'or et d'argent ; faux	Ruban	6	6				
Ruban ; dorure ; or et argent	Ruban	6	6				
Ruban ; mi soie	Ruban	6	6c				
Ruban ; ordinaire							
Ruban ; velouté	Ruban	6	6				
Rubanerie ; de soie							
Rubanerie ; diverse							
Rubanerie ; ordinaire							
Rubannerie ; de soie	Ruban	6	6c				
Rubannerie ; diverse	Ruban	6	6				
Rubannerie ; ordinaire	Ruban	6	6				
Ruban ; d'argent							
Ruban ; de Elberfeld							
Ruban ; de cuivre							
Ruban ; de fer							
Ruban ; de laine							
Ruban ; de soie							
Ruban ; pour vêtements							
Rubea ; major	Rubea ; major	…	…				
Rubia tintorum	Rubia tintorum	…	…				
Ruches	Ruches	6	6		0	0a	
Ruches ; à miel	Ruches	6	6				
Ruches ; à mouche	Ruches	6	6				
Rusque ; de chêne	Rusque ; de chêne	2	2				
Rusque ; de pin	Rusque ; de pin	2	2				
Râpes	Rapes	6	6				
Réagal	Réagal	…	…				
Récipients ; en cuivre							
Récipients ; en cuivre	Récipients ; en cuivre	6	6				
Réglisse	Réglisse	0	0a				
Régule d'antimoine	Régule d'antimoine	6	6				
Réseaux ; d'argent	Réseaux ; d'argent	…	…				
Réseaux ; d'or	Réseaux ; d'or	…	…				
Réseaux ; d'or et d'argent	Réseaux ; d'or et d'argent	…	…				
Résine	Résine	2	2				
Résine ; de fer							
Résine ; de jalap	Résine	2	2				
Résine ; de scamnoée							
Résine ou harpoix							
Réveils	Réveils	8	8	reveilles	8	8	reveilles
Sabatines	Sabatines	…	…				
Sable	Sable	2	2	sable commun	2	2	sable commun
Sable ; de mer	Sable	2	2				
Sable ; de verre	Sable	2	2		2	2	
Sablerie	Sablerie	2	2				
Sablier							
Sabot ; de bœuf							
Sabot ; de carne							
Sabots	Sabots	6	6				
Sabot ; de bouc							
Sabot ; de rennes							
Sabre							
Sabres	Sabres	9	9				
Sac							
Sachet							
Sachet d'odeur							
Sachets	Sachets	6	6				
Sachets d'odeur	Sachets d'odeur	8	8				
Sacs	Sacs	6	6				
Sacs ; de poluard	Sacs	6	6				
Sacs ; de toile	Sacs	6	6a				
Sacs ; vides	Sacs	6	6				
Sacs ; vieux		8	8				
Saffle	Drogues ; pour la teinture	2	2	Safre ou zafre (nommé saffle dans le tarif de 1664) : « Minéral de couleur d'œil de perdrix que les verriers et fayanciers employent pour donner une couleur bleue »			
Sagne	Sagne	…	…				
Sagou	Sagou	…	…				
Sagu	Sagu	5	5		5	5	
Saindoux	Saindoux	4	4				
Salage	Salage	…	…				
Salemporis	Toile ; de coton	6	6d	Toile de coton qui vient de l'Orient (le Levant ou les Indes) et qui fait partie de la famille des Lisats (Savary)			
Salicor	Salicor	2	2	Plante qui croît sur le bord de la mer, et dont on retire de la soude, salicornia herbacea, L., famille des chénopodées. Nom donné à la soude en Languedoc et dans le Roussillon.			
Salin	Salin	…	…				
Saloirs ; de bois	Saloirs ; de bois	…	…				
Salpêtre	Salpêtre	2	2				
Salpêtre, crû	Salpêtre	2	2	salpêtre non raffiné	2	2	salpêtre non raffiné
Salpêtre, raffiné	Salpêtre	5	5		2	2	
Salsaphra	Salsaphra	5	5		5	5	
Salsepareille	Salsepareille	0	0a				
Sanas	Sanas	…	…				
Sandales	Sandales	8	8		8	8	
Sang ; de dragon	Sang ; de dragon	5	5				
Sangles	Sangles	8	8		8	8	
Sangliers	Sangliers	0	0a		0	0a	
Sanguine	Sanguine	5	5				
Sanitaires	Sanitaires						
Sapins	Sapins	2	2				
Sapins ; anspects	Sapins ; anspects	6	6	Sorte de levier en bois (Savary)			
Sapins ; en bloc							bois de sapin en bloc
Sapins ; à faire belle	Sapins	2	2				
Sapins ; à faire comble	Sapins	2	2				
Sapins ; à faire gaffe	Sapins	2	2				
Sapins ; à faire pioche	Sapins	2	2				
Sapins ; à faire échelle	Sapins	2	2				
Sapins ; en bloc	Sapins ; en bloc	2	2	bois de sapin en bloc	2	2	bois de sapin en bloc
Sardines	Poisson	0	0a		0	0a	
Sardines ; salées	Poisson	0	0a				
Sarots de toile	Sarots de toile	6	6		6	6	
Sas	Sas	…	…				
Satin	Satin	6	6c				
Satin ; brodé ; en or	Satin	6	6c				
Saucisse ; de Boulogne							
Saucisses	Saucisses	0	0a				
Saucisses ; de Boulogne	Saucisses	0	0a		0	0a	
Saucissons	Saucissons	0	0a				
Saumon	Poisson	0	0a				
Saumon ; en daube							
Saumon ; frais	Poisson	0	0a				
Saumon ; fumé	Poisson	0	0a		0	0a	
Saumon ; mariné	Poisson	0	0a				
Saumon ; salé	Poisson	0	0a				
Saumon ; en daube	Poisson	0	0a		0	0a	
Saumure	Saumure	5	5				
Savon	Savon	5	5				
Savon ; blanc	Savon	5	5				
Savon ; blanc et marbré							
Savon ; d'Alicante	Savon	5	5				
Savon ; marbré	Savon	5	5				
Savon ; noir	Savon	5	5		5	5	
Savon ; vert	Savon	5	5				
Savonnettes	Savonnettes	5	5				
Savon ; blanc et marbré	Savon	5	5		5	5	
Savon ; d`Espagne							
Savon ; d’Espagne							
Savon et cuir							
Saxafras	Saxafras	0	0b	qu'on nomme autrement bois de canelle ou de pavame (Savary).			
Saye ; blanche	Saye	6	6b		6	6b	
Saye ; blanche sans apprêt	Saye	6	6b		6	6b	
Saye ; de Bruges	Saye	6	6b		6	6b	
Saye ; de Liège	Saye	6	6b		6	6b	
Saye ; mellée	Saye	6	6b		6	6b	
Saye ; teinte	Saye	6	6b		6	6b	
Sayessa	Sayessa	…	…				
Scamonée	Scamonée	2	2	Sorte d' herbe medicinale, dont on se sert pour purger			
Scarfs							
Sceaux ; de bois	Seaux	6	6				
Schiste							
Scielle	Scielle	…	…				
Scilles ; maritime							
Scilles ; maritime	Scilles ; maritime	5	5		5	5	
Seaux	Seaux	6	6				
Seaux ; de bois	Seaux	6	6				
Sebestes	Sebestes	…	…				
Secrétaires	Secrétaires	8	8				
Segrin	Segrin	…	…				
Seigle	Seigle	0	0a		0	0a	
Seigle ; en jarbes	Seigle	0	0a		0	0a	
Seines							
Sekt							
Sel	Sel	2	2				
Sel ; ammoniac	Sel	5	5				
Sel ; antarctique	Sel	2	2				
Sel ; blanc	Sel	2	2	sel blanc et rafiné	2	2	sel blanc et rafiné
Sel ; chimique	Sel	5	5				
Sel ; d'Angleterre	Sel	2	2		5	5	
Sel ; d'Espagne	Sel	2	2		2	2	
Sel ; d'absinthe (alsem)	Sel	5	5				
Sel ; d'alsem							
Sel ; d'oseille	Sel	5	5		5	5	
Sel ; d'ypossum	Sel	5	5				
Sel ; de Franche-Comté	Sel	2	2				
Sel ; de Globert	Sel	5	5				
Sel ; de Lorraine	Sel	2	2				
Sel ; de Poulinguen	Sel	2	2				
Sel ; de Rez	Sel	2	2				
Sel ; de Rocq	Sel	2	2		2	2	
Sel ; de Salurne	Sel	5	5		5	5	
Sel ; de boue							
Sel ; de carabé	Sel	5	5				
Sel ; de gemme	Sel	5	5		5	5	
Sel ; de globert	Sel	5	5				
Sel ; de nitres	Sel	2	2				
Sel ; de roche	Sel	2	2				
Sel ; de samoine	Sel	5	5				
Sel ; de saturne	Sel	5	5				
Sel ; de seignette	Sel	5	5				
Sel ; de seignette policreste et globere	Sel	5	5		5	5	
Sel ; de st Huber ou de Portugal	Sel	2	2		2	2	
Sel ; de tamarin	Sel	5	5				
Sel ; de tartaric	Sel	5	5				
Sel ; de tartre	Sel	2	2				
Sel ; de verre	Sel	5	5				
Sel ; de vitre	Sel	5	5		5	5	
Sel ; de ?	Sel	5	5				
Sel ; dit beggere	Sel	2	2		2	2	
Sel ; en grabeau	Sel	2	2				
Sel ; gemme	Sel	2	2				
Sel ; gris	Sel	2	2	sel gris de France	2	2	sel gris de France
Sel ; minéral							
Sel ; mistry	Sel	5	5				
Sel ; médicinal	Sel	5	5				
Sel ; ordinaire	Sel	2	2				
Sel ; peccain	Sel	5	5				
Sel ; policreste et d'Ipson	Sel	5	5	sel d'epson/sel armoniac, sal Ipson ou sel d'Angleterre	5	5	sel d'epson/sel armoniac, sal Ipson ou sel d'Angleterre
Sel ; pour la pèche libre	Sel	2	2				
Sel ; sucsin	Sel	5	5				
Sel ; volatil	Sel	5	5		5	5	
Sel ; végétal	Sel	5	5				
Sel; volatile	Sel	5	5				
Selle	Selle	7	7		9	9	
Selle ; de cheval	Selle	7	7				
Sel ; d'Angleterre	Sel	2	2				
Sel ; d'alsem	Sel	2	2		5	5	
Sel ; de France							
Sel ; de Lunenbourg							
Sel ; de boue	Sel	2	2		2	2	
Sel ; de tartre	Sel	5	5		5	5	
Sel ; minéral	Sel	2	2				
Semence ; d'anis	Semence ; d'anis	2	2		0	0a	
Semence ; d'anis, carui, coriandre etc.	Semence ; d'anis, carui, coriandre etc.	2	2	semences de carwij, coriandre et fenouille	0	0a	semences de carwij, coriandre et fenouille
Semence ; d'oliettes	Semence ; d'oliettes	2	2		0	0a	
Semence ; de canaris	Semence ; de canaris	2	2		0	0a	
Semence ; de chanvre	Semence ; de chanvre	2	2		0	0a	
Semence ; de colsaet	Semence ; de colsaet	2	2	semences de choux dit coolsaet	0	0a	semences de choux dit coolsaet
Semence ; de cumin	Semence ; de cumin	2	2	semences de comin ou cumin	0	0a	semences de comin ou cumin
Semence ; de fenegré	Semence ; de fenegré	2	2		0	0a	
Semence ; de jardin	Semence ; de jardin	2	2	semences de carottes et de toute autre semence de jardin	0	0a	semences de carottes et de toute autre semence de jardin
Semence ; de lin à battre huile	Semence ; de lin à battre huile	2	2		2	2	
Semence ; de lin à semer	Semence ; de lin à semer	2	2		0	0	
Semence ; de luzerne	Semence ; de luzerne	2	2		0	0a	
Semence ; de moutarde	Semence ; de moutarde	2	2		0	0a	
Semence ; de navettes	Semence ; de navettes	2	2	semences de navette	0	0a	semences de navette
Semence ; de oliette et de fenegré	Semence ; de oliette et de fenegré	2	2		0	0a	
Semence ; de perles	Semence ; de perles	2	2				
Semence ; de sainfoin	Semence ; de sainfoin	2	2	semences de sapin, bouleau et de st foin	0	0a	semences de sapin, bouleau et de st foin
Semence ; de sapin	Semence ; de sapin	2	2		0	0a	
Semence ; de trêfles	Semence ; de trêfles	2	2	semences de treffe	0	0a	semences de treffe
Semence ; froides	Semence ; froides	5	5				
Semence ; mêlées de toute espèce							
Semence ; écarlate							
Semence ; mêlées de toute espèce	Semence ; mêlées de toute espèce	2	2		0	0a	
Semence ; écarlate	Semence ; écarlate	5	5		5	5	
Semencine	Semencine	…	…				
Semoirs	Semoirs	6	6				
Semoule	Semoule	0	0a				
Sempiterne	Draps ; de laine	6	6b	« Sempiterne ou perpetuanne : Espece d'etoffe de laine croisée dont la qualité a du rapport avec celle d'une serge sommiere » (Savary)			
Sené et feuilles de sené							senné
Sené et feuilles de sené	Sené et feuilles de sené	2	2	senné	5	5	senné
Sequin	Sequin	9	9a				
Sequins	Sequins	9	9a				
Serinettes	Serinettes	8	8	musette vielles et serinettes	8	8	musette vielles et serinettes
Seringues	Seringues	8	8				
Seringues ; d'étain	Seringues	8	8				
Serins	Serins	6	6	Peut-être est-ce l'oiseau (très probable s'il est importé d'Espagne).			
Serins ; à peigner le lin	Serins ; à peigner le lin	6	6	Serans ou Serains : peigne de fer à longues dents qui sert à peigner le lin			
Serpentera virgina	Serpentera virgina	…	…				
Serpentin ; à distiller	Serpentin ; à distiller	6	6				
Serpes	Serpes	8	8				
Serratule ; de teinture							
Service de table	Service de table	6	6		6	6a	
Serviette							
Serviette ; découpée							
Serviette ; à nappe							
Serviettes	Serviettes	6	6a		6	6a	
Serviettes ; à nappes	Serviettes	6	6				
Serviettes ; découpées	Serviettes	6	6		6	6	
Serviette ; de table							
Siamoise	Siamoise	6	6c				
Signes	Signes	9	9		9	9	
Silex							
Singes	Singes	9	9		9	9	
Siramonbas	Siramonbas	…	…				
Sirop	Sirop	1	1				
Sirop ; d'alherme	Sirop	1	1				
Sirop ; d'amont	Sirop	1	1				
Sirop ; d'orgeat	Sirop	1	1				
Sirop ; de calabre	Sirop	1	1				
Sirop ; de calbabre	Sirop	1	1				
Sirop ; de capillaire	Sirop	5	5				
Sirop ; de capillaire et autre composées	Sirop	5	5	sirop de capillaire	5	5	sirop de capillaire
Sirop ; de capitaine	Sirop	5	5				
Sirop ; de citron	Sirop	1	1				
Sirop ; de coriande	Sirop	5	5				
Sirop ; de sucre candis	Sirop	1	1		0	0b	
Sirop ; de violette	Sirop	1	1				
Sirop ; des Iles	Sirop	1	1				
Sirop ; mélasse	Sirop	1	1				
Sirop ; ou jus de cerises et de grenades	Sirop	1	1				
Sirop ; mélasse	Sirop	1	1				
Sistresay	Sistresay	…	…				
Sitz et Indienne	Sitz et Indienne	6	6d		6	6a	
Sivadille	Sivadille	…	…				
Smalte	Smalte	5	5		5	5	
Soc							
Soc ; de charrue							
Socs	Socs	6	6		6	6	
Socs ; de charrues	Socs	6	6	pièces travaillantes de la charrue (wikipedia)			
Soie	Soie	2	2				
Soie ; Nankin	Soie	6	6c				
Soie ; apprêtée	Soie	6	6c				
Soie ; blanche	Soie	2	2				
Soie ; cocons	Soie	2	2				
Soie ; crue	Soie	2	2				
Soie ; de porc	Soie	2	2				
Soie ; de porc et sanglier	Soie	2	2				
Soie ; des Indes							
Soie ; des indes	Soie	2	2				
Soie ; dite fleuret	Soie	6	6c				
Soie ; diverse	Soie	2	2				
Soie ; en cocon	Soie	2	2				
Soie ; en fleuret	Soie	6	6c				
Soie ; en rames	Soie	2	2				
Soie ; en suaze (?)	Soie	2	2				
Soie ; filoselle	Soie	6	6c				
Soie ; filée							
Soie ; fleuret							
Soie ; floche							
Soie ; grège	Soie	6	6c				
Soie ; ouvrée	Soie	6	6c				
Soie ; tapis	Soie	6	6c				
Soie ; teinte	Soie	6	6c				
Soie ; teinte et à coudre							
Soie ; torce	Soie	2	2				
Soie ; trame de	Soie	6	6c				
Soie ; à broder	Soie	6	6c				
Soie ; à coudre	Soie	6	6c				
Soierie	Soierie	6	6c				
Soierie en étoffe, Mouchoir, gazes et rubans							
Soierie en étoffe, mouchoirs, gazes et rubans	Soierie	6	6c				
Soie ; brute							
Soie ; de Bengale							
Soie ; de Chine							
Soie ; de Nankin							
Soie ; filée	Soie	6	6c				
Soie ; floche	Soie	6	6c		6	6c	
Soie ; pour tisser							
Soie ; teinte et à coudre	Soie	6	6c		6	6c	
Soie ; à coudre	Soie	6	6c				
Soja							
Soles ; ou langues							
Soliveaux	Soliveaux	2	2				
Soliveaux ; de sapin	Soliveaux	2	2				
Solles et playsses sec et fumés	Solles et playsses sec et fumés	0	0a		0	0a	
Solles ou langues	Solles ou langues	0	0a		0	0a	
Sommier	Sommier	…	…				
Sommier ; brut pour Mannem	Sommier	8	8		2	2	
Sommier ; de chêne faconnés	Sommier	8	8		2	2	
Sommier ; menu							
Sommier ; ou corps d'arbre de sapin	Sommier	8	8		2	2	
Sommiers							
Sommier ; menu	Sommier	8	8		2	2	
Son	Son	0	0a				
Son ; de farine							son de farines
Sonde	Sonde	…	…				
Sonnettes	Sonnettes	6	6				
Son ; de farine	Son	0	0a	son de farines	0	0a	son de farines
Soucis	Soucis	2	2				
Soucis ; pour mouchoir							
Soucis ; pour mouchoirs	Soucis ; pour mouchoirs	6	6		6	6	
Soucrion							
Soucrion (grain pour la bière)							
Soucrions ; en gerbe							
Soucrions ; en jarbes	Soucrions ; en jarbes	0	0a		0	0a	
Soude	Soude	5	5				
Soudure	Soudure	6	6		6	6	
Soufflet ; de bois	Soufflet	8	8		6	6	
Soufflet ; de forge	Soufflet	8	8				
Soufflet ; de maréchal	Soufflet	8	8		6	6	
Soufflet ; petits	Soufflet	8	8				
Soufflet ; pour orgues							
Soufflets	Soufflet	8	8				
Soufflet ; pour orgues	Soufflet	8	8		6	6	
Souffre	Souffre	2	2				
Souffre ; en fanon							
Souffre ; en fleur							
Souffre ; raffiné							
Souffre et salpêtre	Souffre et salpêtre	5	5				
Souffres ; en fanon							
Soufre et mêches	Soufre et mêches	5	5		9	9	
Soufre et mêches							
Souliers	Souliers	8	8				
Souliers ; brodés	Souliers	8	8				
Souliers ; d'enfants	Souliers	8	8				
Souliers ; de maroquin	Souliers	8	8				
Souliers ; neufs	Souliers	8	8				
Souliers ; ordinaires	Souliers	8	8				
Souliers ; vieux	Souliers	8	8				
Souliers, pantoufles et galoches	Souliers	8	8		8	8	
Spalme	Spalme	…	…				
Spalte	Spalte	…	…				
Spardilles	Spardilles	8	8	Espadrilles			
Spath ; zinc ; smithsonite							
Spermaceti	Spermaceti	4	4		4	4	
Spicaceltica	Spicaceltica	2	2				
Spicanardi	Spicanardi	…	…				
Spirinck	Spirinck	0	0a		0	0a	
Spode	Spode	5	5	Espèce de cendre qui sert dans la médecine (Savary)			
Squine	Squine	2	2	Racine médicinale qui vient de Chine ou d'Inde (Savary)			
Stafisagre	Stafisagre	2	2				
Stil de grain	Drogues ; pour la teinture	5	5	Stil de grain ou stil de grun : composition qu'utilisent les peintres à l'huile pour le jaune (Savary)			
StinKerque	StinKerque	…	…				
Stinkerque							
Storax	Storax	2	2				
Sublime corosif	Sublime corosif	5	5		5	5	
Sublimé	Sublimé	5	5				
Subsistance							
Succade	Succade	…	…				
Succade et confitures	Succade et confitures	0	0b	confitures et biscuits	0	0b	confitures et biscuits
Succin ; déchet							
Sucre	Sucre	0	0b				
Sucre ; blanc	Sucre	0	0b				
Sucre ; blanc ; en pain							
Sucre ; brun	Sucre	0	0b		0	0b	
Sucre ; brut	Sucre	0	0b				
Sucre ; bâtard	Sucre	0	0b				
Sucre ; candy	Sucre	0	0b		0	0b	
Sucre ; carré	Sucre	0	0b				
Sucre ; cassonade	Sucre	0	0b				
Sucre ; commun	Sucre	0	0b				
Sucre ; d'orge	Sucre	0	0b				
Sucre ; d'érable	Sucre	0	0b				
Sucre ; de moscovie	Sucre	0	0b				
Sucre ; dite Lompen	Sucre	0	0b		0	0b	
Sucre ; divers	Sucre	0	0b				
Sucre ; en dragées	Sucre	0	0b		0	0b	
Sucre ; en pain	Sucre	0	0b				
Sucre ; en poudre	Sucre	0	0b				
Sucre ; en poudre blanc	Sucre	0	0b		0	0b	
Sucre ; en poudre blanc de haut prix	Sucre	0	0b		0	0b	
Sucre ; en poudre brun	Sucre	0	0b		0	0b	
Sucre ; en poudre ; blanc							
Sucre ; ferré	Sucre	0	0b				
Sucre ; mêlé	Sucre	0	0b				
Sucre ; raffiné	Sucre	0	0b				
Sucre ; raffiné ; en pain							
Sucre ; terré	Sucre	0	0b				
Sucre ; terré ; tête							
Sucre ; tête	Sucre	0	0b				
Sucre ; vergeoise	Sucre	0	0b				
Sucre ; versoir	Sucre	0	0b				
Sucre ; à devises et à casser	Sucre	0	0b	fruits à deviser	0	0b	fruits à deviser
Sucre et fruits ; secs ; raisins							
Sucrerie							
Sucrerie ; dragée							
Sucreries ; diverses	Sucreries	0	0b				
Sucreries ; dragées	Sucreries	0	0b				
Sucre ; brut	Sucre	0	0b				
Sucre et amandes							
Sucre et anis							
Sucre et cuir							
Sucre et prunes							
Sucre ; fin							
Sucre ; non raffiné							
Sucre ; raffiné							
Sucre ; raffiné ; en pain	Sucre	0	0b				
Sucre ; terré ; tête	Sucre	0	0b				
Sucrion	Sucrion	0	0a	Variété d'orge (probablement pâtois du Nord de la France)			
Suie ; de cheminée							
Suie ; de cheminée	Suie ; de cheminée	3	3		3	3	
Suif	Suif	4	4				
Suif ; en branche							
Suif ; en chandelle	Suif	4	4				
Suif ; en masse							
Suif ; en pain	Suif	4	4				
Suif ; fondu							
Suif ; fondu et en Chandelle							
Suif ; fondu et en chandelles	Suif	4	4				
Suif ; pour raffiner le cuivre							
Suif ; à faire des chandelles							
Suif ; en masse	Suif	4	4		4	4	
Suif ; pour raffiner le cuivre	Suif	4	4		4	4	
Suif ; à faire des chandelles	Suif	4	4		4	4	
Suine	Suine	…	…				
Sulfide ; de cuivre							
Séné ; à pêcher	Séné ; à pêcher	2	2				
Sénégre	Sénégre	…	…				
Tabac	Tabac	1	1				
Tabac ; avarié	Tabac ; avarié	1	1				
Tabac ; commun	Tabac ; commun	1	1				
Tabac ; d'Espagne	Tabac ; d'Espagne	1	1				
Tabac ; d'Hollande	Tabac ; d'Hollande	1	1		1	1	
Tabac ; de Brésil	Tabac ; de Brésil	1	1				
Tabac ; de Brésil, de Virginie	Tabac ; de Brésil, de Virginie	1	1		1	1	
Tabac ; de Hollande							
Tabac ; de St. Domingue	Tabac ; de St. Domingue	1	1				
Tabac ; de St. Vincent	Tabac ; de St. Vincent	1	1				
Tabac ; de Séville	Tabac ; de Séville	1	1				
Tabac ; de Virginie	Tabac ; de Virginie	1	1				
