marchandises_normalisees	sitc1digit	sitc18thc	alternativenames	marchandises_pour_graphe_RG	SITC_rev1	SITC_rev2	remarques_marchandises
"Ustensiles ; de pêche"		""	""	""	""	""	""
"Ustensiles ; diverses"		""	""	""	""	""	""
"Ustensiles ; de cuisine"		""	""	""	""	""	""
"Vacquette"		""	""	""	""	""	""
"Vaisseaux montées"	7	"7"	""	""	""	""	""
"Vaisselle ; d'or"		""	""	""	""	""	""
"Vaisselle ; de bois"		""	""	"…"	"6"	"6"	""
"Vaisselle ; de terre"		""	""	""	""	""	""
"Vaisselle ; d'argent"	6	"6"	""	""	""	""	""
"Valtones"		""	""	"…"	"…"	"…"	""
"Vandes"		""	""	""	""	""	""
"Vanille"	0	"0b"	"bannille"	""	""	""	""
"Vans ; à vanner"		""	""	""	""	""	""
"Vases"		""	""	""	""	""	""
"Vases ; de terre"		""	""	""	""	""	""
"Vathout scié en planches"	2	"2"	"planches dites vathout de 1/2 à 3/4 pouce"	""	""	""	""
"Vatons"		""	""	""	""	""	""
"Vaudes"		""	""	"..."	"2"	"2"	"Herbe à jaunir utilisée ne teinture"
"Vazes ; de terre"		""	""	"…"	"6"	"6"	""
"Veaux-oing"		""	""	""	""	""	""
"Veiles"	8	"8"	"viéles"	""	""	""	""
"Velour ; de coton"		""	""	"Cotton"	"6"	"6d"	""
"Velour ; de gueux"		""	""	"Cotton"	"6"	"6d"	""
"Velours"		""	""	"Cotton"	"6"	"6d"	""
"Velours ; avec argent"		""	""	"Cotton"	"6"	"6d"	""
"Velours ; d'Etreek"		""	""	"Cotton"	"6"	"6d"	""
"Velours ; d'Utrecht"		""	""	"Cotton"	"6"	"6d"	""
"Velours ; de coton"		""	""	"Cotton"	"6"	"6d"	""
"Velours ; de gueux"		""	""	"Cotton"	"6"	"6d"	"Velours à base de coton (encyclopédie)"
"Velours ; uni"		""	""	"Cotton"	"6"	"6d"	""
"Verd"	5	"5"	""	""	""	""	""
"Verd ; d'Espagne"	5	"5"	""	""	""	""	""
"Verd ; d'ambre"		""	""	""	""	""	""
"Verd ; d'antimoine"		""	""	""	""	""	""
"Verd ; de mer"		""	""	""	""	""	""
"Verd ; de montagne"		""	""	"..."	"5"	"5"	""
"Verd ; de vessie"		""	""	""	""	""	""
"Verd ; de vessies"	5	"5"	""	""	""	""	""
"Verd ; degris"	5	"5"	""	""	""	""	""
"Verd ; distillé"		""	""	""	""	""	""
"Verd ; rouge"		""	""	"..."	"5"	"5"	""
"Verdet"		""	""	""	""	""	""
"Verd ; de mer"		""	""	""	""	""	""
"Vergues"		""	""	""	""	""	""
"Verjus"		""	""	""	""	""	""
"Vermeille"	8	"8"	""	""	""	""	""
"Vermichel"		""	""	""	""	""	""
"Vermillon"		""	""	"..."	"5"	"5"	"Il en existe de 2 sortes, naturel et artificel, d'après le Savary, mais c'est le 2e qui es tutilisé en peinture, l'autre est en pharmacopée et semble moins commun"
"Vernis"		""	""	"..."	"5"	"5"	""
"Vernis ; à peindre"		""	""	"..."	"5"	"5"	""
"Verre ; ? ; estampes"		""	""	""	""	""	""
"Verre ; assortis"		""	""	""	""	""	""
"Verre ; blancs"		""	""	""	""	""	""
"Verre ; cassés"		""	""	""	""	""	""
"Verre ; communs"		""	""	""	""	""	""
"Verre ; cristallins"		""	""	""	""	""	""
"Verre ; cristallins ; cuivré"		""	""	""	""	""	""
"Verre ; cuivré ; dames jeannes"		""	""	""	""	""	""
"Verre ; cuivré ; en gobleterie et à boire"		""	""	""	""	""	""
"Verre ; cuivré ; en table"		""	""	""	""	""	""
"Verre ; d'Allemagne"		""	""	""	""	""	""
"Verre ; d'Alsace"		""	""	""	""	""	""
"Verre ; d'estampes"		""	""	""	""	""	""
"Verre ; de Barrois"		""	""	""	""	""	""
"Verre ; de Bohème"		""	""	""	""	""	""
"Verre ; de Lorraine"		""	""	""	""	""	""
"Verre ; de baromètre"		""	""	""	""	""	""
"Verre ; de composition"		""	""	""	""	""	""
"Verre ; de cristal"		""	""	""	""	""	""
"Verre ; de montres"		""	""	""	""	""	""
"Verre ; divers"		""	""	""	""	""	""
"Verre ; en gobletterie"		""	""	""	""	""	""
"Verre ; en tables"		""	""	""	""	""	""
"Verre ; et goblets"		""	""	""	""	""	""
"Verre ; ouvré ; ?"		""	""	""	""	""	""
"Verre ; ouvré ; Dames jeannes"		""	""	""	""	""	""
"Verre ; ouvré ; d'assortiment"		""	""	""	""	""	""
"Verre ; ouvré ; divers"		""	""	""	""	""	""
"Verre ; ouvré ; en bouteilles"		""	""	""	""	""	""
"Verre ; ouvré ; en table"		""	""	""	""	""	""
"Verre ; pd estampes"		""	""	""	""	""	""
"Verre ; pour estampes"		""	""	""	""	""	""
"Verre ; pour lunettes et montres"	6	"6"	""	""	""	""	""
"Verre ; pour montres"	6	"6"	""	""	""	""	""
"Verre ; verreries"		""	""	""	""	""	""
"Verre ; verroteries"		""	""	""	""	""	""
"Verre ; à boire"		""	""	""	""	""	""
"Verre ; à boire de Bohème"	6	"6"	""	""	""	""	""
"Verre ; à boire, moutardiers etc"		""	""	""	""	""	""
"Verre ; à lunettes"		""	""	""	""	""	""
"Verre ; à vitres"		""	""	""	""	""	""
"Verre ; à vitres d'Allemagne"	6	"6"	""	""	""	""	""
"Verre ; à vitres de France, d'Allemagne et autres"	6	"6"	""	""	""	""	""
"Verre ; à vitres découpé en carreaux"	6	"6"	""	""	""	""	""
"Verrerie"		""	""	"..."	"6"	"6"	""
"Verres ; ? ; estampes"		""	""	"..."	"6"	"6"	""
"Verres ; assortis"		""	""	"..."	"6"	"6"	""
"Verres ; blancs"		""	""	"..."	"6"	"6"	""
"Verres ; cassés"		""	""	"..."	"6"	"6"	""
"Verres ; communs"		""	""	"..."	"6"	"6"	""
"Verres ; cristalins"		""	""	"..."	"6"	"6"	""
"Verres ; cristalins ; cuivré"		""	""	"..."	"6"	"6"	""
"Verres ; cuivré ; dames jeannes"		""	""	"..."	"6"	"6"	""
"Verres ; cuivré ; en gobleterie et à boire"		""	""	"..."	"6"	"6"	""
"Verres ; cuivré ; en table"		""	""	"..."	"6"	"6"	""
"Verres ; d'Allemagne"		""	""	"..."	"6"	"6"	""
"Verres ; d'Alsace"		""	""	"..."	"6"	"6"	""
"Verres ; d'estampes"		""	""	"..."	"6"	"6"	""
"Verres ; de Barrois"		""	""	"..."	"6"	"6"	""
"Verres ; de Bohème"		""	""	"..."	"6"	"6"	""
"Verres ; de Lorraine"		""	""	"..."	"6"	"6"	""
"Verres ; de baromettre"		""	""	"..."	"6"	"6"	""
"Verres ; de composition"		""	""	"..."	"6"	"6"	""
"Verres ; de cristal"		""	""	"..."	"6"	"6"	""
"Verres ; de montres"		""	""	"..."	"6"	"6"	""
"Verres ; divers"		""	""	"..."	"6"	"6"	""
"Verres ; en gobletterie"		""	""	"..."	"6"	"6"	""
"Verres ; en tables"		""	""	"..."	"6"	"6"	""
"Verres ; et goblets"		""	""	"..."	"6"	"6"	""
"Verres ; ouvré ; ?"		""	""	"..."	"6"	"6"	""
"Verres ; ouvré ; Dames jeannes"		""	""	"..."	"6"	"6"	""
"Verres ; ouvré ; d'assortiment"		""	""	"..."	"6"	"6"	""
"Verres ; ouvré ; divers"		""	""	"..."	"6"	"6"	""
"Verres ; ouvré ; en bouteilles"		""	""	"..."	"6"	"6"	""
"Verres ; ouvré ; en table"		""	""	"..."	"6"	"6"	""
"Verres ; pour estampes"		""	""	"..."	"6"	"6"	""
"Verres ; verreries"		""	""	"..."	"6"	"6"	""
"Verres ; verroteries"		""	""	"..."	"6"	"6"	""
"Verres ; à boire"		""	""	"..."	"6"	"6"	""
"Verres ; à lunettes"		""	""	"..."	"6"	"6"	""
"Verres ; à vitres"		""	""	"..."	"6"	"6"	""
"Verre ; de baromètre"		""	""	""	""	""	""
"Verre ; en cloches"	6	"6"	""	""	""	""	""
"Verre ; filé"	6	"6"	""	""	""	""	""
"Verre ; pour lustres"	6	"6"	""	""	""	""	""
"Verre ; à boire et pots à moutarde"	6	"6"	""	""	""	""	""
"Verre ; à vitre de France"		""	""	""	""	""	""
"Verroterie"		""	""	""	""	""	""
"Verrunes"		""	""	""	""	""	""
"Vessies"	2	"2"	""	""	""	""	""
"Vestes"		""	""	""	""	""	""
"Vestes ; brodées"		""	""	""	""	""	""
"Vestes ; de bazin"		""	""	""	""	""	""
"Vestes ; de soie"		""	""	""	""	""	""
"Vieux ; oing"		""	""	"…"	"1"	"1"	""
"Vignes, perches et plantes"	2	"2"	""	""	""	""	""
"Vin"		""	""	""	""	""	""
"Vin ; Champagne"		""	""	""	""	""	""
"Vin ; D'Alicante"		""	""	""	""	""	""
"Vin ; D'Amont"		""	""	"wine"	"1"	"1"	""
"Vin ; D'anjou"		""	""	"wine"	"1"	"1"	""
"Vin ; Dan ; de Blaye"		""	""	"wine"	"1"	"1"	""
"Vin ; Dan ; de Bourg"		""	""	"wine"	"1"	"1"	""
"Vin ; Dan ; de haut"		""	""	""	""	""	""
"Vin ; Dan ; de ville"		""	""	""	""	""	""
"Vin ; De Canaries"		""	""	""	""	""	""
"Vin ; De Lantirini"		""	""	""	""	""	""
"Vin ; De Madère"		""	""	""	""	""	""
"Vin ; De Malaise"		""	""	""	""	""	""
"Vin ; De Rota"		""	""	""	""	""	""
"Vin ; De Tavel"		""	""	""	""	""	""
"Vin ; De Vermouth"		""	""	""	""	""	""
"Vin ; Du Portugal"		""	""	""	""	""	""
"Vin ; Etrangers ; ?"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; Blanc"		""	""	""	""	""	""
"Vin ; Etrangers ; Communs"		""	""	""	""	""	""
"Vin ; Etrangers ; D'Espagne"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; D'alicante"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Chipre"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Flacres"		""	""	""	""	""	""
"Vin ; Etrangers ; De Lantirini"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Madere"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Madère"		""	""	""	""	""	""
"Vin ; Etrangers ; De Malaga"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Malaise"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Moselle"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Pacarel"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Porto Ricco"		""	""	""	""	""	""
"Vin ; Etrangers ; De Rota"		""	""	""	""	""	""
"Vin ; Etrangers ; De Siracuse"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Tavel"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Teres"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Tinto"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Tokay"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Ténérife"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Wermute"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De Xérès"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; De suisse"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; Divers en Muid"		""	""	""	""	""	""
"Vin ; Etrangers ; Divers en bouteilles"		""	""	""	""	""	""
"Vin ; Etrangers ; Du Cap"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; Du Portugal"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; Du Rhin"		""	""	"wine"	"1"	"1"	""
"Vin ; Etrangers ; Fuo"		""	""	""	""	""	""
"Vin ; Grosbard"		""	""	""	""	""	""
"Vin ; Idem ; d'Arbois"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; d'Auxerre"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; d'Auxonne"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; d'alicant"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Beaune"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Blaye"		""	""	""	""	""	""
"Vin ; Idem ; de Bourg"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Chagny"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Chalons"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Dijon"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Gevray"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Gilly"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Macon"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Malaga"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Montague"		""	""	""	""	""	""
"Vin ; Idem ; de Mursault"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Navarre"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Nougeot"		""	""	""	""	""	""
"Vin ; Idem ; de Nuit"		""	""	""	""	""	""
"Vin ; Idem ; de Nuits"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Nuys"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Reims"		""	""	""	""	""	""
"Vin ; Idem ; de Rota"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Rully"		""	""	""	""	""	""
"Vin ; Idem ; de Tinto"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Tonnerre"		""	""	""	""	""	""
"Vin ; Idem ; de Ville"		""	""	""	""	""	""
"Vin ; Idem ; de Xirez"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de Xirès"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de haut"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de la Ferté"		""	""	""	""	""	""
"Vin ; Idem ; de rancio"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de riviere"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; de xirès"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ; tinto"		""	""	"wine"	"1"	"1"	""
"Vin ; Idem ;de riviere"		""	""	""	""	""	""
"Vin ; Malvoisie"		""	""	"wine"	"1"	"1"	""
"Vin ; Nantais"		""	""	""	""	""	""
"Vin ; Nantois"		""	""	"wine"	"1"	"1"	""
"Vin ; Paris"		""	""	""	""	""	""
"Vin ; Portugal"		""	""	""	""	""	""
"Vin ; Soissons"		""	""	""	""	""	""
"Vin ; Tinto"		""	""	""	""	""	""
"Vin ; blanc"		""	""	""	""	""	""
"Vin ; cuit"		""	""	""	""	""	""
"Vin ; d'Alicante"		""	""	""	""	""	""
"Vin ; d'Amont"		""	""	""	""	""	""
"Vin ; d'Andelis"		""	""	""	""	""	""
"Vin ; d'Anjou"		""	""	""	""	""	""
"Vin ; d'Arbois"		""	""	""	""	""	""
"Vin ; d'Aubagne"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Aument"		""	""	""	""	""	""
"Vin ; d'Auxerre"		""	""	""	""	""	""
"Vin ; d'Auxonne"		""	""	""	""	""	""
"Vin ; d'Egypte"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne"		""	""	""	""	""	""
"Vin ; d'Espagne ; Tinto"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne ; d'Alicante"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne ; de Madère"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne ; de Malaga"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne ; de Pacarel"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne ; de Rancio"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Espagne ; de Xires"		""	""	"wine"	"1"	"1"	""
"Vin ; d'Hongrie"		""	""	""	""	""	""
"Vin ; d'Oléron"		""	""	""	""	""	""
"Vin ; d'Orléans"		""	""	""	""	""	""
"Vin ; d'or ; De Macon"		""	""	"wine"	"1"	"1"	""
"Vin ; d'or ; De Mâcon"		""	""	""	""	""	""
"Vin ; d'or ; d'Auxerre"		""	""	""	""	""	""
"Vin ; d'or ; de Beaune"		""	""	""	""	""	""
"Vin ; d'or ; de Dijon"		""	""	""	""	""	""
"Vin ; d'or ; de Nuits"		""	""	""	""	""	""
"Vin ; d'or ; de haut"		""	""	""	""	""	""
"Vin ; d'or ; de ville"		""	""	""	""	""	""
"Vin ; d'orleaus"		""	""	"wine"	"1"	"1"	""
"Vin ; de Amont"		""	""	""	""	""	""
"Vin ; de Aubagne"		""	""	""	""	""	""
"Vin ; de Baar et de Metz"	1	"1"	""	""	""	""	""
"Vin ; de Baar, de Liège, d'Hay etc"	1	"1"	""	""	""	""	""
"Vin ; de Bar sur aube"		""	""	""	""	""	""
"Vin ; de Bar sur-aube"		""	""	""	""	""	""
"Vin ; de Barcelonne"		""	""	""	""	""	""
"Vin ; de Barrois"		""	""	""	""	""	""
"Vin ; de Beaune"		""	""	""	""	""	""
"Vin ; de Bergerac"		""	""	""	""	""	""
"Vin ; de Blave"		""	""	""	""	""	""
"Vin ; de Blaye"		""	""	""	""	""	""
"Vin ; de Bordeaux"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bordeaux ; de Blaye"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bordeaux ; de Bourg"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bordeaux ; de Ville"		""	""	""	""	""	""
"Vin ; de Bordeaux ; de castillon"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bordeaux ; de haut"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bordeaux ; de ville"		""	""	""	""	""	""
"Vin ; de Bourg"		""	""	""	""	""	""
"Vin ; de Bourgogne"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; d'Arbois"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; d'Auxanne"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; d'Auxerre"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; d'auxonne"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; de Beaune"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; de Dijon"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; de Gevray"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; de Macon"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; de Mercuray"		""	""	""	""	""	""
"Vin ; de Bourgogne ; de Nongeot"		""	""	""	""	""	""
"Vin ; de Bourgogne ; de Poutigny"		""	""	""	""	""	""
"Vin ; de Bourgogne ; de Rully"		""	""	""	""	""	""
"Vin ; de Bourgogne ; de Tonnerre"		""	""	""	""	""	""
"Vin ; de Bourgogne ; de chagny"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne ; de nuit"		""	""	"wine"	"1"	"1"	""
"Vin ; de Bourgogne et Champagne"	1	"1"	""	""	""	""	""
"Vin ; de Bugey"		""	""	""	""	""	""
"Vin ; de Béziers"	1	"1"	""	""	""	""	""
"Vin ; de Cabreton"		""	""	""	""	""	""
"Vin ; de Cahors"		""	""	""	""	""	""
"Vin ; de Canarie"		""	""	"wine"	"1"	"1"	""
"Vin ; de Canaries"		""	""	""	""	""	""
"Vin ; de Castillon"		""	""	"wine"	"1"	"1"	""
"Vin ; de Catalogne"		""	""	""	""	""	""
"Vin ; de Catillon"		""	""	"wine"	"1"	"1"	""
"Vin ; de Cette"		""	""	""	""	""	""
"Vin ; de Chagny"		""	""	""	""	""	""
"Vin ; de Chaguy"		""	""	"wine"	"1"	"1"	""
"Vin ; de Chalons"		""	""	""	""	""	""
"Vin ; de Champagne"		""	""	"wine"	"1"	"1"	""
"Vin ; de Champagne ; de Bar sur aube"		""	""	""	""	""	""
"Vin ; de Champagne ; de Châlons"		""	""	"wine"	"1"	"1"	""
"Vin ; de Champagne ; de Reims"		""	""	"wine"	"1"	"1"	""
"Vin ; de Champagne ; de Ricey"		""	""	""	""	""	""
"Vin ; de Champagne ; de montagne"		""	""	"wine"	"1"	"1"	""
"Vin ; de Champagne ; de riviere"		""	""	"wine"	"1"	"1"	""
"Vin ; de Charente"		""	""	""	""	""	""
"Vin ; de Chenove"		""	""	""	""	""	""
"Vin ; de Chipre"		""	""	"wine"	"1"	"1"	""
"Vin ; de Chypre"		""	""	""	""	""	""
"Vin ; de Cioutan"		""	""	""	""	""	""
"Vin ; de Clerac"		""	""	""	""	""	""
"Vin ; de Cognac"		""	""	""	""	""	""
"Vin ; de Comté"		""	""	""	""	""	""
"Vin ; de Condrieux"		""	""	""	""	""	""
"Vin ; de Constance"		""	""	""	""	""	""
"Vin ; de Coste"		""	""	""	""	""	""
"Vin ; de Coste rotie"		""	""	""	""	""	""
"Vin ; de Coste-rotie"		""	""	"wine"	"1"	"1"	""
"Vin ; de Cotte"		""	""	"wine"	"1"	"1"	""
"Vin ; de Dauphiné"		""	""	""	""	""	""
"Vin ; de Dijon"		""	""	""	""	""	""
"Vin ; de Domé"		""	""	""	""	""	""
"Vin ; de France"		""	""	""	""	""	""
"Vin ; de Frontignac"	1	"1"	""	""	""	""	""
"Vin ; de Frontignan"		""	""	""	""	""	""
"Vin ; de Gaillac"		""	""	"wine"	"1"	"1"	""
"Vin ; de Garonne"		""	""	""	""	""	""
"Vin ; de Gensac"		""	""	""	""	""	""
"Vin ; de Gevray"		""	""	""	""	""	""
"Vin ; de Gilly"		""	""	""	""	""	""
"Vin ; de Grèce"		""	""	""	""	""	""
"Vin ; de La Rochelle"		""	""	""	""	""	""
"Vin ; de Langres"		""	""	"wine"	"1"	"1"	""
"Vin ; de Languedoc"		""	""	""	""	""	""
"Vin ; de Liège, d'Hay etc"	1	"1"	""	""	""	""	""
"Vin ; de Lorraine"		""	""	""	""	""	""
"Vin ; de Lyon"		""	""	""	""	""	""
"Vin ; de Macon"		""	""	"wine"	"1"	"1"	""
"Vin ; de Madere"		""	""	"wine"	"1"	"1"	""
"Vin ; de Maderes"		""	""	"wine"	"1"	"1"	""
"Vin ; de Madère"		""	""	""	""	""	""
"Vin ; de Malaga"	1	"1"	""	""	""	""	""
"Vin ; de Malvoisie"		""	""	""	""	""	""
"Vin ; de Manheim"		""	""	""	""	""	""
"Vin ; de Marennes"		""	""	""	""	""	""
"Vin ; de Metz"	1	"1"	""	""	""	""	""
"Vin ; de Mezac"		""	""	""	""	""	""
"Vin ; de Montagne"	1	"1"	""	""	""	""	""
"Vin ; de Moselle"		""	""	""	""	""	""
"Vin ; de Mozelle"		""	""	"wine"	"1"	"1"	""
"Vin ; de Mursante"		""	""	""	""	""	""
"Vin ; de Murville"	1	"1"	""	""	""	""	""
"Vin ; de Mâcon"		""	""	""	""	""	""
"Vin ; de Médoc"		""	""	""	""	""	""
"Vin ; de N. Jean"		""	""	""	""	""	""
"Vin ; de Nantois"		""	""	"wine"	"1"	"1"	""
"Vin ; de Navarre"		""	""	""	""	""	""
"Vin ; de Nuit"		""	""	""	""	""	""
"Vin ; de Pacarel"		""	""	""	""	""	""
"Vin ; de Palme"		""	""	"wine"	"1"	"1"	""
"Vin ; de Picardan"		""	""	""	""	""	""
"Vin ; de Port en port"		""	""	""	""	""	""
"Vin ; de Portugal"		""	""	""	""	""	""
"Vin ; de Provence"		""	""	""	""	""	""
"Vin ; de Quercy"		""	""	""	""	""	""
"Vin ; de Querey"		""	""	"wine"	"1"	"1"	""
"Vin ; de Rancio"		""	""	""	""	""	""
"Vin ; de Rhin"	1	"1"	""	""	""	""	""
"Vin ; de Rhin et de Moselle"	1	"1"	""	""	""	""	""
"Vin ; de Rivesac"		""	""	""	""	""	""
"Vin ; de Rochefort"		""	""	""	""	""	""
"Vin ; de Rouys"		""	""	""	""	""	""
"Vin ; de Rullys"		""	""	""	""	""	""
"Vin ; de Ré"		""	""	"wine"	"1"	"1"	""
"Vin ; de Saintonges"		""	""	"wine"	"1"	"1"	""
"Vin ; de Savoie"		""	""	""	""	""	""
"Vin ; de Siracusse"		""	""	"wine"	"1"	"1"	""
"Vin ; de St. Jean"		""	""	""	""	""	""
"Vin ; de St. Laurent"	1	"1"	""	""	""	""	""
"Vin ; de St. Seau"		""	""	""	""	""	""
"Vin ; de Ste. Foy"		""	""	""	""	""	""
"Vin ; de Suisse"		""	""	""	""	""	""
"Vin ; de Syracuse"		""	""	""	""	""	""
"Vin ; de Theaucour"	1	"1"	""	""	""	""	""
"Vin ; de Tokay"	1	"1"	""	""	""	""	""
"Vin ; de Vienne"		""	""	"wine"	"1"	"1"	""
"Vin ; de Xérès"		""	""	""	""	""	""
"Vin ; de champagne ; de montagne"		""	""	"wine"	"1"	"1"	""
"Vin ; de gevray"		""	""	""	""	""	""
"Vin ; de grave"		""	""	"wine"	"1"	"1"	""
"Vin ; de hors"		""	""	"wine"	"1"	"1"	""
"Vin ; de jauge gros bard"		""	""	"wine"	"1"	"1"	""
"Vin ; de languedoc"		""	""	"wine"	"1"	"1"	""
"Vin ; de liqueurs"		""	""	""	""	""	""
"Vin ; de pays"		""	""	""	""	""	""
"Vin ; de poisson"		""	""	""	""	""	""
"Vin ; de port en port"		""	""	""	""	""	""
"Vin ; de rhin"		""	""	"wine"	"1"	"1"	""
"Vin ; de rivière"		""	""	""	""	""	""
"Vin ; de roussillon"		""	""	"wine"	"1"	"1"	""
"Vin ; de teinte"		""	""	"wine"	"1"	"1"	""
"Vin ; de tokai"		""	""	""	""	""	""
"Vin ; dit Bleckaert"		""	""	""	""	""	""
"Vin ; divers"		""	""	""	""	""	""
"Vin ; du Cap"		""	""	""	""	""	""
"Vin ; du Fayal"		""	""	"wine"	"1"	"1"	""
"Vin ; du Rhin"		""	""	""	""	""	""
"Vin ; du Roussillon"		""	""	""	""	""	""
"Vin ; du cap"		""	""	""	""	""	""
"Vin ; hors"		""	""	""	""	""	""
"Vin ; jauge ; Soissons"		""	""	"wine"	"1"	"1"	""
"Vin ; jauge ; paris"		""	""	"wine"	"1"	"1"	""
"Vin ; jauge gros bard"		""	""	"wine"	"1"	"1"	""
"Vin ; muscat"		""	""	""	""	""	""
"Vin ; nantais"		""	""	""	""	""	""
"Vin ; noir"		""	""	""	""	""	""
"Vin ; ordinaire"		""	""	""	""	""	""
"Vin ; petit"		""	""	"wine"	"1"	"1"	""
"Vin ; rouge"		""	""	""	""	""	""
"Vin ; rouge ; commun"		""	""	"wine"	"1"	"1"	""
"Vin ; rouge de France"	1	"1"	""	""	""	""	""
"Vin ; rouge gros bard"		""	""	"wine"	"1"	"1"	""
"Vin de France ; de Bordeaux"		""	""	"wine"	"1"	"1"	""
"Vin du Cap"		""	""	""	""	""	""
"Vin; D'Alicante"		""	""	""	""	""	""
"Vin; de Ranijo"		""	""	""	""	""	""
"Vin; de tokay"		""	""	""	""	""	""
"Vinaigre"		""	""	""	""	""	""
"Vinaigre ; de composition"		""	""	""	""	""	""
"Vinaigre ; ordinaire"		""	""	"..."	"0"	"0a"	""
"Vinaigre ; de bière"	0	"0a"	""	""	""	""	""
"Vinaigre ; de fruit"		""	""	""	""	""	""
"Vinaigre ; de vin"	0	"0a"	""	""	""	""	""
"Vin ; De Madère"		""	""	""	""	""	""
"Vin ; Tinto"		""	""	""	""	""	""
"Vin ; d'Espagne ; et de liqueurs"		""	""	""	""	""	""
"Vin ; d'Orléans"	1	"1"	""	""	""	""	""
"Vin ; de Baar"		""	""	""	""	""	""
"Vin ; de Bayonne"		""	""	""	""	""	""
"Vin ; de Bordeaux"		""	""	""	""	""	""
"Vin ; de Champagne"	1	"1"	""	""	""	""	""
"Vin ; de France ; blanc"		""	""	""	""	""	""
