marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames	marchandises_pour_graphe_rg	marchandises	marchandises_normalisees_inter	product_prix	dutchtranslation	englishproduct	unit	source_RG_1774	source_RGbase	source_France	_merge
"Provisions ; de bouche ; réunies"	"Provisions"	"0"	"0a"	""		""	""	""	"Provisions de bouche réunies"	"Provisions ; de bouche ; réunies"	""	""	""	""	0	0	0	"matched (3)"
"Provisions ; diverses"	"Provisions"	"0"	"0a"	""		""	""	""	"1///Subsistances///Provisions diverses,principalement en beurre"	"Provisions ; diverses"	""	""	""	""	0	0	1	"matched (3)"
"Provisions ; diverses"	"Provisions"	"0"	"0a"	""		""	""	""	"2///Subsistances///Provisions diverses,principalement en beurre"	"Provisions ; diverses"	""	""	""	""	0	0	1	"matched (3)"
"Provisions ; diverses"	"Provisions"	"0"	"0a"	""		""	""	""	"Provisions"	"Provisions ; diverses"	""	""	""	""	0	0	1	"matched (3)"
"Provisions ; diverses"	"Provisions"	"0"	"0a"	""		""	""	""	"Provisions diverses,principalement en beurre"	"Provisions ; diverses"	""	""	""	""	0	0	0	"matched (3)"
"Précipité"	"Précipité"	"5"	"5"	""		""	""	"..."	"Precipité"	"Précipité"	""	""	""	""	0	0	1	"matched (3)"
"Précipité"	"Précipité"	"5"	"5"	""		""	""	"..."	"Precipié"	"Précipité"	""	""	""	""	0	0	1	"matched (3)"
"Présure"	"Présure"	"…"	"…"	""		""	""	""	"Presure"	"Présure"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; aux vieux chiffons"	"Pâte ; aux vieux chiffons"	"2"	"2"	""		""	""	""	"Pattes au vieux chiffons"	"Pâte ; aux vieux chiffons"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; d'amande"	"Pâte ; d'amande"	"0"	"0a"	""	0	"0a"	""	""	"Patte d'amande"	"Pâte ; d'amande"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; d'amande"	"Pâte ; d'amande"	"0"	"0a"	""	0	"0a"	""	""	"Pâte ; d'amande"	"Pâte ; d'amande"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; d'amande"	"Pâte ; d'amande"	"0"	"0a"	""	0	"0a"	""	""	"Paste ; d'amande"	"Pâte ; d'amande"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; d'amande"	"Pâte ; d'amande"	"0"	"0a"	""	0	"0a"	""	""	"Pate d'amande"	"Pâte ; d'amande"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; d'amande"	"Pâte ; d'amande"	"0"	"0a"	""	0	"0a"	""	""	"Pate ; d'amande"	"Pâte ; d'amande"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; d'amande"	"Pâte ; d'amande"	"0"	"0a"	""	0	"0a"	""	""	"pate d'amande"	"Pâte ; d'amande"	""	"marsepein"	"marzipan"	"pounds"	1	0	0	"matched (3)"
"Pâte ; de guimauve"	"Pâte ; de guimauve"	"0"	"0a"	""		""	""	"..."	"Pate ; de guimauve"	"Pâte ; de guimauve"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; de guimauve"	"Pâte ; de guimauve"	"0"	"0a"	""		""	""	"..."	"Pâte ; de guimauve"	"Pâte ; de guimauve"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; semoule"	"Pâte ; diverse"	"0"	"0a"	""		""	""	""	"Pâtes ; Semouille"	"Pâte ; semoule"	""	""	""	""	0	0	1	"matched (3)"
"Pâte ; à papier"	"Pâte ; à papier"	"2"	"2"	""		""	""	"..."	"Pate ; à papetier"	"Pâte ; à papier"	""	""	""	""	0	0	1	"matched (3)"
"Pêches ; sèches"	"Poisson"	"0"	"0a"	""		""	""	""	"Peches seches"	"Pêches ; sèches"	""	""	""	""	0	0	1	"matched (3)"
"Queues ; de martre"	"Queues"	"2"	"2"	""		""	""	""	"Quëues ; de martres"	"Queues ; de martre"	""	""	""	""	0	0	1	"matched (3)"
"Queues ; de renard et écureuil"	"Queues"	"2"	"2"	""	2	"2"	""	""	"queues de renard et ecureuil"	"Queues ; de renard et écureuil"	""	"huiden (vosse- en eekhoornstaarten, z.b.)"	"fox and squirl tails"	"pieces"	1	0	0	"matched (3)"
"Quilles ; de vaisseaux"	"Quilles ; de vaisseaux"	"7"	"7"	""		""	""	""	"Quilles de Vaisseaux"	"Quilles de Vaisseaux"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie"	"Quincaillerie"	"6"	"6"	""		""	""	""	"Quincaillerie"	"Quincaillerie"	""	""	""	""	0	0	0	"matched (3)"
"Quincaillerie"	"Quincaillerie"	"6"	"6"	""		""	""	""	"///Industrie générale///Quincaillerie"	"Quincaillerie"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; D'acier"	"Quincaillerie ; d'acier"	"6"	"6"	""	6	"6"	""	""	"Quincallerie ; Acier"	"Quincaillerie ; D'acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; D'acier"	"Quincaillerie ; d'acier"	"6"	"6"	""	6	"6"	""	""	"quinquailleries d'acier"	"Quincaillerie ; D'acier"	""	"ijzerwaren (staal)"	"ironmongery (steel)"	"pounds"	1	0	0	"matched (3)"
"Quincaillerie ; D'acier"	"Quincaillerie ; d'acier"	"6"	"6"	""	6	"6"	""	""	"Quincaillerie ; Acier"	"Quincaillerie ; D'acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; De cuivre"	"Quincaillerie ; de cuivre"	"6"	"6"	""		""	""	"…"	"Quinquailleries ; En cuivre"	"Quincaillerie ; De cuivre"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; De cuivre"	"Quincaillerie ; de cuivre"	"6"	"6"	""		""	""	"…"	"Quinquailleries ; De cuivre"	"Quincaillerie ; De cuivre"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; De cuivre"	"Quincaillerie ; de cuivre"	"6"	"6"	""		""	""	"…"	"quinquailleries de cuivre"	"Quincaillerie ; De cuivre"	""	"ijzerwaren (koper)"	"ironmongery (copper)"	"pounds"	1	1	0	"matched (3)"
"Quincaillerie ; De cuivre"	"Quincaillerie ; de cuivre"	"6"	"6"	""		""	""	"…"	"Quincaille ; de cuivre"	"Quincaille ; de cuivre"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; De cuivre"	"Quincaillerie ; de cuivre"	"6"	"6"	""		""	""	"…"	"Quincailles; de cuivre"	"Quincaillerie ; De cuivre"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; De cuivre ; Divers"	"Quincaillerie ; de cuivre"	"6"	"6"	""		""	""	""	"Quincaillerie ; De cuivre ; Diverses"	"Quincaillerie ; De cuivre ; Diverse"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; Divers"	"Quincaillerie"	"6"	"6"	""		""	""	""	"Quincaillerie ; Diverse"	"Quincaillerie ; Diverse"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; Divers"	"Quincaillerie"	"6"	"6"	""		""	""	""	"///Industrie étrangère///Quincailleries diverses ; Faulx, faucilles,fil de laiton et limes .."	"Quincaillerie ; Divers"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; Divers"	"Quincaillerie"	"6"	"6"	""		""	""	""	"///Industrie étrangère///Quincailleries diverses ; Faulx, faucilles, fil de laiton et limes..."	"Quincaillerie ; Divers"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; Serrures pour faurevette"	"Quincaillerie"	"6"	"6"	""		""	""	""	"Quincaillerie ; Serrures pour faurevette"	"Quincaillerie ; Serrures pour faurevette"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; d'acier"	""	""	""	""		""	""	""	"Quincaille ; d'acier"	"Quincaille ; d'acier"	""	""	""	""	0	0	1	"using only (2)"
"Quincaillerie ; d'acier"	""	""	""	""		""	""	""	"Quincaille ; d'acier doré"	"Quincaille ; d'acier"	""	""	""	""	0	0	1	"using only (2)"
"Quincaillerie ; de bois"	""	""	""	""		""	""	""	"Quincaille ; de bois"	"Quincaille ; de bois"	""	""	""	""	0	0	1	"using only (2)"
"Quincaillerie ; de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailles ; de fer"	"Quincaillerie ; De fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"quinquailleries de fer"	"Quincaillerie ; De fer"	""	"ijzerwaren (zuiver ijzer)"	"ironmongery"	"pounds"	1	0	0	"matched (3)"
"Quincaillerie ; de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincallerie ; poids de fer (?)"	"Quincaillerie ; De fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaille ; de fer"	"Quincaille ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaillerie ; De fer ; En cloux"	"Quincaillerie ; De fer ; En clous"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quinquailleries ; De fer ; Clous"	"Quincaillerie ; De fer ; En clous"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Clous de fer"	"Clous ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Clous ; de fer"	"Clous ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Clous ; de Fer"	"Clous ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Clous; de fer"	"Clous ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Clous"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaillerie ; De fer ; En clous"	"Quincaillerie ; De fer ; En clous"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Divers"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaillerie ; De fer ; Diverse"	"Quincaillerie ; De fer ; Diverse"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Diverse"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailleries ; De fer ; Haches, *** et serpes"	"Quincaillerie ; De fer ; Diverse"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil; de fer; divers"	"Fil ; de fer ; divers"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil de fer"	"Fil ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil; de fer; a cardes"	"Fil ; de fer ; a cardes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer"	"Fil ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil; de fer"	"Fil ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaillerie ; Fil de fer"	"Quincaillerie ; Fil de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil de fer ; passe perle"	"Fil ; de fer ; passe perle"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer ; assorty"	"Fil ; de fer ; divers"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil de fer ; à cardes"	"Fil ; de fer ; à cardes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil de fer ; gros"	"Fil ; de fer ; gros"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil; de fer; passepoiles"	"Fil ; de fer ; passepoiles"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer ; passeperle"	"Fil ; de fer ; passeperle"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer ; divers"	"Fil ; de fer ; divers"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer ; ordinaire"	"Fil ; de fer ; ordinaire"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil; de fer; gros"	"Fil ; de fer ; gros"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer ; gros"	"Fil ; de fer ; gros"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil de fer ; assorti"	"Fil ; de fer ; assorti"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil ; de fer ; à cardes"	"Fil ; de fer ; à cardes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"fil de fer"	"Fil ; de fer"	"iron wire"	"ijzerdraad"	"iron wire"	"pounds"	1	1	0	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fil de fer ; divers"	"Fil ; de fer ; divers"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Fil de fer"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailleries ; De fer ; Fil de fer"	"Quincaillerie ; De fer ; Fil de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Haches"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailleries ; De fer ; Haches"	"Quincaillerie ; De fer ; Haches"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Limes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailleries ; De fer ; Limes"	"Quincaillerie ; De fer ; Limes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Limes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Limes ; de fer"	"Limes ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaille; de fer et acier"	"Quincaille ; de fer et acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaille; de fer"	"Quincaille ; de fer et acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaillerie ; De fer et acier"	"Quincaillerie ; De fer et acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincaille; de cuivre"	"Quincaille ; de fer et acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et d'acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quinquailleries ; De fer et acier"	"Quincaillerie ; De fer et d'acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et d'acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailles ; de fer et acier"	"Quincaillerie ; De fer et d'acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer et d'acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"quinquailleries de fer et d'acier"	"Quincaillerie ; De fer et d'acier"	""	"ijzerwaren (ijzer en staal)"	"ironmongery (iron and steel)"	"guilders"	1	1	0	"matched (3)"
"Quincaillerie ; de fer et d'acier"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Quincailles; de fer et Acier"	"Quincaillerie ; De fer et d'acier"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Haches, houes et serpes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Haches , houes et serpes"	"Haches, houes et serpes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Haches, houes et serpes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Hache houes serpes"	"Haches, houes et serpes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Haches, houes et serpes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Haches, houes et serpes"	"Haches, houes et serpes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Haches, houes et serpes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Haches, hoües et serpe"	"Haches, houes et serpes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Haches, houes et serpes"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Haches , hoües et serpes"	"Haches, houes et serpes"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Scies"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Scies"	"Scies"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Scies"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"scies de fer"	"Scies ; de fer"	""	"ijzeren zagen"	"iron saws"	"guilders"	1	0	0	"matched (3)"
"Quincaillerie ; de fer ; Scies"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fer ; en sçies"	"Fer ; en scies"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Scies"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Fer ; en scies"	"Fer ; en scies"	""	""	""	""	0	0	1	"matched (3)"
"Quincaillerie ; de fer ; Truelles"	"Quincaillerie ; de fer"	"6"	"6"	""		""	""	""	"Truelles ; de fer"	"Truelles ; de fer"	""	""	""	""	0	0	1	"matched (3)"
"Quinquina"	"Quinquina"	"5"	"5"	""	5	"5"	""	"..."	"quinquina"	"Quinquina"	""	"boomschors (kina kina)"	"quinine"	"guilders"	1	1	0	"matched (3)"
"Quinquina"	"Quinquina"	"5"	"5"	""	5	"5"	""	"..."	"Quinquina"	"Quinquina"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; d'alizari"	"Racines"	"2"	"2"	""		""	""	"..."	"Racines d'atizart"	"Racines ; d'alizari"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; d'alizari"	"Racines"	"2"	"2"	""		""	""	"..."	"Racines d'atizari"	"Racines ; d'alizari"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; d'alizari"	"Racines"	"2"	"2"	""		""	""	"..."	"Racines ; d'aliz.."	"Racines ; d'alizari"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; d'angélique"	"Racines"	"2"	"2"	""		""	""	""	"Racines ; d'angelique"	"Racines ; d'angélique"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de Jalap"	"Racines"	"2"	"2"	""		""	""	"..."	"Racines ; de jalap"	"Racines ; de Jalap"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de lizary"	"Racines"	"2"	"2"	""		""	""	"..."	"Racines ; de lizary"	"Racines ; de lizary"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de riz"	"Racines"	"2"	"2"	""		""	""	""	"Racines ; de ris"	"Racines ; de riz"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de riz"	"Racines"	"2"	"2"	""		""	""	""	"Racine; de ris"	"Racines ; de riz"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de riz"	"Racines"	"2"	"2"	""		""	""	""	"Racines; de ris"	"Racines ; de riz"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de riz"	"Racines"	"2"	"2"	""		""	""	""	"Racines ; de riz"	"Racines ; de riz"	""	""	""	""	0	0	1	"matched (3)"
"Racines ; de squine"	"Racines"	"2"	"2"	""		""	""	""	"Racines ; de squine"	"Racines ; de squine"	""	""	""	""	0	0	1	"matched (3)"
"Raclure ; de corne"	"Raclure ; de corne"	"2"	"2"	""		""	""	""	"Raclure de corne"	"Raclure ; de corne"	""	""	""	""	0	0	1	"matched (3)"
"Raclure ; de corne"	"Raclure ; de corne"	"2"	"2"	""		""	""	""	"Raclures ; de cornes"	"Raclure ; de corne"	""	""	""	""	0	0	1	"matched (3)"
"Raies"	"Poisson"	"0"	"0a"	"rayes, la mande de 40 pieces"	0	"0a"	"rayes, la mande de 40 pieces"	""	"rayes"	"Raies"	""	"rog"	"ray"	"baskets"	1	1	0	"matched (3)"
"Raisin"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisine"	"Raisin"	""	""	""	""	0	0	1	"matched (3)"
"Raisin"	"Raisin"	"0"	"0a"	""		""	""	""	"raisins"	"Raisin"	""	"druiven"	"grapes"	""	1	1	0	"matched (3)"
"Raisin ; Sec"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisins ; secs"	"Raisin ; Sec"	""	""	""	""	0	0	1	"matched (3)"
"Raisin ; Sec"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisin sec"	"Raisin ; Sec"	""	""	""	""	0	0	1	"matched (3)"
"Raisin ; Sec"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisin ; sec"	"Raisin ; Sec"	""	""	""	""	0	0	1	"matched (3)"
"Raisin ; Sec"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisin; sec"	"Raisin ; Sec"	""	""	""	""	0	0	1	"matched (3)"
"Raisin ; frais"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisin ; frais"	"Raisin ; frais"	""	""	""	""	0	0	1	"matched (3)"
"Raisin ; frais"	"Raisin"	"0"	"0a"	""		""	""	""	"Raisin; frais"	"Raisin ; frais"	""	""	""	""	0	0	1	"matched (3)"
"Raisine ; de Jalap"	"Raisine"	"2"	"2"	""		""	""	"..."	"Raisine ; de jalap"	"Raisine ; de Jalap"	""	""	""	""	0	0	1	"matched (3)"
"Raisine ; de Jalap"	"Raisine"	"2"	"2"	""		""	""	"..."	"Raisine ; de Jalap"	"Raisine ; de Jalap"	""	""	""	""	0	0	1	"matched (3)"
"Raisine ; de Jalap"	"Raisine"	"2"	"2"	""		""	""	"..."	"Raisin de jalap"	"Raisine ; de Jalap"	""	""	""	""	0	0	1	"matched (3)"
"Ramures ; de sapin"	"Ramures"	"2"	"2"	""		""	""	""	"Ramures de sapin"	"Ramures ; de sapin"	""	""	""	""	0	0	1	"matched (3)"
"Rapure ; d'ivoire"	"Rapure ; d'ivoire"	"2"	"2"	""		""	""	""	"Rapures ; d'yvoire"	"Rapure ; d'ivoire"	""	""	""	""	0	0	1	"matched (3)"
"Rapure ; d'ivoire"	"Rapure ; d'ivoire"	"2"	"2"	""		""	""	""	"Rapures d'yvoire"	"Rapure ; d'ivoire"	""	""	""	""	0	0	1	"matched (3)"
"Rapure ; de corne"	"Rapure ; de corne"	"2"	"2"	""		""	""	""	"Rapures de corne"	"Rapure ; de corne"	""	""	""	""	0	0	1	"matched (3)"
"Rapure ; de corne ; de cerf"	"Rapure ; de corne ; de cerf"	"2"	"2"	""		""	""	""	"Rapures ; de corne de cerf"	"Rapure ; de corne ; de cerf"	""	""	""	""	0	0	1	"matched (3)"
"Rapure ; de corne ; de cerf"	"Rapure ; de corne ; de cerf"	"2"	"2"	""		""	""	""	"Rapure ; de corne de cerf"	"Rapure ; de corne ; de cerf"	""	""	""	""	0	0	1	"matched (3)"
"Rasoirs"	"Rasoirs"	"8"	"8"	""		""	""	""	"Razoirs"	"Rasoirs"	""	""	""	""	0	0	1	"matched (3)"
"Rassade"	"Rassade"	"…"	"…"	""		""	""	""	"Rassades"	"Rassade"	""	""	""	""	0	0	1	"matched (3)"
"Rassade"	"Rassade"	"…"	"…"	""		""	""	""	"Rassad"	"Rassade"	""	""	""	""	0	0	1	"matched (3)"
"Rassade"	"Rassade"	"…"	"…"	""		""	""	""	"Rassade"	"Rassade"	""	""	""	""	0	0	1	"matched (3)"
"Ratafia"	"Ratafia"	"1"	"1"	""		""	""	""	"Rattaffia"	"Ratafia"	""	""	""	""	0	0	1	"matched (3)"
"Ratafia"	"Ratafia"	"1"	"1"	""		""	""	""	"Ratafia"	"Ratafia"	""	""	""	""	0	0	1	"matched (3)"
"Ratine"	"Ratine"	"6"	"6b"	"Sorte d'étoffe de laine croisée (Savary)"		""	""	""	"ratinne"	"Ratine"	""	"ratijn"	"ratteen"	"ell"	1	1	0	"matched (3)"
"Ratine"	"Ratine"	"6"	"6b"	"Sorte d'étoffe de laine croisée (Savary)"		""	""	""	"Ratinne / aune"	"Ratine"	""	"ratijn / el"	"ratteen"	"guilders"	1	1	0	"matched (3)"
"Ratine"	"Ratine"	"6"	"6b"	"Sorte d'étoffe de laine croisée (Savary)"		""	""	""	"Ratine ; frisée"	"Ratine ; frisée"	""	""	""	""	0	0	1	"matched (3)"
"Ratine"	"Ratine"	"6"	"6b"	"Sorte d'étoffe de laine croisée (Savary)"		""	""	""	"Ratine d'hollande"	"Ratine ; d'hollande"	""	""	""	""	0	0	1	"matched (3)"
"Raz ; du Maroc"	"Raz ; du Maroc"	"0"	"0b"	""		""	""	""	"Raz ; de Maroc"	"Raz ; du Maroc"	""	""	""	""	0	0	1	"matched (3)"
"Redingotes"	"Redingotes"	"8"	"8"	""		""	""	""	"Redingottes"	"Redingotes"	""	""	""	""	0	0	1	"matched (3)"
"Redon"	"Redon"	"…"	"…"	""		""	""	""	"Rudon"	"Redon"	""	""	""	""	0	0	1	"matched (3)"
"Rez ; de charrue"	"Rez"	"6"	"6"	""		""	""	"…"	"Rets de charues"	"Rez ; de charrue"	""	""	""	""	0	0	1	"matched (3)"
"Rez ; de charrue"	"Rez"	"6"	"6"	""		""	""	"…"	"Retz de charrüe"	"Rez ; de charrue"	""	""	""	""	0	0	1	"matched (3)"
