marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	nbr_lignes_fr
cordes de violons	Cordes ; à violons	Cordes ; à violons		vioolsnaren	violin strings	pounds		1	0	0	0					4
cordes et ecorces de tilleul	Cordes et écorces ; de tilleul	Cordes et écorces de tilleul		touwen (lindeschors)	ropes of linden bark	guilders		1	1	0	0					1
cordes vielles	Cordes ; vieilles	Cordes ; vieilles		oude scheepstouwen	old ship ropes	pounds		1	0	0	0					1
cordes, cables et ficelles	Cordes, cables et ficelles	Cordes, cables et ficelles		touwen, kabels en draden	ropes, cables and cords	pounds	cordages, cordes et ficelles	1	1	0	0					7
corinthes	Corinthes	Corinthes		krenten (corinthes)	currants (corinthes)	pounds		1	1	0	0					10
cornes appretés pour lanternes	Cornes ; de lanterne	Cornes ; de lanterne		hoorn (bereid voor lantarens)	horn for lanterns	guilders		1	1	0	0					17
cornes de boucs et chèvre	Cornes ; de boucs et chèves	Cornes ; de boucs et chèves		hoorn van bokken en geiten	horn of goats and billy goats	pounds		1	0	0	0					5
cornes de bœufs et vaches sans apprets	Cornes ; de bœuf	Cornes ; de bœuf		hoorn van ossen en koeien (zonder bereiding)	horns of oxes and cows	pieces		1	1	0	0					7
cornes de cerf	Cornes ; de cerf	Cornes ; de cerf		hertehoorn	hartshorn	pounds		1	1	0	0					2
cornes de vaches	Cornes ; de vaches	Cornes ; de vaches		hoorn (van koeiehoeven)	cow horns	guilders		1	0	0	0					2
cornichons et concombre en adobe	Cornichons	Cornichons		opgelegde komkommers en augurken	pickles	pounds		1	0	0	0					11
corps d'arbre brut	Corps d'arbres ; brut	Corps d'arbres ; brut		boomstammen (onbewerkt)	crude tree-trunks	feet		1	1	0	0					1
corps d'arbre reduit en pieds de gittes	Corps d'arbres ; reduit en pieds de gittes	Corps d'arbres ; reduit en pieds de gittes		boomstammen (onbewerkt)	crude tree-trunks	feetribbe	corps d'arbres bruts déclarés en pieds de gites	1	1	0	0					2
corps d'arbres	Corps d'arbres ;	Corps d'arbres ;		boomstammen (kleiner dan 20 voet)	tree-trunks	guilders		1	0	0	0					1
corps d'arbres de 20 à 30 pieds	Corps d'arbres ; de 20 à 30 pieds	Corps d'arbres ; de 20 à 30 pieds		boomstammen (20 tot 30 voet)	crude tree-trunks (20 to 30 feet)	feet		1	1	0	0					2
corps d'arbres de 30 à 40 pieds	Corps d'arbres ; de 30 à 40 pieds	Corps d'arbres ; de 30 à 40 pieds		boomstammen (30 tot 40 voet en meer)	crude tree-trunks (30 to 40 feet)	feet		1	1	0	0					4
corps d'arbres de 40 à 50 pieds	Corps d'arbres ; de 40 à 50 pieds	Corps d'arbres ; de 40 à 50 pieds		boomstammen (40 tot 50 voet)	crude tree-trunks (40 to 50 feet)	pieces		1	1	0	0					1
corps d'arbres de la longeur de 50 à 60 pieds	Corps d'arbres ; de la longeur de 50 à 60 pieds	Corps d'arbres ; de la longeur de 50 à 60 pieds		boomstammen (50 tot 60 voet)	crude tree-trunks (50 to 60 feet)	pieces		1	0	0	0					1
corps d'arbres en dessous de 20 pieds	Corps d'arbres ; en dessous de 20 pieds	Corps d'arbres ; en dessous de 20 pieds		boomstammen (kleiner dan 20 voet)	crude tree-trunks (less than 20 feet)	pieces		1	1	0	0					12
corps de juppe	Corps ; de jupe	Corps ; de jupe		corps de juppe	skirt bodices	guilders		1	0	0	0					1
corrois de fusils	Corrois ; de fusils	Corrois ; de fusils		geweld ijzer voor geweren	welded iron for rifles	pieces		1	1	0	0					24
cors de chasse et trompettes	Cors ; de chasse	Cors ; de chasse		blaasinstrumenten (koper)	bugles and trumpets	pieces	cors de chasse/cors de chasse et serpens	1	1	0	0					1
coton, sits et mousseline en balles	Coton ; sits et mousseline en balles	Coton ; sits et mousseline						0	0	0	0					3
coton, sitz et mouselin	Coton ; sits et mousseline	Coton ; sits et mousseline		katoen, sits en neteldoek door elkaar in balen	cotton, sits and muslin in bales	pieces		1	0	0	0					3
cotonnette	Cotonnette	Cotonnette		katoen (cotonnette)	cotonnette	pieces		1	1	0	0					2
cotton en laine	Coton ; en laine	Coton ; en laine		katoen (ruw)	crude cotton	pounds		1	1	0	0					3
cotton en meches pour chandelles	Coton ; en mêche	Coton ; en mêche		katoenen wieken voor kaarsen	cotton wicks for candles	pounds	meches de cotton pour chandelles et lampes	1	1	0	0					6
coulemens de terre	Coulemens de terre	Coulemens de terre		coulemens de terre	coulemens de terre	pieces		1	0	0	0					2
courtepointes	Courtepointe	Courtepointe		sierdekens (bedsprei)	decorative blankets	pieces		1	1	0	0					21
coussins à faire dentelle	Coussins ; à faire dentelle	Coussins ; à faire dentelle		kantkloskussen	lace pillow	pieces		1	0	0	0					5
couteaux de table	Couteaux ; de table	Couteaux ; de table		tafelmessen	table knives	pieces		1	0	0	0					1
couteaux garnis en argent	Couteaux ; garnis en argent	Couteaux ; garnis en argent		zilveren messen	silver knives	guilders		1	0	0	0					3
couteaux à couper paille et pour tanneurs	Couteaux ; à couper paille et pour tanneurs	Couteaux ; à couper paille et pour tanneurs		ijzer (looiers- en stromessen)	tanner's knives	guilders		1	0	0	0					1
coutils	Coutil	Coutil		tijk, goedkoop	cheap tick	guilders		1	1	0	0					1
couvertes d'etouppe	Couvertures ; d'etouppe	Couvertures ; d'etouppe		dekens (in hennepwerk of van mindere kwaliteit)	hemp blankets	guilders	couvertes d'etouppe de chanvre	1	1	0	0					1
couvertes d'etouppe de laine	Couvertures ; d'etouppe de laine	Couvertures ; d'etouppe de laine	woolen blankets	dekens (etouppe de laine)	blankets (etouppe de laine)	guilders		1	0	0	0					2
couvertes de cotton	Couvertures ; de coton	Couvertures ; de coton		dekens (katoen)	cotton blankets	pieces		1	1	0	0					1
couvertes de laine	Couvertures ; de laine	Couvertures ; de laine	woolen blankets	wollen dekens	woolen blankets	pieces		1	1	0	0					
couvertes de lisières	Couvertures ; de lisières	Couvertures ; de lisières		dekens (lisières)	blankets (lisières)	pieces		1	0	0	0					1
couvertes de locques	Couvertures ; de locques	Couvertures ; de locques		dekens (lappen)	blankets (rags)	pieces		1	0	0	0					58
couvertes pour chevaux	Couvertures ; pour chevaux	Couvertures ; pour chevaux		paardedekens	horse blankets	guilders		1	0	0	0					4
crabbes et geernaerts	Crabes et geenaerts	Crabes et geenaerts		krabben en garnalen	crabs and shrimps	ton	steur, crabben et gernaerts	1	0	0	0					11
crabbes et limaçons	Crabes et limaçons	Crabes et limaçons		krabben en zeeslakken	crabs and sea slugs	ton		1	1	0	0					5
cravattes de soye noire	Cravates ; de soie noire	Cravates ; de soie noire		dassen van zuivere zijde	ties in pure silk	guilders	bourses à cheveux et cravattes de soye noire	1	0	0	0					17
cravattes et mouchoirs de cotton	Cravates et mouchoirs de coton	Cravates et Mouchoir de coton		dassen en zakdoeken van katoen	ties and handkerchiefs in cotton	guilders		1	0	0	0					1
craye blanche	Craie ; blanche	Craie ; blanche		kleurstoffen (krijtwit)	white chalk	pounds		1	1	0	0					4
craye noir	Craie ; noire	Craie ; noire		kleurstoffen (zwart krijt)	black chalk	pounds		1	0	0	0					45
crefpon	Crêpon	Crépon						0	0	1	0					1
creppe	Crêpe	Crêpe		crêpe	crêpe	pieces		1	1	0	0					3
creppe de laine	Crêpe ; de laine	Crêpe ; de laine		wollen crêpe (floers)	woollen crêpe	pieces		1	1	0	0					8
creppe de laine / aune	Crêpe ; de laine	Crêpe ; de laine		wollen crêpe (floers) / el	woollen crêpe	guilders		1	1	0	0					1
creusets	Creusets	Creusets		kroezen	pots	pounds		1	0	0	0					1
creusets et figures de pierre	Creusets et figures de pierre	Creusets et figures de pierre		aarden beeldjes en kroezen	earthen sculptures and pots	pieces		1	0	0	0					4
crible et bulteau de moulins	Cribles et bulteau de moulins	Cribles et bulteau de moulins		molens, onderdelen	parts for mills	guilders		1	0	0	0					1
crin de cheval	Crin ; de cheval	Crin ; de cheval		paardehaar	horsehair	pounds	crin de cheval et queux de vaches	1	1	0	0					1
crin de cheval ouvré	Ouvrages ; de crin de cheval	Crin ; de cheval ouvré		paardehaar (bewerkt)	processed horsehair	guilders	ouvrage de crin	1	1	0	0					4
cristal cru	Cristal ; brut	Cristal ; brut		kristal (onbewerkt)	unprocessed crystal	pounds		1	0	0	0					4
cristal ouvré	Cristal ; taillé	Cristal ; taillé		kristal (bewerkt) / waarde	processed crystal	guilders		1	1	0	0					1
crockvisch	Crockvisch	Crockvisch		crockvisch	crockvisch	pieces		1	0	0	0					8
crocus	Crocus	Crocus		drogerij (crocus)	drugs (crocus)	pounds		1	0	0	0					1
crons et débris de maisons	Crons et débris de maisons	Crons et débris de maisons		afbraakmateriaal	demolition material	last	debris de maison	1	1	0	0					1
cruches	Cruches	Cruches										1				4
crème de tartre	Crème ; de tartre	Crème ; de tartre		wijnsteenpoeder	cream of tartar	pounds		1	1	0	0					5
crêpe de soye	Étoffe ; de soie ; crêpe	Étoffe ; de soie ; crêpe		zijden crêpe	silk crêpe	ell		1	1	0	0					1
crêpe pour chapeaux	Crêpe ; pour chapeaux	Crêpe ; pour chapeaux		crêpe voor hoeden	crêpe for hats	guilders		1	0	0	0					7
cuirasses	Cuirasses	Cuirasses		harnassen	armours	pieces		1	0	0	0					8
cuirs crûs et à poil	Cuirs ; crûs et à poil	Cuirs ; crus et à poil		leder (onbewerkt en behaard)	leather (unprocessed and with hair)	pieces		1	1	0	0					
cuirs d'Espagne	Cuirs ; d'Espagne	Cuirs ; d'Espagne		leder (spaans)	Spanish leather	pounds		1	0	0	0					
cuirs d'Espagne dit Maroquin	Cuirs ; d'Espagne dit Maroquin	Cuirs ; d'Espagne dit Maroquin		marokijnleder	Maroquin leather	pounds	cuirs de Turquie en Maroquin	1	1	0	0					
cuirs d'Hongrie	Cuirs ; d'Hongrie	Cuirs ; de Hongrie		leder (hongaars)	Hungarian leather	pounds		1	0	0	0					
cuirs d'Irlande	Cuirs ; d'Irlande	Cuirs ; d'Irlande		leder (Iers)	Irish leather	pieces		1	0	0	0					3
cuirs de Prusse	Cuirs ; de Prusse	Cuirs ; de Prusse		leder (pruisisch)	Prussian leather	pounds	cuirs rouge de Prusse	1	0	0	0					2
cuirs de Roussi	Cuirs ; de Russie	Cuirs ; de Russie	Russia leather	juchtleer (Russisch)	Russia leather	pounds	cuirs de Roussie	1	1	0	0					1
cuirs de Turqie	Cuirs ; de Turqie	Cuirs ; de Turqie		leder (turks)	Turkish leather	pounds		1	0	0	0					2
cuirs de moscovie	Cuirs ; de moscovie	Cuirs ; de moscovie	Russia leather	leder (moscovie)	Moscovian leather	pounds	cuirs de Russie et moscovie	1	0	0	0					2
cuirs dorés	Cuirs ; dorés	Cuir ; doré		verguld leder	gilded leather	guilders	cuirs doré fabrique du pays	1	1	0	0					2
cuirs dorés vieux	Cuirs ; dorés vieux	Cuirs ; dorés vieux		verguld leder (oud)	old gilded leather	guilders		1	0	0	0					1
cuirs pour soufflets	Cuirs ; pour soufflets	Cuirs ; pour soufflets		leder (voor blaasbalgen)	leather (for bellows)	pieces		1	0	0	0					1
cuirs salés à poil	Cuirs ; salés à poil	Cuirs ; salés à poil		leder (gezouten en behaard)	leather (salted and with hair)	pieces		1	1	0	0					19
cuirs secs et salé	Cuirs ; secs et salé	Cuirs ; secs et salé		leder (gedroogd en gezouten)	leather (dried and salted)	pieces		1	1	0	0					2
cuirs secs à poil	Cuirs ; secs à poil	Cuirs ; secs à poil		leder (gedroogd en behaard)	leather (dried and with hair)	pieces		1	1	0	0					2
cuirs tannés pour empeignes	Cuirs ; tannés pour empeignes	Cuirs ; tannés pour empeignes		leder (gelooid voor bovenschoenen)	leather (tanned for shoe uppers)	pieces	cuirs d''empeigne	1	1	0	0					3
cuirs tannés pour semelles	Cuirs ; tannés pour semelles	Cuirs ; tannés pour semelles		leder (gelooid voor zolen)	leather (tanned for soles)	pounds		1	1	0	0					1
cuisses d'oye en adobe	Cuisses ; d'oie en adobe	Cuisses ; d'oie en adobe		ganzebouten in saus	goose-legs in sauce	pieces (geschrapt)		1	0	0	0					6
cuivre cru en masse	Cuivre ; cru en masse	Cuivre ; cru en masse		koper (en masse)	copper (en masse)	pounds		1	0	0	0					6
cuivre crû	Cuivre ; crû	Cuivre ; crû		kopererts	copper ore	pounds		1	0	0	0					3
cuivre crû en bloc	Cuivre ; crû en bloc	Cuivre ; crû en bloc		koper (ruwe blokken)	copper (raw logs)	pounds		1	1	0	0					2
cuivre crü ou en plattes	Cuivre ; crü ou en plattes	Cuivre ; crü ou en pLatte		koper (ruw of in platen)	copper (unwrought or in plates)	pounds		1	1	0	0					5
cuivre de Namur	Cuivre ; de Namur	Cuivre ; de Namur		koper van Namen	copper from Namur	pounds		1	0	0	0					4
cuivre en masse	Cuivre ; en masse	Cuivre ; en masse		koper (in bulk)	copper (in bulk)	pounds		1	1	0	0					1
cuivre en plattes	Cuivre ; en plattes	Cuivre ; en pLatte		koper (in platen)	copper (in plates)	pounds		1	1	0	0					8
cuivre jaune	Cuivre ; jaune	Cuivre ; jaune						0	0	0	0					23
cuivre jaune avec calamine	Cuivre ; jaune avec calamine	Cuivre ; jaune avec calamine		koper (geel, met majesteits kalamijn)	copper (yellow, with majesty calamine)	pounds		1	0	0	0					4
cuivre jaune en bloc	Cuivre ; jaune en bloc	Cuivre ; jaune en bloc		koper (geel in blokken)	copper (yellow blocks)	pounds		1	0	0	0					5
cuivre jaune en cloux	Cuivre ; jaune en cloux	Cuivre ; jaune en cloux	nails	koper (geel, spijkers)	copper (yellow, nails)	pounds		1	0	0	0					1
cuivre jaune en plattes	Cuivre ; jaune en plattes	Cuivre ; jaune en pLatte		koper (geel in platen)	copper (yellow plates)	pounds		1	1	0	0					1
cuivre jaune fondu	Cuivre ; jaune fondu	Cuivre ; jaune fondu		koper (geel, gegoten)	copper (yellow, cast)	pounds	cuivre jaune coulé	1	0	0	0					1
cuivre jaune ouvré	Ouvragres ; de cuivre jaune	Cuivre ; jaune ouvré		koper (geel, bewerkt)	copper (yellow, worked)	pounds		1	1	0	0					1
cuivre ouvré	Ouvrages ; de cuivre	Cuivre ; ouvré		koper (bewerkt)	copper (worked)	pounds		1	1	0	0					1
cuivre rouge crû ou en blocs, pour Namur	Cuivre ; rouge crû ou en blocs, pour Namur	Cuivre ; rouge crü ou en blocs, pour Namur		koper (rood, ruw of blokken, voor namen)	copper (red, raw or blocks, for Namur)	pounds		1	1	0	0					2
cuivre rouge en chaudrons	Cuivre ; rouge en chaudrons	Cuivre ; rouge en chaudrons		koper (rood, ketels)	copper (red, kettles)	pounds		1	1	0	0					2
cuivre rouge en masse pour être raffiner	Cuivre ; rouge en masse pour être raffiner	Cuivre ; rouge en masse pour être raffiner		koper (rood, in bulk voor raffinage)	copper (red, in bulk for refining)	pounds		1	0	0	0					16
cuivre rouge en plattes	Cuivre ; rouge en plattes	Cuivre ; rouge en pLatte		koper (rood in platen)	copper (red plates)	pounds		1	1	0	0					12
cuivre rouge ouvré	Cuivre ; rouge ouvré	Ouvrage ; de cuivre rouge		koper (rood, bewerkt)	copper (red, worked)	pounds		1	1	0	0					10
culottes de peaux	Culottes ; de peau	Culottes ; de peau		lederen broeken	leather pants	guilders		1	1	0	0					1
culottes de toille	Culottes ; de toile	Culottes ; de toile	expensive linen cloth	lijnwaad (broeken)	linen trousers	guilders		1	0	0	0					16
curcuma	Curcuma	Curcuma		kleurstoffen (indiase saffraan, curcuma)	turmeric	pounds		1	1	0	0					18
cédrat confit/zeste confit	Cédras ; zeste confit	Cédrat ; zeste confit										1				
dades	Dattes	Dattes		dadels	dates	pounds		1	1	0	0					1
dades et pistaches	Dattes et pistaches	Dattes et pistaches		dadels en pistaches	dates and pistachios	pounds		1	1	0	0					2
dattes	Dattes	Dattes						0	0	1	0					2
dauphine	Dauphine	Étoffe ; de laine ; dauphine		laken (dauphines)	dauphine	guilders		1	0	0	0					2
debris de vaisseaux et vieux ouvrages de charpente	Debris de vaisseaux et vieux ouvrages de charpente	debris de vaisseaux et vieux Ouvrage de charpente		hout (oud)	old wood	guilders		1	0	0	0					6
dentelle de fil	Dentelle ; de fil	Dentelle ; de fil		kant (linnen)	lace (linen)	guilders	dentelle de fil et entoillage	1	1	0	0					1
dentelles d'or et d'argent	Dentelle ; d'or et d'argent	Dentelle ; d'or et d'argent		kant (goud en zilver)	lace (gold and silver)	guilders	dentelle d'argent	1	0	0	0					1
dentelles d'or et d'argent faux	Dentelle ; d'or et d'argent ; faux	Dentelle ; d'or et d'argent ; faux		kant (vals goud en zilver)	lace (fake gold and silver)	guilders		1	0	0	0					1
dentelles de soye et blondes	Dentelle ; de soie et blondes	Dentelle ; de soie et blondes		kant (zijde- en blonde)	lace (silk and blonde)	guilders	dentelle et blonde de soye	1	1	0	0					1
dents ; d'elephant	Dents ; d'éléphant	Dents ; d'éléphant						0	0	1	0					1
dents d'éléphans	Dents ; d'éléphant	Dents ; d'éléphant		ivoor (ruw, in tanden)	elephant tusks	guilders		1	0	0	0					1
derle	Derle	Derle		aarde (derle)	derle	last		1	1	0	0					1
desseins de papier	Desseins de papier	Desseins de papier		papieren tekeningen	paper drawings	guilders		1	0	0	0					1
devants de vestes	Devants de vestes	Devants de vestes		voorpanden van onderhemden	fronts of vests	guilders	devants de veste de trippe	1	1	0	0					8
dimit	Dimit	Dimit		dimit	dimit	ell		1	0	0	0					3
dindes	Dindes	Dindes		kalkoen	turkey	pieces		1	0	0	0					1
divers gros et menus ouvrages de bois	Divers gros et menus ouvrages de bois	Divers gros et menus Ouvrage de bois		houtwerk (groot en klein door elkaar)	mixed woodwork	guilders		1	1	0	0					1
doublures de martre pour habits	Doublures de martre pour habits	Doublures de martre pour Habit		bontwerk, marter	fur goods, marten	guilders		1	0	0	0					2
douel	Douelles	Douelles	expensive linen cloth	lijnwaad (douel)		ell		1	1	0	0					10
douves de deux pouces	Douves ; de deux pouces	Douves ; de deux pouces		duigen van 2 duim	duigen van 2 duim	feet		1	0	0	0					4
drache	Draches	Draches		draf en hef van het bier (drache)	beer dregs (drache)	guilders		1	0	0	0					1
drache de bierre	Draches ; de bierre	Draches ; de bierre		draf en hef van het bier (drache)	beer dregs (drache)	guilders		1	1	0	0					4
dragonnes	Dragonnes	Dragonnes		dragonnes	dragonnes	pieces		1	0	0	0					12
drap blanc de Bremer	Drap ; blanc de Bremer	Drap ; blanc de Bremer		laken (wit de bremer) / el	white cloth from Bremen	guilders		1	0	0	0					5
drap de castor	Drap ; de castor	Drap ; de castor		laken (de castor, kaal)	broadcloth 'de castor' without hair	guilders		1	1	0	0					7
drap de lit	Drap ; de lit	Drap ; de lit		beddelakens	sheets	paar		1	0	0	0					1
drap du Nord blanc	Drap ; du Nord blanc	Drap ; du Nord blanc		laken (drap du nord, wit)	white Nordic broadcloth	guilders		1	0	0	0					1
drap du Nord mellé	Drap ; du Nord mellé	Drap ; du Nord mellé		laken (drap du nord, gemengd)	mixed Nordic broadcloth	ell		1	0	0	0					1
drap du Nord teint	Drap ; du Nord teint	Drap ; du Nord teint		laken (drap du nord, geverfd)	dyed Nordic broadcloth	guilders		1	0	0	0					2
drapeaux	Drapeaux	Drapeaux		vlaggen	flags	guilders	drapaux	1	0	0	0					2
draps	Drap	Drap	woolen fabrics	laken	broadcloth	ell	drap sans dénomination	1	0	0	0					3
draps blancs	Drap ; blancs	Drap ; blancs	woolen fabrics	laken (wit)	white broadcloth	pieces		1	1	0	0					1
draps blancs d'Espagne	Drap ; blancs d'Espagne	Drap ; blancs d'Espagne	woolen fabrics	laken (wit spaans)	white Spanish broadcloth	guilders		1	0	0	0					3
draps blancs d'Hollande	Drap ; blancs d'Hollande	Drap ; blancs de Hollande	woolen fabrics	laken (wit hollands)	white cloth from Holland	ell		1	0	0	0					10
