marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	nbr_lignes_fr_bis
Toile ; d'Aman	Toile	6	6d				0
Toile ; d'amant	Toile	6	6d				0
Toile ; d'Amat	Toile	6	6d				0
Toile ; d'Angers	Toile	6	6				0
Toile ; d'Antal	Toile	6	6				0
Toile ; d'antal	Toile	6	6				0
Toile ; d'Antioche	Toile	6	6d				0
Toile ; d'antioche	Toile	6	6d				
Toile ; d'azar	Toile	6	6				0
Toile ; d'ecripe	Toile	6	6a				0
Toile ; d'emballage		6	6a				0
Toile ; d'étoupe	Toile	6	6				0
Toile ; d'étoupe ; de chanvre	Toile	6	6a				0
Toile ; d'étoupe ; de lin	Toile	6	6a				0
Toile ; d'étoupe et de chanvre		6	6a				0
Toile ; d'étoupes et de chanvre	Toile	6	6		6	6	
Toile ; d'Irlande		6	6				0
Toile ; damassée	Toile	6	6a		6	6a	0
Toile ; de 3 aunes de largeur et en dessus	Toile	6	6a				
Toile ; de 3 aunes pour nappes	Toile	6	6				
Toile ; de Barbesieux	Toile	6	6				0
Toile ; de Barrois	Toile	6	6				0
Toile ; de Bretagne	Toile	6	6a				0
Toile ; de Bretagne ; à carreaux	Toile	6	6a				0
Toile ; de Bretagne ; à voile	Toile	6	6a				0
Toile ; de Bretagne ; bas brin	Toile	6	6a				0
Toile ; de Bretagne ; blanche	Toile	6	6a				0
Toile ; de Bretagne ; cirée	Toile	6	6a				0
Toile ; de Bretagne ; crée large	Toile	6	6a				0
Toile ; de Bretagne ; crue	Toile	6	6a				0
Toile ; de Bretagne ; d'anne	Toile	6	6a				0
Toile ; de Bretagne ; d'aune	Toile	6	6a				0
Toile ; de Bretagne ; d'Olonne	Toile	6	6a				0
Toile ; de Bretagne ; de balle	Toile	6	6a				0
Toile ; de Bretagne ; de bas brin	Toile	6	6a				0
Toile ; de Bretagne ; de Boutdave	Toile	6	6a				0
Toile ; de Bretagne ; de Boutivy	Toile	6	6a				0
Toile ; de Bretagne ; de brin	Toile	6	6a				0
Toile ; de Bretagne ; de chanvre	Toile	6	6a				0
Toile ; de Bretagne ; de Combourg	Toile	6	6a				1
Toile ; de Bretagne ; de couleur	Toile	6	6a				0
Toile ; de Bretagne ; de Dinant	Toile	6	6a				0
Toile ; de Bretagne ; de Fils	Toile	6	6a				0
Toile ; de Bretagne ; de Fougere	Toile	6	6a				0
Toile ; de Bretagne ; de Fougère	Toile	6	6a				0
Toile ; de Bretagne ; de fougère	Toile	6	6a				0
Toile ; de Bretagne ; de halle	Toile	6	6a				0
Toile ; de Bretagne ; de haut brin	Toile	6	6a				0
Toile ; de Bretagne ; de hutte	Toile	6	6a				0
Toile ; de Bretagne ; de Landerneau	Toile	6	6a				0
Toile ; de Bretagne ; de Langernau	Toile	6	6a				
Toile ; de Bretagne ; de Languenan	Toile	6	6a				0
Toile ; de Bretagne ; de Leon	Toile	6	6a				0
Toile ; de Bretagne ; de Lombourg	Toile	6	6a				0
Toile ; de Bretagne ; de Lucarnon	Toile	6	6a				0
Toile ; de Bretagne ; de mantoncour	Toile	6	6a				0
Toile ; de Bretagne ; de Mayenne	Toile	6	6a				0
Toile ; de Bretagne ; de ménage	Toile	6	6a				0
Toile ; de Bretagne ; de Montagne	Toile	6	6a				0
Toile ; de Bretagne ; de Morlagne	Toile	6	6a				0
Toile ; de Bretagne ; de Morlaix	Toile	6	6a				0
Toile ; de Bretagne ; de Mortagne	Toile	6	6a				0
Toile ; de Bretagne ; de Pontiny	Toile	6	6a				0
Toile ; de Bretagne ; de Pontivy	Toile	6	6a				0
Toile ; de Bretagne ; de Pouldavi	Toile	6	6a				0
Toile ; de Bretagne ; de Pouldavy	Toile	6	6a				0
Toile ; de Bretagne ; de Quintin	Toile	6	6a				0
Toile ; de Bretagne ; de rondelette	Toile	6	6a				0
Toile ; de Bretagne ; de rosconne	Toile	6	6a				4
Toile ; de Bretagne ; de rousse	Toile	6	6a				0
Toile ; de Bretagne ; de S Mais	Toile	6	6a				0
Toile ; de Bretagne ; de Savigny	Toile	6	6a				0
Toile ; de Bretagne ; de St Georges	Toile	6	6a				0
Toile ; de Bretagne ; de St. Georges	Toile	6	6a				0
Toile ; de Bretagne ; de Vimoutiers	Toile	6	6a				0
Toile ; de Bretagne ; diverse	Toile	6	6a				
Toile ; de Bretagne ; diverses	Toile	6	6a				
Toile ; de Bretagne ; entre large	Toile	6	6a				0
Toile ; de Bretagne ; étroite	Toile	6	6a				0
Toile ; de Bretagne ; gracienne	Toile	6	6a				0
Toile ; de Bretagne ; gris	Toile	6	6a				0
Toile ; de Bretagne ; grise	Toile	6	6a				0
Toile ; de Bretagne ; gros brin	Toile	6	6a				0
Toile ; de Bretagne ; large	Toile	6	6a				0
Toile ; de Bretagne ; ouvrée	Toile	6	6a				0
Toile ; de Bretagne ; peinte	Toile	6	6a				0
Toile ; de Bretagne ; raxonne	Toile	6	6a				0
Toile ; de Bretagne ; rayée	Toile	6	6a				0
Toile ; de Bretagne ; reforme	Toile	6	6a				0
Toile ; de Bretagne ; rouge et bleue	Toile	6	6a				0
Toile ; de Bretagne ; rousse	Toile	6	6a				0
Toile ; de Bretagne ; serpillère	Toile	6	6a				
Toile ; de Bretagne ; serpillière		6	6a				0
Toile ; de Bretagne ; vitrée	Toile	6	6a				0
Toile ; de Bruges	Toile	6	6a		6	6a	0
Toile ; de Cambrais	Toile	6	6a				0
Toile ; de Cambray		6	6a				0
Toile ; de capiton	Toile	6	6				0
Toile ; de chanvre	Toile	6	6a				0
Toile ; de chanvre ; ?	Toile	6	6a				
Toile ; de chanvre ; à voile	Toile	6	6a				0
Toile ; de chanvre ; blanche	Toile	6	6a				0
Toile ; de chanvre ; d'emballage		6	6a				0
Toile ; de chanvre ; de coutil	Toile	6	6a				0
Toile ; de chanvre ; diverse	Toile	6	6a				0
Toile ; de chanvre ; diverses	Toile	6	6a				
Toile ; de chanvre ; fine	Toile	6	6a				0
Toile ; de chanvre ; grosse		6	6a				0
Toile ; de chanvre ; lerue	Toile	6	6a				0
Toile ; de chanvre ; loutil	Toile	6	6a				0
Toile ; de chanvre ; trillin	Toile	6	6a				0
Toile ; de chasse		6	6				0
Toile ; de Château-Gontier	Toile	6	6a				0
Toile ; de Cholet	Toile	6	6a				0
Toile ; de Comté	Toile	6	6a				0
Toile ; de cordat	Toile	6	6				0
Toile ; de coton	Toile	6	6d				26
Toile ; de coton ; ?	Toile	6	6d				
Toile ; de coton ; à carreaux		6	6d				0
Toile ; de coton ; antoine		6	6d				0
Toile ; de coton ; basin	Toile	6	6d				0
Toile ; de coton ; basinette		6	6d				0
Toile ; de coton ; blanc	Toile	6	6d		6	6d	
Toile ; de coton ; blanche		6	6d				0
Toile ; de coton ; blanche bas prix	Toile	6	6d		6	6d	
Toile ; de coton ; brochée		6	6d				0
Toile ; de coton ; corroyée		6	6d				0
Toile ; de coton ; cotonnette		6	6d				0
Toile ; de coton ; De piémont	Toile	6	6d				
Toile ; de coton ; des Indes	Toile	6	6d				0
Toile ; de coton ; divers	Toile	6	6d				0
Toile ; de coton ; diverses	Toile	6	6d				
Toile ; de coton ; du Levant	Toile	6	6d				0
Toile ; de coton ; du Piémont		6	6d				0
Toile ; de coton ; fulaine	Toile	6	6d				
Toile ; de coton ; futaine		6	6d				0
Toile ; de coton ; imprimée	Toile	6	6d		6	6d	0
Toile ; de coton ; imprimée bas prix	Toile	6	6d		6	6d	
Toile ; de coton ; imprimée haut prix	Toile	6	6d		6	6d	
Toile ; de coton ; mousseline	Toile	6	6d				0
Toile ; de coton ; Nankin	Toile	6	6d				
Toile ; de coton ; peinte	Toile	6	6d		6	6d	0
Toile ; de coton ; peinte et imprimée	Toile	6	6d		6	6d	0
Toile ; de coton ; peinte, peignée et imprimée	Toile	6	6d		6	6d	0
Toile ; de coton ; persiste		6	6d				0
Toile ; de coton ; piquée		6	6d				0
Toile ; de coton ; rayé	Toile	6	6d		6	6d	
Toile ; de coton ; rayée		6	6d				1
Toile ; de coton ; teinte		6	6d				0
Toile ; de coton à imprimer	Toile	6	6d				
Toile ; de coton et soie		6	6d				0
Toile ; de coton piquée	Toile	6	6d		6	6d	
Toile ; de coton teinte bas prix	Toile	6	6d		6	6d	
Toile ; de coton teinte haut prix	Toile	6	6d		6	6d	
Toile ; de coton, mousseline et Nankin		6	6d				0
Toile ; de coton, mousseline et nankin	Toile	6	6d				7
Toile ; de coton, mousseline, Nankin et des indes		6	6d				9
Toile ; de coton, mousseline, nankin et des indes	Toile	6	6d				
Toile ; de cottray	Toile	6	6a				
Toile ; de couleur	Toile	6	6				0
Toile ; de Courtrai		6	6a				0
Toile ; de crin	Toile	6	6				0
Toile ; de fil	Toile	6	6a				0
Toile ; de fil ; basin		6	6d				0
Toile ; de fil ; blanche		6	6a				0
Toile ; de fil ; commune		6	6a				0
Toile ; de fil ; coutil		6	6a				0
Toile ; de fil de coton ; siamoise	Toile	6	6d				42
Toile ; de fil de coton ; siamoise ; imprimée		6	6d				0
Toile ; de fil de coton ; siamoise ; teinte		6	6d				0
Toile ; de fil et coton	Toile	6	6d				45
Toile ; de fil et coton ; basin		6	6d				0
Toile ; de fil et coton ; blanche		6	6d				0
Toile ; de fil et coton ; Diverses	Toile	6	6d				
Toile ; de fil et coton ; diverses	Toile	6	6d				
Toile ; de fil et coton ; iamoise ; blanche		6	6d				0
Toile ; de fil et coton ; imprimée		6	6d				0
Toile ; de fil et coton ; Siamoise	Toile	6	6d				
Toile ; de fil et coton ; siamoise		6	6d				0
Toile ; de fil et coton ; siamoise ; imprimée		6	6d				0
Toile ; de fil et coton ; siamoise ; teinte		6	6d				0
Toile ; de fil et coton ; teinte		6	6d				0
Toile ; de fil et de coton dite Sciamoise	Toile	6	6d		6	6	
Toile ; de Flandre	Toile	6	6a				0
Toile ; de France	Toile	6	6				0
Toile ; de Grenoble	Toile	6	6				0
Toile ; de Guingamp		6	6				0
Toile ; de Hollande		6	6				0
Toile ; de Laval	Toile	6	6				0
Toile ; de Levant	Toile	6	6d				
Toile ; de Levant ; divers	Toile	6	6d				
Toile ; de Lille	Toile	6	6				0
Toile ; de lin	Toile	6	6a				0
Toile ; de lin ;  commune		6	6a				0
Toile ; de lin ; à doubler		6	6a				0
Toile ; de lin ; à matelas		6	6a				0
Toile ; de lin ; au lait	Toile	6	6a				0
Toile ; de lin ; batiste	Toile	6	6a				0
Toile ; de lin ; Beauvais	Toile	6	6a				0
Toile ; de lin ; blanche		6	6a				0
Toile ; de lin ; brochée	Toile	6	6a				0
Toile ; de lin ; Cholet	Toile	6	6a				
Toile ; de lin ; cirée		6	6a				0
Toile ; de lin ; claire		6	6a				0
Toile ; de lin ; claire et gaze		6	6a				0
Toile ; de lin ; commune	Toile	6	6a				0
Toile ; de lin ; coutil		6	6a				0
Toile ; de lin ; crue	Toile	6	6a				0
Toile ; de lin ; d'Abbeville	Toile	6	6a				0
Toile ; de lin ; d'Alençon	Toile	6	6a				0
Toile ; de lin ; d'Hollande	Toile	6	6a				
Toile ; de lin ; de Beauvais	Toile	6	6a				0
Toile ; de lin ; de bernay	Toile	6	6a				0
Toile ; de lin ; de Cambrais	Toile	6	6a				0
Toile ; de lin ; de Cambray	Toile	6	6a				0
Toile ; de lin ; de Cholet	Toile	6	6a				0
Toile ; de lin ; de Flandre	Toile	6	6a				0
Toile ; de lin ; de Frise	Toile	6	6a				0
Toile ; de lin ; de Gand	Toile	6	6a				0
Toile ; de lin ; de Hollande		6	6a				0
Toile ; de lin ; de Laval	Toile	6	6a				0
Toile ; de lin ; de Lille	Toile	6	6a				0
Toile ; de lin ; de Marigny		6	6a				0
Toile ; de lin ; de Pinon	Toile	6	6a				0
Toile ; de lin ; de Rouen	Toile	6	6a				0
Toile ; de lin ; de Russie	Toile	6	6a				0
Toile ; de lin ; de Senlis	Toile	6	6a				0
Toile ; de lin ; de Servins	Toile	6	6a				0
Toile ; de lin ; de St. Malo	Toile	6	6a				0
Toile ; de lin ; de St. Quentin	Toile	6	6a				0
Toile ; de lin ; de Troyes	Toile	6	6a				0
Toile ; de lin ; de Valenciennes	Toile	6	6a				0
Toile ; de lin ; divers	Toile	6	6a				0
Toile ; de lin ; diverses	Toile	6	6a				0
Toile ; de lin ; écrue		6	6a				0
Toile ; de lin ; fine		6	6a				0
Toile ; de lin ; fine ; de Cambrais		6	6a				0
Toile ; de lin ; fine ; de Hollande		6	6a				0
Toile ; de lin ; fine ; de Valencienne		6	6a				0
Toile ; de lin ; fine de Cambrais	Toile	6	6a				
Toile ; de lin ; fine de Hollande	Toile	6	6a				
Toile ; de lin ; fine de Valencienne	Toile	6	6a				
Toile ; de lin ; gingas		6	6a				0
Toile ; de lin ; gommée		6	6a				0
Toile ; de lin ; grise	Toile	6	6a				0
Toile ; de lin ; grise et ardoisée		6	6a				0
Toile ; de lin ; grosse	Toile	6	6a				0
Toile ; de lin ; grosse pointe	Toile	6	6a				0
Toile ; de lin ; imprimée	Toile	6	6a				0
Toile ; de lin ; indigo		6	6a				0
Toile ; de lin ; linge ; de table		6	6a				0
Toile ; de lin ; linon	Toile	6	6a				0
Toile ; de lin ; linon ; brodée		6	6a				0
Toile ; de lin ; ouvré	Toile	6	6a				
Toile ; de lin ; ouvrée	Toile	6	6a				0
Toile ; de lin ; platille	Toile	6	6a				0
Toile ; de lin ; rayée	Toile	6	6a		6	6a	0
Toile ; de lin ; rayée et teinte	Toile	6	6a		6	6a	0
Toile ; de lin ; Royale	Toile	6	6a				
Toile ; de lin ; royale		6	6a				0
Toile ; de lin ; teinte		6	6a				0
Toile ; de lin ; toilette		6	6a				0
Toile ; de lin blanche haut prix	Toile	6	6a		6	6a	
Toile ; de lin et chanvre	Toile	6	6a				87
Toile ; de lin et chanvre ; diverse	Toile	6	6a				
Toile ; de lin et chanvre ; diverses	Toile	6	6a				
Toile ; de lin et de chanvre		6	6a				0
Toile ; de lin grise	Toile	6	6a		6	6a	
Toile ; de lin grise et ardoisée	Toile	6	6a		6	6a	
Toile ; de lin teinte	Toile	6	6a		6	6a	
Toile ; de lin teinte bas prix	Toile	6	6a		6	6a	
Toile ; de lin teinte haut prix	Toile	6	6a		6	6a	
Toile ; de lin teinte pour coiffes de chapeaux	Toile	6	6a		6	6a	
Toile ; de lin teinte pour mouchoirs	Toile	6	6a		6	6a	
Toile ; de Lyon	Toile	6	6				0
Toile ; de Marigny	Toile	6	6a				0
Toile ; de ménage	Toile	6	6				1
Toile ; de montagne	Toile	6	6				0
Toile ; de Mortagne	Toile	6	6				
Toile ; de Moûtiers	Toile	6	6a				0
Toile ; de Nanquin	Toile	6	6		6	6	
Toile ; de Piémont	Toile	6	6				0
Toile ; de ploc	Toile	6	6				0
Toile ; de Poméranie		6	6a				0
Toile ; de Rosconne	Toile	6	6				0
Toile ; de Rouen	Toile	6	6				0
Toile ; de Russie		6	6				0
Toile ; de Saintonge	Toile	6	6				0
Toile ; de Silésie	Toile	6	6a		6	6a	0
Toile ; de St Georges	Toile	6	6				0
Toile ; de Suisse	Toile	6	6				0
Toile ; de Valenciennes	Toile	6	6a				0
Toile ; découpée	Toile	6	6				0
Toile ; des Indes		6	6d				0
Toile ; des Indes ; ?	Toile	6	6d				
Toile ; des Indes ; bajutapeau		6	6d				0
Toile ; des Indes ; Bajutapeaux	Toile	6	6d				
Toile ; des Indes ; Bandanas	Toile	6	6d				0
Toile ; des Indes ; Bayette	Toile	6	6d				
Toile ; des Indes ; bayette		6	6d				0
Toile ; des Indes ; Bétilles	Toile	6	6d				0
Toile ; des Indes ; Biranpeaux	Toile	6	6d				4
Toile ; des Indes ; Brantes	Toile	6	6d				0
Toile ; des Indes ; Brauls	Toile	6	6d				0
Toile ; des Indes ; Cachelats	Toile	6	6d				2
Toile ; des Indes ; Cachelis	Toile	6	6d				0
Toile ; des Indes ; Caladaris	Toile	6	6d	Toile de coton rayée qui vient des Indes orientales (Dictionnaire portatif de commerce, 1770)			0
Toile ; des Indes ; Chafelas	Toile	6	6d				0
Toile ; des Indes ; Chouclas	Toile	6	6d				0
Toile ; des Indes ; coupis	Toile	6	6d				0
Toile ; des Indes ; divers	Toile	6	6d				
Toile ; des Indes ; diverses	Toile	6	6d				0
Toile ; des Indes ; Gastas	Toile	6	6d				0
Toile ; des Indes ; Guinée blanche	Toile	6	6d				
Toile ; des Indes ; guinée blanche		6	6d				0
Toile ; des Indes ; Guinée blanche et bleue	Toile	6	6d				
Toile ; des Indes ; guinée blanche et bleue		6	6d				0
Toile ; des Indes ; Indienne	Toile	6	6d				
Toile ; des Indes ; Korola	Toile	6	6d				0
Toile ; des Indes ; liménéas	Toile	6	6d				0
Toile ; des Indes ; Meganepeau		6	6d				0
Toile ; des Indes ; Meganepeaux	Toile	6	6d				
Toile ; des Indes ; mousseline	Toile	6	6d				0
Toile ; des Indes ; Nankin	Toile	6	6d				
Toile ; des Indes ; Néganépane	Toile	6	6d				0
Toile ; des Indes ; Nicanéas	Toile	6	6d				2
Toile ; des Indes ; Nilas	Toile	6	6d				0
Toile ; des Indes ; Perle	Toile	6	6d				
Toile ; des Indes ; Perse		6	6d				0
Toile ; des Indes ; Perse du commerce étranger	Toile	6	6d				
Toile ; des Indes ; Photes	Toile	6	6d				0
Toile ; des Indes ; Platille	Toile	6	6d				0
Toile ; des Indes ; Ricanias	Toile	6	6d				0
Toile ; des Indes ; Romalis	Toile	6	6d				0
Toile ; des Indes ; Shetas	Toile	6	6d				0
Toile ; des Indes ; Slatille	Toile	6	6d				
Toile ; des Indes ; Taffetas	Toile	6	6d				0
Toile ; des Indes ; Tapse	Toile	6	6d				0
Toile ; des Indes ; Tapsels	Toile	6	6d				0
Toile ; des Indes ; Tepaye	Toile	6	6d				0
Toile ; dessinée		6	6				0
Toile ; dite drol et drouel	Toile	6	6a		6	6a	0
Toile ; divers	Toile	6	6				
Toile ; diverse	Toile	6	6a		6	6a	
Toile ; diverses	Toile	6	6				
Toile ; du Béarn	Toile	6	6				0
Toile ; du Levant		6	6d				0
Toile ; du pays	Toile	6	6				0
Toile ; dure	Toile	6	6				0
Toile ; écru, grise et ardoisée	Toile	6	6a				0
Toile ; écrue		6	6				0
Toile ; écrue pour essuie mains	Toile	6	6a		6	6	
Toile ; écrues		6	6a				0
Toile ; embabis	Toile	6	6				0
Toile ; en fair		6	6				0
Toile ; Étoffe ; coton ; Nankin		6	6d				0
Toile ; étoupe ; de lin	Toile	6	6a				0
Toile ; étrangère	Toile	6	6				0
Toile ; étrangères	Toile	6	6				
Toile ; façonnée en sacs	Toile	6	6		6	6	
Toile ; fil et coton		6	6a				0
Toile ; fil et coton pour mouchoirs	Toile	6	6		6	6	
Toile ; fine	Toile	6	6				0
Toile ; fine a commune	Toile	6	6				
Toile ; fine de lin	Toile	6	6a				0
Toile ; fine et commune	Toile	6	6a				0
Toile ; flamande		6	6a				0
Toile ; ganak		…	…				0
Toile ; gingas	Toile	6	6a				
Toile ; glacée	Toile	6	6a		6	6a	0
Toile ; gommée ; bourgon	Toile	6	6a				0
Toile ; gommée ; canevas	Toile	6	6a				0
Toile ; gommée ; treillis	Toile	6	6a				0
Toile ; grenade	Toile	6	6				
Toile ; grise	Toile	6	6a				0
Toile ; gros fort	Toile	6	6a				0
Toile ; grosse	Toile	6	6a				0
Toile ; grosse en faces		6	6a				0
Toile ; grosses		6	6a				0
Toile ; grosses et sommiers		6	6a				0
Toile ; guinée		6	6d				0
Toile ; guinée ; bleue		6	6d				0
Toile ; Guingamp		6	6d				30
Toile ; Guingan	Toile	6	6d				
Toile ; Guingan ; divers	Toile	6	6d				
Toile ; Idem ; d'Olonne	Toile	6	6				0
Toile ; Idem ; de Marigny	Toile	6	6a				
Toile ; idem ; fin	Toile	6	6a				0
Toile ; imprimée	Toile	6	6d				0
Toile ; jute		6	6a				0
Toile ; kettroy	Toile	6	6				0
Toile ; Killis	Toile	6	6d				0
Toile ; lavée	Toile	6	6				0
Toile ; limeneas		6	6d	Toile des Indes destinée au commerce de traite (Guinée)			0
Toile ; lin		6	6a				0
Toile ; lin ; blancard		6	6a				0
Toile ; lin ; gingas	Toile	6	6a				1
Toile ; lin ; grenade		6	6a				0
Toile ; linge de table		6	6				0
Toile ; linge de table ; à Nappe		6	6				0
Toile ; linge de table ; à nappes	Toile	6	6				
Toile ; linge de table ; à serviettes	Toile	6	6				0
Toile ; linge de table ; canapés	Toile	6	6				0
Toile ; linge de table ; divers	Toile	6	6				
Toile ; linge de table ; serviettes	Toile	6	6				0
Toile ; linge de table ; vieux	Toile	6	6				0
Toile ; linge table		6	6				0
Toile ; linge table ; divers	Toile	6	6				
Toile ; Linon	Toile	6	6				
Toile ; lustrée	Toile	6	6				0
Toile ; Manouf	Toile	6	6				0
Toile ; mêlée ; ?	Toile	6	6				
Toile ; mêlée ; à carreaux	Toile	6	6				
Toile ; mêlée ; blanches	Toile	6	6				
Toile ; mêlée ; d'emballage	Toile	6	6				
Toile ; mêlée ; d'étoupe	Toile	6	6				
Toile ; mêlée ; de Bretagne	Toile	6	6a				
Toile ; mêlée ; de Cambray	Toile	6	6				
Toile ; mêlée ; de Flandre	Toile	6	6				
Toile ; mêlée ; de Laval	Toile	6	6				
Toile ; mêlée ; de linge de table	Toile	6	6				
Toile ; mêlée ; de Rouen	Toile	6	6				
Toile ; mêlée ; di	Toile	6	6a				
Toile ; mêlée ; diverses	Toile	6	6				
Toile ; mêlée ; écrues	Toile	6	6				
Toile ; mêlée ; en linge de table	Toile	6	6				
Toile ; mêlée ; fine	Toile	6	6				
Toile ; mêlée ; ganak	Toile	6	6a				
Toile ; mêlée ; grosses	Toile	6	6				
Toile ; mêlée ; grosses en faces	Toile	6	6a				0
Toile ; mêlée ; grosses et sommiers	Toile	6	6				
Toile ; mêlée ; guingan	Toile	6	6a				
Toile ; mêlée ; peinte	Toile	6	6				
Toile ; mêlée ; peintes	Toile	6	6				
Toile ; mêlée ; serpillère	Toile	6	6				
Toile ; mêlées ; ?	Toile	6	6				
Toile ; mêlées ; à carreaux	Toile	6	6				
Toile ; mêlées ; blanches	Toile	6	6a				
Toile ; mêlées ; d'emballage	Toile	6	6				
Toile ; mêlées ; de Bretagne	Toile	6	6				
Toile ; mêlées ; de lin et de chanvre	Toile	6	6a				
Toile ; mêlées ; divers	Toile	6	6				
Toile ; mêlées ; en linge jetable	Toile	6	6				
Toile ; mêlées ; en sacs	Toile	6	6				
Toile ; mêlées ; fine	Toile	6	6				
Toile ; mêlées ; imprimés	Toile	6	6a				
Toile ; mêlées ; teinte	Toile	6	6				
Toile ; micanéas		6	6d				0
Toile ; montagne	Toile	6	6				0
Toile ; mousseline		6	6d				5
Toile ; Nankin	Toile	6	6d				
Toile ; nicanéas		6	6d	Nécanée : Ce sont des toiles rayées de bleu et blanc, qui se fabriquent dans les Indes Orientales (Savary). S'écrit aussi Nicanéas ou Nicanée.			0
Toile ; non battue	Toile	6	6a				5
Toile ; ordinaire	Toile	6	6a				0
Toile ; ouvrée	Toile	6	6				0
Toile ; peinte	Toile	6	6d				0
Toile ; peinte ; imprimée		6	6				0
Toile ; peintes		6	6				0
Toile ; perse et indienne		6	6d				0
Toile ; petite		6	6				0
Toile ; piquée	Toile	6	6				0
Toile ; platille	Toile	6	6a				0
Toile ; platille de lin	Toile	6	6a				0
Toile ; Potonnoise	Toile	6	6				0
Toile ; pour ameublement	Toile	6	6a		6	6a	0
Toile ; pour ameublement (toile cirée)	Toile	6	6a				
Toile ; pour essuie mains	Toile	6	6		6	6	
Toile ; pour mouchoirs	Toile	6	6d		6	6	
Toile ; pour nappe		6	6a				0
Toile ; pour nappe et serviettes		6	6a				0
Toile ; pour nappes	Toile	6	6a		6	6a	
Toile ; pour nappes et serviettes	Toile	6	6a		6	6a	
Toile ; pour serviettes	Toile	6	6a		6	6a	0
Toile ; pour tabac	Toile	6	6		6	6	0
Toile ; pour tableaux	Toile	6	6a				0
Toile ; pour talliet	Toile	6	6				0
Toile ; pour tentes	Toile	6	6a				0
Toile ; presitte	Toile	6	6				0
Toile ; pressée	Toile	6	6				0
Toile ; ramoise	Toile	6	6a				
Toile ; rayée	Toile	6	6				1
Toile ; rayée pour mouchoirs	Toile	6	6		6	6	
Toile ; rayée, ardoisée et rayonnée	Toile	6	6		6	6a	0
Toile ; rouge	Toile	6	6		6	6a	0
Toile ; rousse	Toile	6	6				0
Toile ; Royale	Toile	6	6				
Toile ; sac		6	6a				0
Toile ; Sangalette	Toile	6	6				0
Toile ; Serpillière	Toile	6	6a				0
Toile ; serpillière	Toile	6	6a				0
Toile ; Siamoise	Toile	6	6d				
