simplification,categorization,note
cabillaud,cabillauds,
cabas ; de palme,cabas,
cabas ; de laine,,
cabas ; de jonc,,
cabas ; d'auf,,
cabas,cabas,
cabaret ; verni,boîtes,
cabaret ; peint,,
cabaret ; de bois ; verni,,
cabaret,boîtes,
bœuf et langue salée,,
bœuf ; à la mode,bœuf ; à la mode,
bœuf ; à la daube,bœuf ; à la daube,
bœuf ; à l'écarlate,,
bœuf ; taureau,,
bœuf ; salé,,
bœuf ; illinois,,
bœuf ; fumé,,
bœuf ; froment,,
bœuf ; en vie,,
bœuf ; d'Irlande,,
bœuf,,
bête de somme ; âne,bestiaux,
bête de somme ; poulain,bestiaux,
bête de somme ; mulet,bestiaux,
"bête de somme ; mule, mulet et cheval",bestiaux,
bête de somme ; mule et mulet,bestiaux,
bête de somme ; diverse,,
bête ; de somme ; chèvre,bétail,
bête de somme ; cheval ; arabe,,
bête de somme : agneau et cabri,,
bête de somme,bétail,
bêche ; en fer,,
bêche,,
bézoard,bézoard,
bétille,,
bétail ; chèvre,bétail,
béret,,
bécassine,bécasses,
bécasse,bécasses,
bâton à faire cercle,,
bâton ; à étendre le linge,,
bâton ; à lave-place,bâtons,
bâton ; à chandelle,bâtons,
bâton ; verni,bâtons,
bâton ; peint,bâtons,
bâton ; d'éventail ; d'ivoire,,
bâton ; de sapin,bâtons,
bâton ; de gaffe,,
bâton ; de collier,bâtons,
bâton ; de brosse ; à goudronner,,
bâton ; de bois,,
bâton ; de Gaffes,bâtons,
bâton ; de Gabares,bâtons,
bâtiment de mer et agrès,,
bâtiment de mer,,
bâche,,
buvie,,
buste ; de marbre,,
busquière or et argent,,
bureau de bois ; de sapin,,
bureau ; verni,,
bureau ; garni de cuivre doré,,
bureau ; de sapin,,
bureau ; de noyer,bureaux ; de noyer,
bureau ; de bois ; de sapin,,
bureau,,
bure ; étoffe,bure ; étoffe,
bure ; de sanglier,,
bure,bure,
étoffe ; de soie et laine ; burat,,
étoffe ; de laine ; burat,étoffe,
burail,,
buldan,,
buffletin,buffletin,
buffle,,
buffet,,
bruyère,,
bruste ; à tisserand,brustes ; à tisserand,
drogue ; pour la peinture et la teinture ; brun rouge,drogue ; pour la peinture et la teinture,
brun,,
broute de chaderdoral,,
brousse fraiche,brousse fraiche,
broule,,
brouette,brouettes,
brosserie,brosseries,
brosse et vergette,,
brosse et pinceau,,
brosse ; à goudronner,,
brosse ; à goudron,,
brosse ; à cirer,,
brosse ; a peindre,,
broole,,
bronze,bronze,
broderie ; commune,broderie,
broderie,broderie,
brochet,brochets,
broche,,
brocatelle ; de Venise,,
brocatelle,,
brocade,,
bris d'espar,bris d'espars,
briquet,briquets,
brique ; hollandaise en terre cuite,,
brique ; de terre,,
brique,briques,
brignole,,
brigadis,brigadis,
bride ; argentée,,
brian,brian,
brebis,bestiau,
bray et eau de rose,,
brai ; à brasser,,
brai ; térébenthine,,
bray ; sec,,
brai ; résine,,
brai ; raze,,
brai ; poix blanche et noire,,
brai ; poix,,
brai ; gros,,
bray ; gras,,
"brai ; goudron, poix et résine",,
"brai ; goudron, galipot et résine",,
bray ; goudron et résine,,
bray ; goudron et poix,,
bray ; goudron et eau de rose,,
brai et goudron,,
brai ; en poix ; résine,,
braule,braule,
brasselet ; de crin,brasselet,
brasselet,brasselet,
braserie,,
bras ; de soie,bras ; de soie,
bras ; de cheminée,bras ; de cheminée,
bras ; de chandelle,bras ; de chandelle,
brandebourg ; de fil,brandebourg,
brandebourg ; d'or,brandebourg,
brandebourg,brandebourg,
brandan,brandans,
brancard ; de soie,brancard,
brancard ; de fer,brancard,
brancard ; de chaise,brancard,
brai ; sec,,
brai ; gras,,
boîte ; à sucre,boîte,
boîte ; à cadrille,boîte,
boîte ; vernie,boîte,
boîte ; sapin ; teinte,boîte,
boîte ; sapin,boîte,
boîte ; peinte,boîte,
boîte ; de sapin ; blanc,boîte,
boîte ; de sapin,boîte,
boîte ; de fer ; blanc,boîte,
boîte ; de carton,boîte,
boîte ; de cadrille,boîte,
boîte ; de bois ; violet,boîte,
boîte ; de bois,boîte,
boîte ; de bergamote,boîte,
boîte ; de Nuremberg,boîte,
boîte ; blanche,boîte,
boîte ; assortie,boîte,
boîte,boîte,
bozemin,,
boyau ; salé,boyau ; salé,
boutty,boutty,
boutonnière ; d'or,bouton,
bouton ; à pierre ; fausse ; par douzaine,bouton,
bouton ; à pierre ; fausse,bouton,
bouton ; or et argent ; faux,bouton,
bouton ; masquiné,bouton,
bouton ; fil d'or,bouton,
bouton ; dorure ; d'or fin,bouton,
bouton ; dorure ; d'or faux,bouton,
bouton ; dorure ; d'or et d'argent,bouton,
bouton ; dorure ; d'argent,bouton,
bouton ; divers,bouton,
bouton ; de verre ; émaillé,bouton,
bouton ; de verre,bouton,
bouton ; de trait d'or et d'argent fin,bouton,
bouton ; de tombacq doré,bouton,
bouton ; de soie à poil,bouton,
bouton ; de soie,bouton,
bouton ; de poil ; de chèvre,bouton,
bouton ; de poil,bouton,
bouton ; de nacre de perle et jayet,bouton,
bouton ; de nacre de perle,bouton,
bouton ; de nacre,bouton,
bouton ; de métal doré,bouton,
bouton ; de métal,bouton,
bouton ; de manche,bouton,
bouton ; de livrée,bouton,
bouton ; de laiton,bouton,
bouton ; de jayet,bouton,
bouton ; de jais,bouton,
"bouton ; de fil, or et argent",bouton,
bouton ; de fil or et argent,bouton,
bouton ; de fil de poil de chevre,bouton,
bouton ; de fil d'or et d'argent,bouton,
bouton ; de fil d'or,bouton,
bouton ; de fil d'argent,bouton,
bouton ; de fil blanc,bouton,
bouton ; de fil ; or et argent,bouton,
bouton ; de fil,bouton,
"bouton ; de cuivre sur bois, d'os de cocq et de corne",bouton,
bouton ; de cuivre sur bois,bouton,
bouton ; de cuivre et d'étain argenté,bouton,
bouton ; de cuivre et d'étain,bouton,
bouton ; de cuivre doré,bouton,
bouton ; de cuivre argenté et dorée,bouton,
bouton ; de cuivre ; doré,bouton,
bouton ; de cuivre,bouton,
bouton ; de cristal,bouton,
"bouton ; de crin, poil de soie",bouton,
bouton ; de crin et poil,bouton,
bouton ; de crin,bouton,
bouton ; de coton,bouton,
bouton ; de corne,bouton,
bouton ; de coco,bouton,
bouton ; de bois de coco,bouton,
bouton ; d'étain,bouton,
bouton ; d'uniforme,bouton,
bouton ; d'os et de corne,bouton,
bouton ; d'os,bouton,
bouton ; d'or traité,bouton,
bouton ; d'or et d'argent,bouton,
bouton ; d'or ; fin,bouton,
bouton ; d'or ; faux,bouton,
bouton ; d'or,bouton,
bouton ; d'argent trait,bouton,
bouton ; d'argent sur bois,bouton,
bouton ; d'argent,bouton,
bouton ; d'acier,bouton,
bouton ; brodé ; or et argent,bouton,
bouton ; brodé ; de nacre ; de perle et d'acier,bouton,
bouton ; blanc ; étamé,bouton,
bouton,bouton,
bouteille ; vide,bouteille,
bouteille ; lissée,bouteille,
bouteille ; de verre vide,bouteille,
bouteille ; de verre ; gros,bouteille,
bouteille ; de verre ; garnie de jonc,bouteille,
bouteille ; de verre ; clissée,bouteille,
bouteille ; de verre,bouteille,
bouteille ; de terre,bouteille,
bouteille ; de marbre,bouteille,
bouteille ; de grès,bouteille,
bouteille ; de gros verre,bouteille,
bouteille ; de cristal et carafe,bouteille,
bouteille ; de composition,bouteille,
bouteille ; de bois,bouteille,
bouteille ; cristal,bouteille,
bouteille ; clissé,bouteille,
bouteille ; Elisées,bouteille,
bouteille,bouteille,
boutarge,,
boutanne,boutannes,
bout ; de corne,bouts ; de corne,
boussole,boussole,
bourse de filoselle,bourse,
bourse ; à ressort,bourse,
bourse ; à perruque,bourse,
bourse ; à cheval,bourse,
bourse ; à butier,bourse,
bourse ; à bartier,bourse,
bourse ; or et argent,bourse,
bourse ; de taffetas,bourse,
bourse ; de soie,bourse,
bourse ; de perruque,bourse,
bourse ; de fil,bourse,
bourse ; de cuir ; à ressort,bourse,
bourse ; de coton et fil,bourse,
bourse ; de coton,bourse,
bourse ; de Damas,bourse,
bourse,bourse,
bourrelet ; de velours,,
bourre-lanisse,bourre-lanisse,
bourre ; à bâtir,bourre,
bourre ; à bourrer,bourre,
bourre ; fil et coton,bourre,
bourre ; de vache,bourre,
bourre ; de soie,bourre,
bourre ; de laine,bourre,
bourre ; de fil,bourre,
bourre ; de drap,bourre,
bourre ; de coton,bourre,
bourre ; de chèvre,bourre,
bourre ; de bœuf et vache,bourre,
bourre ; de bœuf,bourre,
bourre ; de Nîmes,bourre,
bourre ; de Mismes,bourre,
bourre ; chiquette,bourre,
bourre,bourre,
bourre ; du Levant,bourre,
bourdillon ; à tierçon,,
bourdillon ; à quart,,
bourdillon ; à barrique,,
bourillon,,
bourdille ; à barrique,bourdille,
bourdille,bourdille,
cendre ; bourde,,
bouracan,bouracan,
boulon ; de fil d'or et d'argent,boulon,
boulon ; de fil d'or,boulon,
boulon ; de fil d'argent,boulon,
boulon ; de fil ; d'or et d'argent,boulon,
boulon ; de crin,boulon,
boulle ; d'acier,boulle ; d'acier,
boulette de marbre,boulettes de marbre,
boulet ; de fer,,
boulet ; de canon ; de 4 livre,boulet de canon,
boulet ; de canon,boulet de canon,
boule ; vulneraire,boules ; vulneraires,
boule ; de verre,boule,
boule ; de terre,boule,
boule ; de sapin,boule,
boule ; de mail,boule,
boule ; de buis,boule,
boule ; de bois,boule,
boule,boule,
boulange,boulange,
boulan,boulan,
bouguette,,
bougran,bougran,
bougie ; verte,bougie,
bougie ; jaune,bougie,
bougie ; de table et cierge,bougie,
bougie ; de table,bougie,
bougie ; de suif,bougie,
bougie ; de cire ; verte,bougie,
bougie ; de cire ; blanche,bougie,
bougie ; de blanc ; de baleine,bougie,
bougie ; blanche,bougie,
bougie,bougie,
bouette ; de sapin,bouette,
sel ; de boue,,
boudin de poisson,boudin de poisson,
boudille,boudille,
boucle ; de soulier ; à pierre ; fausse,boucle,
boucle ; de sapin,boucle,
boucle ; de fer,boucle,
boucle ; de cuivre,boucle,
boucle ; d'oreille,boucle,
boucle ; d'argent,boucle,
boucle,boucle,
bouchon ; de liège,bouchon,
bouchon,bouchon,
boucassin,boucassin,
bottine,botte,
botte pantalon,botte,
botte et bottine,botte,
botte ; neuve,botte,
botte ; molle,botte,
botte ; forte,botte,
botte ; de cuir à matelot,botte,
botte ; de cuir ; forte,botte,
botte ; de cuir,botte,
botte,botte,
bordure ; dorée,bordure,
bordure ; de tapisserie,bordure,
bordure ; de bois ; doré,bordure,
bordage ; pour navire,bordage,
bordage ; de sapin ; de 20 pieds,bordage,
bordage ; de sapin,bordage,
bordage ; de cipres,bordage,
bordage ; de chêne,bordage,
bordage,bordage,
borax ; rafiné,,
borax ; raffiné,,
borax ; gras,,
borax ; brut,,
drogue ; médicinale ; borax,drogue ; médicinale,
bonneterie ; écarlate,,
bonneterie ; en poil ; de lapin,,
bonneterie ; de soie et dorure,,
bonneterie ; de soie ; tricot,,
ruban ; de soie,ruban,
bonneterie ; de soie,,
bonneterie ; de laine et coton,,
bonneterie ; de filoselle,,
bonneterie ; de filain ; d'or,,
"bonneterie ; de fil, coton et laine",,
bonneterie ; de fil et coton,,
bonneterie ; de fil,,
bonneterie ; de coton ; fil et laine,,
bonneterie ; de coton et laine,,
bonneterie ; de coton ; tricot,,
bonneterie ; de coton,,
bonneterie ; de bourre ; de soie,,
bonneterie ; de bourre ; de fil,,
bonneterie ; d'estam,,
bonneterie ; bas ; de soie,,
bonneterie ; bas ; de laine,,
bonneterie ; bas ; de coton,,
bonneterie ; bas ; de bourre ; de soie,,
bonneterie,,
bonnet ; à la turc ; de fer ; blanc,bonnet,
bonnet ; à dentelle,bonnet,
bonneterie ; bonnet ; piqué,,
bonnet et pique,bonnet,
bonnet ; fil et coton,bonnet,
bonnet ; de velours ; brodé,bonnet,
bonneterie ; bonnet ; de velours,,
bonneterie ; bonnet ; de toile cirée,,
bonnet ; de toile,bonnet,
bonnet ; de taffetas,bonnet,
bonneterie ; bonnet ; de soie,,
bonneterie ; bonnet ; de prêtre,,
bonneterie ; bonnet ; de postillon,,
bonneterie ; bonnet ; de peau,,
"bonneterie ; bonnet ; de laine, fil et coton",,
bonneterie ; bonnet ; de laine fin,,
bonnet ; de laine,bonnet,
bonneterie ; bonnet ; de grenadine,,
bonnet ; de gaze,bonnet,
bonneterie ; bonnet ; de filosel,,
bonneterie ; bonnet ; de fil et coton,,
bonnet ; de fil,bonnet,
bonneterie ; bonnet ; de femme,,
bonneterie ; bonnet ; de coton,,
bonnet ; de castor ; brodé,bonnet,
bonneterie ; bonnet ; de castor,,
bonnet ; de blonde,bonnet,
bonnet ; d'enfant,bonnet,
bonnet ; brodé ; d'or,bonnet,
bonneterie ; bonnet,,
bombe et boulet,bombes et boulets,
bombe et grenade,bombes et grenades,
"""""""""""""""""""""""""""""""""""""""""""""""""",?,
bombasin,basin,
bombarde ; de fer,bombarde,
bombarde ; de cuivre,bombarde,
bombarde,bombarde,
boldavid,,
bol et planche,bol et planche,
bol ; fin,bol,
bol ; en bois,,
bol ; d'Arménie,bol,
bol ; commun,,
bol ; blanche,,
bol,bol,
boisson gazeuse à la salsepareille,,
boisson ; vinaigre,vinaigre,
boisson ; vin divers ordinaire,boisson,
boisson ; vin de liqueur,boisson,
boisson ; vin de Bordeaux,boisson,
boisson ; liqueur,boisson,
boisson ; bière et cidre,boisson,
boisson,boisson,
bois et papier ; d'éventail,,
bois et merrain,,
bois ; écarié,,
bois ; à tourner,,
bois ; à tonneau,,
bois ; à tierçon,,
bois ; à teindre de toute sorte,,
bois ; à teindre ; râpé,,
bois ; à teindre ; moulu,,
bois ; à teindre ; en bûche,,
bois ; à teindre ; de Fernambourg,,
bois ; à teindre,,
bois ; à tapis,,
bois ; à tamis,,
bois ; à quart,,
bois ; à pipe,,
bois ; à meuble,,
bois ; à lit,,
bois ; à gaisne,,
bois ; à fusil,,
bois ; à fourreau d'épée,,
bois ; à faire violon,,
bois ; à faire sommier,,
bois ; à faire fourreau ; d'épée,,
bois ; à faire fourreau,,
bois ; à faire corbin,,
bois ; à faire comble,,
bois ; à crible,,
bois ; à chocolat,,
bois ; à bâtir,,
bois ; à bat,,
bois ; à barrique,,
bois ; à baril non scié,,
bois ; à baril,,
bois ; à banquiere,,
bois ; violet,,
bois ; verni,,
bois ; tropique,,
bois ; travaillé,,
bois ; tord,,
bois ; soutreaux,,
bois ; scié en planche,,
bois ; scié ; en barreau,,
bois ; scié,,
bois ; royal,,
bois ; rouge,,
bois ; pour palissade et terrasse,,
bois ; préparé,,
bois ; pour fusil,,
bois ; pour teinture,,
bois ; pour quille,,
bois ; pour pompe,,
bois ; pour plafond,,
bois ; pour pipe,,
bois ; pour palissade,,
bois ; pour meuble,,
bois ; pour Latte,,
bois ; pour fût,,
bois ; pour fond de tonneau,,
bois ; pour crible,,
bois ; pour chaise,,
bois ; pour bordage,,
bois ; pour arbalète,,
bois ; portatif dit Neyster,,
bois ; planche ; de sapin,,
bois ; planche,,
bois ; pile de,,
bois ; petit ; de rouage,,
bois ; peint,,
bois ; palissandre,,
bois ; ouvré ; à bâtir,,
bois ; osier,,
bois ; néphrétique,,
bois ; mêlée,,
bois ; moulu,,
bois ; merrain à quart,,
bois ; merrain à barrique,,
bois ; merrain ; à tierçon,,
bois ; merrain ; à pipe,,
bois ; merrain ; à fond,,
bois ; merrain ; à cardine,,
bois ; merrain ; à barrique,,
bois ; merrain ; pour ferraille,,
bois ; merrain ; ordinaire,,
bois ; merrain ; douelle,,
bois ; merrain ; de sapin,,
bois ; merrain ; de 4 pieds,,
bois ; merrain ; bourdillon,,
bois ; merrain ; bourdille,,
bois ; merrain ; a barrique,,
bois ; merrain,,
merrain,,
bois ; matraux,,
bois ; mat,,
bois ; marbré,,
bois ; lourd,,
bois ; jaune ; râpé,,
bois ; jaune ; moulu,,
bois ; jaune,,
bois ; gros,,
bois ; fustel,,
bois ; fonçaille,,
bois ; flotté ; en étançon ; rond,,
bois ; feuillard,,
bois et ouvrage de charronerie,,
réglisse ; bois et jus,,
bois ; espar ; de 56 à 61 pieds,,
bois ; espar ; de 40 à 50 pieds,,
bois ; en tranche,,
bois ; en taille ; à couvrir,,
bois ; en rame,,
bois ; en planche,,
bois ; en madrier ; d'acajou,,
madrier ; de bois,,
latte ; de bois,lattes,
bois ; en eprier,,
bois ; en copeau,,
bois ; en bûche,,
bâton,,
bois ; à houblon,,
bois ; durci,,
bois ; du Japon ; jaune,,
bois ; du Japon,,
bois ; du brésil,,
bois ; doré,,
bois ; pour construction,,
bois ; divers ; en planche,,
bois ; dit a fond,,
bois ; dit 'ricter',,
bois ; des Isles et des Indes,,
bois ; des Isles,,
bois ; des Iles,,
bois ; de violette,,
bois ; de tilleul,,
bois ; de terre,,
bois ; de teinture et marqueterie,,
bois ; de teinture ; nicaragua,,
bois ; de teinture ; en buche,,
bois ; de teinture ; divers,,
bois ; de teinture ; de fustick,,
bois ; de teinture ; de campêche,,
bois ; de teinture ; d'Honduras,,
bois ; de teinture,,
bois ; de teck,,
bois ; de table ; doré,,
bois ; de sommier,,
bois ; de sipre,,
bois ; de serrure,,
bois ; de senteur,,
bois ; de selle,,
bois ; de saxafras ; moulu,,
bois ; de saxafras,,
bois ; de saune,,
bois ; de sapin ; peint,,
bois ; de sapin ; mat et vergue,,
bois ; de sapin ; en soliveau,,
bois ; de sapin ; en planche,,
bois ; de sapin,,
bois ; de santal ; moulu,,
bois ; de santal ; en bûche,,
bois ; de santal,,
bois ; de sainte Marthe,,
bois ; de réglisse,,
bois ; de rouage et ouvrage de charronerie,,
bois ; de rouage,,
bois ; de rose,,
bois ; de romarin,,
bois ; de raquette,,
bois ; de pin,,
bois ; de pernambouc ; rapé,,
bois ; de passementerie ; en planche et poutrelle,,
bois ; de passementerie ; en planche ; de sapin,,
bois ; de passementerie ; en mat,,
bois ; de palissandre,,
bois ; de palisante,,
bois ; de néphrétique,,
bois ; de noyer,,
bois ; de merrain a fond,,
bois ; de merrain ; à barrique,,
bois ; de merrain,,
bois ; de menuiserie,,
bois ; de marqueterie ; marbre,,
bois ; de marqueterie,,
bois ; de marbre,,
bois ; de machenette,,
bois ; de machemillier,,
bois ; de lit,,
bois ; de lin,,
bois ; de lettre,,
bois ; de la chine,,
bois ; de jaraconda,,
bois ; de jacaranda,,
bois ; de grenadier,,
bois ; de goyae,,
bois ; de gitte,,
bois ; de girofle,,
bois ; de genièvre,,
bois ; de gaïac ; en bûche,,
bois ; de gayac,,
bois ; de gabarie,,
bois ; de fustel ; moulu,,
bois ; de fustel ; haché,,
bois ; de fustel,,
bois ; de fusil,,
bois ; de frêne,,
bois ; de fond à castor,,
bois ; de flèche et arc,,
bois ; de flèche,,
bois ; de ferol,,
bois ; de fer,,
bois ; de faïence,,
bois ; de hêtre,,
bois ; de fauteuil et canapé,,
bois ; de fauteuil,,
bois ; de cèdre,,
bois ; de crabe,,
bois ; de coutelier,,
bois ; de couleur,,
bois et panier ; de coudre,,
bois ; de corne,,
bois ; de construction ; en chêne et sapin,,
bois ; de construction,,
bois ; de coco,,
bois ; de cleippe,,
bois ; de chêne de construction,,
bois ; de chêne ; à sommier,,
bois ; de chêne ; à poutre,,
bois ; de chêne ; scié,,
bois ; de chêne ; pour construction,,
planche ; de chêne,planches,
bois ; pour navire,,
bois ; de chêne ; 30 pieds,,
bois ; de chevron,,
bois ; à brûler,,
bois ; de chataignier,,
bois ; de charpente,,
bois ; de charonage,,
bois ; de charbonnage,,
bois ; de chaise,,
bois ; de cerisier,,
bois ; de cannelle,,
bois ; de campêche ; râpé,,
bois ; de campêche ; moulu,,
bois ; de campêche ; en bûche,,
bois ; de campêche,,
bois ; de camphre,,
bois ; de caliatour ; rapé,,
bois ; de caliatour ; moulu,,
bois ; de caliatour ; en bûche,,
bois ; de caliatour,,
bois ; de brochialle,,
??? bois ; de buis,,
bois ; de bouleau,,
bois ; de bordage ; de sapin,,
bois ; de bordage,,
bois ; de bateau,,
bois ; de Surinam,,
bois ; de Sainte Lucie,,
bois ; de St. Martin,,
bois ; de Siramonbas,,
bois ; de Sainte Marthe,,
bois ; de Rhodes,,
"bois ; de Provence, sernambue et campeche",,
bois ; de Provence,,
bois ; de pernambouc,,
bois ; de Nantes,,
bois ; de Honduras,,
bois ; de fernambourg ; moulu,,
bois ; de fernambourg ; en bûche,,
bois ; de fernambourg,,
bois ; de Constentines,,
bois ; de Cayenne,,
bois ; de Camanbourg,,
bois ; de Brésil ; moulu,,
bois ; de Brésil ; menu,,
bois ; de Brésil ; en bûche,,
bois ; de Brésil,,
bois ; d'éventail ; de nacre ; de perle,,
bois ; d'éventail,,
bois ; d'érable,,
bois ; d'écarage,,
bois ; d'ébène,,
bois ; d'osier,,
planche ; d'orme,planches,
bois ; d'orme,,
bois ; d'originelle,,
