source,product_orthographic,product_simplification,product_sitc,product_edentreaty,product_canada,product_medicinales,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,product_RE_aggregate,product_threesectors,product_threesectorsM,nbr_occurences_navigo_marseille_,nbr_occurences_navigo_g5,nbr_occurrences_datasprint
Sel (Sables d'Olonne),sel (Sables d'Olonne),sel du Sable d'Olonne,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Sel,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,1,0
Sel armoniac,sel ammoniac,sel d'ammoniac,5,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sels chimiques,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,Drogues,Manufactures,Produits manufacturés,1,0,0
Sel en lest,sel en lest,sel en lest,2,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Subsistances,Agriculture,Produits agricoles,0,1,0
Sel en tonnes,sel en tonnes,sel en tonne,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Sel,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,27,0
Sel pour la pêche,sel pour la pêche,sel pour la pêche,,,,,,,,,,,,Sel,,,,,,,,Subsistances,Agriculture,Produits agricoles,0,0,3
Semoule,semoule,semoule,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Grains transformés (5),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,4,0,0
Sendre [Cendre],cendre,cendre,2,,Peut-être Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Cendres diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,0,1,0
Sendre [cendres],cendre,cendre,2,,Peut-être Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Cendres diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,0,0,2
Sené,séné,séné,2,,Pas importé en France depuis l'Amérique avant 1763,narrow medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Séné,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Drogues médicinales,Manufactures,Produits manufacturés,1,0,0
Serdine [sardines],sardines,sardines,0a,,Autres pêches,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,2
Serdines [sardines],sardines,sardines,0a,,Autres pêches,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,6
Serises [cerises],cerises,cerises,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits frais,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,2
Service de gardecote,service de garde-côte,service de garde-côte,9c,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Divers incertains,,,,,Divers incertains et inconnus,Various uncertain and unknown,Other,Divers,Unknown,Inconnus,0,3,0
Service du roi,service du roi,poste royale,9a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Monnaies et métaux précieux,No link with beaver,,,,Monnaies et métaux précieux,Precious metals,Precious metals,Matières d'or et d'argent,Non-agricultural primary goods,Produits primaires,0,3,0
Ses filets,ses filets,filets,6d,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Cordage et filets,No link with beaver,,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,Industrie française et étrangère,Manufactures,Produits manufacturés,0,29,0
Ses filets [de pêche],ses filets [de pêche],filets,6d,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Cordage et filets,No link with beaver,,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,Industrie française et étrangère,Manufactures,Produits manufacturés,0,2,0
Sirop,sirop,sirop,0a,,Hors Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sirop et mélasse,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,24,0
Soie,soie,soie,2,Soie,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Soie,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Agriculture,Produits primaires,3,0,0
Son,son,son,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,36,1,8
Son beurre [reste de cargaison],son beurre reste de cargaison,restant de beurre,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Beurre,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,6
Son lest,son lest,lest,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bâtiments de mer et apparaux,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Industrie française et étrangère,Manufactures,Produits manufacturés,0,9,21
Son restant de baillarge,son reste de baillarge,baillarge,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,2
Son restant de boeure,son reste de beurre,restant de beurre,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Beurre,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,2
Son reste [de cargaison],reste de cargaison,restant de marchandises,9b,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Divers incertains,No link with beaver,,,,Divers mélangés,Mixed flows,Other,Divers,Unknown,Inconnus,0,0,6
Son reste [de chaux],son reste de chaux,restant de chaux,,,,,,,,,,,,,,,,,,,,[vide],Unknown,Inconnus,0,0,3
Son reste [de marchandises],reste de marchandises,restant de marchandises,9b,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Divers incertains,No link with beaver,,,,Divers mélangés,Mixed flows,Other,Divers,Unknown,Inconnus,0,0,9
Son reste de Marchandises,son reste de marchandises,marchandises,9b,,Peut-être Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,Divers,Unknown,Inconnus,0,0,2
Son reste de beurre,son reste de beurre,restant de beurre,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Beurre,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,0,3
Son reste de futailles,son reste de futailles,restant de futaille,6b,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",Industrie française et étrangère,Manufactures,Produits manufacturés,0,0,3
Soude,soudes,soudes,5,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Alcalis,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,Drogues,Non-agricultural primary goods,Produits primaires,182,60,0
Soude de varec,soudes de varech,cendre de varech,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Cendres diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,0,4,0
Soude ou Cendre de goemon,soudes ou cendre de goëmon,cendre de goëmon ou soudes,2,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,0,1,0
Soudes,soudes,soudes,5,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Alcalis,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,Drogues,Non-agricultural primary goods,Produits primaires,5,0,42
Soudre [Cendre],soudes (cendre),soudes (cendre),5,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Alcalis,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,Drogues,Non-agricultural primary goods,Produits primaires,0,1,0
Souffre,soufre,soufre,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Salpêtre et soufre,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,4,0,0
Soufre,soufre,soufre,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Salpêtre et soufre,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,17,0,0
Soye,soie,soie,2,Soie,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Soie,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Agriculture,Produits primaires,14,0,0
Stocfiches,stockfish,stockfisch,0a,,Autres pêches,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,0,0
Stockfish,stockfish,stockfisch,0a,,Autres pêches,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,9,0,0
Sucre,sucre,sucre,0b,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,Subsistances,Agriculture,Produits agricoles,4,410,8
Sucres,sucre,sucre,0b,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,Subsistances,Agriculture,Produits agricoles,0,4,0
