numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks
2993,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de fer,Savoye,577.5,296403.0,577.833333333,
2994,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de fer,Suisse,1230.0,296403.0,1230.0,
2995,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; bis,Flandre,993.0,993.0,993.0,
2996,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; blanc,Allemagne,245930.0,362634.5,245930.0,
2997,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; blanc,Flandre,7038.0,362634.5,7038.0,
2998,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; blanc,Genève,960.0,362634.5,960.0,
2999,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; blanc,Hollande,97244.0,362634.5,97244.0,
3000,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; blanc,Nord,11462.5,362634.5,11462.8333333,
3001,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; non retord,Flandre,8976.0,8976.0,8976.0,
3002,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; retord,Allemagne,258766.0,259566.0,258766.0,
3003,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de lin ; retord,Hollande,800.0,259566.0,800.0,
3004,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de palangres,Espagne,320.0,320.0,320.0,
3005,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; de ritte,Savoye,4455.5,4455.5,4455.83333333,
3006,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; gris,Flandre,4289.0,4289.0,4289.0,
3007,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; plat,Allemagne,8.0,8.0,8.0,
3008,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; à cordonnier,Allemagne,21.6,21.6,22.0,
3009,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; à dentelle ; commun,Hollande,42710.0,42710.0,42710.0,
3010,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; à dentelle ; fin,Flandre,17885.0,17885.0,17885.0,
3011,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; à rez,Hollande,210.0,210.0,210.0,
3012,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; à voile,Espagne,150.0,1183.2,150.0,
3013,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,59,Fil ; à voile,Hollande,1033.2,1183.2,1033.33333333,
3044,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fil ; de leton,Allemagne,169669.35,1347127.1,169669.583333,
3045,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fil ; de leton,Espagne,392.0,1347127.1,392.0,
3046,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fil ; de leton,Genève,45.0,1347127.1,45.0,
3047,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fil ; de leton,Hollande,53616.25,1347127.1,53616.4166667,
3048,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fil ; de leton,Nord,24323.25,1347127.1,24323.4166667,
3049,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fil ; de leton,Suède,1099081.25,1347127.1,1099081.41667,
3050,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Filain,Angleterre,1080.0,1080.0,1080.0,
3051,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Filets ; d'espars,Espagne,691550.0,698150.0,691550.0,
3052,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Filets ; d'espars,Gènes,6600.0,698150.0,6600.0,
3053,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Filets ; pour la pêche,Gènes,2493.0,2533.0,2493.0,
3054,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Filets ; pour la pêche,Savoye,40.0,2533.0,40.0,
3055,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Flambeaux,Flandre,42.0,42.0,42.0,
3056,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Flanelle,Allemagne,29.25,29.25,29.4166666667,
3057,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; artificielles,Flandre,25.0,106370.0,25.0,
3058,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; artificielles,Genève,9370.0,106370.0,9370.0,
3059,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; artificielles,Gènes,20075.0,106370.0,20075.0,
3060,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; artificielles,Italie,35400.0,106370.0,35400.0,
3061,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; artificielles,Savoye,41500.0,106370.0,41500.0,
3062,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; d'orange,Savoye,3973.0,3973.0,3973.0,
3063,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Fleurs ; de lavande,Hollande,100.0,100.0,100.0,
3064,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,60,Flèches ; marines,Hollande,120.0,120.0,120.0,
3093,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Foin,Allemagne,5150.0,5150.0,5150.0,
3094,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Folicule ; de sené,Allemagne,832.0,2847.0,832.0,
3095,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Folicule ; de sené,Italie,1515.0,2847.0,1515.0,
3096,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Folicule ; de sené,Naples,500.0,2847.0,500.0,
3097,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fontaines ; de fer blanc,Hollande,200.0,200.0,200.0,
3098,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Forces ; à drapier,Allemagne,1440.0,1519.5,1440.0,
3099,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Forces ; à drapier,Genève,79.5,1519.5,79.8333333333,
3100,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fourures ; de soye,Levant,600.0,697.0,600.0,
3101,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fourures ; de soye,Savoye,97.0,697.0,97.0,
3102,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Foüets,Flandre,600.0,600.0,600.0,
3103,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Allemagne,4387.45,184712.85,4387.75,
3104,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Angleterre,45.9,184712.85,46.5,
3105,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Espagne,9365.0,184712.85,9365.0,
3106,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Flandre,43.75,184712.85,44.25,
3107,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Gènes,7220.0,184712.85,7220.0,
3108,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Italie,875.0,184712.85,875.0,
3109,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Naples,700.0,184712.85,700.0,
3110,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,61,Fromage ; commun,Nord,51.0,184712.85,51.0,
3152,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; commun,Savoye,160502.75,184712.85,160503.25,
3153,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; commun,Suisse,759.0,184712.85,759.0,
3154,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; commun,Suède,763.0,184712.85,763.0,
3155,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; d'Hollande,Flandre,664.8,862261.0,665.333333333,
3156,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; d'Hollande,Hollande,861596.2,862261.0,861596.333333,
3157,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; d'herbes,Genève,48.0,48.0,48.0,
3158,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; de Gruyères,Genève,73822.8,721936.65,73823.3333333,
3159,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; de Gruyères,Savoye,27.0,721936.65,27.0,
3160,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fromage ; de Gruyères,Suisse,648086.85,721936.65,648087.416667,
3161,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; divers,Allemagne,16.0,39177.0,16.0,
3162,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; divers,Genève,30560.0,39177.0,30560.0,
3163,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; divers,Savoye,8601.0,39177.0,8601.0,
3164,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; poires et pommes,Allemagne,81.5,3791.5,81.8333333333,
3165,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; poires et pommes,Gènes,1145.0,3791.5,1145.0,
3166,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; poires et pommes,Italie,570.0,3791.5,570.0,
3167,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; poires et pommes,Naples,45.0,3791.5,45.0,
3168,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,62,Fruits ; crus ; poires et pommes,Savoye,1950.0,3791.5,1950.0,
3193,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Fruits ; secs,Allemagne,430.5,430.5,430.833333333,
3194,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futaillerie,Allemagne,810.0,1152.0,810.0,
3195,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futaillerie,Genève,304.0,1152.0,304.0,
3196,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futaillerie,Savoye,38.0,1152.0,38.0,
3197,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Allemagne,117.5,9154.0,117.833333333,
3198,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Angleterre,85.5,9154.0,85.8333333333,
3199,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Espagne,390.0,9154.0,390.0,
3200,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Gènes,740.0,9154.0,740.0,
3201,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Hollande,2496.0,9154.0,2496.0,
3202,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Italie,2685.0,9154.0,2685.0,
3203,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Naples,855.0,9154.0,855.0,
3204,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futailles,Nord,1785.0,9154.0,1785.0,
3205,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Futaine,Flandre,27.5,27.5,27.8333333333,
3206,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,63,Fuzeaux,Allemagne,2434.4,2434.4,2434.66666667,
