numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
1343,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; plat,Allemagne,13.0,2158507,,,
1344,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; retord,Suisse,17.0,2158507,,,
1345,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de crin,Savoye,2239.0,2158507,,,
1346,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de layette,Flandre,420.0,2158507,,,
1347,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; à voile,Espagne,540.0,2158507,8688,,
1348,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; à voile,Hollande,8140.0,2158507,8688,,
1349,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; à voile,Genes,8.0,2158507,8688,,
1350,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de fer,Allemagne,56808.0,437408,,,
1351,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de fer,Flandre,2813.0,437408,,,
1352,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de fer,Geneve,3310.0,437408,,,
1353,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de fer,Hollande,373679.0,437408,,,
1354,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de fer,Savoye,780.0,437408,,,
1355,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de fer,Suede,19.0,437408,,,
1356,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de léton,Allemagne,140793.0,786887,,,
1357,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil de léton,Espagne,1407.0,786887,,,
1358,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fil de léton,Flandre,2185.0,786887,,,
1359,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fil de léton,Geneve,45.0,786887,,,
1360,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fil de léton,Hollande,50698.0,786887,,,
1361,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fil de léton,Nord,162045.0,786887,,,
1362,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fil de léton,Suede,429714.0,786887,,,
1363,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; d'espars,Espagne,54820.0,88039,55272,,
1364,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; d'espars,Genes,400.0,88039,55272,,
1365,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; d'espars,Savoye,52.0,88039,55272,,
1366,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; pour la peche,Angleterre,83.0,88039,32767,,
1367,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; pour la peche,Italie,1230.0,88039,32767,,
1368,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; pour la peche,Genes,31442.0,88039,32767,,
1369,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Filets ; pour la peche,Savoye,12.0,88039,32767,,
1370,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Flaçons de verre,Hollande,128.0,0,,,
1371,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fleurs ; artifficielles,Geneve,10000.0,154870,154800,,
1372,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fleurs ; artifficielles,Italie,23000.0,154870,154800,,
1373,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fleurs ; artifficielles,Naples,7000.0,154870,154800,,
1374,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fleurs ; artifficielles,Genes,61000.0,154870,154800,,
1375,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fleurs ; artifficielles,Savoye,53800.0,154870,154800,,
1376,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,60,Fleurs ; de benjoin,Hollande,70.0,154870,,,
1377,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Foin,Allemagne,5490.0,0,,,
1378,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Folicule de sené,Savoye,10200.0,0,,,
1379,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Forces à drapier,Flandre,48.0,862,,,
1380,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Forces à drapier,Geneve,814.0,862,,,
1381,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Foureaux d'epéés,Allemagne,300.0,0,,,
1382,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fourrures de soye,Italie,247.0,2995,,,
1383,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fourrures de soye,Levant,2748.0,2995,,,
1384,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Friperie,Flandre,251.0,0,,,
1385,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Allemagne,4921.0,1585481,51747,,
1386,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Angleterre,4599.0,1585481,51747,,
1387,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Danemark,350.0,1585481,51747,,
1388,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Espagne,6679.0,1585481,51747,,
1389,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Flandre,189.0,1585481,51747,,
1390,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Italie,278.0,1585481,51747,,
1391,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Naples,760.0,1585481,51747,,
1392,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Genes,2191.0,1585481,51747,,
1393,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Nord,300.0,1585481,51747,,
1394,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Russie,50.0,1585481,51747,,
1395,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Savoye,31160.0,1585481,51747,,
1396,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; commun,Suisse,270.0,1585481,51747,,
1397,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; de Gruyeres,Geneve,455963.0,1585481,575281,,
1398,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; de Gruyeres,Suisse,119318.0,1585481,575281,,
1399,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; d'hollande,Flandre,4465.0,1585481,958454,,
1400,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,61,Fromage ; d'hollande,Hollande,953989.0,1585481,958454,,
1401,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fruit ; crud,Allemagne,825.0,48891,48868,,
1402,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fruit ; crud,Italie,30.0,48891,48868,,
1403,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fruit ; crud,Genes,31475.0,48891,48868,,
1404,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fruit ; crud,Savoye,16538.0,48891,48868,,
1405,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fruit ; sec,Savoye,23.0,48891,,,
1406,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fumier,Flandre,55.0,0,,,
1407,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Furets,Espagne,108.0,0,,,
1408,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Allemagne,7245.0,24494,,,
1409,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Angleterre,8.0,24494,,,
1410,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Danemark,27.0,24494,,,
1411,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Espagne,148.0,24494,,,
1412,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Hollande,395.0,24494,,,
1413,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Italie,13776.0,24494,,,
1414,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Naples,1680.0,24494,,,
1415,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Nord,900.0,24494,,,
1416,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futailles,Savoye,315.0,24494,,,
1417,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futaillerie,Allemagne,100.0,1218,,,
1418,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futaillerie,Angleterre,21.0,1218,,,
1419,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futaillerie,Geneve,570.0,1218,,,
1420,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futaillerie,Savoye,527.0,1218,,,
1421,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futaine,Angleterre,2.0,332,,,
1422,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Futaine,Flandre,330.0,332,,,
1423,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Fuzeaux,Allemagne,0.0,0,,,
1424,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galanga,Hollande,105.0,0,,,
1425,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galipot,Hollande,21.0,0,,,
1426,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galles,Allemagne,37.0,109387,,,
1427,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galles,Flandre,1630.0,109387,,,
1428,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galles,Hollande,14034.0,109387,,,
1429,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galles,Genes,3750.0,109387,,,
1430,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galles,Levant,82011.0,109387,,,
1431,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galles,Savoye,7925.0,109387,,,
1432,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galoches,Savoye,105.0,0,,,
1433,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,63,Galon ; dorure ; d'or,Genes,42.0,2264,42,,
1434,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Galon ; de fil,Hollande,43.0,2264,,,
1435,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Galon ; de fleuret,Savoye,780.0,2264,,,
1436,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Galon ; de laine,Hollande,1400.0,2264,,,
1437,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; communs,Allemagne,320.0,4933,2482,,
1438,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; communs,Flandre,1196.0,4933,2482,,
1439,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; communs,Geneve,258.0,4933,2482,,
1440,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; communs,Savoye,60.0,4933,2482,,
1441,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; communs,Suisse,648.0,4933,2482,,
1442,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; de coton,Flandre,365.0,4933,,,
1443,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; de fil,Geneve,285.0,4933,,,
1444,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; de laine,Italie,996.0,4933,1801,,
1445,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; de laine,Genes,661.0,4933,1801,,
1446,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,64,Gans ; de laine,Savoye,144.0,4933,1801,,
