numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
1217,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coton en siamoise,Sénégal et Guinée,42161,12046,Normandie,aunes,,,0,
1218,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de fil en coton,St Domingue,4400,800,Étranger,aunes,,,0,
1219,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin fil en coton,St Domingue,1800,300,Étranger,aunes,,,0,
1220,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin,St Domingue,600,100,Indes commerce français,aunes,,,0,
1221,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre d'emballage,St Domingue,9900,13200,Bretagne,aunes,,,0,
1222,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre d'emballage,St Domingue,1425,1900,Flandres,aunes,,,0,
1223,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre peinte,St Domingue,1350,450,Bretagne,aunes,,,0,
1224,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre peinte,St Domingue,3420,1140,Champagne,aunes,,,0,
1225,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,St Domingue,57487,45990,Bretagne,aunes,69187,,0,
1226,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,La Martinique,5375,4300,Bretagne,aunes,69187,,0,
1227,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,La Guadeloupe,3825,3060,Bretagne,aunes,69187,,0,
1228,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,Cayenne et Guyanne,2500,2000,Bretagne,aunes,69187,,0,
1229,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,Sénégal et Guinée,11125,8900,Bretagne,aunes,,,0,
1230,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,St Domingue,2400,1920,Étranger,aunes,5525,,0,
1231,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre à voiles,La Guadeloupe,3125,2500,Étranger,aunes,5525,,0,
1232,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,St Domingue,835287,556858,Bretagne,aunes,858457,,0,
1233,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,La Martinique,14020,9347,Bretagne,aunes,858457,,0,
1234,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,La Guadeloupe,8700,5800,Bretagne,aunes,858457,,0,
1235,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,Cayenne et Guyanne,450,300,Bretagne,aunes,858457,,0,
1236,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,Sénégal et Guinée,3225,2150,Bretagne,aunes,,,0,
1237,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,St Domingue,68625,45750,Normandie,aunes,70275,,0,
1238,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,Cayenne et Guyanne,1650,1100,Normandie,aunes,70275,,0,
1239,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,St Domingue,8905,5950,Languedoc,aunes,,,0,
1240,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,St Domingue,123000,82000,Maine,aunes,134400,,0,
1241,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,La Guadeloupe,11400,7600,Maine,aunes,134400,,0,
1242,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre rousse,St Domingue,772,643,Guyenne,aunes,,,0,
1243,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre ecrue,St Domingue,105300,78000,Bretagne,aunes,,,0,
1244,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de chanvre ecrue,St Domingue,2700,2000,Guyenne,aunes,,,0,
1245,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de batiste,St Domingue,163062,27177,Amienois,aunes,179376,,0,
1246,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile batiste,La Martinique,5868,978,Amienois,aunes,179376,,0,
1247,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile batiste,La Guadeloupe,10446,1741,Amienois,aunes,179376,,0,
1248,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile batiste,St Domingue,3702,617,Hainault,aunes,,,0,
1249,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin en fil,St Domingue,35755,14302,Normandie,aunes,39470,,0,
1250,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin en fil,La Martinique,400,160,Normandie,aunes,39470,,0,
1251,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin en fil,La Guadeloupe,3315,1326,Normandie,aunes,39470,,0,
1252,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin,St Domingue,27867,4885,Étranger,aunes,32817,,1,
1253,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin,St Domingue,27867,1000,Étranger,pièces,32817,,2,
1254,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin,La Guadeloupe,550,100,Étranger,aunes,32817,,0,
1255,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de bazin,Cayenne et Guyanne,4400,800,Étranger,aunes,32817,,0,
1256,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coutil,St Domingue,46416,15472,Flandres,aunes,49173,,0,
1257,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coutil,La Martinique,1230,410,Flandres,aunes,49173,,0,
1258,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coutil,La Guadeloupe,1227,409,Flandres,aunes,49173,,0,
1259,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coutil,Cayenne et Guyanne,300,100,Flandres,aunes,49173,,0,
1260,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coutil,Sénégal et Guinée,24402,8134,Flandres,aunes,,,0,
1261,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coutil,Sénégal et Guinée,1230,410,Normandie,aunes,,,0,
1262,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de limon,St Domingue,16120,2096,Amiens,aunes,19780,,1,
1263,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de limon,St Domingue,16120,400,Amiens,pièces,19780,,2,
1264,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de limon,La Martinique,3660,488,Amiens,aunes,19780,,0,
1265,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de limon,St Domingue,6450,120,Isle de France,aunes,,,1,
1266,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de limon,St Domingue,6450,5550,Isle de France,pièces,,,2,
1267,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,St Domingue,1574092,629637,Bretagne,aunes,1619017,,0,
1268,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Martinique,17700,7100,Bretagne,aunes,1619017,,0,
1269,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Guadeloupe,24050,9620,Bretagne,aunes,1619017,,0,
1270,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,Cayenne et Guyanne,3175,1270,Bretagne,aunes,1619017,,0,
1271,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,St Domingue,156975,62790,Normandie,aunes,224975,,0,
1272,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Martinique,2500,1000,Normandie,aunes,224975,,0,
1273,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Guadeloupe,65500,26200,Normandie,aunes,224975,,0,
1274,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,St Domingue,376400,150560,Maine,aunes,428790,,0,
1275,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Martinique,34125,13650,Maine,aunes,428790,,0,
1276,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Guadeloupe,18265,7306,Maine,aunes,428790,,0,
1277,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,St Domingue,1282000,512800,Flandres,aunes,1286000,,0,
1278,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin ecrue,La Martinique,4000,1600,Flandres,aunes,1286000,,0,
1279,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,St Domingue,782223,260741,Bretagne,aunes,894639,,0,
1280,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,La Martinique,47112,15704,Bretagne,aunes,894639,,0,
1281,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,La Guadeloupe,59550,19850,Bretagne,aunes,894639,,0,
1282,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,Cayenne et Guyanne,5754,1918,Bretagne,aunes,894639,,0,
1283,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,Sénégal et Guinée,21225,7075,Bretagne,aunes,,,0,
1284,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,St Domingue,137619,45873,Normandie,aunes,,,0,
1285,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,St Domingue,11340,3780,Amiens,aunes,,,0,
1286,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,St Domingue,222342,74014,Maine,aunes,252126,,0,
1287,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,La Guadeloupe,29784,9928,Maine,aunes,252126,,0,
1288,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,Sénégal et Guinée,7560,2520,Anjou,aunes,,,0,
1289,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,St Domingue,533515,118559,Flandres,aunes,601213,,0,
1290,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,La Martinique,40635,9030,Flandres,aunes,601213,,0,
1291,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,La Guadeloupe,27063,6014,Flandres,aunes,601213,,0,
1292,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin blanche,Sénégal et Guinée,43380,9640,Flandres,aunes,,,0,
1293,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin à carreaux,St Domingue,15235,10157,Flandres,aunes,,,0,
1294,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin à carreaux,St Domingue,8115,5410,Normandie,aunes,8520,,0,
1295,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin à carreaux,La Guadeloupe,405,270,Normandie,aunes,8520,,0,
1296,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de couleur,St Domingue,750,300,Normandie,aunes,,,0,
1297,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin peinte,St Domingue,4200,1200,Normandie,aunes,,,0,
1298,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin peinte,Sénégal et Guinée,4200,1200,Normandie,aunes,,,0,
1299,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de lin peinte,Sénégal et Guinée,1120,280,Étranger,aunes,,,0,
1300,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile à carreaux,St Domingue,27794,12353,Normandie,aunes,31349,,0,
1301,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile à carreaux,La Martinique,1530,680,Normandie,aunes,31349,,0,
1302,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile à carreaux,La Guadeloupe,2025,930,Normandie,aunes,31349,,0,
1303,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile à carreaux,Sénégal et Guinée,30195,13420,Normandie,aunes,,,0,
1304,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile à carreaux,St Domingue,2565,1140,Flandres,aunes,5130,,0,
1305,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile à carreaux,La Guadeloupe,2565,1140,Flandres,aunes,5130,,0,
1306,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile ecrue diverse,St Domingue,5460,4550,Normandie,aunes,6180,,0,
1307,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile ecrue diverse,La Martinique,720,600,Normandie,aunes,6180,,0,
1308,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile rayée,St Domingue,825,550,Normandie,aunes,,,0,
1309,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile rayée,Sénégal et Guinée,2430,1080,Étranger,aunes,,,0,
1310,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile royale,St Domingue,1400,200,Étranger,aunes,,,0,
1311,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toiles des indes (bleue),Sénégal et Guinée,3600,1600,Bretagne,aunes,,,0,
1312,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile bayette (bleue),Sénégal et Guinée,4944,1236,Pays d'Aunis,aunes,,,0,
1313,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile bayette bleue,Sénégal et Guinée,6504,936,Étranger,aunes,,,1,
1314,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile bayette bleue,Sénégal et Guinée,6504,46,Étranger,pièces,,,2,
1315,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile bajutapaux,Sénégal et Guinée,71700,2390,Bretagne,pièces,,,0,
1316,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile bajutapaux,Sénégal et Guinée,80700,2690,Étranger,pièces,,,0,
1317,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingan,St Domingue,360,300,Bretagne,aunes,,,0,
1318,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingan,Sénégal et Guinée,300,250,Bretagne,aunes,,,0,
1319,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile chasselas,Sénégal et Guinée,77400,2580,Bretagne,pièces,,,0,
1320,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile chasselas,Sénégal et Guinée,71320,2374,Étranger,pièces,,,0,
1321,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingas,St Domingue,126293,105245,Flandres,aunes,133886,,0,
1322,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingas,La Martinique,1537,1281,Flandres,aunes,133886,,0,
1323,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingas,La Guadeloupe,5852,4878,Flandres,aunes,133886,,0,
1324,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingas,Cayenne et Guyanne,204,170,Flandres,aunes,133886,,0,
1325,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingas,Sénégal et Guinée,1797,1498,Flandres,aunes,,,0,
1326,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,15,Toile guingas,St Domingue,1380,1150,Normandie,aunes,4320,,0,
