numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,remarks,doubleaccounts
3497,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Acier,Italie,33210.1,94886,,livres,,,0
3498,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Agaric,Italie,803,803,,livres,,,0
3499,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Ajamis,Italie,495,55,,paires,,,0
3500,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Ails,Italie,75,7,,charges,,,0
3501,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Alumettes,Italie,38.8,194,,livres,,,0
3502,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Alun,Italie,116169,968075,,livres,,,0
3503,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Amadou,Italie,3267.5,4668,,livres,,,0
3504,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Amandes,Italie,4442,22210,,livres,,,0
3505,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Ambre ; jaune,Italie,605,605,,livres,,,0
3506,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,69,Ameçons ; cassées,Italie,20,100,,livres,,,0
3507,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Amidon,Italie,229,1145,,livres,,,0
3508,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Anchois,Italie,77,7,,barils,,,0
3509,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Ancres ; de fer,Italie,16250,81250,,livres,,,0
3510,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Anis,Italie,100,500,,livres,,,0
3511,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Antimoine,Italie,240,1200,,livres,,,0
3512,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Arcenic,Italie,1080,3600,,livres,,,0
3513,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Ardoises,Italie,300,50,,livres,,,0
3514,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Lyon,70,Argent ; monnoyé,Italie,67200,1400,,marcs,,,0
3515,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Argent ; vif,Italie,22000,5500,,livres,,,0
3516,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,70,Arquifou,Italie,34467.5,229783,,livres,,,0
3517,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Aul,Italie,56,400,,livres,,,0
3518,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Avirons,Italie,11872,3392,,paires,,,0
3519,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Montpellier,71,Avirons,Italie,40,40,,paires,,,0
3520,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Aurcsats,Italie,8400,60,,en nombre,,,0
3521,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Balais ; de palmes,Italie,2667.6,2964,,douzaines,,,0
3522,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Baleine ; coupée,Italie,4050,900,,livres,,,0
3523,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Barils ; vuides,Italie,525,420,,en nombre,,,0
3524,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Barres : de cabestant,Italie,339.3,1357,,en nombre,,,0
3525,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,71,Barres ; pous édifiées,Italie,42,7,,douzaines,,,0
3526,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de coton,Italie,580,29,,douzaines,80630,,0
3527,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de coton,Italie,79990,15998,,livres,80630,,0
3528,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de coton,Italie,60,10,,douzaines,80630,,0
3529,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de fil,Italie,5544,308,,douzaines,89539,,0
3530,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de fil,Italie,83995,16799,,livres,89539,,0
3531,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de filozelle,Italie,2850,190,,livres,2850,,0
3532,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bas ; de soye,Italie,9200,230,,livres,9200,,0
3533,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Bergamottes,Italie,800,16,,milliers,,,0
3534,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,72,Bergamottes,Italie,25,250,,en nombre,,,0
3535,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,72,Beure,Italie,2533.2,6333,,livres,,,0
3536,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bijouterie,Italie,25000,250,,en nombre,,,0
3537,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bled,Italie,918050,36722,,charges,,,0
3538,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; à bats,Italie,100,10,,douzaines,100,,0
3539,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; de Brezil,Italie,3125,12500,,livres,3125,,0
3540,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; à bruler,Italie,286271,28627100,,livres,287189,,0
3541,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Montpellier,73,Bois ; à bruler,Italie,918,153000,,livres,287189,,0
3542,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; de campesche,Italie,79059,527060,,livres,79059,,0
3543,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; de construction,Italie,240,8,,pièces,240,,0
3544,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; pour cribles,Italie,3986.8,199,,livres,3986.8,,0
3545,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; fustel,Italie,15636.7,223381,,livres,18941.8,,0
3546,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Montpellier,73,Bois ; fustel,Italie,3305.1,11017,,livres,18941.8,,0
3547,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; ouvré,Italie,66,330,,livres,66,,0
3548,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bois ; de roze,Italie,240,480,,livres,240,,0
3549,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,73,Bonnets ; de laine,Italie,3450,230,,douzaines,,,0
3550,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Boucassin,Italie,240,60,,pièces,,,0
3551,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Bourde,Italie,19248,240600,,livres,,,0
3552,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Bourre ; à batier,Italie,2220,5550,,livres,,,0
3553,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Bourre ; de soye,Italie,736,368,,livres,,,0
3554,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Bours ; coton,Italie,8400,1400,,pièces,,,0
3555,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Bouton ; de fil blanc,Italie,3600,400,,grosses,,,0
3556,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,74,Bouton ; de fil blanc,Italie,132,176,,douzaines,,,0
3557,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,75,Boyaux ; salé,Italie,62.5,250,,livres,,,0
3558,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,75,Cabarets ; vernis,Italie,60,4,,en nombre,,,0
3559,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,75,Cacao,Italie,2233.4,1718,,livres,,,0
3560,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,75,Caffé ; des Isles,Italie,10278,6852,,livres,,,0
3561,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Canelle,Italie,8700,1450,,livres,,,0
3562,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Canons ; de fer,Italie,2850,19,,en nombre,,,0
3563,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Cantarides,Italie,10748,2687,,livres,,,0
3564,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Capots,Italie,4050,37,,douzaines,,,0
3565,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Carreaux ; de marbre,Italie,31946.4,53244,,en nombre,,,0
3566,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Carrouge,Italie,1840,36800,,livres,,,0
3567,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Cartes : géographiques,Italie,5382,1196,,livres,,,0
3568,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,76,Cartes ; à joüer,Italie,1800,45,,grosses,,,0
3569,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cedra,Italie,100,1000,,livres,,,0
3570,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cendre ; commune,Italie,68736,859200,,livres,,,0
3571,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cercles : de bois,Italie,566,283,,faix,42445.4,,0
3572,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cercles : de bois,Italie,35600,1780,,milliers,42445.4,,0
3573,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cercles : de bois,Italie,3257,81425,,livres,42445.4,,0
3574,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Montpellier,77,Cercles : de bois,Italie,3022.4,120894,,livres,42445.4,,0
3575,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cercles ; de fer,Italie,4525,18100,,livres,4525,,0
3576,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Cercles ; à tamis,Italie,80,10,,balles,80,,0
3577,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Ceruze,Italie,420,2100,,livres,,,0
3578,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Chair ; salée,Italie,25,100,,livres,,,0
3579,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Champignons,Italie,445,178,,livres,,,0
3580,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Chandelle,Italie,6426.9,14285,,livres,,,0
3581,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Chanvre ; cru,Italie,164002.5,911152,,livres,,,0
3582,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,77,Chanvre ; peigné,Italie,882,2450,,livres,,,0
3583,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Chapeaux ; de paille,Italie,1128,188,,douzaines,,,0
3584,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Charbon ;de bois,Italie,2000,100000,,livres,,,0
3585,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Chataignes,Italie,22057.3,401050,,livres,,,0
3586,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Cheminée ; de marbre,Italie,80,1,,en nombre,,,0
3587,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Cheveux,Italie,1800,60,,livres,,,0
3588,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Chevrons,Italie,14,2,,douzaines,,,0
3589,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Chocolat,Italie,15393,4398,,livres,,,0
3590,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Cire ; blanche,Italie,180,100,,livres,,,0
3591,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Cire ; jaune,Italie,12703.5,9410,,livres,,,0
3592,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Citrons,Italie,525,70,,caisses,,,0
3593,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Citrons,Italie,55905.8,3727050,,livres,,,0
3594,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,78,Citrons,Italie,260,13000,,livres,,,0
3595,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Montpellier,78,Citrons,Italie,19327.5,1932750,,en nombre,,,0
