numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
1030,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Chapeaux de castor,Rennes,Isles françoises de l'Amerique," 770,00    ",Nombres,"0,000","0,00","0,00","0,00",
1031,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Chaussettes de fil,Rennes,Isles françoises de l'Amerique," 1 200,00    ",Paires,"0,000","0,00","0,00","0,00",
1032,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Cristaux de Rouën ; gobelets,Rennes,Isles françoises de l'Amerique," 126,00    ",Douzaines,"0,000","0,00","0,00","0,00",
1033,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Cristaux de Rouën,Rennes,Isles françoises de l'Amerique," 3 600,00    ",Livres,"0,000","0,00","0,00","0,00",
1034,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Dentelle de Dupui,Rennes,Isles françoises de l'Amerique," 8,00    ",Caisses,"0,000","0,00","17 205,00","-17 205,00",
1035,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Dentelle de Caën,Rennes,Isles françoises de l'Amerique," 3,00    ",Caisses,"0,000","0,00","8 000,00","-8 000,00",
1036,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Dentelle de Caën,Rennes,Isles françoises de l'Amerique," 10 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1037,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Dentelle du havre,Rennes,Isles françoises de l'Amerique," 10 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1038,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Damas,Rennes,Isles françoises de l'Amerique," 62,00    ",Pièces,"0,000","0,00","0,00","0,00",Mesure d'origine livre
1039,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Damasin,Rennes,Isles françoises de l'Amerique," 457,00    ",Aunes,"0,000","0,00","0,00","0,00",Mesure d'origine livre
1040,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Drap de Carcasonne,Rennes,Isles françoises de l'Amerique," 3 340,00    ",Aunes,"0,000","0,00","0,00","0,00",
1041,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Eau de vie,Rennes,Isles françoises de l'Amerique," 1,50    ",Tonneaux,"0,000","0,00","0,00","0,00",
1042,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Etamine,Rennes,Isles françoises de l'Amerique," 4,00    ",Pièces,"0,000","0,00","0,00","0,00",
1043,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Farine,Rennes,Isles françoises de l'Amerique," 19 000,00    ",Livres,"0,000","0,00","0,00","0,00",
1044,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Fer en barres,Rennes,Isles françoises de l'Amerique," 191 133,00    ",Livres,"0,000","0,00","0,00","0,00",
1045,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Fil de Rennes,Rennes,Isles françoises de l'Amerique," 2 021,00    ",Livres,"0,000","0,00","0,00","0,00",
1046,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Fayence de Rouën,Rennes,Isles françoises de l'Amerique," 700,00    ",Livres,"0,000","0,00","0,00","0,00",
1047,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Grisette,Rennes,Isles françoises de l'Amerique," 23,00    ",Pièces,"0,000","0,00","0,00","0,00",
1048,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Glaces de la manufacture de Paris de différentes grandeurs,Rennes,Isles françoises de l'Amerique," 81,00    ",Nombres,"0,000","0,00","0,00","0,00",
1049,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Mouchoirs de soie,Rennes,Isles françoises de l'Amerique," 297,00    ",Nombres,"0,000","0,00","0,00","0,00",
1050,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Mors de bride,Rennes,Isles françoises de l'Amerique," 24,00    ",Nombres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
1051,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Nécanés,Rennes,Isles françoises de l'Amerique," 248,00    ",Pièces,"0,000","0,00","0,00","0,00",
1052,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Pekin,Rennes,Isles françoises de l'Amerique," 70,00    ",Pièces,"0,000","0,00","0,00","0,00",
1053,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Platille,Rennes,Isles françoises de l'Amerique," 250,00    ",Pièces,"0,000","0,00","0,00","0,00",
1054,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Panne de soie,Rennes,Isles françoises de l'Amerique," 440,00    ",Aunes,"0,000","0,00","0,00","0,00",
1055,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Peluche,Rennes,Isles françoises de l'Amerique," 1 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
1056,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Ras de St Maur,Rennes,Isles françoises de l'Amerique," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1057,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Soie a coudre,Rennes,Isles françoises de l'Amerique," 85,00    ",Livres,"0,000","0,00","0,00","0,00",
1058,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Selle a cheval,Rennes,Isles françoises de l'Amerique," 24,00    ",Nombres,"0,000","0,00","0,00","0,00",
1059,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Tapsel,Rennes,Isles françoises de l'Amerique," 200,00    ",Pièces,"0,000","0,00","0,00","0,00",
1060,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de bretagne large,Rennes,Isles françoises de l'Amerique," 300,00    ",Pièces,"0,000","0,00","0,00","0,00",
1061,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de bretagne large,Rennes,Isles françoises de l'Amerique," 4 743,00    ",Aunes,"0,000","0,00","0,00","0,00",
1062,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de bretagne étroite,Rennes,Isles françoises de l'Amerique," 6 700,00    ",Pièces,"0,000","0,00","0,00","0,00",Mesure d'origine livre
1063,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de bretagne étroite,Rennes,Isles françoises de l'Amerique," 25 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1064,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile holandille de Paris,Rennes,Isles françoises de l'Amerique," 700,00    ",Pièces,"0,000","0,00","0,00","0,00",
1065,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de cholet,Rennes,Isles françoises de l'Amerique," 1 265,00    ",Pièces,"0,000","0,00","0,00","0,00",
1066,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de St Gal,Rennes,Isles françoises de l'Amerique," 260,00    ",Pièces,"0,000","0,00","0,00","0,00",
1067,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de Cambrai,Rennes,Isles françoises de l'Amerique," 380,00    ",Pièces,"0,000","0,00","0,00","0,00",
1068,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile d'Allemagne,Rennes,Isles françoises de l'Amerique," 155,00    ",Pièces,"0,000","0,00","0,00","0,00",
1069,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de rosconne,Rennes,Isles françoises de l'Amerique," 20,00    ",Pièces,"0,000","0,00","0,00","0,00",
1070,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile crée,Rennes,Isles françoises de l'Amerique," 25,00    ",Pièces,"0,000","0,00","0,00","0,00",
1071,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile crée,Rennes,Isles françoises de l'Amerique," 360,00    ",Aunes,"0,000","0,00","0,00","0,00",
1072,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de Rouën,Rennes,Isles françoises de l'Amerique," 2 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
1073,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile bazin de Rouën,Rennes,Isles françoises de l'Amerique," 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
1074,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de laval,Rennes,Isles françoises de l'Amerique," 5 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1075,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de Marigni,Rennes,Isles françoises de l'Amerique," 16 590,00    ",Aunes,"0,000","0,00","0,00","0,00",
1076,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de langeneau,Rennes,Isles françoises de l'Amerique," 2 180,00    ",Aunes,"0,000","0,00","0,00","0,00",
1077,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de halle,Rennes,Isles françoises de l'Amerique," 2 700,00    ",Aunes,"0,000","0,00","0,00","0,00",
1078,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile a carreaux,Rennes,Isles françoises de l'Amerique," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1079,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Toile de navale,Rennes,Isles françoises de l'Amerique," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1080,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Velours,Rennes,Isles françoises de l'Amerique," 1,50    ",Pièces,"0,000","0,00","0,00","0,00",
1081,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Amandes,Rennes,Angleterre," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
1082,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,32,1714,Bariques en bottes,Rennes,Angleterre," 200,00    ",Bariques,"0,000","0,00","0,00","0,00",
1083,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Caffé,Rennes,Angleterre," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
1084,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Chataignes,Rennes,Angleterre," 2 000,00    ",Livres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
1085,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Eau de vie,Rennes,Angleterre," 2,75    ",Tonneaux,"0,000","0,00","0,00","0,00",
1086,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Figues,Rennes,Angleterre," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
1087,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Huitres a la daube,Rennes,Angleterre," 100,00    ",Barils,"0,000","0,00","0,00","0,00",
1088,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Huile d'olive,Rennes,Angleterre," 400,00    ",Livres,"0,000","0,00","0,00","0,00",
1089,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Limons,Rennes,Angleterre," 600,00    ",Nombres,"0,000","0,00","0,00","0,00",
1090,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Miel,Rennes,Angleterre," 2 040,00    ",Livres,"0,000","0,00","0,00","0,00",
1091,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Plumes a lit,Rennes,Angleterre," 650,00    ",Livres,"0,000","0,00","0,00","0,00",
1092,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Poterie de terre,Rennes,Angleterre," 6,00    ",Douzaines,"0,000","0,00","0,00","0,00",
1093,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Raisin passe,Rennes,Angleterre," 300,00    ",Livres,"0,000","0,00","0,00","0,00",Mesure d'origine livre
1094,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Savon,Rennes,Angleterre," 760,00    ",Livres,"0,000","0,00","0,00","0,00",
1095,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Toile royale,Rennes,Angleterre," 144,00    ",Aunes,"0,000","0,00","0,00","0,00",
1096,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Toile de reforme,Rennes,Angleterre," 120,00    ",Aunes,"0,000","0,00","0,00","0,00",
1097,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Toile de halle,Rennes,Angleterre," 2 350,00    ",Aunes,"0,000","0,00","0,00","0,00",
1098,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Toile a voile,Rennes,Angleterre," 900,00    ",Aunes,"0,000","0,00","0,00","0,00",
1099,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Vin,Rennes,Angleterre," 3,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
1100,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Graine de lin,Rennes,Hollande," 208,00    ",Barils,"0,000","0,00","0,00","0,00",
1101,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Huitres a la daube,Rennes,Hollande," 36,00    ",Barils,"0,000","0,00","0,00","0,00",
1102,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Peaux de veau,Rennes,Hollande," 300,00    ",Nombres,"0,000","0,00","0,00","0,00",
1103,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Papier gris,Rennes,Hollande," 4 888,00    ",Rames,"0,000","0,00","0,00","0,00",
1104,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Acier,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 12 000,00    ",Livres,"0,000","0,00","0,00","0,00",
1105,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 17,00    ",Douzaines de Paires,"0,000","0,00","0,00","0,00",
1106,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 8,00    ",Douzaines de Paires,"0,000","0,00","0,00","0,00",
1107,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Bas de laine,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 40,00    ",Douzaines de Paires,"36,000","1 440,00","1 440,00","0,00",
1108,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Boutons d'acier argenté,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 200,00    ",Douzaines,"0,000","0,00","0,00","0,00",
1109,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Canelle,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 400,00    ",Livres,"0,000","0,00","0,00","0,00",
1110,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,33,1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 10 616,00    ",Livres,"0,000","0,00","0,00","0,00",
1111,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Camelot de l'Isle,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 3 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1112,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Camelot de Bruxelles,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 220,00    ",Pièces,"0,000","0,00","0,00","0,00",
1113,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Calemande,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 64,00    ",Pièces,"0,000","0,00","0,00","0,00",
1114,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Chapeaux de castor,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 630,00    ",Nombres,"0,000","0,00","0,00","0,00",
1115,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Chaussette,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 30,00    ",Douzaines,"0,000","0,00","0,00","0,00",
1116,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Dentelle de Caën,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 39,00    ",Cartons,"500,000","19 500,00","19 500,00","0,00",
1117,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 62,00    ",Caisses,"0,000","0,00","0,00","0,00",
1118,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 120,00    ",Pièces,"0,000","0,00","0,00","0,00",
1119,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 620,00    ",Pièces,"0,000","0,00","0,00","0,00",
1120,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 220,00    ",Livres,"0,000","0,00","0,00","0,00",
1121,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Damas,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 62,00    ",Pièces,"0,000","0,00","0,00","0,00",
1122,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Drap de Carcasonne,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 27,00    ",Pièces,"0,000","0,00","0,00","0,00",
1123,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Drap de France,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 340,00    ",Aunes,"0,000","0,00","0,00","0,00",
1124,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Etamine,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 7 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
1125,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Etoffe au quart de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 320,00    ",Livres,"0,000","0,00","0,00","0,00",
1126,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,34,1714,Ecarlatille,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 280,00    ",Pièces,"0,000","0,00","0,00","0,00",
