numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_2,remarks,doubleaccounts
522,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Céruse,Empire d'Autriche,1100,794900,,,0
523,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Céruse,Angleterre,16700,794900,,,0
524,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Azur,Hollande,170000,237600,,,0
525,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Azur,Etats d'Allemagne,10000,237600,,,0
526,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Azur,République de suisse,9300,237600,,,0
527,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Azur,Villes anséatiques,2200,237600,,,0
528,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Azur,Royaume de Danemarck,7600,237600,,,0
529,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Azur,empire d'Aurtiche,28500,237600,,,0
530,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Garance,Hollande,244200,961000,,,0
531,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Garance,Etats d'Allemagne,8200,961000,,,0
532,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Garance,République de suisse,11800,961000,,,0
533,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Garance,Villes anséatiques,3200,961000,,,0
534,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Garance,Milanes et toscane,2400,961000,,,0
535,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Garance,Empire ottoman et Barbarie,586100,961000,,,0
536,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Garance,empire d'Autriche,47300,961000,,,0
537,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Garance,Angleterre,57800,961000,,,0
538,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Noix de galle,Royaume d'Espagne,1700,636500,,,0
539,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Noix de galle,Hollande,12600,636500,,,0
540,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Noix de galle,Milanes et toscane,63000,636500,,,0
541,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Noix de galle,Empire ottoman et Barbarie,392400,636500,,,0
542,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Noix de galle,Royaume de Naple,47400,636500,,,0
543,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Noix de galle,Royaume de Sardaigne,20000,636500,,,0
544,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Noix de galle,"Colonies francaises en Amérique,Asie et afrique",99400,636500,,,0
545,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Royaume d'Espagne,120300,1873900,,,0
546,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Hollande,548300,1873900,,,0
547,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Royaume de Prusse,6800,1873900,,,0
548,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Etats d'Allemagne,4500,1873900,,,0
549,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Republique de Suisse,12700,1873900,,,0
550,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Etats-Unis d'Amérique,51900,1873900,,,0
551,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Villes anséatiques,25500,1873900,,,0
552,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Royaume de Suede,21400,1873900,,,0
553,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Milanes et toscane,54600,1873900,,,0
554,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Republique de Genes,64000,1873900,,,0
555,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Drogues diverses réunies,Empire ottoman et Barbarie,175400,1873900,,,0
556,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Drogues diverses réunies,Royaume de naples,49600,1873900,,,0
557,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Drogues diverses réunies,Royaume de sardaigne,27700,1873900,,,0
558,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Drogues diverses réunies,empire d'Aurtiche,106800,1873900,,,0
559,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Drogues diverses réunies,Royaume de Portugal,42000,1873900,,,0
560,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Drogues diverses réunies,Angleterre,502200,1873900,,,0
561,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Drogues diverses réunies,République de VENISE,60200,1873900,,,0
562,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Betes de somme///Anes,Royaume de Sardaigne,6900,6900,,,0
563,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Betes de somme///Chevaux,Hollande,2400,2983400,,,0
564,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Betes de somme///Chevaux,Royaume de Prusse,67600,2983400,,,0
565,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Betes de somme///Chevaux,Etats d'Allemagne,37600,2983400,,,0
566,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Betes de somme///Chevaux,republique de Suisse,690500,2983400,,,0
567,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Betes de somme///Chevaux,Royaume de Danemarck,160900,2983400,,,0
568,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Betes de somme///Chevaux,Royaume de sardaigne,65300,2983400,,,0
569,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Betes de somme///Chevaux,Empire d'Autriche,1420700,2983400,,,0
570,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Betes de somme///Chevaux,Angleterre,538300,2983400,,,0
571,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Betes de somme///Mulets,Royaume de sardaigne,113700,113700,,,0
572,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Argent vif,Hollande,11300,173300,,,0
573,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Argent vif,Etats d'Allemagne,123800,173300,,,0
574,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Argent vif,Milanes et toscane,38200,173300,,,0
575,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Royaume d'Espagne,179200,7402800,,,0
576,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Hollande,322100,7402800,,,0
577,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Etats d'Allemagne,1244200,7402800,,,0
578,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",République de suisse,24100,7402800,,,0
579,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Villes anséatiques,1803000,7402800,,,0
580,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Royaume de Danemarck,2600,7402800,,,0
581,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Royaume de Suede,434300,7402800,,,0
582,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Milanes et toscane,2200,7402800,,,0
583,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Republique de Genes,10700,7402800,,,0
584,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,"///Métaux///Cuivre, bronze et laiton",Empire ottoman et Barbarie,1156400,7402800,,,0
585,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,"///Métaux///Cuivre, bronze et laiton",Royaume de Sardaigne,162500,7402800,,,0
586,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,"///Métaux///Cuivre, bronze et laiton",Empire d'Autriche,343200,7402800,,,0
587,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,"///Métaux///Cuivre, bronze et laiton",Empire de Russie,17300,7402800,,,0
588,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,"///Métaux///Cuivre, bronze et laiton",Angleterre,1647400,7402800,,,0
589,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,"///Métaux///Cuivre, bronze et laiton","Colonies francaises en Amérique,Asie et afrique",53600,7402800,,,0
590,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Etain,Hollande,86700,895600,,,0
591,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Etain,République de suisse,1000,895600,,,0
592,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Etain,Empire ottoman et Barbarie,105200,895600,,,0
593,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Etain,Royaume de naples,4300,895600,,,0
594,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Etain,Royaume de Sardaigne,5500,895600,,,0
595,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Etain,Empire d'Autriche,21400,895600,,,0
596,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Etain,Angleterre,671500,895600,,,0
597,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Royaume d'Espagne,826300,8667400,,,0
598,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Hollande,1305300,8667400,,,0
599,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Royaume de Prusse,39900,8667400,,,0
600,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Etats d'Allemagne,177300,8667400,,,0
601,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,République de suisse,9800,8667400,,,0
602,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Etats-Unis d'Amérique,2600,8667400,,,0
603,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Villes anséatiques,123300,8667400,,,0
604,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Royaume de Danemarck,149200,8667400,,,0
605,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Royaume de Suede,4286600,8667400,,,0
606,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Milanes et toscane,43600,8667400,,,0
607,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fers et aciers,Republique de Genes,55400,8667400,,,0
608,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fers et aciers,Royaume de sardaigne,24900,8667400,,,0
609,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fers et aciers,Empire d'Autriche,1007300,8667400,,,0
610,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fers et aciers,Empire de Russie,194200,8667400,,,0
611,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fers et aciers,Angleterre,421700,8667400,,,0
612,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fer-blanc,Royaume d'Espagne,10000,923500,,,0
613,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fer-blanc,Hollande,97200,923500,,,0
614,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fer-blanc,Royaume de Prusse,5700,923500,,,0
615,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fer-blanc,Etats d'Allemagne,3200,923500,,,0
616,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fer-blanc,République de suisse,2200,923500,,,0
617,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Fer-blanc,Villes anséatiques,317600,923500,,,0
618,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fer-blanc,Royaume de sardaigne,5400,923500,,,0
619,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fer-blanc,Empoire d'Autriche,67800,923500,,,0
620,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Fer-blanc,Angleterre,414400,923500,,,0
621,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Plomb,Hollande,89900,2246400,,,0
622,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Plomb,Villes anséatiques,591800,2246400,,,0
623,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Plomb,Milanes et toscane,55700,2246400,,,0
624,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Plomb,Republique de Genes,21500,2246400,,,0
625,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Plomb,Royaume de naples,4200,2246400,,,0
626,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Plomb,Empire de sardaigne,104000,2246400,,,0
627,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Plomb,Angleterre,1379300,2246400,,,0
628,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Articles réunis,Royaume d'Espagne,6300,16100,,,0
629,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Articles réunis,Hollande,2000,16100,,,0
630,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Métaux///Articles réunis,Villes anséatiques,1500,16100,,,0
631,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Métaux///Articles réunis,Angleterre,6300,16100,,,0
632,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Objets manufacturés///Chapellerie,Hollande,1000,73900,,,0
633,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Objets manufacturés///Chapellerie,République de suisse,25100,73900,,,0
634,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Objets manufacturés///Chapellerie,empire d'Autriche,2300,73900,,,0
635,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Objets manufacturés///Chapellerie,Angleterre,45500,73900,,,0
636,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Objets manufacturés///Etoffes en coton et en laine,Royaume d'Espagne,8800,9306600,,,0
637,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Objets manufacturés///Etoffes en coton et en laine,Etats d'Allemagne,15500,9306600,,,0
638,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,///Objets manufacturés///Etoffes en coton et en laine,Empire ottoman et Barbarie,13600,9306600,,,0
639,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,///Objets manufacturés///Etoffes en coton et en laine,Royaume de Naples,7400,9306600,,,0
