numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts,remarks
728,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bâtimens de mer et apparaux,Royaume de Danemarck,1300,0,
729,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,Royaume de Danemarck,9000,0,
730,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,colles de toute sorte,Royaume de Danemarck,9300,0,
731,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,Royaume de Danemarck,900,0,
732,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Royaume de Danemarck,2200,0,
733,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,Royaume de Danemarck,1700,0,
734,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Royaume de Danemarck,6900,0,
735,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meules,Royaume de Danemarck,400,0,
736,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Royaume de Danemarck,24700,0,
737,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,Royaume de Danemarck,77100,0,
738,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",Royaume de Danemarck,1000,0,
739,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, briques, carreaux et tuiles",Royaume de Danemarck,2100,0,
740,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,Royaume de Danemarck,1700,0,
741,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume de Danemarck,8500,0,
742,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Plantes, herbes et racines",Royaume de Danemarck,9700,0,
743,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quinquina,Royaume de Danemarck,87300,0,
744,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume de Danemarck,1100,0,
745,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,Royaume de Danemarck,400,0,
746,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Royaume de Danemarck,2300,0,
747,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Chapellerie de toute sorte,Royaume d'Italie,628800,0,
748,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Draperies et étoffes,Royaume d'Italie,339900,0,
749,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gazes et crêpes de soie,Royaume d'Italie,530800,0,
750,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mouchoirs divers,Royaume d'Italie,146200,0,
751,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Rubans divers,Royaume d'Italie,48200,0,
752,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles diverses,Royaume d'Italie,43600,0,
753,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles à carreaux,Royaume d'Italie,79100,0,
754,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles cirées,Royaume d'Italie,2800,0,
755,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles de coutil,Royaume d'Italie,10300,0,
756,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles écrues,Royaume d'Italie,514500,0,
757,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles d'emballage,Royaume d'Italie,287700,0,
758,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",Royaume d'Italie,833000,0,
759,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles treillis et gommées,Royaume d'Italie,564300,0,
760,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume d'Italie,61700,0,
761,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Armes,Royaume d'Italie,1300,0,
762,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,Royaume d'Italie,17600,0,
763,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bimbeloterie,Royaume d'Italie,1200,0,
764,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,colles de toute sorte,Royaume d'Italie,22300,0,
765,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,Royaume d'Italie,93100,0,
766,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Dorures fausses,Royaume d'Italie,34900,0,
767,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,Royaume d'Italie,387800,0,
768,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Royaume d'Italie,123100,0,
769,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Horlogerie,Royaume d'Italie,1100,0,
770,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Instrumens divers,Royaume d'Italie,9000,0,
771,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,Royaume d'Italie,206700,0,
772,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Royaume d'Italie,84600,0,
773,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Royaume d'Italie,51300,0,
774,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meules,Royaume d'Italie,62200,0,
775,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Parfumerie,Royaume d'Italie,3000,0,
776,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Royaume d'Italie,310300,0,
777,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes d'autruche,Royaume d'Italie,97300,0,
778,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,Royaume d'Italie,9600,0,
779,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",Royaume d'Italie,164900,0,
780,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, briques, carreaux et tuiles",Royaume d'Italie,5200,0,
781,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,Royaume d'Italie,65000,0,
782,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie faulx et faucilles,Royaume d'Italie,11000,0,
783,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie fil de fer,Royaume d'Italie,27800,0,
784,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie en limes,Royaume d'Italie,8000,0,
785,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume d'Italie,148700,0,
786,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cantharides,Royaume d'Italie,500,0,
787,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,Royaume d'Italie,168300,0,
788,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Opium,Royaume d'Italie,53600,0,
789,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quinquina,Royaume d'Italie,3600,0,
790,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Réglisse,Royaume d'Italie,400,0,
791,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Séné,Royaume d'Italie,176800,0,
792,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume d'Italie,50000,0,
793,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,Royaume d'Italie,79600,0,
794,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes arabique,Royaume d'Italie,2700,0,
795,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes laque,Royaume d'Italie,1600,0,
796,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Vitriol et huile de vitriol,Royaume d'Italie,17600,0,
797,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,Royaume d'Italie,18300,0,
798,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Royaume d'Italie,40600,0,
799,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,Empire Ottoman et Barbarie,1400,0,
800,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,Empire Ottoman et Barbarie,200,0,
801,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,Empire Ottoman et Barbarie,121800,0,
802,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Empire Ottoman et Barbarie,500,0,
803,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Parfumerie,Empire Ottoman et Barbarie,24400,0,
804,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Empire Ottoman et Barbarie,15600,0,
805,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes d'autruche,Empire Ottoman et Barbarie,943600,0,
806,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Empire Ottoman et Barbarie,24000,0,
807,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,Empire Ottoman et Barbarie,19500,0,
808,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Opium,Empire Ottoman et Barbarie,22300,0,
809,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Séné,Empire Ottoman et Barbarie,508800,0,
810,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Salsepareille,Empire Ottoman et Barbarie,25400,0,
811,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Empire Ottoman et Barbarie,43000,0,
812,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,Empire Ottoman et Barbarie,62500,0,
813,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes arabique,Empire Ottoman et Barbarie,53500,0,
814,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels chimiques,Empire Ottoman et Barbarie,9500,0,
815,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,Empire Ottoman et Barbarie,4400,0,
816,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Empire Ottoman et Barbarie,1400,0,
817,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Rubans divers,Royaume de Naples,600,0,
818,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles diverses,Royaume de Naples,9700,0,
819,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles écrues,Royaume de Naples,9200,0,
820,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles d'emballage,Royaume de Naples,5400,0,
821,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",Royaume de Naples,49100,0,
822,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume de Naples,29100,0,
823,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,Royaume de Naples,6300,0,
824,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,Royaume de Naples,23800,0,
825,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,Royaume de Naples,29500,0,
826,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Royaume de Naples,4100,0,
827,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Instrumens divers,Royaume de Naples,2400,0,
828,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,Royaume de Naples,9100,0,
829,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Royaume de Naples,8800,0,
830,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Royaume de Naples,200,0,
831,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Parfumerie,Royaume de Naples,28700,0,
832,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Royaume de Naples,264400,0,
833,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes d'autruche,Royaume de Naples,75000,0,
834,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,Royaume de Naples,200,0,
835,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",Royaume de Naples,5500,0,
836,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, briques, carreaux et tuiles",Royaume de Naples,1800,0,
837,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,Royaume de Naples,2900,0,
838,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume de Naples,83400,0,
839,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Camphre,Royaume de Naples,25000,0,
840,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Jus de réglisse,Royaume de Naples,759400,0,
841,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,Royaume de Naples,53000,0,
842,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume de Naples,17600,0,
843,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,Royaume de Naples,3000,0,
844,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Royaume de Naples,61900,0,
845,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,Empire d'Autriche,200,0,
846,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Instrumens divers,Empire d'Autriche,13800,0,
847,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Empire d'Autriche,500,0,
848,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Empire d'Autriche,800,0,
849,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes d'autruche,Empire d'Autriche,15200,0,
850,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Empire d'Autriche,3000,0,
851,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Empire de Russie,62200,0,
852,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,"Angleterre, en vertu de licences",895000,0,
853,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,colles de toute sorte,"Angleterre, en vertu de licences",28100,0,
854,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,"Angleterre, en vertu de licences",121400,0,
855,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,"Angleterre, en vertu de licences",3900,0,
856,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,"Angleterre, en vertu de licences",72500,0,
857,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes d'autruche,"Angleterre, en vertu de licences",29200,0,
858,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Camphre,"Angleterre, en vertu de licences",349100,0,
859,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,"Angleterre, en vertu de licences",306300,0,
860,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Opium,"Angleterre, en vertu de licences",78300,0,
861,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Plantes, herbes et racines","Angleterre, en vertu de licences",29500,0,
862,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quinquina,"Angleterre, en vertu de licences",186400,0,
863,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Séné,"Angleterre, en vertu de licences",51500,0,
864,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Salsepareille,"Angleterre, en vertu de licences",11400,0,
865,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,"Angleterre, en vertu de licences",321800,0,
866,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,"Angleterre, en vertu de licences",129600,0,
867,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes arabique,"Angleterre, en vertu de licences",90700,0,
868,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes laque,"Angleterre, en vertu de licences",127600,0,
