numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value,remarks
796,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Habillemens et lingerie,1000,
797,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Horlogerie,5000,
798,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Meubles et glaces,3000,
799,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Parfumerie,3000,
800,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Verrerie,1000,
801,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Porcelaine,5000,
802,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Librairie,7000,
803,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Ouvrages divers en bois,1000,
804,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Papiers à écrire,13000,
805,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Articles d'industrie réunis,14000,
806,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Cuivre,4000,
807,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Fers,19000,
808,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Autres métaux,3000,
809,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Bonneteries diverses,35000,
810,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Bonneteries de soie,2000,
811,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Chapellerie,26000,
812,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Draperies,254000,
813,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Etoffes diverses,6000,
814,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Etoffes de soie,194000,
815,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Etoffes riches,84000,
816,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,"Gazes, crèpes et mouchoirs de soie",30000,
817,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Mouchoirs divers en fil et coton,33000,
818,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Rubannerie de soie,20000,
819,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Toiles de lin et de chanvre,57000,
820,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Toiles de coton,13000,
821,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Mousselines,4000,
822,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Objets manufacturés réunis,4000,
823,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Merceries,61000,
824,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Habillemens et lingerie,7000,
825,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Faïence et poterie,12000,
826,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Horlogerie,3000,
827,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Meubles et glaces,8000,
828,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Quincaillerie,7000,
829,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Parfumerie,5000,
830,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Verrerie,14000,
831,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Bijouterie,8000,
832,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Ouvrages de cuir en cordonnerie et sellerie,3000,
833,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Ouvrages divers en bois,1000,
834,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Ouvrages de modes et fleurs artificielles,1000,
835,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Papiers à écrire,12000,
836,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Articles d'industrie réunis,46000,
837,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Fers,25000,
838,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Autres métaux,1000,
839,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Bonneteries diverses,5000,
840,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Bonneteries de soie,13000,
841,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Draperies,38000,
842,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Etoffes de soie,1000,
843,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Rubannerie de soie,6000,
844,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Toiles de lin et de chanvre,11000,
845,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Toiles de coton,7000,
846,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Toiles de fil et coton,8000,
847,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Objets manufacturés réunis,5000,
848,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Merceries,5000,
849,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Tableaux et estampes,2000,
850,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Verrerie,7000,
851,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Bijouterie,6000,
852,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Librairie,1000,
853,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Ouvrages divers en bois,7000,
854,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Papiers à écrire,1000,
855,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Articles d'industrie réunis,5000,
856,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Mules et mulets,143000,
857,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Fers,2000,
858,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Autres métaux,14000,
859,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Bonneteries diverses,67000,
860,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Bonneteries de soie,29000,
861,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Chapellerie,29000,
862,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Dentelles,188000,
863,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Draperies,1522000,
864,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Etoffes diverses,24000,
865,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Etoffes de laine,19000,
866,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Etoffes de soie,2455000,
867,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,"Gazes, crèpes et mouchoirs de soie",20000,
868,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Rubannerie de soie,203000,
869,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Toiles de lin et de chanvre,275000,
870,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Toiles de coton,442000,
871,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Toiles de fil et coton,17000,
872,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Mousselines,62000,
873,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Objets manufacturés réunis,4000,
874,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Merceries,558000,
875,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Gants de peau,2000,
876,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Habillemens et lingerie,2000,
877,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Horlogerie,17000,
878,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Esprit-de-vin,42000,
879,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Meubles et glaces,1000,
880,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Tableaux et estampes,1000,
881,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Quincaillerie,232000,
882,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Parfumerie,8000,
883,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Savons,22000,
884,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Verrerie,15000,
885,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Porcelaine,4000,
886,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Bijouterie,55000,
887,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Dorures fines,134000,
888,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Librairie,30000,
889,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Ouvrages de cuir en cordonnerie et sellerie,38000,
890,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Ouvrages divers en bois,1000,
891,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Ouvrages de cuivre doré et argenté,1000,
892,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Ouvrages de modes et fleurs artificielles,58000,
893,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Peaux et pelleteries,103000,
894,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Papiers à écrire,4000,
895,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Papiers pour tenture,28000,
896,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Armes,25000,
897,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Articles d'industrie réunis,100000,
898,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire d'Autriche,Articles d'industrie réunis,10000,
899,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Dentelles,5000,
900,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Etoffes de soie,28000,
901,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Toiles de lin et de chanvre,27000,
902,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Objets manufacturés réunis,1000,
903,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Habillemens et lingerie,1000,
904,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Horlogerie,2000,
905,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Meubles et glaces,33000,
906,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Tableaux et estampes,12000,
907,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Porcelaine,8000,
908,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Librairie,20000,
909,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Ouvrages de cuir en cordonnerie et sellerie,2000,
910,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Ouvrages de cuivre doré et argenté,6000,
911,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Ouvrages de modes et fleurs artificielles,4000,
912,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Articles d'industrie réunis,5000,
913,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Fers,4000,
914,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Autres métaux,10000,
915,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Bonneteries de soie,7000,
916,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Etoffes de laine,17000,
917,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Rubannerie de soie,32000,
918,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Toiles de lin et de chanvre,285000,
919,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Objets manufacturés réunis,2000,
920,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Merceries,12000,
921,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Horlogerie,6000,
922,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Meubles et glaces,2000,
923,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Verrerie,2000,
924,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Librairie,34000,
925,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Peaux et pelleteries,79000,
926,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Papiers à écrire,31000,
927,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Portugal,Articles d'industrie réunis,6000,
928,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Dentelles,8000,
929,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Horlogerie,4000,
930,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Tableaux et estampes,208000,
931,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Parfumerie,7000,
932,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Librairie,203000,
933,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Articles d'industrie réunis,4000,
934,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Fers,3000,
935,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Autres métaux,7000,
936,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Draperies,42000,
937,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Etoffes de soie,12000,
