numrodeligne,dataentryby,source,SourecPath,SourceType,year,Exportations/Importations,Pays d'origine,marchandises,value
929,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Habillements et lingerie,22271
930,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Faïence et poterie,980
931,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Horlogerie,26500
932,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Meubles et glaces,11935
933,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Tableaux et estampes,6034
934,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Quincaillerie,300
935,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Parfumerie,3720
936,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Verrerie,10535
937,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Porcelaine,3197
938,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Bijouterie,3291
939,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Dorures fines,6000
940,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Librairie,6480
941,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Ouvrages de cuir en cordonnerie et sellerie,812
942,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Ouvrages de cuivre doré et argenté,13808
943,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Ouvrages de modes et fleurs artificielles,43563
944,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Passementerie,1860
945,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Peaux et pelleteries,2800
946,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Articles d'industrie réunis,16355
947,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Dentelles,10184
948,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Etoffes de soie,59500
949,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Etoffes mélangées de ces matières,10800
950,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Rubannerie de soie,19552
951,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Toiles de lin et de chanvre,15330
952,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Toiles de coton,2860
953,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Merceries,2640
954,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Gants de peau,9240
955,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Habillements et lingerie,7753
956,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Horlogerie,10620
957,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Meubles et glaces,3960
958,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Tableaux et estampes,7200
959,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Parfumerie,7601
960,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Porcelaine,19700
961,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Bijouterie,960
962,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Librairie,2500
963,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Ouvrages de cuir en cordonnerie et sellerie,880
964,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Ouvrages de cuivre doré et argenté,6310
965,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Ouvrages de modes et fleurs artificielles,29900
966,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Peaux et pelleteries,328
967,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire de Russie,Articles d'industrie réunis,1400
968,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Cuivre,1355
969,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Fers,32487
970,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Autres métaux,3877
971,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Bonneteries diverses,51052
972,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Bonneteries de soie,166700
973,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Chapellerie,5085
974,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Dentelles,32000
975,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Draperies,575250
976,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Etoffes de coton,10440
977,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Etoffes de laine,61044
978,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Etoffes de soie,1064860
979,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Etoffes mélangées de ces matières,8800
980,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,"Gazes, crèpes et mouchoirs de soie",165200
981,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Mouchoirs divers en fil et coton,40600
982,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Rubannerie de soie,605248
983,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Toiles de lin et de chanvre,728168
984,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Toiles de coton,27506
985,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Mousselines,3640
986,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Objets manufacturés réunis,1060
987,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Merceries,96972
988,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Gants de peau,39858
989,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Habillements et lingerie,32678
990,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Faïence et poterie,833
991,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Horlogerie,52808
992,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Meubles et glaces,52658
993,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Tableaux et estampes,12270
994,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Quincaillerie,31082
995,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Parfumerie,5510
996,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Verrerie,17754
997,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Porcelaine,34511
998,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Bijouterie,26523
999,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Dorures fines,1000
1000,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Librairie,81640
1001,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Ouvrages de cuir en cordonnerie et sellerie,29156
1002,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Ouvrages divers en bois,4050
1003,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Ouvrages de cuivre doré et argenté,29303
1004,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Ouvrages de modes et fleurs artificielles,92769
1005,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Passementerie,7800
1006,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Peaux et pelleteries,44730
1007,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Portugal,Articles d'industrie réunis,260202
1008,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Destination inconnue,Toiles de lin et de chanvre,4000
1009,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Destination inconnue,Bijouterie,10250
1010,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Destination inconnue,Articles d'industrie réunis,7100
1011,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Safran,800
1012,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Drogues médicinales réunies,16695
1013,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Gommes diverses,10597
1014,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Huile et essence de térébenthine,3540
1015,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Drogues diverses réunies,376444
1016,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Orfévrerie,67471
1017,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,Monnaies au type étranger,340000
1018,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Espagne,D'une valeur moindre de 2000 francs chacun,11418
1019,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Quinquina,128385
1020,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Safran,227780
1021,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Drogues médicinales réunies,90335
1022,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Gommes diverses,52520
1023,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Huile et essence de térébenthine,113350
1024,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Drogues diverses réunies,150924
1025,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Orfévrerie,75507
1026,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,Monnaies au type étranger,180000
1027,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Hollande,D'une valeur moindre de 2000 francs chacun,8194
1028,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Prusse,Orfévrerie,5960
1029,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Prusse,D'une valeur moindre de 2000 francs chacun,1190
1030,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Quinquina,40310
1031,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Safran,496768
1032,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Drogues médicinales réunies,71111
1033,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Gommes diverses,3936
1034,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Huile et essence de térébenthine,4688
1035,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Drogues diverses réunies,294186
1036,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Orfévrerie,273630
1037,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,Monnaies au type étranger,7904000
1038,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats d'Allemagne,D'une valeur moindre de 2000 francs chacun,15464
1039,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Quinquina,2400
1040,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Safran,222250
1041,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Drogues médicinales réunies,23295
1042,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Gommes diverses,73296
1043,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Huile et essence de térébenthine,7791
1044,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Drogues diverses réunies,269854
1045,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,Orfévrerie,56176
1046,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,République de Suisse,D'une valeur moindre de 2000 francs chacun,18967
1047,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats-Unis d'Amérique,Safran,3040
1048,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats-Unis d'Amérique,Drogues médicinales réunies,41665
1049,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats-Unis d'Amérique,Drogues diverses réunies,42264
1050,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats-Unis d'Amérique,Orfévrerie,67826
1051,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Etats-Unis d'Amérique,D'une valeur moindre de 2000 francs chacun,31955
1052,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Villes Anséatiques,Safran,8400
1053,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Villes Anséatiques,Drogues médicinales réunies,3560
1054,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Villes Anséatiques,Drogues diverses réunies,16225
1055,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Villes Anséatiques,Orfévrerie,648
1056,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Villes Anséatiques,D'une valeur moindre de 2000 francs chacun,687
1057,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,Safran,31850
1058,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,Drogues médicinales réunies,62133
1059,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,Gommes diverses,2640
1060,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,Huile et essence de térébenthine,178290
1061,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,Drogues diverses réunies,58950
1062,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,Orfévrerie,2300
1063,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Danemarck,D'une valeur moindre de 2000 francs chacun,17220
1064,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Quinquina,20500
1065,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Drogues médicinales réunies,16970
1066,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Gommes diverses,5721
1067,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Huile et essence de térébenthine,1345
1068,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Drogues diverses réunies,108008
1069,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Orfévrerie,23676
1070,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,D'une valeur moindre de 2000 francs chacun,19543
1071,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Quinquina,34810
1072,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Safran,4900
1073,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Drogues médicinales réunies,40542
1074,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Gommes diverses,2353
1075,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Huile et essence de térébenthine,9122
1076,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Drogues diverses réunies,73930
1077,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Orfévrerie,34623
