numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,doubleaccounts
422,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Métaux///Cuivre,bronze et laiton",Milane et toscane,35000,9584100,0
423,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Métaux///Cuivre,bronze et laiton",Empire ottoman et barbarie,1335600,9584100,0
424,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Métaux///Cuivre,bronze et laiton",Royaume de Sardaigne,28100,9584100,0
425,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Métaux///Cuivre,bronze et laiton",Empire d'Autriche,174900,9584100,0
426,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Métaux///Cuivre,bronze et laiton",Angleterre,4545000,9584100,0
427,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Etain,Hollande,122600,1251800,0
428,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///Etain,Angleterre,1129200,1251800,0
429,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Royaume d'Espagne,159200,7286600,0
430,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Hollande,1192200,7286600,0
431,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Royaume de Prusse,15100,7286600,0
432,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Etats d'Allemagne,204000,7286600,0
433,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Villes anséatique,221700,7286600,0
434,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Royaume de Danemarck,158900,7286600,0
435,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Royaume de suede,3593900,7286600,0
436,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,Milane et toscane,53900,7286600,0
437,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers et aciers,République de Genes,111100,7286600,0
438,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///Fers et aciers,Empire d'Autriche,672800,7286600,0
439,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///Fers et aciers,Empire de Russie,524500,7286600,0
440,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///Fers et aciers,Angleterre,370300,7286600,0
441,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers blanc,Hollande,64200,960000,0
442,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///Fers blanc,Villes anséatique,242500,960000,0
443,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///Fers blanc,Angleterre,653300,960000,0
444,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///plomb,Hollande,212600,2361300,0
445,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///plomb,Royaume de Prusse,87400,2361300,0
446,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///plomb,Royaume de Danemarck,505200,2361300,0
447,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Métaux///plomb,République de Genes,25700,2361300,0
448,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///plomb,Royaume de naples,31000,2361300,0
449,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///plomb,Royaume de Sardaigne,19400,2361300,0
450,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///plomb,Empire d'Autriche,14300,2361300,0
451,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Métaux///plomb,Angleterre,1465700,2361300,0
452,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Chapellerie,Milane et toscane,18100,82500,0
453,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Chapellerie,Angleterre,64400,82500,0
454,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Etoffes en coton et en laine,Hollande,8400,8850300,0
455,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Etoffes en coton et en laine,Royaume de Sardaigne,17500,8850300,0
456,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Etoffes en coton et en laine,Empire d'Autriche,90500,8850300,0
457,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Etoffes en coton et en laine,Angleterre,8733900,8850300,0
458,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Royaume d'Espagne,301400,4700300,0
459,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Hollande,45000,4700300,0
460,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Etats d'Allemagne,14100,4700300,0
461,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",République de suisse,198100,4700300,0
462,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Milane et toscane,120900,4700300,0
463,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",République de Genes,427800,4700300,0
464,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Empire ottoman et barbarie,591000,4700300,0
465,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Royaume de naples,21100,4700300,0
466,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Royaume de Sardaigne,278300,4700300,0
467,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Empire d'Autriche,24000,4700300,0
468,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Royaume de Portugal,86400,4700300,0
469,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",Angleterre,2555100,4700300,0
470,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans","Colonies francaises en Asie,Afrique en Amérique",37100,4700300,0
471,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Mouchoirs divers et des Indes,Etats d'Allemagne,14200,731500,0
472,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Mouchoirs divers et des Indes,Villes anséatique,54200,731500,0
473,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Mouchoirs divers et des Indes,Empire d'Autriche,17100,731500,0
474,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Mouchoirs divers et des Indes,Angleterre,328900,731500,0
475,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Mouchoirs divers et des Indes,"Colonies francaises en Asie,Afrique en Amérique",317100,731500,0
476,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Rubannerie ordinaire,Hollande,18100,1861600,0
477,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Rubannerie ordinaire,Etats d'Allemagne,1655500,1861600,0
478,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Rubannerie ordinaire,République de suisse,44900,1861600,0
479,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Rubannerie ordinaire,Empire d'Autriche,143100,1861600,0
480,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume d'Espagne,18600,18436600,0
481,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,Hollande,1058100,18436600,0
482,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,Etats d'Allemagne,53200,18436600,0
483,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,République de suisse,1250600,18436600,0
484,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,Villes anséatique,2231700,18436600,0
485,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,Milane et toscane,89500,18436600,0
486,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,République de Genes,11900,18436600,0
487,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Toiles diverses en lin et chanvre,Empire ottoman et barbarie,40900,18436600,0
488,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de Sardaigne,97300,18436600,0
489,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Toiles diverses en lin et chanvre,Empire d'Autriche,12389500,18436600,0
490,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Toiles diverses en lin et chanvre,Empire de Russie,211900,18436600,0
491,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de Portugal,22800,18436600,0
492,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Toiles diverses en lin et chanvre,Angleterre,960100,18436600,0
493,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Royaume d'Espagne,18000,12235800,0
494,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Hollande,224600,12235800,0
495,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Etats d'Allemagne,22200,12235800,0
496,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Toiles en coton, mousseline et nankin",République de suisse,273500,12235800,0
497,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Villes anséatique,264200,12235800,0
498,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Empire ottoman et barbarie,1251900,12235800,0
499,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Royaume de naples,31100,12235800,0
500,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Empire d'Autriche,678400,12235800,0
501,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Royaume de Portugal,892200,12235800,0
502,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Toiles en coton, mousseline et nankin",Angleterre,2639200,12235800,0
503,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Toiles en coton, mousseline et nankin","Colonies francaises en Asie,Afrique en Amérique",6940500,12235800,0
504,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Dentelles de fil,République de suisse,482000,1117900,0
505,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Dentelles de fil,Royaume de Sardaigne,12600,1117900,0
506,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Dentelles de fil,Empire d'Autriche,623300,1117900,0
507,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Draperies,Hollande,42500,1905800,0
508,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Draperies,Empire d'Autriche,129300,1905800,0
509,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Draperies,Angleterre,1734000,1905800,0
510,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,"///Objets manufacturés///Bonneterie en fil, coton et laine",Etats d'Allemagne,37300,1301100,0
511,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Bonneterie en fil, coton et laine",Royaume de Sardaigne,152700,1301100,0
512,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Bonneterie en fil, coton et laine",Empire d'Autriche,50500,1301100,0
513,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,"///Objets manufacturés///Bonneterie en fil, coton et laine",Angleterre,1060600,1301100,0
514,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Articles réunis,Etats d'Allemagne,13100,84600,0
515,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Objets manufacturés///Articles réunis,Royaume de Danemarck,19300,84600,0
516,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Articles réunis,Angleterre,46900,84600,0
517,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,12,///Objets manufacturés///Articles réunis,"Colonies francaises en Asie,Afrique en Amérique",5300,84600,0
518,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Royaume d'Espagne,169400,1867500,0
519,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Hollande,189900,1867500,0
520,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Royaume de Prusse,34100,1867500,0
521,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Etats d'Allemagne,76900,1867500,0
522,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,République de suisse,79200,1867500,0
523,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Etats-Unis d'amérique,100900,1867500,0
524,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Villes anséatique,183800,1867500,0
525,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,11,///Industrie étrangère///Peaux et pelleteries,Royaume de Danemarck,32300,1867500,0
