numrodeligne,datantryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
2576,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Verrerie bouteilles pleines, vides, et dames-jeannes",156300
2577,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Voitures,7000
2578,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Argenterie et orfèvrerie en vermeil,154300
2579,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Armes,202800
2580,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bijouterie en perles et pierres fines montées et non montées,180600
2581,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bouchons de liège,41900
2582,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bougie,51400
2583,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Caractères d'imprimerie,2600
2584,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Cartes à jouer,25700
2585,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Carton ouvré et en feuilles,10000
2586,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Chandelle,656600
2587,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Corail brut et taillé, non monté",105600
2588,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Cordages de chanvre,283400
2589,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Faïence,125300
2590,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Faïence poterie de grès et de terre,61500
2591,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Glaces et miroirs,61800
2592,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Habillements, lingerie et effets militaires",284000
2593,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Horlogerie,74000
2594,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Instrumens pour les sciences et les arts,128500
2595,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Instrumens de musique,32500
2596,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Librairie,100500
2597,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Mercerie commune,88200
2598,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Mercerie Bimbeloterie,32400
2599,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Mercerie fine,76900
2600,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Meubles,184700
2601,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Objets d'arts, histoire naturelle, peinture et gravue",46600
2602,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de boissellerie,12900
2603,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de coutellerie,39600
2604,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de cuir et cordonnerie,460500
2605,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages en harnois et sellerie,97200
2606,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Ouvrages en cuivre doré, argenté, plaqué",100500
2607,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de modes,162500
2608,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de modes fleurs artificielles,30000
2609,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de passementerie ordinaire,7400
2610,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de peaux diverses,10700
2611,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de peaux gants,39500
2612,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Ouvrages de tabletterie,14700
2613,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Ouvrages en terre cuite, briques, tuiles, carreaux, pipes",154800
2614,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Papiers à écrire,143900
2615,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Papiers peints,30800
2616,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Papiers musique gravée,4700
2617,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Parasols et parapluies,248500
2618,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Parfumeries diverses,135000
2619,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Parfumeries eaux de senteur,107500
2620,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Peaux brutes et apprétées,46500
2621,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Peaux pelleteries ouvrées,1200
2622,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Pierres à fusils,1800
2623,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Pierres en grès taillés, meules",20400
2624,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Plumes d'autruche et autres de parure,3300
2625,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Plumes à écrire et à lit,5500
2626,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Porcelaine,103200
2627,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Poudre à tirer,240200
2628,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Quincaillerie diverse,290900
2629,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Quincaillerie clous de fer,397200
2630,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Savons,489200
2631,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Verrerie, cristaux",42300
2632,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Verrerie ordinaire,89800
2633,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Verrerie bouteilles pleines, vides, et dames-jeannes",168200
2634,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Voitures,29000
2635,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Articles réunis,39800
2636,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Crème de tartre,33800
2637,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Drogues diverses,20900
2638,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Médicamens composés,41400
2639,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Plantes, herbes, racines et fruits médicinaux",15900
2640,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Rhubarbe,8400
2641,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Couperose verte,13200
2642,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Gommes diverses,7100
2643,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Sels chimiques,3200
2644,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Sels de Glauber,1000
2645,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Sels d'Epsum,1600
2646,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Sels de Saturne,24700
2647,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Substances et produits chimiques, principalement en eau-forte et couperose bleue et blanche",22600
2648,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Huiles et acides vitrioliques,19800
2649,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Térébenthine en pâte,500
2650,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Térébenthine (huile et essence de),15600
2651,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Articles réunis,16200
2652,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Articles réunis de peu de valeur,20700
2653,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Matières d'or et d'argent,18010000
2654,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Drogues diverses,1600
2655,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Médicamens composés,13600
2656,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Plantes, herbes, racines et fruits médicinaux",1600
2657,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Gommes diverses,900
2658,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Sels de Glauber,1400
2659,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Sels de Saturne,7900
2660,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Substances et produits chimiques, principalement en eau-forte et couperose bleue et blanche",1900
2661,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Huiles et acides vitrioliques,15200
2662,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Térébenthine en pâte,1900
2663,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Térébenthine (huile et essence de),14600
2664,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Articles réunis,6000
2665,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Articles réunis de peu de valeur,500
2666,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Matières d'or et d'argent,855100
2667,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Crème de tartre,15600
2668,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Drogues diverses,3300
2669,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Médicamens composés,9800
2670,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Plantes, herbes, racines et fruits médicinaux",12100
2671,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Rhubarbe,9900
2672,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Couperose verte,1200
2673,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Gommes diverses,3600
2674,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Safran,28700
2675,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Sels chimiques,5000
2676,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Sels de Saturne,20800
2677,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Substances et produits chimiques, principalement en eau-forte et couperose bleue et blanche",2900
2678,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Huiles et acides vitrioliques,1600
2679,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Térébenthine en pâte,1400
2680,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Térébenthine (huile et essence de),51400
2681,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Articles réunis,15900
2682,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Articles réunis de peu de valeur,1300
2683,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Matières d'or et d'argent,1150000
2684,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Crème de tartre,4700
2685,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Drogues diverses,4700
2686,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Médicamens composés,22000
2687,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Plantes, herbes, racines et fruits médicinaux",500
2688,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Gommes diverses,5300
2689,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Safran,13300
2690,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Sels d'Epsum,900
2691,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Sels de Saturne,8400
2692,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Substances et produits chimiques, principalement en eau-forte et couperose bleue et blanche",2000
2693,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Huiles et acides vitrioliques,13600
2694,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Térébenthine (huile et essence de),11000
2695,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Articles réunis,9200
2696,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Articles réunis de peu de valeur,800
2697,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Matières d'or et d'argent,20522400
2698,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Drogues diverses,5300
2699,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Médicamens composés,3500
2700,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Rhubarbe,2400
2701,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Jus de citron,45600
2702,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Safran,1600
2703,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Sels de Glauber,2300
2704,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,"Substances et produits chimiques, principalement en eau-forte et couperose bleue et blanche",6000
2705,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Huiles et acides vitrioliques,2800
2706,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Térébenthine (huile et essence de),700
