numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
663,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Isles,807,,,12281.0996094,,0
664,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Italie,7332,,,12281.0996094,,0
665,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Levant,472,,,12281.0996094,,0
666,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Portugal,76,,,12281.0996094,,0
667,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Savoye,543,,,12281.0996094,,0
668,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Suisse,6,,,12281.0996094,,0
669,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Cidre,Nord,450,,,,,0
670,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Cinabre,Hollande,9305,,,,,0
671,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Cire ; blanche,Flandre,1336,2164,,4004938,,0
672,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Cire ; blanche,Hollande,60,2164,,4004938,,0
673,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Cire ; blanche,Nord,768,2164,,4004938,,0
674,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; à cachetter,Flandre,6,278.25,,4004938,,0
675,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; à cachetter,Hollande,268.25,278.25,,4004938,,0
676,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; à cachetter,Savoye,4,278.25,,4004938,,0
677,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; en grabeau,Italie,10645.5,,,4004938,,0
678,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Allemagne,4352.1001,3991850.25,,4004938,,0
679,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Angleterre,63575.25,3991850.25,,4004938,,0
680,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Espagne,23681.25,3991850.25,,4004938,,0
681,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Flandre,8454.200199999999,3991850.25,,4004938,,0
682,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Hollande,36559.301,3991850.25,,4004938,,0
683,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Italie,14646,3991850.25,,4004938,,0
684,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Levant,2392414.5,3991850.25,,4004938,,0
685,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Nord,1433852.9,3991850.25,,4004938,,0
686,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Russie,14214.75,3991850.25,,4004938,,0
687,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cire ; jaune,Savoye,100,3991850.25,,4004938,,0
688,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Angleterre,29.25,,,96344.296875,,0
689,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Espagne,1598.85,,,96344.296875,,0
690,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Flandre,5541.9502,,,96344.296875,,0
691,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Isles,505,,,96344.296875,,0
692,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Italie,44989.5,,,96344.296875,,0
693,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Portugal,42553.25,,,96344.296875,,0
694,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Citrons,Savoye,726.5,,,96344.296875,,0
695,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Cloches de fonte,Espagne,140,,,,,0
696,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Clous ; de fer,Allemagne,185301.84,313859.40625,,313859.40625,,0
697,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Clous ; de fer,Angleterre,1.8,313859.40625,,313859.40625,,0
698,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,33,Clous ; de fer,Danemark,165,313859.40625,,313859.40625,,0
699,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Espagne,5087.5,313859.40625,,313859.40625,,0
700,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Flandre,6477.6001,313859.40625,,313859.40625,,0
701,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Hollande,104408.55,313859.40625,,313859.40625,,0
702,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Italie,5550,313859.40625,,313859.40625,,0
703,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Russie,91.25,313859.40625,,313859.40625,,0
704,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Savoye,334.25,313859.40625,,313859.40625,,0
705,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Clous ; de fer,Suede,6441.6001,313859.40625,,313859.40625,,0
706,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cochenille,Espagne,2165050,,,2178150,,0
707,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cochenille,Hollande,8000,,,2178150,,0
708,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cochenille,Italie,5100,,,2178150,,0
709,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cochons ; de lait,Allemagne,78,,,38544,,0
710,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cochons ; salé,Angleterre,38466,,,38544,,0
711,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cocos,Hollande,420,,,19420,,0
712,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Cocos,Portugal,19000,,,19420,,0
713,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Coiffes de chapeaux,Flandre,22,,,,,0
714,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Coffres ; de bois,Flandre,105,758.200012207,,758.200012207,,0
715,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Coffres ; de bois,Hollande,250,758.200012207,,758.200012207,,0
716,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Coffres ; de bois,Nord,403.20001,758.200012207,,758.200012207,,0
717,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colliers ; de grenat,Savoye,50,,,51,,0
718,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colliers ; de perles fausses,Suisse,1,,,51,,0
719,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colle ; commune,Hollande,34319.801,,,143393,,0
720,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colle ; de flandre,Hollande,7476,,,143393,,0
721,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colle ; forte,Allemagne,30,88556.203125,,143393,,0
722,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colle ; forte,Espagne,61.799999,88556.203125,,143393,,0
723,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colle ; forte,Hollande,83230.398,88556.203125,,143393,,0
724,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,34,Colle ; forte,Italie,480,88556.203125,,143393,,0
725,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; forte,Nord,36,88556.203125,,143393,,0
726,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; forte,Savoye,1160,88556.203125,,143393,,0
727,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; forte,Suisse,3558,88556.203125,,143393,,0
728,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; de poisson,Hollande,5951,13041,,143393,,0
729,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; de poisson,Italie,2400,13041,,143393,,0
730,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; de poisson,Nord,1095,13041,,143393,,0
731,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colle ; de poisson,Russie,3595,13041,,143393,,0
732,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colombine,Espagne,1615,,,1790,,0
733,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Colombine,Italie,175,,,1790,,0
734,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Coloquintes,Espagne,10150,,,21531.25,,0
735,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Coloquintes,Hollande,281.25,,,21531.25,,0
736,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Coloquintes,Italie,11100,,,21531.25,,0
737,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Commodes,Hollande,424,,,,,0
738,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Compas de mer,Hollande,192,,,,,0
739,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Allemagne,9929.5,,,74475.1484375,,0
740,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Espagne,853.25,,,74475.1484375,,0
741,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Flandre,110,,,74475.1484375,,0
742,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Isles,38988.898,,,74475.1484375,,0
743,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Italie,23419,,,74475.1484375,,0
744,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Portugal,258.5,,,74475.1484375,,0
745,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Savoye,904,,,74475.1484375,,0
746,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Confitures,Suisse,12,,,74475.1484375,,0
747,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Coque Levant,Hollande,90,,,514,,0
748,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,35,Coque Levant,Levant,424,,,514,,0
749,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Coquilles ; de mer,Hollande,42288,70551,,72501,,0
750,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Coquilles ; de mer,Isles,28263,70551,,72501,,0
751,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Coquilles ; de Nacres,Nord,1950,,,72501,,0
752,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corail ; brut,Espagne,104060,414900,,415387.5,,0
753,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corail ; brut,Hollande,122200,414900,,415387.5,,0
754,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corail ; brut,Italie,15000,414900,,415387.5,,0
755,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corail ; brut,Levant,173640,414900,,415387.5,,0
756,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corail ; faux,Hollande,400,,,415387.5,,0
757,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corail ; en grabeau,Espagne,87.5,,,415387.5,,0
758,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corbeilles d'ozier,Allemagne,697.5,,,20197.5,,0
759,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Corbeilles d'ozier,Italie,19500,,,20197.5,,0
760,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Cordage ; d'auf,Espagne,3217.3501,3536.10009766,,25272.5996094,,0
761,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Cordage ; d'auf,Italie,318.75,3536.10009766,,25272.5996094,,0
762,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,36,Cordage ; de chanvre,Flandre,318.20001,3002.69995117,,25272.5996094,,0
