Numéro de ligne,Data entry by,Source,Year,Exports-Imports,Sheet,Marchandises,Marchandises,Marchandises-1,Marchandises-2,Marchandises-3,Marchandises-4,Pays,Leur Valeur,,Leur valeur recalculée,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Leur Valeur (sub-total 2),,Total,,Remarks
2 494,Annick Davis,Montbret 849,1752,Imports,211,Vergues,Vergues,,,,,Russie,135,0,"135,00",,,,,,26 765,0,
11,Annick Davis,Montbret 849,1752,Imports,95,Acier,Acier,,,,,Savoye,3,10,"3,50",,,,,,26 765,0,
16,Annick Davis,Montbret 849,1752,Imports,95,Agaric,Agaric,,,,,Savoye,60,0,"60,00",,,,,,26 765,0,
106,Annick Davis,Montbret 849,1752,Imports,99,Arquifou,Arquifou,,,,,Savoye,600,0,"600,00",,,,,,26 765,0,
108,Annick Davis,Montbret 849,1752,Imports,99,Asnes,Asnes,,,,,Savoye,30,0,"30,00",,,,,,26 765,0,
132,Annick Davis,Montbret 849,1752,Imports,100,Balais ; de jongs,Balais , de jongs,,,,Savoye,6,0,"6,00",,,,,,563 662,16,
144,Annick Davis,Montbret 849,1752,Imports,100,Barils ; vuides,Barils , vuides,,,,Savoye,13,10,"13,50",,,,,,563 662,16,
183,Annick Davis,Montbret 849,1752,Imports,102,Bazannes ; tannées,Bazannes , tannées,,,,Savoye,24,0,"24,00",,,,,,563 662,16,
207,Annick Davis,Montbret 849,1752,Imports,103,Beurre,Beurre,,,,,Savoye,4 847,6,"4 847,30",,,,,,563 662,16,
242,Annick Davis,Montbret 849,1752,Imports,104,Boëtes ; de bois,Boëtes , de bois,,,,Savoye,660,0,"660,00",,,,,,563 662,16,
288,Annick Davis,Montbret 849,1752,Imports,105,Bois ; fustet,Bois , fustet,,,,Savoye,4,0,"4,00",2 795,0,,,,563 662,16,
367,Annick Davis,Montbret 849,1752,Imports,108,Bourre ; à batir,Bourre , à batir,,,,Savoye,247,10,"247,50",4 314,8,,,,563 662,16,
409,Annick Davis,Montbret 849,1752,Imports,110,Brustes ; à tisserand,Brustes , à tisserand,,,,Savoye,,,"563 662,80",,,,,,563 662,16,
508,Annick Davis,Montbret 849,1752,Imports,115,Chair ; Salée,Chair , Salée,,,,Savoye,133,10,"133,50",5 414,10,,,,67 690,8,
513,Annick Davis,Montbret 849,1752,Imports,116,Champignons,Champignons,,,,,Savoye,252,0,"252,00",,,,,,67 690,8,
519,Annick Davis,Montbret 849,1752,Imports,116,Chandelle,Chandelle,,,,,Savoye,70,0,"70,00",,,,,,67 690,8,
551,Annick Davis,Montbret 849,1752,Imports,118,Chataignes,Chataignes,,,,,Savoye,246,10,"246,50",,,,,,67 690,8,
564,Annick Davis,Montbret 849,1752,Imports,119,Chevaux,Chevaux,,,,,Savoye,1 110,0,"1 110,00",,,,,,3 630 208,0,
582,Annick Davis,Montbret 849,1752,Imports,119,Chocolat,Chocolat,,,,,Savoye,402,0,"402,00",,,,,,3 630 208,0,
587,Annick Davis,Montbret 849,1752,Imports,120,Cire ; blanche,Cire , blanche,,,,Savoye,1 120,0,"1 120,00",6 799,16,,,,3 630 208,0,
604,Annick Davis,Montbret 849,1752,Imports,120,Citrons,Citrons,,,,,Savoye,244,0,"244,00",,,,,,3 630 208,0,
615,Annick Davis,Montbret 849,1752,Imports,121,Clous ; de fer,Clous , de fer,,,,Savoye,133,15,"133,75",,,,,,3 630 208,0,
622,Annick Davis,Montbret 849,1752,Imports,121,Cochenille,Cochenille,,,,,Savoye,3 996,0,"3 996,00",,,,,,3 630 208,0,
628,Annick Davis,Montbret 849,1752,Imports,121,Colle ; commune,Colle , commune,,,,Savoye,1 233,4,"1 233,20",22 693,14,,,,3 630 208,0,
633,Annick Davis,Montbret 849,1752,Imports,121,Colle ; forte,Colle , forte,,,,Savoye,550,0,"550,00",60 598,17,,,,3 630 208,0,
647,Annick Davis,Montbret 849,1752,Imports,122,Confitures,Confitures,,,,,Savoye,100,0,"100,00",,,,,,3 630 208,0,
698,Annick Davis,Montbret 849,1752,Imports,124,Coton ; filé,Coton , filé,,,,Savoye,24,10,"24,50",4 063 847,15,,,,3 630 208,0,
752,Annick Davis,Montbret 849,1752,Imports,126,Crin,Crin,,,,,Savoye,192,15,"192,75",,,,,,3 630 208,0,
754,Annick Davis,Montbret 849,1752,Imports,126,Cristal ; brut,Cristal , brut,,,,Savoye,260,0,"260,00",1 460,0,,,,3 630 208,0,
768,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; en poil,Cuirs , de beuf , en poil,,,Savoye,1 614,0,"1 614,00",3 019 026,5,3 445 080,15,,3 345,0,
775,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; tannés,Cuirs , de beuf , tannés,,,Savoye,1 587,0,"1 587,00",426 019,10,3 445 080,15,,3 345,0,
787,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de vache ; en poil,Cuirs , de vache , en poil,,,Savoye,64,0,"64,00",13 556,0,15 068,0,,3 345,0,
810,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; ouvré,Cuivre , ouvré,,,,Savoye,6 435,0,"6 435,00",140 919,2,,,,3 345,0,
853,Annick Davis,Montbret 849,1752,Imports,130,Dentelle ; de fil ; grosse,Dentelle , de fil , grosse,,,Savoye,1 600,0,"1 600,00",14 850,0,,,,3 345,0,
868,Annick Davis,Montbret 849,1752,Imports,134,Drapeaux ; vieux,Drapeaux , vieux,,,,Savoye,4 184,0,"4 184,00",,,,,,3 345,0,
915,Annick Davis,Montbret 849,1752,Imports,136,Email,Email,,,,,Savoye,810,0,"810,00",,,,,,4 901,0,
926,Annick Davis,Montbret 849,1752,Imports,137,Eponges,Eponges,,,,,Savoye,107,0,"107,00",,,,,,12 883,0,
962,Annick Davis,Montbret 849,1752,Imports,138,Etaim ; ouvré,Etaim , ouvré,,,,Savoye,182,13,"182,65",17 871,17,,,,12 883,0,
970,Annick Davis,Montbret 849,1752,Imports,139,Etoffe ; de soye,Etoffe , de soye,,,,Savoye,111 960,0,"111 960,00",706 934,0,4 741 734,0,,12 883,0,
974,Annick Davis,Montbret 849,1752,Imports,140,Etoffe ; mitées ; misoye,Etoffe , mitées , misoye,,,Savoye,46 140,0,"46 140,00",144 360,0,,,,12 883,0,
1 014,Annick Davis,Montbret 849,1752,Imports,142,Fer ; en barres,Fer , en barres,,,,Savoye,682,10,"682,50",1 741 691,17,,,,12 883,0,
1 046,Annick Davis,Montbret 849,1752,Imports,143,Fer ; ouvré,Fer , ouvré,,,,Savoye,1 430,2,"1 430,10",18 276,7,,,,1 237,10,
1 148,Annick Davis,Montbret 849,1752,Imports,146,Fleurs ; artifficielles,Fleurs , artifficielles,,,,Savoye,27 400,0,"27 400,00",70 950,0,,,,9 247,1,
1 178,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; commun,Fromage , commun,,,,Savoye,8 654,2,"8 654,10",232 671,8,,,,9 247,1,
1 187,Annick Davis,Montbret 849,1752,Imports,148,Fruit ; cru ; divers,Fruit , cru , divers,,,Savoye,5 910,0,"5 910,00",10 432,10,17 169,10,,9 247,1,
1 212,Annick Davis,Montbret 849,1752,Imports,150,Galou ; pilé,Galou , pilé,,,,Savoye,,,"2 800,00",,,,,,2 800,0,
1 238,Annick Davis,Montbret 849,1752,Imports,152,Gibier ; divers,Gibier , divers,,,,Savoye,151,0,"151,00",667,0,,,,4 336,0,
1 255,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; commune,Gomme , commune,,,,Savoye,14,0,"14,00",404,0,,,,4 336,0,
1 275,Annick Davis,Montbret 849,1752,Imports,153,Graine ; de chanvre,Graine , de chanvre,,,,Savoye,1,5,"1,25",9 994,15,,,,4 336,0,
1 295,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de moutarde,Graine , de moutarde,,,,Savoye,72,0,"72,00",76,10,,,,4 336,0,
1 302,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de treffle,Graine , de treffle,,,,Savoye,358,4,"358,20",510,4,,,,25 434,0,
1 359,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de noix,Huile , de noix,,,,Savoye,3,0,"3,00",,,,,,74 483,8,
1 365,Annick Davis,Montbret 849,1752,Imports,157,Huile ; d'Olive,Huile , d'Olive,,,,Savoye,1 211,10,"1 211,50",4 743 893,3,,,,74 483,8,
1 460,Annick Davis,Montbret 849,1752,Imports,161,Laine ; filée,Laine , filée,,,,Savoye,4,10,"4,50",5 610,15,,,,74 483,8,
1 556,Annick Davis,Montbret 849,1752,Imports,164,Liqueurs,Liqueurs,,,,,Savoye,970,0,"970,00",,,,,,74 483,8,
1 581,Annick Davis,Montbret 849,1752,Imports,165,Maquet,Maquet,,,,,Savoye,6,0,"6,00",,,,,,7 875,0,
1 604,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Savoye,81,0,"81,00",,,,,,2 150,0,
1 608,Annick Davis,Montbret 849,1752,Imports,166,Masques ; de Venise,Masques , de Venise,,,,Savoye,,,"2 150,00",,,,,,2 150,0,
1 634,Annick Davis,Montbret 849,1752,Imports,167,Mercerie,Mercerie,,,,,Savoye,3 492,0,"3 492,00",,,,,,1 260,0,
1 686,Annick Davis,Montbret 849,1752,Imports,170,Moutons,Moutons,,,,,Savoye,7 282,0,"7 282,00",,,,,,750,0,
1 688,Annick Davis,Montbret 849,1752,Imports,170,Mulets,Mulets,,,,,Savoye,23 540,0,"23 540,00",,,,,,750,0,
1 716,Annick Davis,Montbret 849,1752,Imports,171,Noisettes,Noisettes,,,,,Savoye,25,0,"25,00",,,,,,37 972,3,
1 720,Annick Davis,Montbret 849,1752,Imports,172,Oeufs,Oeufs,,,,,Savoye,,,"37 972,15",,,,,,37 972,3,
1 724,Annick Davis,Montbret 849,1752,Imports,172,Olives,Olives,,,,,Savoye,1 523,15,"1 523,75",,,,,,37 972,3,
1 732,Annick Davis,Montbret 849,1752,Imports,173,Oranges,Oranges,,,,,Savoye,16,0,"16,00",,,,,,37 972,3,
1 790,Annick Davis,Montbret 849,1752,Imports,176,Pâte ; à papier,Pâte , à papier,,,,Savoye,200,0,"200,00",260,0,,,,37 972,3,
1 816,Annick Davis,Montbret 849,1752,Imports,176,Peaux ; de chevre ; en poil,Peaux , de chevre , en poil,,,Savoye,424,10,"424,50",22 357,11,27 596,15,,37 972,3,
1 862,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; de mouton ; passées,Peaux , de mouton , passées,,,Savoye,320,0,"320,00",870,4,14 783,0,,13 966,18,
1 887,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; en poil,Peaux , de veau , en poil,,,Savoye,41 643,0,"41 643,00",86 915,10,87 902,10,,27 316,16,
1 890,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; tannées,Peaux , de veau , tannées,,,Savoye,30,0,"30,00",36,0,87 902,10,,27 316,16,
1 904,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; crüe,Peaux , pelleterie , crüe,,,Savoye,42 519,0,"42 519,00",100 220,0,114 175,19,,27 316,16,
1 922,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; à bâtir,Pierres , à bâtir,,,,Savoye,1 660,0,"1 660,00",13 720,0,,,,27 316,16,
1 970,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Savoye,129,0,"129,00",961 993,6,,,,27 316,16,
1 975,Annick Davis,Montbret 849,1752,Imports,182,Plâtre,Plâtre,,,,,Savoye,72,0,"72,00",,,,,,27 316,16,
2 023,Annick Davis,Montbret 849,1752,Imports,184,Poisson ; salé,Poisson , salé,,,,Savoye,125,0,"125,00",93 685,10,,,,27 316,16,
2 039,Annick Davis,Montbret 849,1752,Imports,184,Poix ; raisine,Poix , raisine,,,,Savoye,51,0,"51,00",5 725,18,,,,27 316,16,
2 046,Annick Davis,Montbret 849,1752,Imports,185,Porcs ; gras,Porcs , gras,,,,Savoye,80,0,"80,00",170,0,,,,27 316,16,
2 049,Annick Davis,Montbret 849,1752,Imports,185,Porcs ; porcelets,Porcs , porcelets,,,,Savoye,80,0,"80,00",3 390,0,,,,56 088,7,
2 072,Annick Davis,Montbret 849,1752,Imports,186,Potterie ; de terre ; terraille,Potterie , de terre , terraille,,,Savoye,448,0,"448,00",196 983,5,200 812,11,,56 088,7,
2 092,Annick Davis,Montbret 849,1752,Imports,187,Pruneaux,Pruneaux,,,,,Savoye,50,0,"50,00",,,,,,56 088,7,
2 102,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de fer,Quincaille , de fer,,,,Savoye,30,0,"30,00",544 213,14,,,,56 088,7,
2 150,Annick Davis,Montbret 849,1752,Imports,189,Ris,Ris,,,,,Savoye,32 209,17,"32 209,85",,,,,,56 088,7,
2 154,Annick Davis,Montbret 849,1752,Imports,189,Rocaille,Rocaille,,,,,Savoye,343,0,"343,00",,,,,,56 088,7,
2 209,Annick Davis,Montbret 849,1752,Imports,192,Saucissons,Saucissons,,,,,Savoye,12,0,"12,00",,,,,,56 088,7,
2 235,Annick Davis,Montbret 849,1752,Imports,193,Seaux ; de bois,Seaux , de bois,,,,Savoye,1 376,5,"1 376,25",,,,,,56 088,7,
2 282,Annick Davis,Montbret 849,1752,Imports,197,Soye ; crüe,Soye , crüe,,,,Savoye,7 603 280,0,"7 603 280,00",19 907 838,0,,,,56 088,7,
2 309,Annick Davis,Montbret 849,1752,Imports,198,Sucre ; en pain,Sucre , en pain,,,,Savoye,822,0,"822,00",25 817,9,,,,56 088,7,
2 318,Annick Davis,Montbret 849,1752,Imports,199,Suif,Suif,,,,,Savoye,10,0,"10,00",,,,,,5 106,0,
2 340,Annick Davis,Montbret 849,1752,Imports,200,Tabatieres ; d'Olivier,Tabatieres , d'Olivier,,,,Savoye,231,0,"231,00",2 736,0,,,,2 533,8,
2 371,Annick Davis,Montbret 849,1752,Imports,202,Terebenthine,Terebenthine,,,,,Savoye,56,15,"56,75",,,,,,2 533,8,
2 375,Annick Davis,Montbret 849,1752,Imports,202,Terre ; d'ombre,Terre , d'ombre,,,,Savoye,60,0,"60,00",246,18,,,,2 533,8,
2 438,Annick Davis,Montbret 849,1752,Imports,206,Toile ; d'Etoupe ; de chanvre,Toile , d'Etoupe , de chanvre,,,Savoye,3,0,"3,00",213,0,,,,2 533,8,
2 474,Annick Davis,Montbret 849,1752,Imports,209,Truffes,Truffes,,,,,Savoye,,,"5 853 518,20",,,,,,5 853 518,4,
2 481,Annick Davis,Montbret 849,1752,Imports,210,Vaches,Vaches,,,,,Savoye,2 740,0,"2 740,00",,,,,,5 853 518,4,
2 499,Annick Davis,Montbret 849,1752,Imports,211,Vermichel,Vermichel,,,,,Savoye,40,0,"40,00",,,,,,5 853 518,4,
2 579,Annick Davis,Montbret 849,1752,Imports,216,Vin ; rouge,Vin , rouge,,,,Savoye,875,15,"875,75",13 967,0,,,,5 853 518,4,
2 588,Annick Davis,Montbret 849,1752,Imports,216,Volailles,Volailles,,,,,Savoye,758,0,"758,00",,,,,,5 853 518,4,
12,Annick Davis,Montbret 849,1752,Imports,95,Acier,Acier,,,,,Suède,47 704,5,"47 704,25",,,,,,5 853 518,4,
39,Annick Davis,Montbret 849,1752,Imports,96,Alun,Alun,,,,,Suède,17 561,5,"17 561,25",,,,,,5 853 518,4,
43,Annick Davis,Montbret 849,1752,Imports,96,Amadou,Amadou,,,,,Suède,2 018,16,"2 018,80",,,,,,5 853 518,4,
61,Annick Davis,Montbret 849,1752,Imports,97,Amidon,Amidon,,,,,Suède,2 145,0,"2 145,00",,,,,,5 853 518,4,
73,Annick Davis,Montbret 849,1752,Imports,97,Ancres ; de fer,Ancres , de fer,,,,Suède,3 664,0,"3 664,00",,,,,,5 853 518,4,
81,Annick Davis,Montbret 849,1752,Imports,98,Anspects,Anspects,,,,,Suède,63,5,"63,25",,,,,,5 853 518,4,
116,Annick Davis,Montbret 849,1752,Imports,99,Avirons,Avirons,,,,,Suède,216,0,"216,00",,,,,,5 853 518,4,Nothing on page 204
231,Annick Davis,Montbret 849,1752,Imports,104,Bled ; froment,Bled , froment,,,,Suède,66 720,0,"66 720,00",19 653 665,2,,,,5 853 518,4,
238,Annick Davis,Montbret 849,1752,Imports,104,Bled ; Seigle,Bled , Seigle,,,,Suède,106 542,0,"106 542,00",4 387 183,0,,,,5 853 518,4,
305,Annick Davis,Montbret 849,1752,Imports,106,Bois ; merrain ; à bariques,Bois , merrain , à bariques,,,Suède,8 540,0,"8 540,00",296 094,15,705 665,12,,5 853 518,4,
308,Annick Davis,Montbret 849,1752,Imports,106,Bois ; merrain ; à fonds,Bois , merrain , à fonds,,,Suède,1 137,10,"1 137,50",44 706,7,705 665,12,,5 853 518,4,
312,Annick Davis,Montbret 849,1752,Imports,106,Bois ; merrain ; de sapin,Bois , merrain , de sapin,,,Suède,827,13,"827,65",,,705 665,12,,5 853 518,4,
363,Annick Davis,Montbret 849,1752,Imports,108,Bourdillons,Bourdillons,,,,,Suède,1 620,0,"1 620,00",,,,,,5 853 518,4,
400,Annick Davis,Montbret 849,1752,Imports,110,Bray ; gras,Bray , gras,,,,Suède,68 994,0,"68 994,00",111 603,0,,,,5 853 518,4,
444,Annick Davis,Montbret 849,1752,Imports,113,Canons ; de fer,Canons , de fer,,,,Suède,10 265,0,"10 265,00",44 915,0,,,,5 853 518,4,
529,Annick Davis,Montbret 849,1752,Imports,116,Chanvre ; crü,Chanvre , crü,,,,Suède,253 290,0,"253 290,00",2 325 121,19,,,,5 853 518,4,
599,Annick Davis,Montbret 849,1752,Imports,120,Cire ; jaune,Cire , jaune,,,,Suède,5 810,0,"5 810,00",3 286 902,0,,,,5 853 518,4,
616,Annick Davis,Montbret 849,1752,Imports,121,Clous ; de fer,Clous , de fer,,,,Suède,6 053,2,"6 053,10",,,,,,5 853 518,4,
804,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; en monnoye,Cuivre , en monnoye,,,,Suède,18 281,0,"18 281,00",20 853,10,,,,5 853 518,4,
816,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; en planches,Cuivre , en planches,,,,Suède,39 889,10,"39 889,50",411 458,7,,,,5 853 518,4,
825,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; en rozette,Cuivre , en rozette,,,,Suède,36 625,0,"36 625,00",81 647,10,,,,5 853 518,4,
940,Annick Davis,Montbret 849,1752,Imports,137,Espars,Espars,,,,,Suède,75,0,"75,00",,,,,,5 853 518,4,
1 015,Annick Davis,Montbret 849,1752,Imports,142,Fer ; en barres,Fer , en barres,,,,Suède,248 807,12,"248 807,60",1 741 691,17,,,,5 853 518,4,
1 047,Annick Davis,Montbret 849,1752,Imports,143,Fer ; ouvré,Fer , ouvré,,,,Suède,1 286,5,"1 286,25",18 276,7,,,,5 853 518,4,
1 052,Annick Davis,Montbret 849,1752,Imports,143,Fer ; en plaques,Fer , en plaques,,,,Suède,702,8,"702,40",17 107,3,,,,5 853 518,4,
1 063,Annick Davis,Montbret 849,1752,Imports,143,Fer ; en taule,Fer , en taule,,,,Suède,3 152,15,"3 152,75",26 418,10,,,,5 853 518,4,
1 136,Annick Davis,Montbret 849,1752,Imports,146,Fil de léton ,Fil de léton ,,,,,Suède,725 574,10,"725 574,50",,,,,,5 853 518,4,
1 230,Annick Davis,Montbret 849,1752,Imports,151,Gaudron,Gaudron,,,,,Suède,168 655,0,"168 655,00",,,,,,5 853 518,4,
1 292,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de lin,Graine , de lin,,,,Suède,240,0,"240,00",117 586,0,,,,5 853 518,4,
1 482,Annick Davis,Montbret 849,1752,Imports,161,Laine ; de Suède,Laine , de Suède,,,,Suède,100,0,"100,00",,,,,,5 853 518,4,
1 570,Annick Davis,Montbret 849,1752,Imports,165,Manches ; de gaffe,Manches , de gaffe,,,,Suède,18,0,"18,00",529,8,,,,5 853 518,4,
1 605,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Suède,11,0,"11,00",,,,,,5 853 518,4,
1 615,Annick Davis,Montbret 849,1752,Imports,166,Mats ; divers,Mats , divers,,,,Suède,134 270,0,"134 270,00",269 660,0,,,,5 853 518,4,
1 619,Annick Davis,Montbret 849,1752,Imports,166,Mats ; petits,Mats , petits,,,,Suède,14 485,0,"14 485,00",30 869,0,,,,5 853 518,4,
1 914,Annick Davis,Montbret 849,1752,Imports,180,Pelles ; de bois,Pelles , de bois,,,,Suède,24,0,"24,00",,,,,,5 853 518,4,
1 971,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Suède,142 637,0,"142 637,00",961 993,6,,,,5 853 518,4,
2 202,Annick Davis,Montbret 849,1752,Imports,192,Sapins ; à fre. Échelle,Sapins , à fre. Échelle,,,,Suède,2 272,0,"2 272,00",20 941,13,,,,5 853 518,4,
2 204,Annick Davis,Montbret 849,1752,Imports,192,Sapins ; à fre. Pioche,Sapins , à fre. Pioche,,,,Suède,70,0,"70,00",138,10,,,,5 853 518,4,
13,Annick Davis,Montbret 849,1752,Imports,95,Acier,Acier,,,,,Suisse,3 611,9,"3 611,45",,,,,,5 853 518,4,
17,Annick Davis,Montbret 849,1752,Imports,95,Agaric,Agaric,,,,,Suisse,800,0,"800,00",,,,,,5 853 518,4,
40,Annick Davis,Montbret 849,1752,Imports,96,Alun,Alun,,,,,Suisse,1,0,"1,00",,,,,,5 853 518,4,
145,Annick Davis,Montbret 849,1752,Imports,100,Barils ; vuides,Barils , vuides,,,,Suisse,4,10,"4,50",,,,,,5 853 518,4,
151,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de coton,Bas , de coton,,,,Suisse,3 576,0,"3 576,00",109 703,0,,,,5 853 518,4,
157,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de fil,Bas , de fil,,,,Suisse,3 690,0,"3 690,00",64 759,10,,,,5 853 518,4,
163,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de laine ,Bas , de laine ,,,,Suisse,36,0,"36,00",5 153,4,,,,5 853 518,4,
164,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de peau,Bas , de peau,,,,Suisse,198,0,"198,00",,,,,,5 853 518,4,
189,Annick Davis,Montbret 849,1752,Imports,102,Bazin,Bazin,,,,,Suisse,110 291,0,"110 291,00",,,,,,5 853 518,4,
200,Annick Davis,Montbret 849,1752,Imports,103,Beufs ; en vie,Beufs , en vie,,,,Suisse,200,0,"200,00",68 540,0,,,,5 853 518,4,
208,Annick Davis,Montbret 849,1752,Imports,103,Beurre,Beurre,,,,,Suisse,2 979,18,"2 979,90",,,,,,5 853 518,4,
215,Annick Davis,Montbret 849,1752,Imports,103,Bijouterie,Bijouterie,,,,,Suisse,29 862,1,"29 862,05",,,,,,5 853 518,4,
218,Annick Davis,Montbret 849,1752,Imports,103,Biscuits ; de mer,Biscuits , de mer,,,,Suisse,2,10,"2,50",,,,,,5 853 518,4,
243,Annick Davis,Montbret 849,1752,Imports,104,Boëtes ; de bois,Boëtes , de bois,,,,Suisse,70,0,"70,00",,,,,,5 853 518,4,
262,Annick Davis,Montbret 849,1752,Imports,105,Bois ; à bruler,Bois , à bruler,,,,Suisse,30,0,"30,00",219 004,12,,,,5 853 518,4,
265,Annick Davis,Montbret 849,1752,Imports,105,Bois ; de buis,Bois , de buis,,,,Suisse,83,15,"83,75",23 751,17,,,,5 853 518,4,
275,Annick Davis,Montbret 849,1752,Imports,105,Bois ; de chesne,Bois , de chesne,,,,Suisse,10,0,"10,00",204 151,0,,,,5 853 518,4,
285,Annick Davis,Montbret 849,1752,Imports,105,Bois ; à fusils,Bois , à fusils,,,,Suisse,280,0,"280,00",,,,,,5 853 518,4,
339,Annick Davis,Montbret 849,1752,Imports,107,Bonnets ; de coton,Bonnets , de coton,,,,Suisse,340,0,"340,00",508,0,,,,5 853 518,4,
342,Annick Davis,Montbret 849,1752,Imports,107,Bonnets ; de velours,Bonnets , de velours,,,,Suisse,18,0,"18,00",,,,,,5 853 518,4,
345,Annick Davis,Montbret 849,1752,Imports,107,Borax,Borax,,,,,Suisse,140,0,"140,00",,,,,,5 853 518,4,
368,Annick Davis,Montbret 849,1752,Imports,108,Bourre ; à batir,Bourre , à batir,,,,Suisse,324,18,"324,90",4 314,8,,,,5 853 518,4,
380,Annick Davis,Montbret 849,1752,Imports,109,Bouteilles ; de verre,Bouteilles , de verre,,,,Suisse,10,0,"10,00",,,,,,5 853 518,4,
384,Annick Davis,Montbret 849,1752,Imports,109,Boutons ; de crin,Boutons , de crin,,,,Suisse,36,0,"36,00",30 832,0,,,,5 853 518,4,
387,Annick Davis,Montbret 849,1752,Imports,109,Boutons ; d'etaim,Boutons , d'etaim,,,,Suisse,24,0,"24,00",762,0,,,,5 853 518,4,
424,Annick Davis,Montbret 849,1752,Imports,111,Caffé ; des Isles,Caffé , des Isles,,,,Suisse,172,16,"172,80",13 280,6,,,,5 853 518,4,
467,Annick Davis,Montbret 849,1752,Imports,114,Casses ; de fer,Casses , de fer,,,,Suisse,,,"5 853 518,20",,,,,,5 853 518,4,
534,Annick Davis,Montbret 849,1752,Imports,117,Chapeaux ; de paille,Chapeaux , de paille,,,,Suisse,630,0,"630,00",2 028,0,,,,5 853 518,4,
541,Annick Davis,Montbret 849,1752,Imports,118,Charbon ; de bois,Charbon , de bois,,,,Suisse,37,0,"37,00",90 087,14,,,,1 200,0,
552,Annick Davis,Montbret 849,1752,Imports,118,Chataignes,Chataignes,,,,,Suisse,120,0,"120,00",,,,,,12 062,7,
565,Annick Davis,Montbret 849,1752,Imports,119,Chevaux,Chevaux,,,,,Suisse,12 290,0,"12 290,00",,,,,,197,8,
569,Annick Davis,Montbret 849,1752,Imports,119,Cheveux,Cheveux,,,,,Suisse,30,0,"30,00",,,,,,8 127,3,
617,Annick Davis,Montbret 849,1752,Imports,121,Clous ; de fer,Clous , de fer,,,,Suisse,30,0,"30,00",,,,,,440,0,
634,Annick Davis,Montbret 849,1752,Imports,121,Colle ; forte,Colle , forte,,,,Suisse,2 562,0,"2 562,00",60 598,17,,,,289,14,
